ia_geo_id	ia_vote_id	fips	county	vap	statefp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	logrecno	pop100	ia_agg	fraction	precinct	pres_tot	pres_d_08	pres_r_08	uss_d_08	uss_r_08	ush_d_08	ush_r_08	cong_other	ssen_dem	ssen_rep	ssen_other	sh_dem	sh_rep	gov_d_06	gov_r_06	gov_other	ush_d_06	ush_r_06	sh_other	precinct06	x_merge	t_08	p_08	us_08	uh_08	g_06	uh_06	av	ndv	nrv	precinct08
1132	"762"	103	"Johnson"	1423	19	103053	19103103053	"A"	"IOWA CITY PCT 23"	"IOWA CITY PCT 23"	"0"	"G5240"	"N"	6284054	0	41.67454	-91.500694	143707	1706	"1423"	"1"	"IOWA CITY 23"	456.0	296.0	160.0	326.0	130.0	271.0	161.0	16.0				357.0	0.0	447.0	175.0	14.0	383.0	245.0		"Iowa City 23"	"3"	456.0	0.64912283	0.7149123	0.6273148	0.7186495	0.60987264	0.6639744	302.7723	153.2277	"Iowa City 23"
1133	"763"	103	"Johnson"	2310	19	103054	19103103054	"A"	"IOWA CITY PCT 24"	"IOWA CITY PCT 24"	"0"	"G5240"	"N"	1350621	0	41.66065	-91.51173	143754	2678	"2310"	"1"	"IOWA CITY 24"	560.0	402.0	158.0	425.0	133.0	341.0	163.0	21.0				411.0	0.0	523.0	153.0	23.0	456.0	228.0		"Iowa City 24"	"3"	560.0	0.7178571	0.7616488	0.6765873	0.77366865	0.6666667	0.7192857	402.8	157.2	"Iowa City 24"
1134	"751"	103	"Johnson"	2501	19	103052	19103103052	"P"	"IOWA CITY PCT 22"	"IOWA CITY PCT 22"	"0"	"G5240"	"S"	5075011	0	41.68375	-91.513855	143660	2846	"5874"	"0.4257746"	"IOWA CITY 12/EAST LUCAS SOUTH/East Lucas North/ Iowa City 22"	615.67004	409.1694	206.50069	427.0519	174.56758	369.99814	195.00476	11.495914				439.39938	0.0	386.17755	140.50562	17.882534	339.34235	195.85632		"IOWA CITY 12/EAST LUCAS SOUTH"	"3"	615.67004	0.66459197	0.7098372	0.6548606	0.7332255	0.6340493	0.6793129	418.2326	197.4374	"IOWA CITY 12/EAST LUCAS SOUTH"
1135	"760"	103	"Johnson"	2267	19	103051	19103103051	"A"	"IOWA CITY PCT 21"	"IOWA CITY PCT 21"	"0"	"G5240"	"N"	671232	0	41.667217	-91.52781	143603	2386	"2267"	"1"	"IOWA CITY 21"	677.0	508.0	169.0	503.0	153.0	440.0	149.0	18.0				435.0	115.0	454.0	66.0	17.0	417.0	114.0		"Iowa City 21"	"3"	677.0	0.75036925	0.7667683	0.7470289	0.8730769	0.78531075	0.7845108	531.1138	145.8862	"Iowa City 21"
1136	"759"	103	"Johnson"	2694	19	103050	19103103050	"A"	"IOWA CITY PCT 20"	"IOWA CITY PCT 20"	"0"	"G5240"	"N"	605299	0	41.66086	-91.52899	143539	2715	"2694"	"1"	"IOWA CITY 20"	715.0	485.0	230.0	466.0	205.0	407.0	201.0	18.0				396.0	123.0	262.0	58.0	27.0	251.0	90.0		"Iowa City 20"	"3"	715.0	0.67832166	0.69448584	0.6694079	0.81875	0.7360704	0.7194071	514.3761	200.6239	"Iowa City 20"
1137	"758"	103	"Johnson"	3202	19	103049	19103103049	"A"	"IOWA CITY PCT 19"	"IOWA CITY PCT 19"	"0"	"G5240"	"N"	358439	0	41.655376	-91.526794	143516	3223	"3202"	"1"	"IOWA CITY 19"	878.0	623.0	255.0	622.0	215.0	531.0	229.0	16.0				463.0	181.0	272.0	73.0	19.0	256.0	106.0		"Iowa City 19"	"3"	878.0	0.7095672	0.7431302	0.6986842	0.7884058	0.70718235	0.729394	640.4079	237.5921	"Iowa City 19"
1138	"757"	103	"Johnson"	1795	19	103048	19103103048	"A"	"IOWA CITY PCT 18"	"IOWA CITY PCT 18"	"0"	"G5240"	"N"	977508	0	41.65244	-91.51746	143459	2122	"1795"	"1"	"IOWA CITY 18"	526.0	422.0	104.0	425.0	96.0	367.0	117.0	14.0				414.0	0.0	508.0	113.0	22.0	468.0	166.0		"Iowa City 18"	"3"	526.0	0.8022814	0.815739	0.7582645	0.8180354	0.7381703	0.7864981	413.698	112.302	"Iowa City 18"
1139	"756"	103	"Johnson"	2012	19	103047	19103103047	"A"	"IOWA CITY PCT 17"	"IOWA CITY PCT 17"	"0"	"G5240"	"N"	1708420	0	41.656624	-91.5005	143389	2522	"2012"	"1"	"IOWA CITY 17"	580.0	381.0	199.0	416.0	162.0	342.0	205.0	16.0				433.0	0.0	514.0	216.0	17.0	456.0	276.0		"Iowa City 17"	"3"	580.0	0.65689653	0.71972317	0.6252285	0.7041096	0.6229508	0.6657817	386.1534	193.8466	"Iowa City 17"
1140	"764"	103	"Johnson"	3026	19	103055	19103103055	"P"	"IOWA CITY PCT 25"	"IOWA CITY PCT 25"	"0"	"G5240"	"S"	2677006	0	41.662033	-91.48087	143810	3880	"3026"	"1"	"IOWA CITY 25"	728.0	419.0	309.0	453.0	266.0	396.0	297.0	5.0	35.0	57.0		466.0	56.0	577.0	294.0	13.0	453.0	411.0		"Iowa City 25"	"3"	728.0	0.5755494	0.6300417	0.5714286	0.6624569	0.5243056	0.5927565	431.5267	296.4733	"Iowa City 25"
1141	"755"	103	"Johnson"	1861	19	103046	19103103046	"P"	"IOWA CITY PCT 16"	"IOWA CITY PCT 16"	"0"	"G5240"	"S"	2008873	0	41.654835	-91.47122	143340	2535	"1861"	"1"	"IOWA CITY 16"	764.0	449.0	315.0	476.0	266.0	394.0	319.0	13.0	4.0	11.0		554.0	10.0	530.0	377.0	13.0	431.0	472.0		"Iowa City 16"	"3"	764.0	0.5876963	0.6415094	0.55259466	0.58434397	0.4772979	0.5686885	434.478	329.522	"Iowa City 16"
1142	"754"	103	"Johnson"	1664	19	103045	19103103045	"A"	"IOWA CITY PCT 15"	"IOWA CITY PCT 15"	"0"	"G5240"	"N"	2052372	0	41.642586	-91.50573	143268	2116	"1664"	"1"	"IOWA CITY 15"	424.0	270.0	154.0	319.0	103.0	257.0	134.0	11.0				319.0	0.0	336.0	122.0	16.0	298.0	168.0		"Iowa City 15"	"3"	424.0	0.6367925	0.75592417	0.657289	0.73362446	0.639485	0.684623	290.2802	133.7198	"Iowa City 15"
1143	"753"	103	"Johnson"	2791	19	103044	19103103044	"A"	"IOWA CITY PCT 14"	"IOWA CITY PCT 14"	"0"	"G5240"	"N"	2790188	36417	41.632797	-91.52238	143208	3723	"2791"	"1"	"IOWA CITY 14"	709.0	470.0	239.0	527.0	183.0	411.0	234.0	30.0				549.0	0.0	453.0	208.0	26.0	401.0	278.0		"Iowa City 14"	"3"	709.0	0.6629055	0.74225354	0.6372093	0.68532526	0.5905744	0.6636536	470.5304	238.4696	"Iowa City 14"
1144	"752"	103	"Johnson"	1857	19	103043	19103103043	"P"	"IOWA CITY PCT 13"	"IOWA CITY PCT 13"	"0"	"G5240"	"S"	4912150	70587	41.64033	-91.5475	143149	2098	"1857"	"1"	"IOWA CITY 13"	380.0	251.0	129.0	261.0	99.0	222.0	112.0	5.0				229.0	66.0	197.0	92.0	9.0	173.0	117.0		"Iowa City 13"	"3"	380.0	0.66052634	0.725	0.66467065	0.6816609	0.5965517	0.6656819	252.9591	127.0409	"Iowa City 13"
1145	"751"	103	"Johnson"	2910	19	103042	19103103042	"A"	"IOWA CITY PCT 12"	"IOWA CITY PCT 12"	"0"	"G5240"	"N"	6525988	3200	41.626698	-91.49451	143088	3792	"5874"	"0.495403473"	"IOWA CITY 12/EAST LUCAS SOUTH/East Lucas North/ Iowa City 22"	716.3534	476.08273	240.27069	496.88968	203.11542	430.5056	226.89479	13.375894				511.25638	0.0	449.33096	163.48314	20.806946	394.83658	227.8856		"IOWA CITY 12/EAST LUCAS SOUTH"	"3"	716.3534	0.66459197	0.7098372	0.6548606	0.7332255	0.6340493	0.6793129	486.6281	229.7253	"IOWA CITY 12/EAST LUCAS SOUTH"
1146	"750"	103	"Johnson"	2424	19	103041	19103103041	"A"	"IOWA CITY PCT 11"	"IOWA CITY PCT 11"	"0"	"G5240"	"N"	396809	24363	41.656075	-91.53544	143050	2429	"2424"	"1"	"IOWA CITY 11"	635.0	390.0	245.0	368.0	196.0	312.0	194.0	24.0				291.0	107.0	127.0	41.0	2.0	120.0	48.0		"Iowa City 11"	"3"	635.0	0.61417323	0.6524823	0.6166008	0.75595236	0.71428573	0.6706989	425.8938	209.1062	"Iowa City 11"
1147	"749"	103	"Johnson"	1853	19	103040	19103103040	"A"	"IOWA CITY PCT 10"	"IOWA CITY PCT 10"	"0"	"G5240"	"N"	2333529	92111	41.646126	-91.531395	142936	2177	"1853"	"1"	"IOWA CITY 10"	396.0	297.0	99.0	304.0	89.0	250.0	105.0	13.0				311.0	0.0	304.0	101.0	14.0	258.0	150.0		"Iowa City 10"	"3"	396.0	0.75	0.7735369	0.70422536	0.75061727	0.63235295	0.7221465	285.97	110.03	"Iowa City 10"
1148	"748"	103	"Johnson"	2028	19	103039	19103103039	"P"	"IOWA CITY PCT 9"	"IOWA CITY PCT 9"	"0"	"G5240"	"S"	1416818	0	41.64554	-91.56897	142908	2449	"2028"	"1"	"IOWA CITY 09"	533.0	329.0	204.0	357.0	169.0	284.0	200.0	20.0				305.0	121.0	385.0	192.0	12.0	307.0	271.0		"Iowa City 09"	"3"	533.0	0.6172608	0.67870724	0.58677685	0.6672444	0.5311419	0.6162263	328.4486	204.5514	"Iowa City 09"
1149	"747"	103	"Johnson"	2970	19	103038	19103103038	"A"	"IOWA CITY PCT 8"	"IOWA CITY PCT 8"	"0"	"G5240"	"N"	5031053	0	41.648254	-91.591	142845	4107	"2970"	"1"	"IOWA CITY 08"	807.0	481.0	326.0	519.0	280.0	418.0	350.0	12.0				513.0	0.0	546.0	329.0	10.0	449.0	422.0		"Iowa City 08"	"3"	807.0	0.5960347	0.64956194	0.5442708	0.624	0.5154994	0.5858734	472.7998	334.2002	"Iowa City 08"
1150	"746"	103	"Johnson"	1889	19	103037	19103103037	"A"	"IOWA CITY PCT 7"	"IOWA CITY PCT 7"	"0"	"G5240"	"N"	5610907	0	41.664654	-91.5903	142792	2467	"1889"	"1"	"IOWA CITY 07"	296.0	196.0	100.0	203.0	92.0	170.0	104.0	9.0				218.0	0.0	192.0	94.0	9.0	163.0	127.0		"Iowa City 07"	"3"	296.0	0.6621622	0.68813556	0.620438	0.67132866	0.56206894	0.6408266	189.6847	106.3153	"Iowa City 07"
1151	"745"	103	"Johnson"	1952	19	103036	19103103036	"A"	"IOWA CITY PCT 6"	"IOWA CITY PCT 6"	"0"	"G5240"	"N"	1639698	0	41.645164	-91.49048	142730	2459	"1952"	"1"	"IOWA CITY 06"	558.0	345.0	213.0	384.0	178.0	296.0	221.0	16.0				400.0	0.0	380.0	203.0	12.0	316.0	257.0		"Iowa City 06"	"3"	558.0	0.6182796	0.68327403	0.57253385	0.65180105	0.5514834	0.6154744	343.4347	214.5653	"Iowa City 06"
1152	"744"	103	"Johnson"	2972	19	103035	19103103035	"A"	"IOWA CITY PCT 5"	"IOWA CITY PCT 5"	"0"	"G5240"	"N"	541144	60345	41.66306	-91.536804	142694	2983	"2972"	"1"	"IOWA CITY 05"	785.0	496.0	289.0	468.0	255.0	394.0	252.0	27.0				396.0	169.0	212.0	65.0	10.0	188.0	94.0		"Iowa City 05"	"3"	785.0	0.63184714	0.6473029	0.60990715	0.76534295	0.6666667	0.6642134	521.4075	263.5925	"Iowa City 05"
1153	"743"	103	"Johnson"	2455	19	103034	19103103034	"A"	"IOWA CITY PCT 4"	"IOWA CITY PCT 4"	"0"	"G5240"	"N"	5582168	373143	41.67532	-91.55161	142616	3014	"2455"	"1"	"IOWA CITY 04"	585.0	442.0	143.0	440.0	131.0	386.0	158.0	11.0				386.0	108.0	542.0	159.0	13.0	455.0	257.0		"Iowa City 04"	"3"	585.0	0.75555557	0.7705779	0.70955884	0.77318114	0.63904494	0.7295837	426.8065	158.1935	"Iowa City 04"
1154	"742"	103	"Johnson"	3126	19	103033	19103103033	"A"	"IOWA CITY PCT 3"	"IOWA CITY PCT 3"	"0"	"G5240"	"N"	1789608	39879	41.66293	-91.55823	142578	3183	"3126"	"1"	"IOWA CITY 03"	880.0	542.0	338.0	569.0	263.0	478.0	273.0	30.0				491.0	185.0	217.0	63.0	13.0	198.0	96.0		"Iowa City 03"	"3"	880.0	0.6159091	0.6838942	0.6364847	0.775	0.67346936	0.6769515	595.7173	284.2827	"Iowa City 03"
1155	"741"	103	"Johnson"	1635	19	103032	19103103032	"A"	"IOWA CITY PCT 2"	"IOWA CITY PCT 2"	"0"	"G5240"	"N"	1882664	0	41.65571	-91.56586	142545	2054	"1635"	"1"	"IOWA CITY 02"	416.0	243.0	173.0	274.0	142.0	203.0	191.0	13.0				235.0	98.0	306.0	163.0	17.0	247.0	227.0		"Iowa City 02"	"3"	416.0	0.58413464	0.65865386	0.51522845	0.65245205	0.52109706	0.5863132	243.9063	172.0937	"Iowa City 02"
1156	"740"	103	"Johnson"	2135	19	103031	19103103031	"A"	"IOWA CITY PCT 1"	"IOWA CITY PCT 1"	"0"	"G5240"	"N"	531719	0	41.65214	-91.55043	142524	2198	"2135"	"1"	"IOWA CITY 01"	402.0	287.0	115.0	288.0	93.0	249.0	96.0	14.0				244.0	67.0	295.0	67.0	19.0	263.0	108.0		"Iowa City 01"	"3"	402.0	0.71393037	0.7559055	0.7217391	0.81491715	0.7088949	0.7430774	298.7171	103.2829	"Iowa City 01"
1157	"767"	103	"Johnson"	587	19	103030	19103103030	"P"	"HILLS W/LIBERTY TWP & WEST LUCAS TWP PARTS"	"HILLS W/LIBERTY TWP & WEST LUCAS TWP PARTS Voting District"	"V2"	"G5240"	"S"	7932754	129327	41.578686	-91.5316	142463	729	"885"	"0.663276836"	"LIBERTY/HILLS"	263.9842	167.14577	96.83842	189.69717	72.96045	158.52316	89.54237	3.979661				164.49266	89.54237	169.79887	66.99096	1.3265537	141.94124	90.20565		"Liberty/Hills"	"3"	263.9842	0.63316584	0.7222222	0.63903743	0.71708685	0.61142856	0.6645882	175.4408	88.54343	"Liberty/Hills"
1158	"767"	103	"Johnson"	298	19	103029	19103103029	"P"	"LIBERTY TWP PART W/O HILLS"	"LIBERTY TWP PART W/O HILLS Voting District"	"V2"	"G5240"	"S"	53538131	301520	41.55096	-91.56834	142381	406	"885"	"0.336723164"	"LIBERTY/HILLS"	134.01582	84.85424	49.161583	96.302826	37.039547	80.47684	45.457626	2.020339				83.50735	45.457626	86.20113	34.00904	0.67344636	72.058754	45.79435		"Liberty/Hills"	"3"	134.01582	0.63316584	0.7222222	0.63903743	0.71708685	0.61142856	0.6645882	89.06533	44.9505	"Liberty/Hills"
1159	"777"	103	"Johnson"	816	19	103028	19103103028	"A"	"SHARON TWP"	"SHARON TWP Voting District"	"V2"	"G5240"	"N"	93911639	19880	41.558105	-91.646355	142285	1291	"816"	"1"	"SHARON"	202.0	75.0	127.0	91.0	114.0	65.0	126.0	421.0				80.0	120.0	85.0	102.0	1.0	60.0	124.0		"Sharon"	"3"	202.0	0.37128714	0.44390243	0.34031415	0.45454547	0.32608697	0.3872272	78.2199	123.7801	"Sharon"
1160	"782"	103	"Johnson"	816	19	103027	19103103027	"P"	"WASHINGTON TWP"	"WASHINGTON TWP Voting District"	"V2"	"G5240"	"S"	94455274	0	41.555744	-91.77056	142197	1200	"816"	"1"	"WASHINGTON"	308.0	114.0	194.0	141.0	166.0	103.0	187.0	244.0				102.0	198.0	106.0	144.0	4.0	92.0	158.0		"Washington"	"3"	308.0	0.37012988	0.45928338	0.35517243	0.424	0.368	0.3953171	121.7577	186.2423	"Washington"
1161	"781"	103	"Johnson"	871	19	103026	19103103026	"A"	"UNIVERSITY HEIGHTS"	"UNIVERSITY HEIGHTS Voting District"	"V2"	"G5240"	"N"	694931	0	41.65506	-91.55885	142169	1051	"871"	"1"	"UNIVERSITY HEIGHTS"	290.0	184.0	106.0	200.0	91.0	168.0	114.0	423.0				194.0	53.0	203.0	101.0	3.0	167.0	135.0		"University Heights"	"3"	290.0	0.63448274	0.68728524	0.59574467	0.6677632	0.5529801	0.6276512	182.0189	107.9811	"University Heights"
1162	"784"	103	"Johnson"	1184	19	103025	19103103025	"P"	"WEST LUCAS TWP PART W/O CORALVILLE & HILLS & UNIVERSITY HEIGHTS"	"WEST LUCAS TWP PART W/O CORALVILLE & HILLS & UNIVERSITY HEIGHTS Voting District"	"V2"	"G5240"	"S"	14099933	78314	41.62164	-91.56533	142093	1620	"1184"	"1"	"WEST LUCAS"	321.0	209.0	112.0	236.0	90.0	188.0	118.0	106.0				168.0	148.0	196.0	99.0	9.0	180.0	122.0		"West Lucas"	"3"	321.0	0.6510903	0.72392637	0.6143791	0.6644068	0.5960265	0.6499658	208.639	112.361	"West Lucas"
1163	"751"	103	"Johnson"	187	19	103024	19103103024	"A"	"EAST LUCAS NORTH PCT"	"EAST LUCAS NORTH PCT"	"0"	"G5240"	"N"	2533371	0	41.693336	-91.53272	142067	232	"5874"	"0.031835206"	"IOWA CITY 12/EAST LUCAS SOUTH/East Lucas North/ Iowa City 22"	46.033707	30.593634	15.440075	31.930712	13.052435	27.664795	14.580524	0.85955054				32.85393	0.0	28.874533	10.505618	1.3370787	25.37266	14.644195		"IOWA CITY 12/EAST LUCAS SOUTH"	"3"	46.033707	0.66459197	0.7098372	0.6548606	0.7332255	0.6340493	0.6793129	31.27129	14.76241	"IOWA CITY 12/EAST LUCAS SOUTH"
1164	"751"	103	"Johnson"	276	19	103023	19103103023	"A"	"EAST LUCAS SOUTH PCT"	"EAST LUCAS SOUTH PCT"	"0"	"G5240"	"N"	10032315	0	41.60582	-91.49608	142050	319	"5874"	"0.046986721"	"IOWA CITY 12/EAST LUCAS SOUTH/East Lucas North/ Iowa City 22"	67.9428	45.15424	22.788559	47.12768	19.264555	40.83146	21.519918	1.2686415				48.490295	0.0	42.616955	15.505618	1.9734423	37.448418	21.613892		"IOWA CITY 12/EAST LUCAS SOUTH"	"3"	67.9428	0.66459197	0.7098372	0.6548606	0.7332255	0.6340493	0.6793129	46.15443	21.78838	"IOWA CITY 12/EAST LUCAS SOUTH"
1165	"737"	103	"Johnson"	1292	19	103022	19103103022	"A"	"FREMONT TWP"	"FREMONT TWP Voting District"	"V2"	"G5240"	"N"	108528438	1040249	41.470078	-91.43251	141923	1743	"1292"	"1"	"FREMONT/LONE TREE"	608.0	345.0	263.0	419.0	190.0	333.0	248.0	11.0				323.0	275.0	282.0	186.0	4.0	234.0	228.0		"FREMONT/LONE TREE"	"3"	608.0	0.5674342	0.68801314	0.57314974	0.6025641	0.5064935	0.5875309	357.2188	250.7812	"FREMONT/LONE TREE"
1166	"776"	103	"Johnson"	222	19	103021	19103103021	"A"	"PLEASANT VALLEY TWP"	"PLEASANT VALLEY TWP Voting District"	"V2"	"G5240"	"N"	64911263	601239	41.560436	-91.489	141861	269	"222"	"1"	"PLEASANT VALLEY"	105.0	56.0	49.0	67.0	37.0	57.0	47.0	175.0				54.0	48.0	60.0	37.0	1.0	49.0	47.0		"Pleasant Valley"	"3"	105.0	0.53333336	0.6442308	0.5480769	0.6185567	0.5104167	0.5709229	59.94691	45.05309	"Pleasant Valley"
1167	"768"	103	"Johnson"	169	19	103020	19103103020	"A"	"LINCOLN TWP"	"LINCOLN TWP Voting District"	"V2"	"G5240"	"N"	63505016	0	41.554775	-91.405914	141806	205	"169"	"1"	"LINCOLN"	81.0	40.0	41.0	47.0	30.0	40.0	38.0	4.0	31.0	38.0		25.0	45.0	37.0	33.0	2.0	33.0	39.0		"Lincoln"	"3"	81.0	0.49382716	0.6103896	0.51282054	0.5285714	0.45833334	0.5207884	42.18386	38.81614	"Lincoln"
1168	"783"	103	"Johnson"	68	19	103019	19103103019	"P"	"WEST BRANCH IN JOHNSON COUNTY"	"WEST BRANCH IN JOHNSON COUNTY Voting District"	"V2"	"G5240"	"S"	60044	0	41.679405	-91.367805	141794	95	"1605"	"0.042367601"	"WEST BRANCH"	19.234892	11.227414	8.007477	13.006853	5.634891	10.761371	7.202492	7.0753894	9.109035	8.558255		8.431152	9.109035	11.015576	6.990654	0.423676	9.278504	8.770094		"West Branch"	"3"	19.234892	0.5837004	0.69772726	0.5990566	0.6117647	0.5140845	0.6012667	11.5653	7.669592	"West Branch"
1169	"783"	103	"Johnson"	1537	19	103018	19103103018	"P"	"SCOTT TWP W/O WEST BRANCH"	"SCOTT TWP W/O WEST BRANCH Voting District"	"V2"	"G5240"	"S"	89442637	2164	41.637375	-91.41973	141659	2049	"1605"	"0.957632399"	"WEST BRANCH"	434.7651	253.77258	180.99252	293.99313	127.36511	243.23863	162.7975	159.9246	205.89096	193.44174		190.56885	205.89096	248.98442	158.00934	9.576324	209.7215	198.2299		"West Branch"	"3"	434.7651	0.5837004	0.69772726	0.5990566	0.6117647	0.5140845	0.6012667	261.4098	173.3553	"West Branch"
1170	"731"	103	"Johnson"	14691	19	103017	19103103017	"P"	"CORALVILLE W/WEST LUCAS TWP PART"	"CORALVILLE W/WEST LUCAS TWP PART Voting District"	"V2"	"G5240"	"S"	31151840	103310	41.699577	-91.59595	141302	18907	"14691"	"1"	"CORALVILLE 1,2,3,4,5,6"	3878.0	2354.0	1524.0	2551.0	1274.0	2043.0	1515.0	108.0				2757.0	0.0	2454.0	1348.0	86.0	2056.0	1769.0		"Coralville 01"	"3"	3878.0	0.60701394	0.6669281	0.57419896	0.64544976	0.53751636	0.6062214	2350.927	1527.073	"Coralville 01"
1171	"780"	103	"Johnson"	539	19	103016	19103103016	"A"	"UNION TWP W/O CORALVILLE"	"UNION TWP W/O CORALVILLE Voting District"	"V2"	"G5240"	"N"	87606255	51763	41.6412	-91.66354	141226	659	"539"	"1"	"UNION"	241.0	129.0	112.0	165.0	80.0	122.0	110.0	1972.0				132.0	99.0	155.0	88.0	2.0	118.0	120.0		"Union"	"3"	241.0	0.53526974	0.67346936	0.5258621	0.63786006	0.49579832	0.5736519	138.2501	102.7499	"Union"
1172	"739"	103	"Johnson"	411	19	103013	19103103013	"A"	"HARDIN TWP"	"HARDIN TWP Voting District"	"V2"	"G5240"	"N"	88340889	39494	41.648045	-91.78697	140802	530	"411"	"1"	"HARDIN"	241.0	135.0	106.0	164.0	74.0	132.0	91.0	5.0				116.0	84.0	117.0	74.0	5.0	97.0	95.0		"Hardin"	"3"	241.0	0.560166	0.68907565	0.59192824	0.61256546	0.5052083	0.5917887	142.6211	98.37892	"Hardin"
1173	"772"	103	"Johnson"	9622	19	103015	19103103015	"P"	"NORTH LIBERTY PART W/CLEAR CREEK TWP & PENN TWP PARTS"	"NORTH LIBERTY PART W/CLEAR CREEK TWP & PENN TWP PARTS Voting District"	"V2"	"G5240"	"S"	20214430	0	41.74403	-91.61413	140962	13380	"9622"	"1"	"NORTH LIBERTY 1/CLEAR CREEK NORTH & NORTH LIBERTY 2/PENN WEST"	2913.0	1637.0	1276.0	1875.0	993.0	1500.0	1155.0	126.0				1969.0	9.0	1315.0	927.0	36.0	1115.0	1121.0		"NORTH LIBERTY 1/CLEAR CREEK NORTH"	"3"	2913.0	0.5619636	0.6537657	0.56497175	0.5865299	0.49865833	0.5731779	1669.667	1243.333	"NORTH LIBERTY 1/CLEAR CREEK NORTH"
1174	"779"	103	"Johnson"	1413	19	103014	19103103014	"P"	"TIFFIN W/CLEAR CREEK TWP PART"	"TIFFIN W/CLEAR CREEK TWP PART Voting District"	"V2"	"G5240"	"S"	10702757	20868	41.716568	-91.65454	140875	1947	"1413"	"1"	"TIFFIN"	586.0	342.0	244.0	385.0	190.0	327.0	214.0	415.0				109.0	5.0	303.0	144.0	3.0	256.0	181.0		"Tiffin"	"3"	586.0	0.58361775	0.6695652	0.6044362	0.67785233	0.58581233	0.6242568	365.8145	220.1855	"Tiffin"
1175	"730"	103	"Johnson"	206	19	103012	19103103012	"A"	"CLEAR CREEK TWP PART W/O CORALVILLE & NORTH LIBERTY & TIFFIN"	"CLEAR CREEK TWP PART W/O CORALVILLE & NORTH LIBERTY & TIFFIN Voting District"	"V2"	"G5240"	"N"	33738268	0	41.696617	-91.67893	140729	265	"206"	"1"	"CLEAR CREEK"	98.0	56.0	42.0	63.0	35.0	48.0	46.0	2.0				47.0	35.0	50.0	33.0	2.0	39.0	44.0		"Clear Creek"	"3"	98.0	0.5714286	0.64285713	0.5106383	0.60240966	0.4698795	0.5594426	54.82538	43.17462	"Clear Creek"
1176	"774"	103	"Johnson"	1226	19	103011	19103103011	"A"	"OXFORD TWP"	"OXFORD TWP Voting District"	"V2"	"G5240"	"N"	109363765	468916	41.740444	-91.766335	140576	1670	"1226"	"1"	"OXFORD"	630.0	407.0	223.0	443.0	175.0	374.0	215.0	13.0				351.0	240.0	325.0	167.0	13.0	285.0	200.0		"Oxford"	"3"	630.0	0.64603174	0.71682847	0.63497454	0.66056913	0.58762884	0.6492065	409.0001	220.9999	"Oxford"
1177	"769"	103	"Johnson"	306	19	103010	19103103010	"P"	"MADISON TWP W/O NORTH LIBERTY PART"	"MADISON TWP W/O NORTH LIBERTY PART Voting District"	"V2"	"G5240"	"S"	54628105	1477399	41.76868	-91.66935	140488	399	"306"	"1"	"MADISON"	168.0	83.0	85.0	97.0	67.0	77.0	80.0	4.0				79.0	78.0	94.0	72.0	1.0	81.0	81.0		"Madison"	"3"	168.0	0.4940476	0.5914634	0.49044585	0.56626505	0.5	0.5284444	88.77866	79.22134	"Madison"
1178	"775"	103	"Johnson"	1897	19	103009	19103103009	"A"	"PENN TWP PART W/O CORALVILLE & NORTH LIBERTY"	"PENN TWP PART W/O CORALVILLE & NORTH LIBERTY Voting District"	"V2"	"G5240"	"N"	32099648	4558593	41.747807	-91.569786	140423	2442	"1897"	"1"	"PENN"	608.0	316.0	292.0	363.0	239.0	291.0	294.0	31648.0				373.0	0.0	566.0	321.0	9.0	458.0	432.0		"Penn"	"3"	608.0	0.5197368	0.60299003	0.4974359	0.638106	0.5146067	0.5545751	337.1816	270.8184	"Penn"
1179	"771"	103	"Johnson"	1648	19	103008	19103103008	"A"	"NEWPORT TWP"	"NEWPORT TWP Voting District"	"V2"	"G5240"	"N"	60735435	1940478	41.728962	-91.50931	140341	2169	"1648"	"1"	"NEWPORT"	719.0	394.0	325.0	450.0	264.0	358.0	331.0	138.0				334.0	333.0	501.0	344.0	17.0	398.0	459.0		"Newport"	"3"	719.0	0.5479833	0.6302521	0.5195936	0.5928994	0.46441072	0.5510278	396.189	322.811	"Newport"
1180	"796"	105	"Jones"	169	19	105006	19105105006	"P"	"CLAY TWP"	"CLAY TWP Voting District"	"V2"	"G5240"	"S"	93383577	35296	42.16778	-90.94012	144376	210	"318"	"0.531446541"	"ONSLOW CLAY"	78.12264	36.66981	41.45283	47.29874	32.949684	41.45283	35.60692		29.761005	49.955975		47.83019	31.355347	35.07547	36.66981	1.062893	24.977987	43.04717		"Onslow Clay"	"3"	78.12264	0.46938777	0.589404	0.537931	0.4888889	0.3671875	0.4905598	38.32383	39.79881	"Onslow Clay"
1181	"798"	105	"Jones"	256	19	105004	19105105004	"P"	"WASHINGTON TWP"	"WASHINGTON TWP Voting District"	"V2"	"G5240"	"S"	91931224	0	42.25207	-90.95603	144288	364	"828"	"0.309178744"	"RICHLAND WASHINGTON"	144.69565	73.27536	71.42029	90.58937	52.560387	84.71497	53.7971		59.05314	83.78744		91.82609	49.77778	69.256035	47.922707	0.6183575	61.217392	50.086956		"Richland Washington"	"3"	144.69565	0.50641024	0.63282937	0.61160713	0.59102905	0.55	0.5783752	83.68837	61.00728	"Richland Washington"
