state	year	precinct	precinct_code	cd	ld_name	ld_code	sd	mcd	mcd_code	fips	county	g2008_BALL_tv	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_rv	g2008_USS_dv	g2008_USS_tv	g2008_USH_rv	g2008_USH_dv	g2008_USH_tv	g2008_STH_rv	g2008_STH_dv	g2008_STH_tv
"MN"	2008	"DUNNELL"	20	1	"24A"	47	24	"Dunnell"	20	17180	46	95	60	32	94	43	30	94	35	50	91	55	35	90
"MN"	2008	"EAST CHAIN TWP."	25	1	"24A"	47	24	"East Chain Twp"	25	17522	46	175	125	43	173	119	32	174	93	70	171	134	40	174
"MN"	2008	"ELM CREEK TWP."	30	1	"24A"	47	24	"Elm Creek Twp"	30	18854	46	110	58	49	108	51	36	107	45	56	107	77	31	108
"MN"	2008	"FAIRMONT W-1 P-1"	35	1	"24A"	47	24	"Fairmont"	35	20330	46	648	383	255	648	332	191	638	277	316	626	414	222	637
"MN"	2008	"FAIRMONT W-1 P-2"	40	1	"24A"	47	24	"Fairmont"	35	20330	46	844	505	316	843	446	256	838	404	381	824	552	280	832
"MN"	2008	"FAIRMONT W-2 P-1"	50	1	"24A"	47	24	"Fairmont"	35	20330	46	696	379	295	695	338	252	688	281	348	673	396	282	678
"MN"	2008	"FAIRMONT W-2 P-2"	55	1	"24A"	47	24	"Fairmont"	35	20330	46	921	543	353	915	483	268	906	414	440	892	584	320	904
"MN"	2008	"FAIRMONT W-3 P-1"	65	1	"24A"	47	24	"Fairmont"	35	20330	46	495	222	255	492	190	203	489	167	282	483	266	222	489
"MN"	2008	"FAIRMONT W-3 P-2"	70	1	"24A"	47	24	"Fairmont"	35	20330	46	565	290	261	562	244	214	549	214	303	547	336	215	551
"MN"	2008	"FAIRMONT W-4 P-1"	80	1	"24A"	47	24	"Fairmont"	35	20330	46	563	312	236	561	256	203	556	211	304	546	349	205	555
"MN"	2008	"FAIRMONT W-4 P-2"	85	1	"24A"	47	24	"Fairmont"	35	20330	46	489	226	247	487	166	223	483	130	312	478	269	217	486
"MN"	2008	"FAIRMONT TWP."	95	1	"24A"	47	24	"Fairmont Twp"	40	20348	46	172	108	57	170	87	49	171	84	77	169	113	57	171
"MN"	2008	"FOX LAKE TWP."	100	1	"24A"	47	24	"Fox Lake Twp"	45	22256	46	171	95	68	169	71	62	169	63	90	163	103	67	170
"MN"	2008	"FRASER TWP."	105	1	"24A"	47	24	"Fraser Twp"	50	22436	46	126	86	39	126	75	29	126	67	54	125	88	38	126
"MN"	2008	"GALENA TWP."	110	1	"24A"	47	24	"Galena Twp"	55	23030	46	146	84	60	146	67	53	145	53	84	146	97	47	144
"MN"	2008	"GRANADA"	115	1	"24A"	47	24	"Granada"	60	24884	46	162	82	66	161	56	62	161	55	93	159	93	66	159
"MN"	2008	"JAY TWP."	120	1	"24A"	47	24	"Jay Twp"	65	31778	46	148	93	47	148	76	45	148	68	67	141	101	44	145
"MN"	2008	"LAKE BELT TWP."	125	1	"24A"	47	24	"Lake Belt Twp"	70	34082	46	109	63	39	109	45	28	109	31	64	108	66	41	107
"MN"	2008	"LAKE FREMONT TWP."	130	1	"24A"	47	24	"Lake Fremont Twp"	75	34334	46	105	69	35	104	61	30	105	49	51	102	69	34	103
"MN"	2008	"MANYASKA TWP."	135	1	"24A"	47	24	"Manyaska Twp"	80	40058	46	177	101	66	176	83	59	175	63	98	175	110	65	175
"MN"	2008	"NASHVILLE TWP."	140	1	"24A"	47	24	"Nashville Twp"	85	44962	46	110	66	41	109	51	35	108	45	58	106	72	34	106
"MN"	2008	"NORTHROP"	145	1	"24A"	47	24	"Northrop"	90	47212	46	138	86	46	136	64	41	135	54	70	135	88	49	137
"MN"	2008	"ORMSBY"	150	1	"24A"	47	24	"Ormsby"	95	48562	46	33	23	7	33	12	10	33	10	21	33	19	13	32
"MN"	2008	"PLEASANT PRAIRIE"	155	1	"24A"	47	24	"Pleasant Prairie Twp"	100	51622	46	125	70	50	125	59	39	125	41	77	122	81	42	123
"MN"	2008	"ROLLING GREEN TWP."	160	1	"24A"	47	24	"Rolling Green Twp"	105	55258	46	146	82	56	145	69	40	141	54	77	141	84	58	142
"MN"	2008	"RUTLAND TWP."	165	1	"24A"	47	24	"Rutland Twp"	110	56500	46	228	130	94	228	106	79	227	91	125	224	148	78	226
"MN"	2008	"SHERBURN"	170	1	"24A"	47	24	"Sherburn"	115	59620	46	573	296	256	573	256	211	568	195	326	559	327	229	557
"MN"	2008	"SILVER LAKE TWP."	175	1	"24A"	47	24	"Silver Lake Twp"	120	60412	46	319	209	107	318	180	81	316	152	146	315	222	95	317
"MN"	2008	"TENHASSEN TWP."	180	1	"24A"	47	24	"Tenhassen Twp"	125	64372	46	144	100	42	143	84	35	144	63	71	142	104	39	143
"MN"	2008	"TRIMONT"	185	1	"24A"	47	24	"Trimont"	130	65470	46	401	200	188	398	182	142	393	133	236	388	228	163	391
"MN"	2008	"TRUMAN"	195	1	"24A"	47	24	"Truman"	135	65668	46	566	333	218	564	275	174	560	246	279	557	381	184	565
"MN"	2008	"WAVERLY TWP."	200	1	"24A"	47	24	"Waverly Twp"	140	68746	46	128	68	55	127	65	46	127	47	77	128	86	41	127
"MN"	2008	"WELCOME"	205	1	"24A"	47	24	"Welcome"	145	69070	46	370	157	197	368	133	152	366	94	236	364	209	156	366
"MN"	2008	"WESTFORD TWP."	210	1	"24A"	47	24	"Westford Twp"	150	69466	46	170	121	46	170	93	42	170	74	79	167	121	47	168
"MN"	2008	"ACTON TOWNSHIP"	5	7	"18B"	36	18	"Acton Twp"	5	154	47	203	89	108	203	77	80	203	50	153	203	104	98	202
"MN"	2008	"CEDAR MILLS"	10	7	"18A"	35	18	"Cedar Mills"	9	10468	47	25	12	12	25	15	4	25	9	16	25	16	9	25
"MN"	2008	"CEDAR MILLS TWP."	15	7	"18A"	35	18	"Cedar Mills Twp"	10	10486	47	268	152	101	266	114	74	267	94	169	263	159	101	260
"MN"	2008	"COLLINWOOD TWP."	20	7	"18A"	35	18	"Collinwood Twp"	20	12628	47	659	438	191	658	374	137	654	310	314	625	430	194	625
"MN"	2008	"COSMOS"	25	7	"18B"	36	18	"Cosmos"	24	13420	47	274	113	143	274	88	104	270	84	180	264	130	138	268
"MN"	2008	"COSMOS TWP."	30	7	"18B"	36	18	"Cosmos Twp"	25	13438	47	116	62	48	116	56	37	116	37	75	112	68	45	113
"MN"	2008	"DANIELSON TWP."	35	7	"18B"	36	18	"Danielson Twp"	35	14698	47	179	84	85	176	66	58	178	43	128	171	89	90	179
"MN"	2008	"DARWIN"	40	7	"18B"	36	18	"Darwin"	39	14842	47	194	104	75	193	74	49	192	67	118	185	113	80	193
"MN"	2008	"DARWIN TWP."	45	7	"18B"	36	18	"Darwin Twp"	40	14860	47	447	237	193	443	200	133	443	148	273	422	228	212	440
"MN"	2008	"DASSEL"	50	7	"18B"	36	18	"Dassel"	49	14878	47	751	459	264	747	402	185	741	362	358	720	505	238	743
"MN"	2008	"DASSEL TWP."	55	7	"18B"	36	18	"Dassel Twp"	50	14896	47	900	578	287	898	526	201	897	437	421	858	596	286	882
"MN"	2008	"EDEN VALLEY"	60	7	"18B"	36	18	"Eden Valley"	60	18134	47	230	104	112	225	86	84	227	55	164	220	126	101	228
"MN"	2008	"ELLSWORTH TWP."	65	7	"18B"	36	18	"Ellsworth Twp"	65	18818	47	581	362	204	580	293	149	579	269	296	565	332	236	571
"MN"	2008	"FOREST CITY TWP."	70	7	"18B"	36	18	"Forest City Twp"	70	21734	47	388	188	175	388	161	117	384	116	256	372	188	196	384
"MN"	2008	"FOREST PRAIRIE TWP."	75	7	"18B"	36	18	"Forest Prairie Twp"	75	21842	47	484	279	185	483	202	124	477	153	298	451	299	177	476
"MN"	2008	"GREENLEAF TWP."	80	7	"18B"	36	18	"Greenleaf Twp"	80	25730	47	457	250	199	457	208	152	453	164	284	449	216	236	453
"MN"	2008	"GROVE CITY"	85	7	"18B"	36	18	"Grove City"	85	26126	47	326	143	167	324	119	134	323	86	226	312	118	199	318
"MN"	2008	"HARVEY TWP."	90	7	"18B"	36	18	"Harvey Twp"	90	27440	47	227	136	86	226	109	62	223	59	155	214	110	113	223
"MN"	2008	"KINGSTON"	95	7	"18B"	36	18	"Kingston"	94	33344	47	96	49	41	95	44	31	95	39	53	92	50	43	93
"MN"	2008	"KINGSTON TWP."	100	7	"18B"	36	18	"Kingston Twp"	95	33362	47	715	445	243	714	341	169	712	276	408	686	446	252	698
"MN"	2008	"LITCHFIELD W-1"	105	7	"18B"	36	18	"Litchfield"	100	37448	47	816	359	435	813	357	291	806	224	549	776	379	431	810
"MN"	2008	"LITCHFIELD W-2"	110	7	"18B"	36	18	"Litchfield"	100	37448	47	600	270	308	594	246	211	594	172	403	575	279	315	595
"MN"	2008	"LITCHFIELD W-3"	115	7	"18B"	36	18	"Litchfield"	100	37448	47	619	292	309	615	266	220	614	176	418	595	284	329	614
"MN"	2008	"LITCHFIELD W-4"	120	7	"18B"	36	18	"Litchfield"	100	37448	47	731	346	359	724	293	274	725	204	487	693	347	380	727
"MN"	2008	"LITCHFIELD W-5"	125	7	"18B"	36	18	"Litchfield"	100	37448	47	577	230	320	573	208	234	569	146	403	551	268	305	574
"MN"	2008	"LITCHFIELD TWP."	130	7	"18B"	36	18	"Litchfield Twp"	105	37466	47	514	307	195	513	267	154	512	178	323	502	270	242	513
"MN"	2008	"MANANNAH TWP."	135	7	"18B"	36	18	"Manannah Twp"	110	39698	47	279	147	118	277	111	82	279	69	198	267	159	110	270
"MN"	2008	"SWEDE GROVE TWP."	140	7	"18B"	36	18	"Swede Grove Twp"	115	63832	47	180	96	76	179	79	54	178	53	121	174	94	85	179
"MN"	2008	"UNION GROVE TWP."	145	7	"18B"	36	18	"Union Grove Twp"	120	66226	47	367	207	152	365	165	110	365	123	236	359	209	153	362
"MN"	2008	"WATKINS"	150	7	"18B"	36	18	"Watkins"	125	68620	47	407	199	189	401	150	156	402	108	275	383	244	149	394
"MN"	2008	"BOCK"	5	8	"16A"	31	16	"Bock"	5	6814	48	61	28	31	61	17	22	60	21	35	56	28	30	58
"MN"	2008	"BOGUS BROOK TWP."	10	8	"16A"	31	16	"Bogus Brook Twp"	10	6850	48	742	450	254	740	385	198	734	307	403	711	412	316	728
"MN"	2008	"BORGHOLM TWP."	15	8	"16A"	31	16	"Borgholm Twp"	15	7012	48	885	495	356	881	396	277	876	355	505	860	419	451	872
"MN"	2008	"BRADBURY TWP."	20	8	"16A"	31	16	"Bradbury Twp"	20	7210	48	104	53	48	104	36	47	104	34	61	96	46	58	104
"MN"	2008	"DAILEY TWP."	25	8	"16A"	31	16	"Dailey Twp"	25	14500	48	128	74	49	126	55	47	126	50	69	119	54	69	123
"MN"	2008	"EAST SIDE TWP."	30	8	"16A"	31	16	"East Side Twp"	30	17810	48	438	206	216	433	153	191	433	149	269	418	171	255	426
"MN"	2008	"FORESTON"	35	8	"16A"	31	16	"Foreston"	35	21824	48	245	132	98	243	108	71	244	87	145	233	111	127	239
"MN"	2008	"GREENBUSH TWP."	40	8	"16A"	31	16	"Greenbush Twp"	40	25586	48	698	421	254	693	335	198	695	333	335	669	384	296	680
"MN"	2008	"HAYLAND TWP."	45	8	"16A"	31	16	"Hayland Twp"	45	27908	48	257	149	97	256	111	88	255	93	155	248	108	145	253
"MN"	2008	"ISLE"	50	8	"16A"	31	16	"Isle"	48	31472	48	481	206	263	479	149	232	476	148	320	469	177	295	473
"MN"	2008	"ISLE HARBOR TWP."	55	8	"16A"	31	16	"Isle Harbor Twp"	50	31490	48	345	173	165	345	144	131	341	126	209	335	157	177	335
"MN"	2008	"KATHIO TWP."	60	8	"16A"	31	16	"Kathio Twp"	60	32516	48	697	169	519	695	173	443	689	129	542	674	167	516	684
"MN"	2008	"LEWIS TWP."	65	8	"16A"	31	16	"Lewis Twp"	65	36782	48	29	24	5	29	12	6	29	18	11	29	20	9	29
"MN"	2008	"MILACA"	70	8	"16A"	31	16	"Milaca"	69	42110	48	1519	780	684	1507	664	528	1505	551	923	1475	631	850	1484
"MN"	2008	"MILACA TWP."	75	8	"16A"	31	16	"Milaca Twp"	70	42128	48	836	521	286	833	421	229	831	348	465	815	424	398	824
"MN"	2008	"MILO TWP."	80	8	"16A"	31	16	"Milo Twp"	80	42326	48	765	458	284	765	390	204	760	339	397	737	403	345	751
"MN"	2008	"MUDGETT TWP."	85	8	"16A"	31	16	"Mudgett Twp"	85	44710	48	53	31	13	50	24	11	52	20	31	51	25	28	53
"MN"	2008	"ONAMIA"	90	8	"16A"	31	16	"Onamia"	89	48310	48	382	163	208	377	145	171	370	100	265	365	139	228	368
"MN"	2008	"ONAMIA TWP."	95	8	"16A"	31	16	"Onamia Twp"	90	48328	48	289	122	149	285	113	113	286	88	193	281	118	164	282
"MN"	2008	"PAGE TWP."	100	8	"16A"	31	16	"Page Twp"	100	49480	48	386	199	169	385	161	128	377	142	228	371	159	212	371
"MN"	2008	"PEASE"	105	8	"16A"	31	16	"Pease"	105	50056	48	105	57	39	101	48	31	105	32	71	103	47	58	105
"MN"	2008	"PRINCETON"	110	8	"16A"	31	16	"Princeton"	109	52522	48	2269	1101	1078	2264	947	806	2230	805	1342	2156	990	1194	2188
"MN"	2008	"PRINCETON TWP."	115	8	"16A"	31	16	"Princeton Twp"	110	52540	48	1288	731	520	1285	612	384	1280	553	685	1241	691	565	1257
"MN"	2008	"SOUTH HARBOR TWP."	120	8	"16A"	31	16	"South Harbor Twp"	120	61384	48	459	237	211	457	202	182	454	179	271	450	221	232	453
"MN"	2008	"WAHKON"	125	8	"16A"	31	16	"Wahkon"	125	67558	48	151	69	76	150	51	63	150	47	98	145	63	87	150
"MN"	2008	"AGRAM TOWNSHIP"	5	8	"12B"	24	12	"Agram Twp"	5	406	49	316	185	123	316	148	100	315	103	197	300	136	179	315
"MN"	2008	"BELLE PRAIRIE TOWNSHIP"	10	8	"12B"	24	12	"Belle Prairie Twp"	10	4888	49	717	446	258	716	362	215	712	260	426	686	384	318	704
"MN"	2008	"BELLEVUE TOWNSHIP"	15	8	"12B"	24	12	"Bellevue Twp"	15	4942	49	573	342	219	569	295	168	568	233	317	552	287	273	563
"MN"	2008	"BOWLUS"	20	8	"12B"	24	12	"Bowlus"	20	7066	49	138	72	60	137	47	45	134	34	91	125	51	82	133
"MN"	2008	"BUCKMAN"	25	8	"12B"	24	12	"Buckman"	24	8416	49	99	58	35	98	51	29	99	25	70	95	28	69	97
"MN"	2008	"BUCKMAN TOWNSHIP"	30	8	"12B"	24	12	"Buckman Twp"	25	8434	49	306	221	73	305	170	65	304	123	166	289	165	138	303
"MN"	2008	"BUH TOWNSHIP"	35	8	"12B"	24	12	"Buh Twp"	35	8506	49	266	160	93	262	129	70	265	86	163	250	135	126	262
"MN"	2008	"CULDRUM TOWNSHIP"	45	8	"12B"	24	12	"Culdrum Twp"	45	14248	49	217	149	62	217	119	48	216	93	119	212	129	82	212
"MN"	2008	"CUSHING TOWNSHIP"	50	8	"12B"	24	12	"Cushing Twp"	50	14356	49	383	221	143	383	163	138	380	148	219	367	196	179	375
"MN"	2008	"DARLING TOWNSHIP"	55	8	"12B"	24	12	"Darling Twp"	55	14806	49	323	206	106	323	164	90	321	135	178	313	181	138	319
"MN"	2008	"ELMDALE"	60	8	"12B"	24	12	"Elmdale"	59	18872	49	56	30	23	55	19	16	56	20	33	54	30	24	55
"MN"	2008	"ELMDALE TOWNSHIP"	65	8	"12B"	24	12	"Elmdale Twp"	60	18890	49	517	378	123	514	310	98	514	257	241	498	286	219	505
"MN"	2008	"FLENSBURG"	70	8	"12B"	24	12	"Flensburg"	70	21266	49	116	69	42	114	52	36	115	27	83	110	52	64	116
"MN"	2008	"GENOLA"	75	8	"12B"	24	12	"Genola"	75	23444	49	34	21	11	32	18	8	32	11	20	31	12	21	33
"MN"	2008	"GRANITE TOWNSHIP"	80	8	"16A"	31	16	"Granite Twp"	80	25244	49	232	149	73	231	100	56	232	92	131	223	122	100	223
"MN"	2008	"GREEN PRAIRIE TOWNSHIP"	85	8	"12B"	24	12	"Green Prairie Twp"	85	25784	49	413	248	150	412	208	128	411	176	226	402	258	153	411
"MN"	2008	"HARDING"	90	8	"12B"	24	12	"Harding"	90	27098	49	50	23	25	50	17	23	50	9	40	49	16	33	49
"MN"	2008	"HILLMAN"	95	8	"16A"	31	16	"Hillman"	94	29150	49	18	8	9	18	6	8	17	7	11	18	8	10	18
"MN"	2008	"HILLMAN TOWNSHIP"	100	8	"16A"	31	16	"Hillman Twp"	95	29168	49	85	51	32	85	43	32	85	34	48	82	50	34	84
"MN"	2008	"LAKIN TOWNSHIP"	105	8	"16A"	31	16	"Lakin Twp"	105	35252	49	221	118	93	219	69	78	218	69	143	212	89	129	218
"MN"	2008	"LASTRUP"	110	8	"16A"	31	16	"Lastrup"	110	35720	49	46	26	18	45	22	10	45	14	29	43	20	25	45
"MN"	2008	"LEIGH TOWNSHIP"	115	8	"16A"	31	16	"Leigh Twp"	115	36350	49	91	55	29	91	32	29	88	29	60	89	48	42	90
"MN"	2008	"LITTLE FALLS W-1"	120	8	"12B"	24	12	"Little Falls"	120	37556	49	1290	660	583	1268	553	467	1269	405	836	1242	606	650	1257
"MN"	2008	"LITTLE FALLS W-2"	125	8	"12B"	24	12	"Little Falls"	120	37556	49	1543	792	713	1531	681	569	1523	541	935	1478	693	825	1522
"MN"	2008	"LITTLE FALLS W-3"	130	8	"12B"	24	12	"Little Falls"	120	37556	49	1126	572	512	1115	447	432	1109	372	709	1084	526	575	1104
"MN"	2008	"LITTLE FALLS TOWNSHIP"	135	8	"12B"	24	12	"Little Falls Twp"	125	37574	49	941	555	361	940	484	296	937	371	543	916	447	484	932
"MN"	2008	"MORRILL TOWNSHIP"	140	8	"16A"	31	16	"Morrill Twp"	130	44224	49	312	184	113	306	126	85	306	111	181	292	153	144	297
"MN"	2008	"MOTLEY"	145	8	"12B"	24	12	"Motley"	134	44422	49	301	158	134	299	128	122	298	110	175	287	124	162	287
"MN"	2008	"MOTLEY TOWNSHIP"	150	8	"12B"	24	12	"Motley Twp"	135	44440	49	133	65	61	133	48	55	132	46	79	125	66	62	128
"MN"	2008	"MOUNT MORRIS TOWNSHIP"	155	8	"16A"	31	16	"Mount Morris Twp"	145	44602	49	48	33	14	48	16	13	47	18	28	46	25	21	46
"MN"	2008	"PARKER TOWNSHIP"	160	8	"12B"	24	12	"Parker Twp"	150	49714	49	254	143	93	252	110	91	251	89	153	242	131	118	249
"MN"	2008	"PIERZ"	165	8	"12B"	24	12	"Pierz"	154	50776	49	605	319	263	599	236	210	596	162	418	580	226	370	596
"MN"	2008	"PIERZ TOWNSHIP"	170	8	"12B"	24	12	"Pierz Twp"	155	50794	49	217	145	67	217	117	51	216	71	140	211	90	125	215
"MN"	2008	"PIKE CREEK TOWNSHIP"	175	8	"12B"	24	12	"Pike Creek Twp"	165	50866	49	574	349	210	572	286	168	572	210	336	546	320	238	558
"MN"	2008	"PLATTE TOWNSHIP"	180	8	"12B"	24	12	"Platte Twp"	170	51478	49	153	85	62	151	62	58	151	47	97	145	64	85	149
"MN"	2008	"PULASKI TOWNSHIP"	185	8	"12B"	24	12	"Pulaski Twp"	175	52720	49	153	85	64	153	60	67	151	43	105	148	57	94	152
"MN"	2008	"RANDALL"	195	8	"12B"	24	12	"Randall"	185	53080	49	297	173	109	296	118	101	294	106	179	286	161	132	293
"MN"	2008	"RICHARDSON TOWNSHIP"	200	8	"16A"	31	16	"Richardson Twp"	190	54178	49	283	168	111	281	115	104	279	121	154	275	142	131	273
"MN"	2008	"RIPLEY TOWNSHIP"	205	8	"12B"	24	12	"Ripley Twp"	195	54520	49	406	252	146	405	208	116	403	142	244	388	203	195	398
"MN"	2008	"ROSING TOWNSHIP"	210	8	"12B"	24	12	"Rosing Twp"	200	55906	49	85	61	21	85	45	26	85	48	36	84	54	27	82
"MN"	2008	"ROYALTON"	215	8	"12B"	24	12	"Royalton"	205	56176	49	569	288	259	569	238	213	565	199	337	538	222	337	560
"MN"	2008	"SCANDIA VALLEY TOWNSHIP"	220	8	"12B"	24	12	"Scandia Valley Twp"	210	58918	49	854	521	311	854	473	247	845	413	401	814	472	352	829
"MN"	2008	"SOBIESKI"	225	8	"12B"	24	12	"Sobieski"	215	61006	49	80	32	38	78	26	35	78	18	56	75	29	49	78
"MN"	2008	"SWAN RIVER TOWNSHIP"	230	8	"12B"	24	12	"Swan River Twp"	220	63760	49	391	220	161	388	177	130	389	129	241	371	189	199	388
"MN"	2008	"SWANVILLE"	235	8	"12B"	24	12	"Swanville"	224	63778	49	155	78	73	153	76	57	152	58	93	152	74	78	152
"MN"	2008	"SWANVILLE TOWNSHIP"	240	8	"12B"	24	12	"Swanville Twp"	225	63796	49	253	167	76	252	156	55	253	114	131	245	139	112	251
"MN"	2008	"TWO RIVERS TOWNSHIP"	245	8	"12B"	24	12	"Two Rivers Twp"	235	66028	49	397	250	130	394	182	116	391	163	209	372	204	177	382
"MN"	2008	"UPSALA"	250	8	"12B"	24	12	"Upsala"	240	66334	49	213	144	62	212	114	50	211	84	121	206	80	131	211
"MN"	2008	"ADAMS"	5	1	"27A"	53	27	"Adams"	4	190	50	411	144	248	406	155	184	401	92	279	395	134	257	392
"MN"	2008	"ADAMS TWP."	10	1	"27A"	53	27	"Adams Twp"	5	208	50	252	106	135	250	86	106	249	60	184	249	80	162	242
"MN"	2008	"AUSTIN W-1 P-1"	15	1	"27B"	54	27	"Austin"	15	2908	50	1861	576	1232	1844	623	981	1828	444	1307	1817	517	1293	1813
"MN"	2008	"AUSTIN W-1 P-2"	20	1	"27B"	54	27	"Austin"	15	2908	50	1909	615	1230	1898	638	988	1888	459	1343	1870	576	1291	1869
"MN"	2008	"AUSTIN W-2 P-1"	30	1	"27B"	54	27	"Austin"	15	2908	50	1800	664	1089	1792	636	892	1776	462	1251	1773	579	1192	1774
"MN"	2008	"AUSTIN W-2 P-2"	35	1	"27B"	54	27	"Austin"	15	2908	50	2385	905	1421	2370	957	1038	2341	696	1572	2341	815	1514	2332
"MN"	2008	"AUSTIN W-3 P-1"	50	1	"27B"	54	27	"Austin"	15	2908	50	1199	292	867	1192	287	716	1184	183	935	1181	243	923	1168
"MN"	2008	"AUSTIN W-3 P-2"	55	1	"27B"	54	27	"Austin"	15	2908	50	1884	526	1303	1881	521	1074	1860	329	1431	1841	443	1385	1834
"MN"	2008	"AUSTIN TWP."	70	1	"27B"	54	27	"Austin Twp"	20	2926	50	644	233	387	641	228	304	634	176	440	638	212	416	628
"MN"	2008	"BENNINGTON TWP."	75	1	"27B"	54	27	"Bennington Twp"	25	5176	50	97	52	41	95	47	26	95	34	56	93	39	50	89
"MN"	2008	"BROWNSDALE"	80	1	"27B"	54	27	"Brownsdale"	30	8164	50	362	162	188	360	144	144	360	90	244	357	132	221	353
"MN"	2008	"CLAYTON TWP."	85	1	"27B"	54	27	"Clayton Twp"	35	11728	50	106	59	45	104	50	43	105	30	72	106	50	54	104
"MN"	2008	"DEXTER"	90	1	"27B"	54	27	"Dexter"	39	15886	50	192	71	111	189	66	87	189	41	134	187	49	138	187
"MN"	2008	"DEXTER TWP."	95	1	"27B"	54	27	"Dexter Twp"	40	15904	50	175	90	76	174	81	57	172	61	102	171	77	92	169
"MN"	2008	"ELKTON"	100	1	"27A"	53	27	"Elkton"	50	18728	50	80	32	47	80	27	36	77	19	52	77	25	51	76
"MN"	2008	"FRANKFORD TWP."	105	1	"27B"	54	27	"Frankford Twp"	55	22328	50	214	132	73	214	106	65	212	85	119	210	103	104	208
"MN"	2008	"GRAND MEADOW"	110	1	"27B"	54	27	"Grand Meadow"	59	25010	50	560	248	301	559	230	212	556	160	365	552	187	363	550
"MN"	2008	"GRAND MEADOW TWP."	115	1	"27B"	54	27	"Grand Meadow Twp"	60	25028	50	204	95	108	204	93	80	204	64	130	203	69	132	202
"MN"	2008	"LANSING TWP."	120	1	"27B"	54	27	"Lansing Twp"	70	35576	50	684	250	407	681	224	322	672	158	482	672	208	466	674
"MN"	2008	"LE ROY"	125	1	"27B"	54	27	"Le Roy"	74	36620	50	459	183	261	456	160	203	456	130	305	450	155	293	449
"MN"	2008	"LE ROY TWP."	130	1	"27B"	54	27	"Le Roy Twp"	75	36638	50	188	92	91	188	85	69	187	72	108	188	82	102	184
"MN"	2008	"LODI TWP."	135	1	"27B"	54	27	"Lodi Twp"	85	37808	50	149	81	64	149	70	49	147	50	89	142	57	85	142
"MN"	2008	"LYLE"	140	1	"27A"	53	27	"Lyle"	89	38654	50	306	90	210	303	78	171	297	55	222	294	71	224	295
"MN"	2008	"LYLE TWP."	145	1	"27A"	53	27	"Lyle Twp"	90	38672	50	213	79	126	211	76	93	213	58	142	211	77	133	211
"MN"	2008	"MAPLEVIEW"	150	1	"27B"	54	27	"Mapleview"	100	40346	50	83	15	60	81	16	55	79	6	65	79	14	64	79
"MN"	2008	"MARSHALL TWP."	155	1	"27A"	53	27	"Marshall Twp"	105	40706	50	192	79	108	190	72	78	186	50	132	188	68	119	187
"MN"	2008	"NEVADA TWP."	160	1	"27A"	53	27	"Nevada Twp"	110	45322	50	210	80	118	209	78	81	208	63	135	207	87	117	204
"MN"	2008	"PLEASANT VALLEY"	165	1	"27B"	54	27	"Pleasant Valley Twp"	115	51640	50	186	93	88	186	94	63	183	68	108	184	87	90	177
"MN"	2008	"RACINE"	170	1	"27B"	54	27	"Racine"	119	52882	50	239	138	90	237	118	61	234	87	134	233	107	122	229
"MN"	2008	"RACINE TWP."	175	1	"27B"	54	27	"Racine Twp"	120	52900	50	282	178	100	282	143	77	281	119	147	277	155	110	265
"MN"	2008	"RED ROCK TWP."	180	1	"27B"	54	27	"Red Rock Twp"	130	53584	50	451	195	238	446	182	179	445	135	285	442	174	264	438
"MN"	2008	"ROSE CREEK"	185	1	"27A"	53	27	"Rose Creek"	135	55600	50	214	55	146	214	51	118	211	29	173	210	46	162	208
"MN"	2008	"SARGEANT"	190	1	"27B"	54	27	"Sargeant"	139	58576	50	39	18	20	38	16	15	38	10	28	39	18	21	39
"MN"	2008	"SARGEANT TWP."	195	1	"27B"	54	27	"Sargeant Twp"	140	58594	50	171	104	60	170	90	47	171	74	87	169	89	72	161
"MN"	2008	"TAOPI"	200	1	"27B"	54	27	"Taopi"	150	64210	50	41	8	31	40	12	25	40	5	31	39	11	29	40
"MN"	2008	"UDOLPHO TWP."	205	1	"27B"	54	27	"Udolpho Twp"	155	66118	50	249	90	145	246	90	97	247	57	174	245	76	170	246
"MN"	2008	"WALTHAM"	210	1	"27B"	54	27	"Waltham"	159	67918	50	80	26	52	80	20	39	78	13	61	77	17	60	77
"MN"	2008	"WALTHAM TWP."	215	1	"27B"	54	27	"Waltham Twp"	160	67936	50	231	124	99	230	105	75	230	70	147	228	103	117	220
"MN"	2008	"WINDOM TWP."	220	1	"27A"	53	27	"Windom Twp"	170	70816	50	300	95	189	297	89	143	292	53	233	294	82	204	286
"MN"	2008	"AVOCA"	5	1	"22A"	43	22	"Avoca"	5	3052	51	82	32	45	82	35	28	78	23	48	77	46	34	80
"MN"	2008	"BELFAST TWP"	10	1	"22A"	43	22	"Belfast Twp"	10	4708	51	104	52	45	102	47	45	104	31	66	101	45	56	101
"MN"	2008	"BONDIN TWP"	15	1	"22A"	43	22	"Bondin Twp"	15	6922	51	165	88	73	163	87	60	163	63	91	162	89	76	165
"MN"	2008	"CAMERON TWP"	20	1	"22A"	43	22	"Cameron Twp"	20	9460	51	63	30	30	62	35	24	62	22	36	61	36	26	62
"MN"	2008	"CHANARAMBIE TWP"	25	1	"22A"	43	22	"Chanarambie Twp"	25	10882	51	117	67	45	116	69	33	117	60	46	115	85	30	115
