state	year	county	precinct	cd	cd2	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USH_dv2	g2008_USH_rv2	g2008_USH_tv2
"AL"	2008	"LAWRENCE"	"MT_ MORIAH FELLOW_ 15-1 & 21-1"	5		143	352	499	151	334	485	286	205	491			
"AL"	2008	"LAWRENCE"	"N_ COURTLAND SENIOR C_C_  2-1"	5		511	40	552	481	50	531	508	26	534			
"AL"	2008	"LAWRENCE"	"PINEY GROVE CHURCH  32-1"	5		21	68	94	23	69	92	44	49	93			
"AL"	2008	"LAWRENCE"	"PLEASANT GROVE 14 20 23 27-1"	5		107	412	530	103	420	523	217	306	523			
"AL"	2008	"LAWRENCE"	"PROVISIONAL"	5		1	1	2	1	1	2	1	1	2			
"AL"	2008	"LAWRENCE"	"RED BANK - FIRE STATION  3-1"	5		349	57	406	333	65	398	365	37	402			
"AL"	2008	"LAWRENCE"	"SPEAKE VOL FIRE 28-1"	5		233	448	686	228	428	656	376	299	675			
"AL"	2008	"LAWRENCE"	"TOWN CREEK SR_ CITIZENS  5-1"	5		312	134	450	309	129	438	356	91	447			
"AL"	2008	"LAWRENCE"	"WOLF SPRINGS COMM CENTER 10-1"	5		143	294	445	152	291	443	225	224	449			
"AL"	2008	"LEE"	"ABSENTEE VOTERS"	3		960	1534	2522	852	1566	2420	921	1514	2444			
"AL"	2008	"LEE"	"ALA ARMY NATL GUARD-CONS AVE#1"	3		671	1764	2459	630	1769	2406	760	1652	2416			
"AL"	2008	"LEE"	"ALA ARMY NATL GUARD-CONS AVE#2"	3		319	1043	1370	284	1060	1350	369	986	1357			
"AL"	2008	"LEE"	"BEAUREGARD SCHOOL GYM LOBBY"	3		717	1378	2126	713	1369	2091	834	1250	2091			
"AL"	2008	"LEE"	"BEST WESTERN #1"	3		120	277	404	102	292	395	118	277	396			
"AL"	2008	"LEE"	"BEST WESTERN #2"	3		929	2153	3130	761	2301	3067	950	2107	3064			
"AL"	2008	"LEE"	"BEST WESTERN #3"	3		1350	2230	3635	1122	2405	3535	1326	2201	3538			
"AL"	2008	"LEE"	"BEULAH SCHOOL"	3		92	787	884	105	758	866	169	699	871			
"AL"	2008	"LEE"	"BOYKIN COMMUNITY CENTER #1"	3		294	112	410	277	123	401	293	106	401			
"AL"	2008	"LEE"	"BOYKIN COMMUNITY CENTER #2"	3		1023	271	1306	959	323	1283	995	287	1283			
"AL"	2008	"LEE"	"BROWN RECREATION CENTER #1"	3		976	1230	2238	855	1326	2189	969	1216	2192			
"AL"	2008	"LEE"	"BROWN RECREATION CENTER #2"	3		1021	1175	2236	884	1296	2185	1001	1171	2180			
"AL"	2008	"LEE"	"CITY HALL BUILDING  LOACHAPOKA"	3		903	467	1378	849	508	1360	897	455	1353			
"AL"	2008	"LEE"	"COVINGTON RECREATION CENTER #1"	3		956	114	1070	927	134	1062	941	124	1065			
"AL"	2008	"LEE"	"COVINGTON RECREATION CENTER #2"	3		715	68	785	694	78	772	702	72	774			
"AL"	2008	"LEE"	"DEAN ROAD REC_ CTR AUBURN #2"	3		813	1365	2213	678	1481	2165	845	1307	2158			
"AL"	2008	"LEE"	"DEAN ROAD REC_CTR AUBURN #1"	3		865	1391	2301	733	1513	2252	924	1322	2251			
"AL"	2008	"LEE"	"DOWNTOWN MARVYN"	3		162	112	276	155	119	274	160	112	272			
"AL"	2008	"LEE"	"EAMC HEALTH RESOURCE CENTER #1"	3		488	938	1440	431	978	1415	516	900	1424			
"AL"	2008	"LEE"	"EAMC HEALTH RESOURCE CENTER #2"	3		380	636	1025	364	649	1013	418	597	1016			
"AL"	2008	"LEE"	"FARMVILLE VFD"	3		121	305	434	107	314	422	134	286	420			
"AL"	2008	"LEE"	"GLENWOOD SCHOOL"	3		656	2053	2732	647	2010	2660	678	1992	2673			
"AL"	2008	"LEE"	"LEE CHAMBERS FD NO_ 3"	3		178	1036	1226	192	995	1190	258	939	1200			
"AL"	2008	"LEE"	"LEE COUNTY SNACKS"	3		441	409	858	429	398	827	460	378	839			
"AL"	2008	"LEE"	"NATIONAL GUARD ARMORY #1"	3		675	1015	1716	563	1117	1681	684	987	1673			
"AL"	2008	"LEE"	"NATIONAL GUARD ARMORY #2"	3		430	605	1052	338	676	1017	419	606	1026			
"AL"	2008	"LEE"	"OLD SALEM SCHOOL - SALEM"	3		213	545	765	225	525	751	242	513	757			
"AL"	2008	"LEE"	"OPELIKA LEARNING CENTER #1"	3		539	207	748	528	211	739	542	196	738			
"AL"	2008	"LEE"	"OPELIKA LEARNING CENTER #2"	3		1199	292	1498	1159	315	1475	1186	288	1475			
"AL"	2008	"LEE"	"OPELIKA RECREATION #1"	3		404	841	1261	371	857	1233	447	793	1243			
"AL"	2008	"LEE"	"OPELIKA RECREATION #2"	3		247	467	719	228	474	702	258	445	703			
"AL"	2008	"LEE"	"PINE GROVE UNITED METHODIST"	3		301	760	1073	299	748	1050	374	674	1051			
"AL"	2008	"LEE"	"PROVISIONAL"	3		88	86	175	87	83	170	93	77	170			
"AL"	2008	"LEE"	"SENIOR CTR_ SMITH STATION"	3		611	1321	1938	613	1269	1888	652	1244	1898			
"AL"	2008	"LEE"	"SMITH SCHOOL #1"	3		728	1574	2314	724	1522	2251	796	1474	2273			
"AL"	2008	"LEE"	"SMITH SCHOOL #2"	3		760	1552	2334	781	1480	2268	809	1469	2284			
"AL"	2008	"LEE"	"WAVERLY TOWN HALL"	3		153	117	274	140	126	267	163	105	268			
"AL"	2008	"LIMESTONE"	"Absentee"	5		513	1166	1702	439	1208	1651	689	957	1651			
"AL"	2008	"LIMESTONE"	"Ardmore Town Hall"	5		300	1161	1478	209	1227	1440	619	811	1436			
"AL"	2008	"LIMESTONE"	"Athens Rec Ctr #1"	5		315	983	1308	277	1010	1290	489	783	1275			
"AL"	2008	"LIMESTONE"	"Athens Rec Ctr #2"	5		231	678	917	184	707	893	371	524	898			
"AL"	2008	"LIMESTONE"	"Belmore Bapt Ch"	5		358	254	621	325	287	613	392	215	611			
"AL"	2008	"LIMESTONE"	"Blackburn Rd Bapt Ch"	5		292	742	1052	277	750	1029	469	567	1037			
"AL"	2008	"LIMESTONE"	"Clements Bapt Ch"	5		276	793	1083	238	821	1063	435	626	1063			
"AL"	2008	"LIMESTONE"	"Creekside Elem Sch #1"	5		496	1398	1916	408	1464	1876	692	1174	1876			
"AL"	2008	"LIMESTONE"	"Creekside Elem Sch #2"	5		312	786	1111	257	838	1097	416	674	1094			
"AL"	2008	"LIMESTONE"	"Creekside Elem Sch #3"	5		368	1003	1389	309	1053	1363	521	833	1359			
"AL"	2008	"LIMESTONE"	"Elkmont Fire Dept"	5		248	871	1126	210	880	1094	415	682	1102			
"AL"	2008	"LIMESTONE"	"Friendship United Meth Ch #1"	5		317	947	1276	265	978	1245	521	724	1249			
"AL"	2008	"LIMESTONE"	"Friendship United Meth Ch #2"	5		183	533	729	159	560	719	315	401	720			
"AL"	2008	"LIMESTONE"	"Goodsprings Comm Ctr"	5		83	227	315	70	231	302	156	145	303			
"AL"	2008	"LIMESTONE"	"Isoms Chapel United Meth"	5		390	1344	1768	318	1415	1735	648	1082	1736			
"AL"	2008	"LIMESTONE"	"Johnson Elem Sch"	5		218	882	1118	183	906	1092	422	669	1095			
"AL"	2008	"LIMESTONE"	"Lamb of God Lutheran Ch"	5		405	847	1264	341	896	1240	484	752	1243			
"AL"	2008	"LIMESTONE"	"Leggtown"	5		67	237	312	56	247	303	139	172	311			
"AL"	2008	"LIMESTONE"	"Lester PO"	5		34	75	110	31	74	105	50	56	107			
"AL"	2008	"LIMESTONE"	"National Gd Arm #1"	5		241	829	1083	203	867	1073	403	668	1073			
"AL"	2008	"LIMESTONE"	"National Gd Arm #2"	5		384	1160	1575	330	1218	1552	598	952	1552			
"AL"	2008	"LIMESTONE"	"Oak Grove Fire Dept"	5		159	856	1025	131	860	998	366	622	994			
"AL"	2008	"LIMESTONE"	"Owens Sr Ctr #1"	5		326	1286	1623	274	1309	1583	617	973	1593			
"AL"	2008	"LIMESTONE"	"Owens Sr Ctr #2"	5		160	582	748	130	595	726	292	429	722			
"AL"	2008	"LIMESTONE"	"Piney Chapel Fire Dept"	5		253	761	1036	235	785	1022	468	556	1027			
"AL"	2008	"LIMESTONE"	"Pleasant Grove Fire Dept"	5		104	493	615	89	504	597	251	347	602			
"AL"	2008	"LIMESTONE"	"Provisional"	5		0	4	4	1	3	4	1	3	4			
"AL"	2008	"LIMESTONE"	"Reid Elem Sch"	5		404	435	846	380	458	839	512	324	838			
"AL"	2008	"LIMESTONE"	"Ripley WOW Hall"	5		140	347	490	115	366	482	230	253	484			
"AL"	2008	"LIMESTONE"	"Sr Cit Ctr #1"	5		265	459	731	217	497	714	351	359	714			
"AL"	2008	"LIMESTONE"	"Sr Cit Ctr #2"	5		101	206	314	93	218	311	160	150	311			
"AL"	2008	"LIMESTONE"	"St Mark Prim Bap Ch #1"	5		343	368	718	299	397	697	396	304	702			
"AL"	2008	"LIMESTONE"	"St Mark Prim Bap Ch #2"	5		823	379	1205	757	406	1163	874	303	1180			
"AL"	2008	"LIMESTONE"	"Tanner Fire Dept"	5		369	291	666	327	324	654	432	219	655			
"AL"	2008	"LIMESTONE"	"West Limestone Fire Dept"	5		58	215	277	61	208	269	117	154	271			
"AL"	2008	"LOWNDES"	"ABSENTEE VOTERS"	2		321	60	381	293	71	364	308	54	363			
"AL"	2008	"LOWNDES"	"BENEVOLENT HALL"	2		411	10	421	375	26	401	404	12	416			
"AL"	2008	"LOWNDES"	"BETHEL CHURCH"	2		380	65	448	351	80	431	379	59	438			
"AL"	2008	"LOWNDES"	"G_E_ COMMUNITY CENTER"	2		340	152	496	316	171	488	362	129	491			
"AL"	2008	"LOWNDES"	"HAYNEVILLE COURTHOUSE"	2		670	157	829	618	180	798	683	134	817			
"AL"	2008	"LOWNDES"	"LETOHATCHEE OLD STORE"	2		106	82	188	94	84	178	125	57	182			
"AL"	2008	"LOWNDES"	"LOWNDESBORO TOWN HALL"	2		112	348	461	96	361	457	180	272	453			
"AL"	2008	"LOWNDES"	"MOSSES TOWN HALL"	2		932	15	947	855	45	901	904	24	928			
"AL"	2008	"LOWNDES"	"NATIONAL GUARD ARMORY"	2		605	240	849	555	257	812	647	184	831			
"AL"	2008	"LOWNDES"	"NEW PLEASANT VALLEY"	2		172	271	445	155	273	431	216	226	442			
"AL"	2008	"LOWNDES"	"OLD MASONIC HALL"	2		394	117	511	353	130	483	412	89	501			
"AL"	2008	"LOWNDES"	"OLD STORE"	2		4	21	26	4	21	25	8	18	26			
"AL"	2008	"LOWNDES"	"PROVISIONAL VOTERS"	2		2	2	5	2	3	5	2	3	5			
"AL"	2008	"LOWNDES"	"SANDY RIDGE COMMUNITY CENTER"	2		174	187	362	155	198	353	218	142	360			
"AL"	2008	"LOWNDES"	"WHITEHALL TOWN HALL"	2		826	82	909	771	109	881	821	63	885			
"AL"	2008	"MACON"	"Absentee"	3		455	42	497	421	63	484	411	70	481			
"AL"	2008	"MACON"	"Brownville Vol Fire"	3		290	76	367	267	87	354	275	81	356			
"AL"	2008	"MACON"	"Chewhaw AME Zion Ch"	3		307	5	312	278	24	303	272	27	299			
"AL"	2008	"MACON"	"Dist 3 Vol Fire Dept"	3		279	49	329	256	64	320	257	68	325			
"AL"	2008	"MACON"	"Franklin Town Hall"	3		524	125	650	477	156	633	481	155	636			
"AL"	2008	"MACON"	"Little Texas Vt Ctr Co Rd 22"	3		116	149	266	110	151	261	128	133	261			
"AL"	2008	"MACON"	"Natl Grd Arm #1"	3		1091	20	1114	1014	82	1096	1017	77	1094			
"AL"	2008	"MACON"	"Natl Grd Arm #2"	3		376	14	390	337	44	381	336	46	382			
"AL"	2008	"MACON"	"Notasulga City Hall"	3		455	426	883	424	444	869	460	415	875			
"AL"	2008	"MACON"	"Old County Distr 2 Shop"	3		270	30	301	259	31	290	263	30	293			
"AL"	2008	"MACON"	"Priarie Farm Rec Ctr"	3		640	153	796	558	212	770	527	245	772			
"AL"	2008	"MACON"	"Provisional"	3		6	0	6	5	0	5	4	1	5			
"AL"	2008	"MACON"	"Seasha #1"	3		846	20	868	780	65	847	778	75	854			
"AL"	2008	"MACON"	"Seasha #2"	3		621	6	630	571	45	616	570	45	616			
"AL"	2008	"MACON"	"Tuskegee Muni Complex #1"	3		1196	41	1240	1111	100	1211	1096	113	1210			
"AL"	2008	"MACON"	"Tuskegee Muni Complex #2"	3		374	12	388	347	34	381	350	32	383			
"AL"	2008	"MACON"	"Tuskegee Univ"	3		1038	8	1049	989	40	1029	987	43	1031			
"AL"	2008	"MACON"	"Warrior D 2 Rec Ctr"	3		375	12	387	360	18	378	364	17	381			
"AL"	2008	"MACON"	"Woodland Comm Ctr"	3		191	208	404	181	216	397	200	200	400			
"AL"	2008	"MADISON"	"1ST BAPT_ CH_ OF MERIDIANVILLE"	5		576	828	1416	481	900	1382	708	668	1383			
"AL"	2008	"MADISON"	"A & M UNIVERSITY NEW GYM #1"			0	0	0	0	0	0						
"AL"	2008	"MADISON"	"A & M UNIVERSITY NEW GYM #2"	5		33	0	33	30	3	33	33	0	33			
"AL"	2008	"MADISON"	"A & M UNIVERSITY NEW GYM #3"	5		1325	18	1346	1295	44	1340	1304	37	1342			
"AL"	2008	"MADISON"	"A & M UNIVERSITY NEW GYM #4"	5		1319	10	1331	1277	43	1320	1291	34	1325			
"AL"	2008	"MADISON"	"ABSENTEE VOTERS"	5		3601	4998	8684	2904	5519	8433	4000	4337	8413			
"AL"	2008	"MADISON"	"AIRPORT ROAD FIRE STATION #6"	5		626	275	908	553	331	885	656	230	889			
"AL"	2008	"MADISON"	"ALDERSGATE UNITED METHODIST 1"	5		450	1159	1629	272	1327	1602	574	992	1595			
"AL"	2008	"MADISON"	"ALDERSGATE UNITED METHODIST 2"	5		458	1303	1791	305	1448	1756	610	1113	1747			
"AL"	2008	"MADISON"	"ASBURY METH_ CHURCH"	5		1106	1530	2658	900	1696	2600	1223	1360	2596			
"AL"	2008	"MADISON"	"BETHEL PRIMITIVE BAPT_ CHURCH"	5		86	258	354	62	282	345	174	175	353			
"AL"	2008	"MADISON"	"BIG COVE FIRE STATION"	5		285	465	762	233	515	748	385	358	749			
"AL"	2008	"MADISON"	"BLACKBURN CHAPEL C_P_ CHURCH"	5		571	442	1018	506	492	1000	607	385	999			
"AL"	2008	"MADISON"	"BLOSSOMWOOD SCHOOL"	5		545	1319	1889	316	1539	1857	738	1075	1839			
"AL"	2008	"MADISON"	"BOBO VOLUNTEER FIRE"	5		543	1457	2023	448	1537	1985	882	1077	1972			
"AL"	2008	"MADISON"	"BROWNSBORO BAPTIST CHURCH"	5		557	1373	1953	424	1465	1894	836	1050	1897			
"AL"	2008	"MADISON"	"CALVARY FRIENDSHIP CENTER"	5		484	8	492	452	26	478	467	17	485			
"AL"	2008	"MADISON"	"CHAFFEE SCHOOL"	5		512	1261	1798	350	1417	1769	662	1054	1748			
"AL"	2008	"MADISON"	"CHAPMAN MIDDLE SCHOOL #1"	5		412	942	1378	296	1051	1350	603	721	1335			
"AL"	2008	"MADISON"	"CHAPMAN MIDDLE SCHOOL #2"	5		285	589	887	203	658	861	408	451	864			
"AL"	2008	"MADISON"	"CHARLES STONE AG_ CENTER"	5		441	52	496	401	83	484	450	41	491			
"AL"	2008	"MADISON"	"CHASE VALLEY UNITED METHODIST"	5		862	1041	1923	717	1178	1897	1048	847	1907			
"AL"	2008	"MADISON"	"CHURCH OF CHRIST MERIDIANVILLE"	5		491	1321	1828	408	1376	1786	746	1031	1788			
"AL"	2008	"MADISON"	"CO COMMISSION DIST 1 OFFICE"	5		425	1192	1636	362	1246	1613	692	912	1610			
"AL"	2008	"MADISON"	"COVE UNITED METHODIST CH_ #1"	5		625	2349	2989	363	2579	2944	789	2107	2928			
"AL"	2008	"MADISON"	"COVE UNITED METHODIST CH_ #2"	5		507	1860	2381	300	2024	2326	656	1648	2322			
"AL"	2008	"MADISON"	"COVENANT PRESBYTERIAN CHURCH"	5		518	1360	1896	314	1552	1868	702	1146	1863			
"AL"	2008	"MADISON"	"DISCOVERY MIDDLE SCHOOL"	5		719	1568	2315	533	1740	2276	849	1384	2255			
"AL"	2008	"MADISON"	"DR_ RICHARD SHOWERS CENTER"	5		1548	100	1649	1443	173	1616	1540	89	1629			
"AL"	2008	"MADISON"	"ED WHITE MIDDLE SCHOOL"	5		1497	362	1880	1357	480	1843	1548	295	1850			
"AL"	2008	"MADISON"	"FIRST MISSIONARY BAPT CHURCH"	5		1875	238	2116	1702	377	2079	1879	201	2086			
"AL"	2008	"MADISON"	"GRACE UNITED METHODIST CHURCH"	5		938	1031	2007	776	1184	1961	983	968	1958			
"AL"	2008	"MADISON"	"GURLEY CITY HALL"	5		197	457	666	172	478	653	347	297	650			
"AL"	2008	"MADISON"	"HAROLD HARBIN GYM"	5		308	1177	1500	235	1232	1467	593	868	1467			
"AL"	2008	"MADISON"	"HARVEST BAPT_ CHURCH"	5		889	991	1898	770	1089	1861	1019	837	1863			
"AL"	2008	"MADISON"	"HAVEN BAPT_ CHURCH"	5		66	284	354	41	308	349	100	236	338			
"AL"	2008	"MADISON"	"HIGHLANDS SCHOOL"	5		794	307	1112	724	367	1093	839	257	1100			
"AL"	2008	"MADISON"	"HILLWOOD BAPTIST CHURCH #1"	5		747	1601	2396	511	1818	2335	928	1391	2342			
"AL"	2008	"MADISON"	"HILLWOOD BAPTIST CHURCH #2"	5		125	345	476	87	380	468	172	283	464			
"AL"	2008	"MADISON"	"HUNTSVILLE MIDDLE SCHOOL"	5		372	588	977	249	710	960	437	495	948			
"AL"	2008	"MADISON"	"HURRICANE CREEK COMM CENTER"	5		78	250	331	61	262	323	119	201	321			
"AL"	2008	"MADISON"	"J_E_ WILLIAMS ELEM SCHOOL"	5		992	1110	2141	827	1246	2077	1066	1006	2089			
"AL"	2008	"MADISON"	"JACKSON WAY BAPTIST CHURCH"	5		465	445	930	369	516	890	545	339	897			
"AL"	2008	"MADISON"	"JOHNSON HIGH SCHOOL"	5		1822	202	2030	1699	283	1982	1831	174	2009			
"AL"	2008	"MADISON"	"KEEL MT_ VOL_ FIRE DEPT_"	5		79	230	315	59	247	306	106	194	302			
"AL"	2008	"MADISON"	"LAKEWOOD COMMUNITY CENTER"	5		1028	262	1296	940	324	1266	1090	187	1280			
"AL"	2008	"MADISON"	"LEE HIGH SCHOOL"	5		318	534	865	220	621	843	483	351	844			
"AL"	2008	"MADISON"	"LEWIS CHAPEL C_P_ CHURCH"	5		404	75	479	376	94	470	405	66	471			
"AL"	2008	"MADISON"	"LITTLE INDIAN CREEK CHURCH"	5		853	1621	2491	672	1786	2460	1039	1398	2450			
"AL"	2008	"MADISON"	"LOCUST GROVE BAPTIST CHURCH"	5		564	1185	1772	475	1266	1743	758	964	1732			
"AL"	2008	"MADISON"	"MADISON BAPT_ CHURCH"	5		1039	1892	2962	792	2114	2908	1209	1679	2910			
"AL"	2008	"MADISON"	"MADISON CHURCH OF CHRIST #1"	5		297	624	941	213	700	916	338	557	909			
"AL"	2008	"MADISON"	"MADISON CHURCH OF CHRIST #2"	5		411	735	1166	298	846	1145	462	659	1137			
"AL"	2008	"MADISON"	"MADISON CITY HALL #1"	5		365	731	1120	262	825	1092	436	630	1075			
"AL"	2008	"MADISON"	"MADISON CITY HALL #2"	5		374	777	1170	276	875	1151	452	676	1139			
"AL"	2008	"MADISON"	"MADISON CO_ TEACHER CENTER #1"	5		743	1481	2249	616	1583	2201	970	1216	2206			
"AL"	2008	"MADISON"	"MADISON CO_ TEACHER CENTER #2"	5		40	135	177	33	140	174	75	97	174			
"AL"	2008	"MADISON"	"MADISON COUNTY NATURE TRAIL"	5		123	279	412	69	329	398	138	254	404			
"AL"	2008	"MADISON"	"MADISON MISSION 7TH DAY CH"	5		807	1193	2025	650	1332	1984	880	1056	1964			
"AL"	2008	"MADISON"	"MARY KELLY JOHNSTON GYM"	5		355	636	997	279	699	980	468	501	976			
"AL"	2008	"MADISON"	"MAYSVILLE CHURCH OF CHRIST"	5		518	1733	2293	418	1831	2252	895	1342	2251			
"AL"	2008	"MADISON"	"MCDONNELL SCHOOL"	5		636	446	1102	520	556	1078	710	358	1078			
"AL"	2008	"MADISON"	"MONROVIA CHURCH OF CHRIST #1"	5		746	1440	2211	584	1590	2176	896	1266	2174			
"AL"	2008	"MADISON"	"MONROVIA CHURCH OF CHRIST #2"	5		923	1789	2748	760	1950	2710	1106	1572	2691			
"AL"	2008	"MADISON"	"MONROVIA COMM_ CENTER"	5		710	1786	2533	544	1931	2479	926	1518	2463			
"AL"	2008	"MADISON"	"MONTE SANO FIRE STATION #4"	5		372	442	832	235	577	814	414	366	796			
"AL"	2008	"MADISON"	"MOUNTAIN VIEW BAPTIST CHURCH"	5		571	974	1564	400	1133	1536	718	780	1516			
"AL"	2008	"MADISON"	"NEW HOPE CITY HALL"	5		347	1088	1462	250	1170	1420	703	734	1445			
"AL"	2008	"MADISON"	"NEW HOPE VOL_ FIRE DEPT_"	5		31	115	146	20	120	140	71	76	147			
"AL"	2008	"MADISON"	"NEW MARKET FIRE STATION"	5		258	757	1027	211	794	1005	434	559	1001			
"AL"	2008	"MADISON"	"NEW SHILOH CHURCH"	5		1185	118	1306	1106	176	1283	1185	104	1290			
"AL"	2008	"MADISON"	"OAKWOOD COLLEGE - BLAKE CENTER"	5		709	7	721	668	32	703	648	47	698			
"AL"	2008	"MADISON"	"OLD NAVAL RESERVE CENTER"	5		900	276	1184	823	336	1160	964	196	1161			
"AL"	2008	"MADISON"	"OWENS CROSS ROADS CITY HALL"	5		273	895	1186	200	941	1142	500	635	1145			
"AL"	2008	"MADISON"	"PHILLIPS CME CHURCH"	5		117	4	121	98	9	107	108	6	114			
"AL"	2008	"MADISON"	"PINEVIEW BAPTIST CHURCH #1"	5		747	1103	1869	633	1212	1846	852	969	1831			
"AL"	2008	"MADISON"	"PINEVIEW BAPTIST CHURCH #2"	5		1008	1263	2289	848	1406	2256	1102	1135	2249			
"AL"	2008	"MADISON"	"PLAINVIEW CHURCH OF CHRIST"	5		305	1271	1602	242	1317	1559	576	976	1562			
"AL"	2008	"MADISON"	"PLEASANT SPRINGS BAPTIST"	5		199	85	286	182	102	285	206	76	283			
"AL"	2008	"MADISON"	"PLEVNA FIRE STATION"	5		91	382	478	89	379	468	179	284	467			
"AL"	2008	"MADISON"	"PROVISIONAL"	5		55	55	110	46	59	105	50	57	107			
"AL"	2008	"MADISON"	"RIDGECREST SCHOOL"	5		806	734	1574	677	853	1532	947	580	1537			
"AL"	2008	"MADISON"	"SAINT LUKE MISSIONARY BAP_"	5		1910	443	2369	1761	569	2335	1927	398	2335			
"AL"	2008	"MADISON"	"SENIOR CENTER"	5		406	122	540	378	150	530	429	103	535			
"AL"	2008	"MADISON"	"SHERWOOD BAPTIST CHURCH"	5		1267	1268	2583	1021	1500	2523	1398	1105	2519			
"AL"	2008	"MADISON"	"SOUTHSIDE BAPTIST CHURCH"	5		366	770	1149	227	896	1125	520	585	1126			
"AL"	2008	"MADISON"	"SOUTHWOOD PRESBYTERIAN CHURCH"	5		437	1275	1733	258	1443	1703	555	1111	1688			
"AL"	2008	"MADISON"	"ST_ JOHN CATHOLIC SCHOOL"	5		715	2320	3078	466	2559	3032	911	2057	2996			
"AL"	2008	"MADISON"	"TERRY HEIGHTS SCHOOL"	5		473	19	492	447	34	481	463	21	485			
"AL"	2008	"MADISON"	"THE DWELLING PLACE #1"	5		293	905	1217	194	999	1197	424	761	1193			
"AL"	2008	"MADISON"	"THE DWELLING PLACE #2"	5		452	1172	1648	287	1321	1614	612	979	1605			
"AL"	2008	"MADISON"	"TONEY UNITED METHODIST CHURCH"	5		861	1639	2529	724	1741	2467	1169	1295	2479			
"AL"	2008	"MADISON"	"TRIANA CITY HALL"	5		442	48	493	409	76	485	439	52	491			
"AL"	2008	"MADISON"	"TRINITY UNITED METHODIST"	5		320	704	1036	232	781	1015	434	568	1017			
"AL"	2008	"MADISON"	"UNIVERSITY PLACE SCHOOL"	5		1152	681	1864	1003	789	1794	1263	545	1814			
"AL"	2008	"MADISON"	"VISITATION PARISH CENTER"	5		115	116	236	88	141	229	133	95	229			
"AL"	2008	"MADISON"	"WEATHERLY HGTS_ BAPTIST #1"	5		374	973	1371	249	1092	1343	478	834	1335			
"AL"	2008	"MADISON"	"WEATHERLY HGTS_ BAPTIST #2"	5		465	1154	1641	306	1301	1610	570	1003	1598			
"AL"	2008	"MADISON"	"WEST HUNTSVILLE BAPTIST CHURCH"	5		425	188	618	367	231	599	463	147	614			
"AL"	2008	"MADISON"	"WEST MASTIN LAKE SCHOOL"	5		722	158	886	652	217	869	747	121	871			
"AL"	2008	"MADISON"	"WESTLAWN MIDDLE SCHOOL"	5		237	243	492	202	274	478	291	183	478			
"AL"	2008	"MADISON"	"WESTSIDE NEIGHBORHOOD CENTER"	5		269	10	279	240	28	270	264	8	272			
"AL"	2008	"MADISON"	"WHITESBURG BAPTIST CHURCH"	5		429	1256	1710	284	1401	1686	567	1087	1671			
"AL"	2008	"MADISON"	"WHITESBURG BOAT HARBOR"	5		106	162	273	86	179	266	146	122	271			
"AL"	2008	"MADISON"	"WHITESBURG MIDDLE SCHOOL"	5		368	743	1141	239	874	1116	454	632	1099			
"AL"	2008	"MADISON"	"WILLOWBROOK BAPTIST CHURCH #1"	5		530	1493	2051	333	1685	2021	706	1263	1994			
"AL"	2008	"MADISON"	"WILLOWBROOK BAPTIST CHURCH #2"	5		601	1484	2112	398	1675	2074	791	1237	2055			
"AL"	2008	"MARENGO"	"ABSENTEE VOTERS"	7		365	273	639	349	278	627	480	0	485			
"AL"	2008	"MARENGO"	"AIMWELL VOTING BOOTH"	7		78	83	162	77	80	157	116	0	116			
"AL"	2008	"MARENGO"	"CORNERSTONE CHURCH"	7		480	442	924	428	456	885	625	0	633			
"AL"	2008	"MARENGO"	"DAYTON TOWN OFFICE"	7		55	39	94	54	38	92	68	0	68			
"AL"	2008	"MARENGO"	"DEMOPOLIS CIVIC CENTER"	7		717	279	998	689	286	977	880	0	885			
"AL"	2008	"MARENGO"	"DEMOPOLIS HIGH SCHOOL"	7		149	511	661	124	524	649	389	0	403			
"AL"	2008	"MARENGO"	"DEMOPOLIS NATL GUARD ARMORY"	7		690	191	883	658	212	870	768	0	777			
"AL"	2008	"MARENGO"	"DEMOPOLIS WESTSIDE ELEMENTARY"	7		271	1134	1410	244	1137	1381	846	0	859			
"AL"	2008	"MARENGO"	"DIXONS MILLS"	7		619	135	758	588	139	728	639	0	640			
"AL"	2008	"MARENGO"	"FAUNSDALE TOWN OFFICE"	7		199	120	319	187	126	313	256	0	257			
"AL"	2008	"MARENGO"	"FLATWOOD COMMUNITY CENTER"	7		106	0	106	104	1	105	104	0	104			
"AL"	2008	"MARENGO"	"HOBOKEN VOTING BOOTH"	7		72	100	173	62	98	161	97	0	98			
"AL"	2008	"MARENGO"	"JEFFERSON VOLUNTEER FIRE"	7		250	83	334	232	90	323	286	0	289			
"AL"	2008	"MARENGO"	"LINDEN OLD COURTHOUSE BUILDING"	7		104	307	412	98	309	408	230	0	234			
"AL"	2008	"MARENGO"	"MAGNOLIA COMMUNITY CENTER"	7		171	76	247	161	81	242	194	0	194			
"AL"	2008	"MARENGO"	"MCKINLEY TAYLORVILLE COM_ CTR"	7		100	13	113	93	15	108	102	0	102			
"AL"	2008	"MARENGO"	"MYRTLEWOOD COMMUNITY CENTER"	7		106	158	265	96	161	257	191	0	192			
"AL"	2008	"MARENGO"	"NANAFALIA COMMUNITY CENTER"	7		111	91	203	98	100	198	142	0	143			
