state	year	cd	county	precinct	vtd	g2002_ATG_dv	g2002_ATG_rv	g2002_TRE_dv	g2002_TRE_rv	g2002_GOV_dv	g2002_GOV_rv	g2002_USS_rv	g2002_SOS_dv	g2002_SOS_rv	g2002_USH_dv	g2002_USH_rv
"KS"	2002	1	"MITCHELL"	"Scottsville City"	"000250"	0	0	0	0			0				0
"KS"	2002	1	"MITCHELL"	"Simpson City"	"000260"	0	0					0				0
"KS"	2002	1	"MITCHELL"	"Solomon Rapids Township"	"000270"	8	18	9	20	14	14	27	6	21		27
"KS"	2002	1	"MITCHELL"	"Tipton City"	"000280"	0	0					0				0
"KS"	2002	1	"MITCHELL"	"Turkey Creek Township"	"000290"	16	32	21	27	23	25	45	6	42		43
"KS"	2002	1	"MITCHELL"	"Walnut Creek Township"	"000300"	10	6	6	11	11	7	18	2	13		18
"KS"	2002	4	"MONTGOMERY"	"ADVANCE"	"999998"	448	346	479	330	501	292	541	376	412	354	451
"KS"	2002	4	"MONTGOMERY"	"Caney City Ward 1 Exclave A"	"00001B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Caney City Ward 1 Exclave B"	"00001C"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Caney City Ward 1"	"00001A"	32	80	33	77	39	75	97	26	83	18	94
"KS"	2002	4	"MONTGOMERY"	"Caney City Ward 2"	"000020"	34	86	37	84	50	71	90	25	88	25	94
"KS"	2002	4	"MONTGOMERY"	"Caney City Ward 3"	"000030"	32	91	31	92	44	79	104	24	95	21	102
"KS"	2002	4	"MONTGOMERY"	"Caney City Ward 4"	"000040"	55	101	61	97	61	92	126	45	107	32	125
"KS"	2002	4	"MONTGOMERY"	"Caney Township Havana"	"000050"	40	131	48	119	49	119	149	26	134	24	145
"KS"	2002	4	"MONTGOMERY"	"Caney Township Tyro"	"000060"	38	144	44	137	48	135	160	27	152	26	157
"KS"	2002	4	"MONTGOMERY"	"Cherokee Township"	"000070"	74	79	70	82	66	88	121	56	97	36	111
"KS"	2002	4	"MONTGOMERY"	"Cherry Township"	"000080"	52	103	53	106	50	108	130	32	112	30	126
"KS"	2002	4	"MONTGOMERY"	"Cherryvale Ward 1"	"000090"	129	198	141	182	141	176	237	94	209	93	225
"KS"	2002	4	"MONTGOMERY"	"Cherryvale Ward 2"	"000100"	95	148	109	134	98	137	193	67	164	63	173
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 01"	"000110"	80	10	81	11	73	9	22	78	13	73	19
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 02"	"000120"	76	49	84	40	73	47	69	66	55	62	64
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 03"	"000130"	112	77	123	66	92	88	129	98	88	81	102
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 04"	"000140"	94	97	111	81	102	86	140	74	106	70	121
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 05"	"000150"	112	120	133	103	122	111	167	88	144	79	159
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 06"	"000160"	52	39	61	29	47	41	60	43	42	30	58
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 07"	"000170"	76	63	76	62	73	62	102	54	82	51	87
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 08"	"000180"	56	42	69	31	57	41	64	52	47	44	56
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 09"	"000190"	53	60	64	52	53	56	82	51	58	49	63
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 10"	"000200"	82	46	90	38	80	43	77	71	53	57	69
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 11"	"000210"	186	156	200	146	194	148	254	158	173	121	216
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 12"	"000220"	193	274	221	247	219	247	372	151	313	128	345
"KS"	2002	4	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 13"	"000230"	151	202	173	178	181	174	280	124	217	106	249
"KS"	2002	4	"MONTGOMERY"	"Drum Creek Township"	"000240"	60	122	49	127	59	121	160	34	140	33	145
"KS"	2002	4	"MONTGOMERY"	"Fawn Creek Township Dearing"	"000250"	196	263	223	236	206	254	351	172	282	128	329
"KS"	2002	4	"MONTGOMERY"	"Fawn Creek Township Tyro"	"000260"	29	61	32	59	35	59	80	18	74	16	74
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 1 Precinct 1"	"000270"	46	81	42	85	59	66	99	28	97	34	90
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 1 Precinct 2"	"000280"	70	168	63	174	105	137	209	41	194	45	196
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 2 Precinct 1"	"000290"	22	39	20	41	23	38	48	14	46	12	48
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 2 Precinct 2"	"000300"	41	54	41	57	46	45	72	32	64	23	70
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 3 Precinct 1"	"000310"	47	120	59	108	77	92	134	47	117	43	131
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 3 Precinct 2 Enclave"	"00032C"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 3 Precinct 2 Exclave"	"00032B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 3 Precinct 2"	"00032A"	28	61	39	49	45	40	67	25	62	24	61
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 4 Precinct 1"	"000330"	64	136	59	140	84	118	170	44	154	44	156
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 4 Precinct 2"	"000340"	50	82	52	79	63	66	101	32	97	39	92
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 5 Precinct 1"	"000350"	47	86	47	81	58	70	104	38	90	24	108
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 5 Precinct 2"	"000360"	96	146	95	142	135	108	194	71	168	63	180
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 6 Precinct 1"	"000370"	97	209	115	196	153	159	261	67	234	64	242
"KS"	2002	4	"MONTGOMERY"	"Independence City Ward 6 Precinct 2"	"000380"	133	303	106	325	233	201	396	62	366	87	350
"KS"	2002	4	"MONTGOMERY"	"Independence Township 1"	"000390"	136	381	149	362	200	324	449	112	402	98	420
"KS"	2002	4	"MONTGOMERY"	"Independence Township 2 Part A"	"00040A"	47	81	40	86	61	66	99	30	91	26	95
"KS"	2002	4	"MONTGOMERY"	"Independence Township 2 Part B"	"00040B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Independence Township 2 Part C"	"00040C"	7	33	8	30	17	22	37	3	37	4	36
"KS"	2002	4	"MONTGOMERY"	"Liberty Township"	"000410"	61	89	58	90	78	71	121	43	102	46	104
"KS"	2002	4	"MONTGOMERY"	"Louisburg Township"	"000420"	73	125	81	116	68	130	157	45	148	44	149
"KS"	2002	4	"MONTGOMERY"	"PROVISIONAL"	"999999"	32	41	31	43	46	28	56	22	50	18	55
"KS"	2002	4	"MONTGOMERY"	"Parker Township 1"	"000430"	33	49	45	38	50	36	63	32	48	25	59
"KS"	2002	4	"MONTGOMERY"	"Parker Township 2 Enclave A"	"00044B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Parker Township 2 Enclave B"	"00044C"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	4	"MONTGOMERY"	"Parker Township 2"	"00044A"	131	146	149	126	150	126	203	112	156	99	176
"KS"	2002	4	"MONTGOMERY"	"Rutland Township"	"000450"	26	86	31	81	31	82	100	16	92	15	97
"KS"	2002	4	"MONTGOMERY"	"Sycamore Township"	"000460"	76	196	75	195	94	177	236	49	221	46	225
"KS"	2002	4	"MONTGOMERY"	"West Cherry Township"	"000470"	32	48	28	53	31	49	64	20	52	22	58
"KS"	2002	1	"MORRIS"	"ADVANCE"	"999998"	219	168	166	230	254	144	330	103	271		339
"KS"	2002	1	"MORRIS"	"Council Grove Ward 1"	"000010"	95	81	90	83	96	81	149	46	122		148
"KS"	2002	1	"MORRIS"	"Council Grove Ward 2"	"000020"	91	77	77	91	105	65	143	39	121		143
"KS"	2002	1	"MORRIS"	"Council Grove Ward 3"	"000030"	183	152	109	232	201	137	299	59	270		306
"KS"	2002		"MORRIS"	"Herington Ward 1 Exclave A"	"000040"	0	0	0	0							
"KS"	2002		"MORRIS"	"Herington Ward 1 Exclave B"	"000050"	0	0	0	0							
"KS"	2002	1	"MORRIS"	"Highland Township"	"000060"	19	23	4	37	19	22	39	2	37		39
"KS"	2002	1	"MORRIS"	"Overland Township"	"000070"	17	13	5	25	14	13	30	2	27		30
"KS"	2002	1	"MORRIS"	"PROVISIONAL"	"999999"	2	2	2	3	3	2	4	0	4		4
"KS"	2002	1	"MORRIS"	"Township 1 Precinct 1"	"000080"	46	34	40	43	44	36	73	18	65		69
"KS"	2002	1	"MORRIS"	"Township 1 Precinct 2"	"000090"	46	29	30	44	39	37	61	19	51		67
"KS"	2002	1	"MORRIS"	"Township 2"	"000100"	163	116	114	163	169	109	252	71	203		251
"KS"	2002	1	"MORRIS"	"Township 3"	"000110"	120	55	79	91	99	74	143	48	123		146
"KS"	2002	1	"MORRIS"	"Township 4"	"000120"	46	39	29	56	42	38	74	17	59		74
"KS"	2002	1	"MORRIS"	"Township 5"	"000130"	123	104	96	134	131	89	205	44	169		204
"KS"	2002	1	"MORRIS"	"Township 6"	"000140"	22	26	16	31	23	25	44	5	38		46
"KS"	2002	1	"MORRIS"	"Township 7"	"000150"	51	49	35	67	57	44	92	14	85		94
"KS"	2002	1	"MORRIS"	"Township 8"	"000160"	50	53	22	80	47	52	95	12	82		97
"KS"	2002	1	"MORRIS"	"Township 9"	"000170"	63	56	46	71	61	53	108	26	85		104
"KS"	2002	1	"MORTON"	"ADVANCE"	"999998"	39	88	41	97	64	77	137	27	90		137
"KS"	2002	1	"MORTON"	"Cimarron Township"	"000010"	3	14	3	19	5	17	21	2	18		20
"KS"	2002	1	"MORTON"	"East Richfield"	"000020"	13	19	14	19	17	16	28	9	19		26
"KS"	2002	1	"MORTON"	"Elkhart Ward 1"	"000030"	68	122	86	121	99	108	196	45	147		194
"KS"	2002	1	"MORTON"	"Elkhart Ward 2"	"000040"	42	116	40	124	64	98	161	21	126		158
"KS"	2002	1	"MORTON"	"Elkhart Ward 3"	"000050"	61	132	60	138	89	111	185	37	155		184
"KS"	2002	1	"MORTON"	"Jones Township"	"000060"	1	3	2	2	2	2	4		4		4
"KS"	2002	1	"MORTON"	"PROVISIONAL"	"999999"	5	7	4	8	5	7	10	3	9		11
"KS"	2002	1	"MORTON"	"Rolla Township"	"000070"	52	117	51	117	79	100	167	27	132		174
"KS"	2002	1	"MORTON"	"Taloga Township"	"000080"	9	30	12	27	10	31	38	3	33		39
"KS"	2002	1	"MORTON"	"West Richfield"	"000090"	9	49	11	50	23	39	58	5	52		57
"KS"	2002	1	"MORTON"	"Westola Township"	"000100"	8	16	8	17	9	15	21	6	13		20
"KS"	2002	2	"NEMAHA"	"ADVANCE"	"999998"	174	221	176	219	232	174	320	115	264	32	210
"KS"	2002	2	"NEMAHA"	"Adams Township"	"000010"	40	42	40	41	45	41	74	18	63	22	63
"KS"	2002	1	"NEMAHA"	"Berwick Township"	"000020"	42	138	42	139	54	124	160	22	150		163
"KS"	2002	2	"NEMAHA"	"Capioma Township"	"000030"	33	50	32	51	35	49	72	15	65	24	62
"KS"	2002	2	"NEMAHA"	"Center Township"	"000040"	38	41	25	51	41	42	71	16	59	25	59
"KS"	2002	2	"NEMAHA"	"Centralia Illinois A"	"00005B"	19	10	7	20	19	10	25	5	23	10	19
"KS"	2002	2	"NEMAHA"	"Centralia Illinois B"	"00005C"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	2	"NEMAHA"	"Centralia"	"00005A"	75	66	51	89	82	54	116	30	98	49	91
"KS"	2002	1	"NEMAHA"	"Clear Creek Township"	"000060"	28	25	26	27	35	19	48	13	36		47
"KS"	2002	1	"NEMAHA"	"Gilman Township"	"000070"	29	50	35	49	45	39	70	24	53		64
"KS"	2002	2	"NEMAHA"	"Granada Township"	"000080"	29	41	19	51	40	31	59	11	55	22	50
"KS"	2002	2	"NEMAHA"	"Harrison - Goff"	"000090"	56	42	40	56	56	34	78	26	66	44	48
"KS"	2002	2	"NEMAHA"	"Harrison - Kelly"	"000100"	22	22	25	19	28	19	33	12	30	18	28
"KS"	2002	2	"NEMAHA"	"Home Township"	"000110"	22	23	17	27	25	20	40	11	29	10	37
"KS"	2002	2	"NEMAHA"	"Illinois Township"	"000120"	80	59	74	64	86	47	114	43	88	55	89
"KS"	2002	1	"NEMAHA"	"Marion Township"	"000130"	79	93	92	78	87	93	147	39	130		149
"KS"	2002	2	"NEMAHA"	"Mitchell Township"	"000140"	63	69	53	75	64	68	117	21	106	31	97
"KS"	2002	1	"NEMAHA"	"Nemaha Township"	"000150"	17	57	18	52	27	51	68	7	66		73
"KS"	2002	2	"NEMAHA"	"Neuchatel Township"	"000160"	23	32	19	35	28	28	49	6	45	11	43
"KS"	2002	2	"NEMAHA"	"PROVISIONAL"	"999999"	20	26	17	29	19	25	39	10	32	4	24
"KS"	2002	2	"NEMAHA"	"Red Vermillion Township"	"000170"	27	19	25	21	21	24	37	14	28	17	28
"KS"	2002	2	"NEMAHA"	"Reilly Township"	"000180"	21	39	25	35	29	25	55	10	50	20	37
"KS"	2002	1	"NEMAHA"	"Richmond Township"	"000190"	76	98	79	94	85	93	153	30	141		163
"KS"	2002	1	"NEMAHA"	"Rock Creek Township Enclave A"	"00020B"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"NEMAHA"	"Rock Creek Township Enclave B"	"00020C"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	2	"NEMAHA"	"Rock Creek Township"	"00020A"	37	107	29	116	63	87	140	15	127	25	122
"KS"	2002	1	"NEMAHA"	"Sabetha Ward 1"	"000210"	100	168	68	196	152	120	233	30	231		229
"KS"	2002	1	"NEMAHA"	"Sabetha Ward 2"	"000220"	106	165	87	183	134	134	243	56	208		227
"KS"	2002	1	"NEMAHA"	"Sabetha Ward 3 Enclave"	"00023B"	0	0	0	0	0	0		0	0		0
"KS"	2002	1	"NEMAHA"	"Sabetha Ward 4"	"000240"	63	108	49	117	87	78	142	28	136		144
"KS"	2002	1	"NEMAHA"	"Sabetha Ward 5"	"000250"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"NEMAHA"	"Sabetha Ward"	"00023A"	70	183	51	198	104	146	228	27	221		233
"KS"	2002	1	"NEMAHA"	"Seneca Ward 1"	"000260"	100	142	100	144	127	116	209	51	183		205
"KS"	2002	1	"NEMAHA"	"Seneca Ward 2"	"000270"	123	111	116	121	129	108	194	72	155		186
"KS"	2002	1	"NEMAHA"	"Seneca Ward 3"	"000280"	175	149	168	153	195	117	262	87	224		238
"KS"	2002	1	"NEMAHA"	"Washington Township"	"000290"	52	139	33	151	75	106	173	24	161		170
"KS"	2002	2	"NEMAHA"	"Wetmore Township"	"000300"	103	112	74	138	133	84	179	49	156	75	138
"KS"	2002	2	"NEOSHO"	"ADVANCE"	"999998"	162	123	171	115	182	107	199	121	162	124	162
"KS"	2002	2	"NEOSHO"	"Big Creek Township"	"000010"	73	90	72	90	77	82	142	39	122	40	120
"KS"	2002	2	"NEOSHO"	"Canville Township Enclave"	"00002B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	2	"NEOSHO"	"Canville Township"	"00002A"	73	123	96	100	91	106	160	51	145	51	147
"KS"	2002	2	"NEOSHO"	"Centerville Township"	"000030"	86	105	83	104	99	90	152	58	126	54	139
"KS"	2002	2	"NEOSHO"	"Chanute Ward 1"	"000040"	32	23	33	20	35	18	40	25	27	19	35
"KS"	2002	2	"NEOSHO"	"Chanute Ward 2 Precinct 1"	"000050"	88	108	98	97	111	84	146	69	123	61	134
"KS"	2002	2	"NEOSHO"	"Chanute Ward 2 Precinct 2"	"000060"	120	96	121	92	135	82	150	88	125	81	134
"KS"	2002	2	"NEOSHO"	"Chanute Ward 3 Precinct 1"	"000070"	170	191	188	175	189	175	259	118	225	109	245
"KS"	2002	2	"NEOSHO"	"Chanute Ward 3 Precinct 2"	"000080"	105	134	121	121	144	104	203	72	168	74	173
"KS"	2002	2	"NEOSHO"	"Chanute Ward 3 Precinct 3"	"000090"	185	296	192	293	258	230	420	109	368	114	370
"KS"	2002	2	"NEOSHO"	"Chanute Ward 4 Precinct 1"	"000100"	127	151	128	143	144	132	222	92	184	88	189
"KS"	2002	2	"NEOSHO"	"Chanute Ward 4 Precinct 2"	"000110"	105	96	105	93	117	87	148	77	123	71	131
"KS"	2002	2	"NEOSHO"	"Chanute Ward 4 Precinct 3 Exclave A"	"00012B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	2	"NEOSHO"	"Chanute Ward 4 Precinct 3 Exclave B"	"00012C"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	2	"NEOSHO"	"Chanute Ward 4 Precinct 3"	"00012A"	84	104	92	95	102	83	142	66	116	64	123
"KS"	2002	2	"NEOSHO"	"Chetopa Township"	"000130"	93	181	105	167	116	170	241	59	216	60	221
"KS"	2002	2	"NEOSHO"	"East Erie"	"000140"	95	106	88	112	109	91	162	49	146	61	139
"KS"	2002	2	"NEOSHO"	"Grant Township"	"000150"	71	60	69	60	67	59	103	45	78	42	87
"KS"	2002	2	"NEOSHO"	"Ladore Township"	"000160"	65	35	66	38	80	24	68	47	53	56	44
"KS"	2002	2	"NEOSHO"	"Lincoln Township"	"000170"	42	47	41	51	49	42	65	33	59	36	55
"KS"	2002	2	"NEOSHO"	"Mission Township"	"000180"	132	137	139	124	129	145	202	99	171	102	176
"KS"	2002	2	"NEOSHO"	"North Tioga Township"	"000190"	52	94	50	94	70	74	126	34	107	28	116
"KS"	2002	2	"NEOSHO"	"PROVISIONAL"	"999999"	28	44	34	39	37	36	51	23	49	22	49
"KS"	2002	2	"NEOSHO"	"Shiloh Township"	"000200"	40	47	35	51	30	57	70	25	55	21	62
"KS"	2002	2	"NEOSHO"	"South Tioga East Township"	"000210"	38	54	41	53	56	39	79	21	73	19	75
"KS"	2002	2	"NEOSHO"	"South Tioga West Township Enclave B"	"00022C"	0	0	0	0			0	0	0	0	0
"KS"	2002	2	"NEOSHO"	"South Tioga West Township Enclave C"	"00022D"	0	0	0	0			0	0	0	0	0
"KS"	2002	2	"NEOSHO"	"South Tioga West Township Enclave"	"00022B"	0	0	0	0			0	0	0	0	0
"KS"	2002	2	"NEOSHO"	"South Tioga West Township"	"00022A"	14	34	11	34	21	27	43	6	42	7	42
"KS"	2002	2	"NEOSHO"	"Walnut Grove Township"	"000230"	63	51	70	45	75	43	95	40	70	44	68
"KS"	2002	2	"NEOSHO"	"West Erie"	"000240"	119	157	104	166	146	135	233	61	211	79	196
"KS"	2002	1	"NESS"	"ADVANCE"	"999998"	39	69	31	77	60	49	99	24	80		106
"KS"	2002	1	"NESS"	"Bazine Township"	"000010"	66	104	50	122	88	80	158	17	149		164
"KS"	2002	1	"NESS"	"Eden Township"	"000020"	11	25	3	33	7	27	36	3	31		35
"KS"	2002	1	"NESS"	"Forrester Township"	"000030"	19	31	16	32	22	27	48	7	40		49
"KS"	2002	1	"NESS"	"Franklin Township"	"000040"	14	36	10	38	14	34	49	2	46		49
"KS"	2002	1	"NESS"	"Highpoint Township"	"000050"	10	35	6	37	15	29	42	2	42		45
"KS"	2002	1	"NESS"	"Johnson Township"	"000060"	12	17	9	20	14	18	31	3	26		31
"KS"	2002	1	"NESS"	"Nevada Township"	"000070"	101	78	74	104	117	63	168	36	137		173
"KS"	2002	1	"NESS"	"North Center"	"000080"	121	236	96	263	164	200	351	49	303		349
"KS"	2002	1	"NESS"	"Ohio Township"	"000090"	42	86	37	90	60	68	116	17	109		124
"KS"	2002	1	"NESS"	"South Center"	"000100"	97	102	86	110	115	88	186	46	145		188
"KS"	2002	1	"NESS"	"Waring Township"	"000110"	28	31	16	42	24	32	53	6	46		57
"KS"	2002	1	"NORTON"	"ADVANCE"	"999998"	84	117	89	112	133	72	186	63	130		185
"KS"	2002	1	"NORTON"	"Almena Township"	"000010"	77	143	74	142	126	97	201	34	173		217
"KS"	2002	1	"NORTON"	"Center Precinct 1"	"000020"	88	139	60	168	116	117	224	28	189		230
"KS"	2002	1	"NORTON"	"Center Precinct 2"	"000030"	10	51	13	50	16	46	59	4	52		59
"KS"	2002	1	"NORTON"	"Harrison Township"	"000040"	0	10	0	10	0	10	9	0	10		10
"KS"	2002	1	"NORTON"	"Highland Precinct 1"	"000050"	92	86	75	101	106	66	150	45	109		164
"KS"	2002	1	"NORTON"	"Highland Precinct 2"	"000060"	24	29	26	28	27	26	50	14	38		50
"KS"	2002	1	"NORTON"	"Highland Precinct 3"	"000070"	7	26	5	26	18	13	32	2	31		33
"KS"	2002	1	"NORTON"	"Norton Ward 1"	"000080"	115	190	97	209	145	153	274	58	229		278
"KS"	2002	1	"NORTON"	"Norton Ward 2"	"000090"	145	201	114	225	203	145	318	69	260		327
"KS"	2002	1	"NORTON"	"Norton Ward 3"	"000100"	138	183	103	220	202	119	289	65	238		296
"KS"	2002	1	"NORTON"	"PROVISIONAL"	"999999"	4	6	3	6	3	6	9	3	6		10
"KS"	2002	1	"NORTON"	"Solomon Precinct 1"	"000110"	21	47	21	46	34	40	69	11	56		72
"KS"	2002	1	"NORTON"	"Solomon Precinct 2"	"000120"	7	8	4	11	5	12	15	2	13		17
"KS"	2002	2	"OSAGE"	"ADVANCE"	"999998"	138	139	123	156	162	117	216	72	196	101	168
"KS"	2002	2	"OSAGE"	"Agency Township"	"000010"	56	86	54	88	54	81	116	31	108	40	98
"KS"	2002	2	"OSAGE"	"Arvonia Township"	"000020"	30	17	19	26	36	10	39	10	35	14	30
"KS"	2002	2	"OSAGE"	"Barclay Township"	"000030"	46	33	34	44	44	29	66	18	59	32	42
"KS"	2002	2	"OSAGE"	"Dragoon Township"	"000040"	43	32	33	42	40	33	63	6	72	24	51
"KS"	2002	2	"OSAGE"	"Elk Township"	"000050"	311	282	234	357	329	249	475	141	434	189	389
"KS"	2002	2	"OSAGE"	"Fairfax Township"	"000060"	99	90	89	99	102	84	145	42	140	58	123
"KS"	2002	2	"OSAGE"	"Grant Township Part A"	"00007A"	56	55	48	63	60	48	89	24	86	35	73
"KS"	2002	2	"OSAGE"	"Grant Township Part B"	"00007B"	0	0	0	0	0	0	0	0	0	0	0
"KS"	2002	2	"OSAGE"	"Lincoln Township"	"000080"	21	23	19	24	21	22	37	10	32	13	30
"KS"	2002	2	"OSAGE"	"Melvern Township"	"000090"	137	116	118	137	151	102	193	76	171	96	156
"KS"	2002	2	"OSAGE"	"Michigan Valley Township"	"000100"	86	63	63	86	96	50	116	41	101	57	87
"KS"	2002	2	"OSAGE"	"North Burlingame"	"000110"	198	100	142	157	203	82	222	53	238	112	173
"KS"	2002	2	"OSAGE"	"North Ridgeway"	"000120"	241	148	189	200	238	136	301	105	273	157	220
"KS"	2002	2	"OSAGE"	"North Valleybrook"	"000130"	177	141	142	169	197	121	263	65	248	104	208
"KS"	2002	2	"OSAGE"	"Olivet Township"	"000140"	45	32	30	49	31	44	70	9	68	20	57
"KS"	2002	2	"OSAGE"	"Osage City Ward 1"	"000150"	147	113	129	138	165	93	211	56	206	105	151
"KS"	2002	2	"OSAGE"	"Osage City Ward 2"	"000160"	95	63	88	68	102	52	113	35	117	71	82
"KS"	2002	2	"OSAGE"	"Osage City Ward 3"	"000170"	124	96	102	117	142	72	163	50	168	84	127
"KS"	2002	2	"OSAGE"	"Osage City Ward 4"	"000180"	142	125	114	153	154	105	200	43	222	77	178
"KS"	2002	2	"OSAGE"	"PROVISIONAL"	"999999"	41	52	36	54	46	43	77	19	71	23	65
"KS"	2002	2	"OSAGE"	"Scranton Township"	"000190"	209	156	170	192	210	141	277	94	261	135	217
"KS"	2002	2	"OSAGE"	"South Burlingame"	"000200"	182	112	126	166	175	112	219	47	240	104	182
"KS"	2002	2	"OSAGE"	"South Ridgeway"	"000210"	196	146	164	175	195	134	251	87	240	126	207
"KS"	2002	2	"OSAGE"	"South Valleybrook"	"000220"	81	64	61	81	89	54	110	38	108	51	92
"KS"	2002	2	"OSAGE"	"Superior Township"	"000230"	59	46	46	58	63	36	87	18	82	41	58
"KS"	2002	2	"OSAGE"	"Vassar Township"	"000240"	130	107	105	130	142	88	176	72	161	90	142
"KS"	2002	1	"OSBORNE"	"ADVANCE"	"999998"	52	102	52	101	88	69	140	30	115		144
"KS"	2002	1	"OSBORNE"	"Bethany Township"	"000010"	29	32	33	29	28	33	51	19	40		55
"KS"	2002	1	"OSBORNE"	"Bloom Township"	"000020"	15	15	16	15	10	22	29	4	24		30
"KS"	2002	1	"OSBORNE"	"Corinth Township"	"000030"	10	6	7	9	8	8	13	3	10		14
"KS"	2002	1	"OSBORNE"	"Covert Township"	"000040"	2	6	1	7	4	4	8		7		8
"KS"	2002	1	"OSBORNE"	"Delhi Township"	"000050"	4	3	4	4	4	2	7	2	5		7
"KS"	2002	1	"OSBORNE"	"Grant Township"	"000060"	5	9	4	9	9	4	13	2	11		12
"KS"	2002	1	"OSBORNE"	"Hancock Township"	"000070"	4	4	4	4	4	4	7	2	6		6
"KS"	2002	1	"OSBORNE"	"Hawkeye Township"	"000080"	8	12	6	14	8	12	18	2	18		18
"KS"	2002	1	"OSBORNE"	"Independence Township"	"000090"	2	8	2	8	5	5	10		10		10
"KS"	2002	1	"OSBORNE"	"Jackson Township"	"000100"	7	3	4	7	5	5	8	4	6		10
"KS"	2002	1	"OSBORNE"	"Kill Creek Township"	"000110"	5	6	4	7	4	6	10	0	8		12
"KS"	2002	1	"OSBORNE"	"Lawrence Township"	"000120"	6	3	2	6	3	6	5	5	3		5
"KS"	2002	1	"OSBORNE"	"Liberty Township"	"000130"	4	6	4	6	4	6	9	3	7		10
"KS"	2002	1	"OSBORNE"	"Mount Ayr Township"	"000140"	5	21	5	21	3	23	26	0	25		24
"KS"	2002	1	"OSBORNE"	"Natoma Township"	"000150"	45	94	49	90	67	73	128	29	104		131
"KS"	2002	1	"OSBORNE"	"Osborne Ward 1"	"000160"	85	114	73	128	111	89	187	27	175		193
"KS"	2002	1	"OSBORNE"	"Osborne Ward 2"	"000170"	109	115	83	142	122	98	194	43	177		210
"KS"	2002	1	"OSBORNE"	"Osborne Ward 3"	"000180"	72	61	50	81	74	60	114	26	102		123
"KS"	2002	1	"OSBORNE"	"PROVISIONAL"	"999999"	7	15	4	17	8	13	20	1	19		20
"KS"	2002	1	"OSBORNE"	"Penn Township"	"000190"	20	26	18	30	23	23	41	5	40		45
"KS"	2002	1	"OSBORNE"	"Ross 1"	"000200"	83	135	68	150	111	104	197	34	174		199
"KS"	2002	1	"OSBORNE"	"Ross 2"	"000210"	47	67	41	75	66	49	102	21	88		106
"KS"	2002	1	"OSBORNE"	"Round Mound Township"	"000220"	5	19	2	22	9	15	22		23		23
"KS"	2002	1	"OSBORNE"	"Sumner Township"	"000230"	30	46	30	48	46	33	69	15	62		78
"KS"	2002	1	"OSBORNE"	"Tilden Township"	"000240"	18	23	16	24	13	28	42	4	37		40
"KS"	2002	1	"OSBORNE"	"Valley Township"	"000250"	0	2	1	1	1	1	1	1	1		2
"KS"	2002	1	"OSBORNE"	"Victor Township"	"000260"	3	2	3	2	3	2	2	1	3		4
