state	year	county	precinct	g2002_GOV_tv	g2002_GOV_rv	g2002_GOV_dv	g2002_USS_tv	g2002_USS_rv	g2002_USS_dv
"GA"	2002	"Fulton County"	"11P"	352	9	339	358	7	347
"GA"	2002	"Fulton County"	"11R"	439	10	422	440	9	427
"GA"	2002	"Fulton County"	"12A"	262	13	245	260	13	240
"GA"	2002	"Fulton County"	"12B"	710	29	658	710	33	661
"GA"	2002	"Fulton County"	"12C1"	362	20	327	363	19	335
"GA"	2002	"Fulton County"	"12C2"	75	3	71	77	5	71
"GA"	2002	"Fulton County"	"12D"	230	8	218	232	19	212
"GA"	2002	"Fulton County"	"12E1"	421	25	388	421	32	383
"GA"	2002	"Fulton County"	"12E2"						
"GA"	2002	"Fulton County"	"12F"	187	13	173	186	12	173
"GA"	2002	"Fulton County"	"12G"	228	19	207	233	22	210
"GA"	2002	"Fulton County"	"12H"	667	13	646	666	21	633
"GA"	2002	"Fulton County"	"12J"	578	16	546	576	29	541
"GA"	2002	"Fulton County"	"12L"	133	8	121	133	12	117
"GA"	2002	"Fulton County"	"12M"	115	1	112	116	3	113
"GA"	2002	"Fulton County"	"12S"	296	2	291	296	4	290
"GA"	2002	"Fulton County"	"12T"	315	11	296	317	11	302
"GA"	2002	"Fulton County"	"12U"	307	8	297	307	9	297
"GA"	2002	"Fulton County"	"AP01A"	1055	563	456	1056	647	393
"GA"	2002	"Fulton County"	"AP01B"	304	189	108	303	219	82
"GA"	2002	"Fulton County"	"AP01C"	97	50	44	97	64	33
"GA"	2002	"Fulton County"	"AP02"	817	479	305	817	523	276
"GA"	2002	"Fulton County"	"AP03"	145	50	92	145	57	87
"GA"	2002	"Fulton County"	"AP04"	530	342	178	531	396	131
"GA"	2002	"Fulton County"	"AP05"	1494	998	471	1493	1138	342
"GA"	2002	"Fulton County"	"AP06"	1010	635	351	1010	700	300
"GA"	2002	"Fulton County"	"AP07"	1142	622	481	1139	697	420
"GA"	2002	"Fulton County"	"AP08"	659	377	256	664	427	225
"GA"	2002	"Fulton County"	"AP09A"	1101	731	348	1104	826	270
"GA"	2002	"Fulton County"	"AP09B"	106	65	40	105	79	26
"GA"	2002	"Fulton County"	"CP01A"	597	165	417	597	190	401
"GA"	2002	"Fulton County"	"CP01B"	135	52	79	137	51	80
"GA"	2002	"Fulton County"	"CP02A"	16	1	14	16	2	14
"GA"	2002	"Fulton County"	"CP02B"	171	59	106	173	59	108
"GA"	2002	"Fulton County"	"CP04"	31	2	27	32	2	29
"GA"	2002	"Fulton County"	"CP05A"	648	34	604	647	42	602
"GA"	2002	"Fulton County"	"CP05B"	32	0	32	32	2	29
"GA"	2002	"Fulton County"	"CP06A"	124	1	121	124	1	123
"GA"	2002	"Fulton County"	"CP06B"	15	2	13	15	2	13
"GA"	2002	"Fulton County"	"CP06C"	81	2	79	80	7	72
"GA"	2002	"Fulton County"	"CP07A"	20	4	16	21	7	14
"GA"	2002	"Fulton County"	"CP07B"	174	3	166	173	3	169
"GA"	2002	"Fulton County"	"EP01"	851	95	739	846	109	725
"GA"	2002	"Fulton County"	"EP02"	410	44	353	410	52	353
"GA"	2002	"Fulton County"	"EP03"	199	26	162	200	26	169
"GA"	2002	"Fulton County"	"EP04"	590	124	448	592	127	453
"GA"	2002	"Fulton County"	"EP05A"	514	53	449	512	56	451
"GA"	2002	"Fulton County"	"EP05B"						
"GA"	2002	"Fulton County"	"EP06"	839	58	765	844	65	773
"GA"	2002	"Fulton County"	"EP07"	838	157	654	839	163	657
"GA"	2002	"Fulton County"	"EP08"	492	6	474	495	21	466
"GA"	2002	"Fulton County"	"EP09"	822	105	705	820	93	720
"GA"	2002	"Fulton County"	"EP10"	585	17	560	589	27	560
"GA"	2002	"Fulton County"	"EP11"	768	56	695	777	67	702
"GA"	2002	"Fulton County"	"FA01"	848	279	556	852	276	566
"GA"	2002	"Fulton County"	"FA02"	375	117	253	375	114	259
"GA"	2002	"Fulton County"	"HP01A"	277	118	150	279	122	154
"GA"	2002	"Fulton County"	"HP01B"	548	229	300	546	223	315
"GA"	2002	"Fulton County"	"MP01"	197	85	99	197	102	92
"GA"	2002	"Fulton County"	"NC01"	876	602	251	880	690	183
"GA"	2002	"Fulton County"	"NC02A"	942	624	297	945	696	237
"GA"	2002	"Fulton County"	"NC02B"	97	42	54	97	46	51
"GA"	2002	"Fulton County"	"NC03"	1123	679	415	1121	733	374
"GA"	2002	"Fulton County"	"NC04"	1814	1114	660	1818	1273	523
"GA"	2002	"Fulton County"	"NC05A"	1001	615	356	999	733	257
"GA"	2002	"Fulton County"	"NC05B"	653	452	191	655	514	137
"GA"	2002	"Fulton County"	"NC06"	1019	753	255	1019	858	158
"GA"	2002	"Fulton County"	"NC07"	1300	775	492	1304	880	412
"GA"	2002	"Fulton County"	"NC08"	412	262	138	413	288	121
"GA"	2002	"Fulton County"	"NC09A"	1224	678	495	1225	748	454
"GA"	2002	"Fulton County"	"NC09B"	66	43	23	66	48	18
"GA"	2002	"Fulton County"	"NC09C"	35	13	20	35	17	16
"GA"	2002	"Fulton County"	"NC10"	1001	655	321	1002	746	248
"GA"	2002	"Fulton County"	"NC11A"	1427	768	592	1424	909	485
"GA"	2002	"Fulton County"	"NC11B"						
"GA"	2002	"Fulton County"	"NC12"	1061	590	451	1064	708	351
"GA"	2002	"Fulton County"	"NC13"	641	357	270	640	419	216
"GA"	2002	"Fulton County"	"NC14"	594	411	165	596	475	113
"GA"	2002	"Fulton County"	"NC15"						
"GA"	2002	"Fulton County"	"NC16"	775	539	223	776	605	167
"GA"	2002	"Fulton County"	"NC17"	984	601	355	989	660	315
"GA"	2002	"Fulton County"	"NC18"	1052	603	424	1052	702	335
"GA"	2002	"Fulton County"	"NC19"	826	500	305	825	602	217
"GA"	2002	"Fulton County"	"NC20"	229	128	97	228	147	77
"GA"	2002	"Fulton County"	"NC21"	333	215	113	332	232	95
"GA"	2002	"Fulton County"	"NC22"	837	455	361	832	487	329
"GA"	2002	"Fulton County"	"NC23"	707	386	300	709	440	260
"GA"	2002	"Fulton County"	"NC24"	546	303	234	548	352	192
"GA"	2002	"Fulton County"	"NC25"	851	457	366	855	523	318
"GA"	2002	"Fulton County"	"NC26"	1417	888	507	1416	994	416
"GA"	2002	"Fulton County"	"NC27"	710	459	232	709	537	164
"GA"	2002	"Fulton County"	"NC28"	393	273	114	394	313	81
"GA"	2002	"Fulton County"	"PA01"	502	159	331	495	150	337
"GA"	2002	"Fulton County"	"RW01"	1521	946	538	1523	1089	418
"GA"	2002	"Fulton County"	"RW02"	1445	830	572	1448	927	498
"GA"	2002	"Fulton County"	"RW03A"	891	466	382	890	511	354
"GA"	2002	"Fulton County"	"RW03B"	302	164	128	303	174	122
"GA"	2002	"Fulton County"	"RW03C"	1	1	0	1	1	0
"GA"	2002	"Fulton County"	"RW04"	876	497	356	873	553	302
"GA"	2002	"Fulton County"	"RW05"	424	214	196	425	236	181
"GA"	2002	"Fulton County"	"RW06"	973	516	416	973	627	332
"GA"	2002	"Fulton County"	"RW07A"	169	66	88	168	77	84
"GA"	2002	"Fulton County"	"RW07B"	248	63	177	249	68	176
"GA"	2002	"Fulton County"	"RW08"	704	447	240	707	494	209
"GA"	2002	"Fulton County"	"RW09"	739	513	216	743	573	167
"GA"	2002	"Fulton County"	"RW10"	1352	819	479	1358	911	423
"GA"	2002	"Fulton County"	"RW11"	876	474	370	875	518	342
"GA"	2002	"Fulton County"	"RW12"	1495	913	535	1495	1020	458
"GA"	2002	"Fulton County"	"RW13"	1408	852	507	1411	959	422
"GA"	2002	"Fulton County"	"RW15"	1410	940	441	1412	1064	332
"GA"	2002	"Fulton County"	"RW16"	895	502	370	900	589	295
"GA"	2002	"Fulton County"	"RW17A"	1045	529	466	1048	590	440
"GA"	2002	"Fulton County"	"RW17B"	21	5	16	21	6	15
"GA"	2002	"Fulton County"	"RW18"	898	557	321	902	633	260
"GA"	2002	"Fulton County"	"RW19"	569	321	238	571	387	180
"GA"	2002	"Fulton County"	"RW20"	1042	603	413	1047	681	351
"GA"	2002	"Fulton County"	"RW21"	1239	792	416	1242	882	344
"GA"	2002	"Fulton County"	"RW22"	1019	503	491	1020	604	405
"GA"	2002	"Fulton County"	"SC01"	835	37	790	839	38	799
"GA"	2002	"Fulton County"	"SC02"	1296	36	1241	1303	49	1241
"GA"	2002	"Fulton County"	"SC04"	365	213	142	367	221	142
"GA"	2002	"Fulton County"	"SC05"	622	140	471	626	151	468
"GA"	2002	"Fulton County"	"SC06"	472	304	156	473	301	162
"GA"	2002	"Fulton County"	"SC07A"	368	190	175	371	192	176
"GA"	2002	"Fulton County"	"SC07B"	89	36	50	90	41	46
"GA"	2002	"Fulton County"	"SC08A"	918	72	830	919	66	845
"GA"	2002	"Fulton County"	"SC08B"						
"GA"	2002	"Fulton County"	"SC09"	1271	53	1198	1281	79	1189
"GA"	2002	"Fulton County"	"SC10"	312	12	295	314	21	291
"GA"	2002	"Fulton County"	"SC11"	947	29	907	951	36	911
"GA"	2002	"Fulton County"	"SC12"	398	179	216	396	185	210
"GA"	2002	"Fulton County"	"SC13"	488	107	367	488	111	365
"GA"	2002	"Fulton County"	"SC14A"	79	2	76	79	4	75
"GA"	2002	"Fulton County"	"SC14B"	172	4	165	172	5	166
"GA"	2002	"Fulton County"	"SC16A"	969	28	929	972	31	936
"GA"	2002	"Fulton County"	"SC16B"	138	2	136	141	5	135
"GA"	2002	"Fulton County"	"SC17"	426	21	401	430	26	399
"GA"	2002	"Fulton County"	"SC18"	846	52	784	853	57	791
"GA"	2002	"Fulton County"	"SC19A"	665	36	620	663	40	616
"GA"	2002	"Fulton County"	"SC19B"						
"GA"	2002	"Fulton County"	"SC21"	301	125	168	299	128	165
"GA"	2002	"Fulton County"	"SC23"	1098	64	1026	1095	69	1020
"GA"	2002	"Fulton County"	"SC27"	805	30	766	809	46	759
"GA"	2002	"Fulton County"	"SC29"	995	28	952	998	35	954
"GA"	2002	"Fulton County"	"SC30"	269	4	260	272	7	262
"GA"	2002	"Fulton County"	"SS01A"	878	588	267	880	683	191
"GA"	2002	"Fulton County"	"SS01B"	797	424	355	799	524	268
"GA"	2002	"Fulton County"	"SS02"	757	393	347	756	433	312
"GA"	2002	"Fulton County"	"SS03"	689	328	343	691	369	312
"GA"	2002	"Fulton County"	"SS04"	806	369	412	807	409	391
"GA"	2002	"Fulton County"	"SS05"	786	438	328	783	507	272
"GA"	2002	"Fulton County"	"SS06A"	873	484	352	873	576	283
"GA"	2002	"Fulton County"	"SS06B"	147	78	65	147	98	47
"GA"	2002	"Fulton County"	"SS07"	310	174	123	312	194	110
"GA"	2002	"Fulton County"	"SS08"	526	253	248	529	298	220
"GA"	2002	"Fulton County"	"SS09"	1176	663	489	1180	826	351
"GA"	2002	"Fulton County"	"SS10"	1614	830	741	1614	1061	541
"GA"	2002	"Fulton County"	"SS11"	968	478	454	971	572	382
"GA"	2002	"Fulton County"	"SS12"	922	468	425	923	557	353
"GA"	2002	"Fulton County"	"SS13A"	765	422	315	767	508	251
"GA"	2002	"Fulton County"	"SS13B"	138	69	65	138	76	58
"GA"	2002	"Fulton County"	"SS14A"	665	393	257	665	467	194
"GA"	2002	"Fulton County"	"SS14B"	7	5	1	7	6	1
"GA"	2002	"Fulton County"	"SS15"	790	260	493	791	288	486
"GA"	2002	"Fulton County"	"SS16"	1192	612	555	1194	777	406
"GA"	2002	"Fulton County"	"SS17"	659	400	245	659	467	187
"GA"	2002	"Fulton County"	"SS18A"	608	362	228	609	401	201
"GA"	2002	"Fulton County"	"SS18B"	49	27	20	48	33	15
"GA"	2002	"Fulton County"	"SS19"	584	259	299	585	305	271
"GA"	2002	"Fulton County"	"SS20"	493	222	258	494	253	237
"GA"	2002	"Fulton County"	"SS21"	485	203	267	485	232	247
"GA"	2002	"Fulton County"	"SS22"	906	512	366	907	581	314
"GA"	2002	"Fulton County"	"SS23A"	418	218	194	420	246	171
"GA"	2002	"Fulton County"	"SS23B"	249	143	93	252	166	79
"GA"	2002	"Fulton County"	"SS24"	666	303	343	668	343	313
"GA"	2002	"Fulton County"	"SS25"	512	301	202	513	354	156
"GA"	2002	"Fulton County"	"SS26"	603	206	367	605	239	348
"GA"	2002	"Fulton County"	"SS27"	58	19	38	58	16	41
"GA"	2002	"Fulton County"	"SS28"	363	184	159	368	210	153
"GA"	2002	"Fulton County"	"SS29"	870	459	389	877	527	339
"GA"	2002	"Fulton County"	"UC01"	835	41	783	836	52	773
"GA"	2002	"Fulton County"	"UC02"	545	62	471	545	71	464
"GA"	2002	"Fulton County"	"UC03"	548	212	326	541	202	332
"GA"	2002	"Fulton County"	"UC04"	141	21	115	142	15	123
"GA"	2002	"Gilmer County"	"BIG CREEK"	399	260	120	398	248	137
"GA"	2002	"Gilmer County"	"BOARDTOWN"	369	264	97	367	262	103
"GA"	2002	"Gilmer County"	"CARTECAY"	475	343	128	476	328	141
"GA"	2002	"Gilmer County"	"CHERRY LOG"	333	203	121	337	209	124
"GA"	2002	"Gilmer County"	"EAST ELLIJAY"	496	318	172	498	320	172
"GA"	2002	"Gilmer County"	"ELLIJAY"	554	367	176	550	361	178
"GA"	2002	"Gilmer County"	"ELLIJAY NORTH"	506	333	160	503	309	185
"GA"	2002	"Gilmer County"	"ELLIJAY NORTHEAST"	491	310	160	487	304	176
"GA"	2002	"Gilmer County"	"LEACHES"	485	308	163	489	319	162
"GA"	2002	"Gilmer County"	"MOUNTAINTOWN"	357	234	112	358	237	112
"GA"	2002	"Gilmer County"	"TAILS CREEK"	404	254	143	408	243	159
"GA"	2002	"Gilmer County"	"TOWN CREEK"	273	182	86	274	167	101
"GA"	2002	"Gilmer County"	"YUKON"	290	195	86	288	183	103
"GA"	2002	"Glascock County"	"EDGEHILL"	47	25	22	49	28	21
"GA"	2002	"Glascock County"	"GIBSON"	214	135	73	210	125	82
"GA"	2002	"Glascock County"	"MILL"	202	158	44	202	150	51
"GA"	2002	"Glascock County"	"MITCHELL"	125	91	34	129	83	46
"GA"	2002	"Glynn County"	"ADULT ED"	377	22	348	371	18	346
"GA"	2002	"Glynn County"	"BALLARD"	375	269	97	377	263	107
"GA"	2002	"Glynn County"	"BEV SHORES"	755	390	350	760	366	376
"GA"	2002	"Glynn County"	"C.B. GREER"	1219	892	309	1220	876	332
"GA"	2002	"Glynn County"	"CAMBRIDGE SUITES"	275	190	84	276	173	101
"GA"	2002	"Glynn County"	"CHAPMAN"	121	91	29	121	88	32
"GA"	2002	"Glynn County"	"CITY REC"	639	326	305	636	314	312
"GA"	2002	"Glynn County"	"DEMERE ANNEX"	1843	1260	557	1848	1321	513
"GA"	2002	"Glynn County"	"FIRST BAPTIST"	1637	1114	499	1647	1156	474
"GA"	2002	"Glynn County"	"GLYNDALE"	493	357	129	496	348	140
"GA"	2002	"Glynn County"	"GOODYEAR ELEM"	582	353	224	586	339	237
"GA"	2002	"Glynn County"	"JANE MACON"	290	81	205	292	78	207
"GA"	2002	"Glynn County"	"JEKYLL ISLAND"	409	249	155	413	262	150
"GA"	2002	"Glynn County"	"NORTHSIDE CHURCH"	870	419	435	874	419	441
"GA"	2002	"Glynn County"	"OGLETHORPE PT"	2047	1482	545	2048	1566	472
"GA"	2002	"Glynn County"	"RISLEY MIDDLE"	218	13	203	217	14	200
"GA"	2002	"Glynn County"	"SATILLA MARSH"	1265	876	378	1264	849	407
"GA"	2002	"Glynn County"	"SELDEN PARK"	383	103	274	382	102	275
"GA"	2002	"Glynn County"	"SOUTHSIDE BAPTIST"	144	76	62	148	72	73
"GA"	2002	"Glynn County"	"STERLING"	1032	720	299	1031	681	328
"GA"	2002	"Glynn County"	"STERLING BAPTIST"	800	615	176	801	591	207
"GA"	2002	"Gordon County"	"CALHOUN CITY"	2114	1298	770	2118	1248	847
"GA"	2002	"Gordon County"	"FAIRMOUNT"	484	313	160	480	293	176
"GA"	2002	"Gordon County"	"GORDON CO"	1870	1072	737	1876	1064	773
"GA"	2002	"Gordon County"	"HILL CITY"	106	60	44	105	57	46
"GA"	2002	"Gordon County"	"LILY POND"	478	313	153	482	298	181
"GA"	2002	"Gordon County"	"OAKMAN"	214	139	66	212	134	73
"GA"	2002	"Gordon County"	"OOSTANAULA"	268	158	107	267	135	130
"GA"	2002	"Gordon County"	"PINE CHAPEL"	274	176	90	276	176	96
"GA"	2002	"Gordon County"	"PLAINVILLE"	476	303	163	474	271	191
"GA"	2002	"Gordon County"	"RANGER"	183	120	59	184	117	66
"GA"	2002	"Gordon County"	"RED BUD"	702	463	217	697	438	247
"GA"	2002	"Gordon County"	"RESACA"	374	243	118	377	238	134
"GA"	2002	"Gordon County"	"SONORAVILLE"	1253	806	411	1259	770	470
"GA"	2002	"Gordon County"	"SUGAR VALLEY"	402	274	116	402	271	120
"GA"	2002	"Grady County"	"BLOWING CAVE"	227	126	95	229	123	103
"GA"	2002	"Grady County"	"CAIRO 4TH DIST"	736	131	584	732	124	594
"GA"	2002	"Grady County"	"CAIRO 5TH DIST"	824	371	437	820	341	473
"GA"	2002	"Grady County"	"DUNCANVILLE"	152	62	87	153	58	94
"GA"	2002	"Grady County"	"HIGDON"	276	111	161	279	85	194
"GA"	2002	"Grady County"	"LIMESINK"	129	80	47	129	77	51
"GA"	2002	"Grady County"	"MIDWAY"	405	202	196	411	201	207
"GA"	2002	"Grady County"	"PINE PARK"	194	106	87	196	98	95
"GA"	2002	"Grady County"	"RAGAN"	221	86	129	220	83	134
"GA"	2002	"Grady County"	"SPENCE"	224	143	80	226	138	88
"GA"	2002	"Grady County"	"SPRING HILL"	216	125	88	217	123	92
"GA"	2002	"Grady County"	"WHIGHAM"	391	175	215	398	167	227
"GA"	2002	"Grady County"	"WOODLAND"	643	368	266	650	373	275
"GA"	2002	"Greene County"	"GREENSBORO"	1092	386	689	1088	377	697
"GA"	2002	"Greene County"	"GRESHAMVILLE"	274	170	100	274	175	97
"GA"	2002	"Greene County"	"LIBERTY"	172	109	59	172	117	54
"GA"	2002	"Greene County"	"OLD SALEM"	1328	981	331	1333	1105	220
"GA"	2002	"Greene County"	"SILOAM"	408	163	241	405	154	246
"GA"	2002	"Greene County"	"UNION POINT"	470	193	271	467	181	284
"GA"	2002	"Greene County"	"WHITE PLAINS"	154	65	88	156	65	89
"GA"	2002	"Greene County"	"WOODVILLE"	244	91	146	246	102	141
"GA"	2002	"Gwinnett County"	"001 Harbins A"	1339	965	334	1343	1001	332
"GA"	2002	"Gwinnett County"	"002 Rockbridge A"	756	375	346	755	402	334
"GA"	2002	"Gwinnett County"	"003 Dacula"	748	487	232	747	501	236
"GA"	2002	"Gwinnett County"	"004 Suwanee A"	1269	821	401	1270	899	362
"GA"	2002	"Gwinnett County"	"005 Baycreek A"	1090	769	284	1090	790	287
"GA"	2002	"Gwinnett County"	"006 Goodwins A"	1288	727	515	1292	794	467
"GA"	2002	"Gwinnett County"	"007 Duluth A"	1423	856	530	1431	935	472
"GA"	2002	"Gwinnett County"	"008 Duncans A"	1620	1179	403	1620	1257	348
"GA"	2002	"Gwinnett County"	"009 Pucketts A"	2061	1454	538	2061	1508	515
"GA"	2002	"Gwinnett County"	"010 Cates A"	1381	963	379	1384	989	371
"GA"	2002	"Gwinnett County"	"011 Berkshire A"	608	289	288	611	296	298
"GA"	2002	"Gwinnett County"	"012 Berkshire B"	1114	531	544	1118	577	522
"GA"	2002	"Gwinnett County"	"013 Berkshire K"	260	131	115	259	145	107
"GA"	2002	"Gwinnett County"	"014 Garners A"	1497	961	461	1493	1003	452
"GA"	2002	"Gwinnett County"	"015 Lawrenceville A"	969	550	383	980	581	375
"GA"	2002	"Gwinnett County"	"016 Lawrenceville B"	1907	1086	764	1914	1193	691
"GA"	2002	"Gwinnett County"	"017 Martins A"	499	190	284	497	217	268
"GA"	2002	"Gwinnett County"	"018 Martins B"	584	328	233	585	341	227
"GA"	2002	"Gwinnett County"	"019 Martins C"	1680	861	738	1684	916	728
"GA"	2002	"Gwinnett County"	"020 Pinckneyville A"	445	110	325	443	113	316
"GA"	2002	"Gwinnett County"	"021 Pinckneyville B"	421	166	236	419	197	213
"GA"	2002	"Gwinnett County"	"022 Pinckneyville C"	720	403	294	720	466	248
"GA"	2002	"Gwinnett County"	"023 Pinckneyville D"	543	148	369	542	157	366
"GA"	2002	"Gwinnett County"	"024 Sugar Hill A"	568	237	317	568	235	321
"GA"	2002	"Gwinnett County"	"025 Sugar Hill B"	1032	660	333	1039	707	309
"GA"	2002	"Gwinnett County"	"026 Hog Mountain A"	774	470	279	777	513	255
"GA"	2002	"Gwinnett County"	"027 Hog Mountain B"	1690	1138	479	1692	1195	459
"GA"	2002	"Gwinnett County"	"028 Rockycreek A"	896	667	201	896	691	191
"GA"	2002	"Gwinnett County"	"029 Cates B"	732	494	204	738	537	191
"GA"	2002	"Gwinnett County"	"030 Cates C"	669	421	221	668	464	191
"GA"	2002	"Gwinnett County"	"031 Berkshire C"	1131	720	373	1133	776	343
"GA"	2002	"Gwinnett County"	"032 Berkshire D"	967	676	249	971	690	265
"GA"	2002	"Gwinnett County"	"033 Berkshire E"	934	585	311	931	630	282
"GA"	2002	"Gwinnett County"	"034 Berkshire F"	569	304	237	571	294	256
"GA"	2002	"Gwinnett County"	"035 Cates D"	1128	716	373	1133	751	358
"GA"	2002	"Gwinnett County"	"036 Cates E"	1197	791	369	1204	826	357
"GA"	2002	"Gwinnett County"	"037 Pinckneyville E"	421	122	283	423	133	282
"GA"	2002	"Gwinnett County"	"038 Pinckneyville F"	314	157	142	312	166	134
"GA"	2002	"Gwinnett County"	"039 Pinckneyville G"	893	463	400	895	530	352
"GA"	2002	"Gwinnett County"	"040 Pinckneyville H"	1174	645	479	1177	730	426
"GA"	2002	"Gwinnett County"	"041 Baycreek B"	1441	938	443	1444	1007	414
"GA"	2002	"Gwinnett County"	"042 Lawrenceville C"	999	697	275	1002	729	260
"GA"	2002	"Gwinnett County"	"043 Martins D"	522	209	290	524	234	284
"GA"	2002	"Gwinnett County"	"044 Rockbridge B"	1144	624	472	1146	708	421
"GA"	2002	"Gwinnett County"	"045 Garners B"	1238	698	495	1236	714	501
"GA"	2002	"Gwinnett County"	"046 Cates F"	797	505	262	799	551	235
"GA"	2002	"Gwinnett County"	"047 Cates G"	1193	864	300	1201	940	247
"GA"	2002	"Gwinnett County"	"048 Duluth B"	1193	730	422	1195	797	380
"GA"	2002	"Gwinnett County"	"049 Garners C"	713	397	287	712	413	280
"GA"	2002	"Gwinnett County"	"050 Pinckneyville I"	514	240	249	518	270	236
"GA"	2002	"Gwinnett County"	"051 Pinckneyville J"	420	125	279	420	139	271
"GA"	2002	"Gwinnett County"	"052 Berkshire G"	680	458	199	685	467	200
"GA"	2002	"Gwinnett County"	"053 Cates H"	944	535	380	944	547	383
"GA"	2002	"Gwinnett County"	"054 Sugar Hill C"	896	585	272	896	616	262
"GA"	2002	"Gwinnett County"	"055 Sugar Hill D"	770	513	228	769	518	232
"GA"	2002	"Gwinnett County"	"056 Duluth C"	787	452	292	789	482	290
"GA"	2002	"Gwinnett County"	"057 Duluth D"	1133	589	506	1135	654	464
"GA"	2002	"Gwinnett County"	"058 Pinckneyville K"	857	314	509	859	351	483
"GA"	2002	"Gwinnett County"	"059 Pinckneyville N"	702	180	506	709	217	480
"GA"	2002	"Gwinnett County"	"060 Pinckneyville D"	344	135	187	343	135	195
"GA"	2002	"Gwinnett County"	"061 Lawrenceville E"	1403	849	513	1401	927	451
"GA"	2002	"Gwinnett County"	"062 Pinckneyville L"	1130	754	345	1133	832	292
"GA"	2002	"Gwinnett County"	"063 Pinckneyville M"	1127	771	337	1127	846	274
"GA"	2002	"Gwinnett County"	"064 Garners D"	1370	650	659	1372	679	670
"GA"	2002	"Gwinnett County"	"065 Berkshire H"	365	144	192	368	175	175
"GA"	2002	"Gwinnett County"	"066 Pinckneyville O"	902	271	588	907	306	579
"GA"	2002	"Gwinnett County"	"067 Berkshire I"	1687	1019	594	1698	1113	553
"GA"	2002	"Gwinnett County"	"068 Cates I"	1227	815	376	1228	846	369
"GA"	2002	"Gwinnett County"	"069 Cates J"	1209	726	442	1211	790	407
"GA"	2002	"Gwinnett County"	"070 Goodwins B"	1395	893	446	1390	996	366
"GA"	2002	"Gwinnett County"	"071 Lawrenceville F"	1624	835	737	1625	887	704
"GA"	2002	"Gwinnett County"	"072 Martins E"	594	157	419	595	171	411
"GA"	2002	"Gwinnett County"	"073 Pinckneyville P"	823	445	358	824	499	316
"GA"	2002	"Gwinnett County"	"074 Pinckneyville Q"	417	96	306	418	103	302
"GA"	2002	"Gwinnett County"	"075 Rockbridge C"	1235	594	604	1241	658	565
"GA"	2002	"Gwinnett County"	"076 Rockbridge D"	1501	859	606	1501	924	566
"GA"	2002	"Gwinnett County"	"077 Goodwins C"	1266	686	527	1267	753	493
"GA"	2002	"Gwinnett County"	"078 Pinckneyville R"	390	107	275	390	120	264
"GA"	2002	"Gwinnett County"	"079 Cates K"	1016	669	324	1019	735	273
"GA"	2002	"Gwinnett County"	"080 Baycreek C"	1655	1216	385	1655	1303	335
"GA"	2002	"Gwinnett County"	"081 Cates L"	1304	840	429	1306	886	406
"GA"	2002	"Gwinnett County"	"082 Duluth E"	1086	508	537	1086	562	495
"GA"	2002	"Gwinnett County"	"083 Goodwins D"	1496	911	519	1499	1003	458
"GA"	2002	"Gwinnett County"	"084 Lawrenceville G"	747	398	331	754	423	318
"GA"	2002	"Gwinnett County"	"085 Lawrenceville H"	1000	671	295	1006	725	271
"GA"	2002	"Gwinnett County"	"086 Martins F"	575	266	282	575	296	268
"GA"	2002	"Gwinnett County"	"087 Pinckneyville S"	953	508	404	955	549	386
"GA"	2002	"Gwinnett County"	"088 Rockbridge E"	984	488	445	988	535	428
"GA"	2002	"Gwinnett County"	"089 Sugar Hill E"	578	378	180	580	386	182
"GA"	2002	"Gwinnett County"	"090 Lawrenceville I"	992	582	369	994	644	332
"GA"	2002	"Gwinnett County"	"091 Baycreek D"	2232	1506	640	2235	1574	613
"GA"	2002	"Gwinnett County"	"092 Berkshire J"	952	613	315	955	658	284
"GA"	2002	"Gwinnett County"	"093 Cates M"	1501	1011	441	1507	1067	421
"GA"	2002	"Gwinnett County"	"094 Cates N"	952	659	266	955	712	231
"GA"	2002	"Gwinnett County"	"095 Duluth F"	748	319	409	749	350	390
"GA"	2002	"Gwinnett County"	"096 Duluth G"	939	620	292	942	662	268
"GA"	2002	"Gwinnett County"	"097 Goodwins E"	1341	846	452	1345	930	397
"GA"	2002	"Gwinnett County"	"098 Goodwins F"	954	563	360	956	650	290
"GA"	2002	"Gwinnett County"	"099 Pinckneyville T"	846	463	352	846	508	319
"GA"	2002	"Gwinnett County"	"100 Suwanee B"	1656	1029	568	1659	1116	509
"GA"	2002	"Gwinnett County"	"101 Pinckneyville U"	738	381	326	738	433	297
"GA"	2002	"Gwinnett County"	"102 Pucketts B"	1632	1160	428	1634	1196	418
"GA"	2002	"Gwinnett County"	"103 Berkshire L"	792	420	350	793	437	342
"GA"	2002	"Gwinnett County"	"104 Rockbridge F"	1134	659	434	1139	701	417
"GA"	2002	"Gwinnett County"	"105 Sugar Hill F"	1686	1160	472	1686	1195	459
"GA"	2002	"Gwinnett County"	"106 Suwanee C"	1100	688	373	1098	762	316
"GA"	2002	"Gwinnett County"	"107 Cates O"	526	364	139	529	379	136
"GA"	2002	"Gwinnett County"	"108 Baycreek E"	1261	865	353	1262	908	335
"GA"	2002	"Gwinnett County"	"109 Berkshire M"	550	389	139	552	412	134
"GA"	2002	"Gwinnett County"	"110 Martins G"	779	352	395	778	390	372
"GA"	2002	"Gwinnett County"	"111 Duluth H"	722	445	243	723	473	235
"GA"	2002	"Gwinnett County"	"112 Berkshire N"	645	407	217	645	439	201
