state	year	county	precinct	cd	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"AR"	2008	"Fulton County"	"Camp Firestation 09"	1	86	98	192	142		167			
"AR"	2008	"Fulton County"	"Ev Early Vote Ivo"	1	692	932	1678	1128		1474			
"AR"	2008	"Fulton County"	"Gepp Firestation 11"	1	94	166	268	186		226			
"AR"	2008	"Fulton County"	"Mammoth Spring Fs-ms 05"	1	225	302	545	371		503			
"AR"	2008	"Fulton County"	"Mammoth Spring-afton 01"	1	60	85	153	119		148			
"AR"	2008	"Fulton County"	"Morriston Fire St #2 10"	1	56	118	184	123		168			
"AR"	2008	"Fulton County"	"Omaha Center 08"	1	72	138	216	136		198			
"AR"	2008	"Fulton County"	"Saddle Community Bld 06"	1	26	29	55	37		49			
"AR"	2008	"Fulton County"	"Salem City Hall 02"	1	147	217	379	286		354			
"AR"	2008	"Fulton County"	"Sturkie Firestation 12"	1	47	59	109	77		98			
"AR"	2008	"Fulton County"	"Viola School 04"	1	115	189	311	227		269			
"AR"	2008	"Garland County"	"10a First Baptist Church Royal"	4	144	370	535	411		511	423		512
"AR"	2008	"Garland County"	"10b, 10d American Legion Building"	4	223	532	792	592		748	608		752
"AR"	2008	"Garland County"	"10c, 12c New Salem United Methodist Church"	4	243	504	768	624		749	616		744
"AR"	2008	"Garland County"	"11a Rock Springs Baptist Church"	4	62	109	175	152		172	146		168
"AR"	2008	"Garland County"	"11b Jessieville 1st Baptist Church"	4	122	266	401	315		378	310		374
"AR"	2008	"Garland County"	"11c Village Church Of Christ"	4	140	286	434	285		411	298		412
"AR"	2008	"Garland County"	"11d Barcelona Baptist Church"	4	86	160	250	151		227	167		227
"AR"	2008	"Garland County"	"11e Christ Lutheran Church"	4	43	100	149	89		136	105		139
"AR"	2008	"Garland County"	"12a, 12d Mountain Pine School"	4	244	294	561	467		545	479		545
"AR"	2008	"Garland County"	"12b, 13c, 13d Fountain Lake School"	4	275	599	910	681		863	698		868
"AR"	2008	"Garland County"	"12e Kirk In The Pines Presbyterian Church"	4	47	121	171	108		159	122		161
"AR"	2008	"Garland County"	"13a,13b Village Bible Church"	4	116	354	478	285		431	289		424
"AR"	2008	"Garland County"	"13e Cutter Morning Star School"	4	103	201	320	247		311	253		305
"AR"	2008	"Garland County"	"13f, 13g Lonsdale City Hall"	4	59	124	191	146		185	147		184
"AR"	2008	"Garland County"	"1a, 1b First Presbyterian Church"	4	142	95	247	189		239	195		237
"AR"	2008	"Garland County"	"1c Tower Of Strength Ministries"	4	176	144	331	229		314	247		313
"AR"	2008	"Garland County"	"1d, 1g Bates Community Church"	4	106	279	397	305		377	324		380
"AR"	2008	"Garland County"	"1e, 2c Pentecostal Family Life Center"	4	156	97	266	212		257	224		254
"AR"	2008	"Garland County"	"1f, 6a, 6d Boy Scout Building"	4	149	401	559	424		533	415		525
"AR"	2008	"Garland County"	"2a, 2d Boys & Girls Club Of Hot Springs"	4	235	90	337	267		322	283		322
"AR"	2008	"Garland County"	"2b Webb Community Center"	4	152	34	188	164		180	170		180
"AR"	2008	"Garland County"	"3a, 3b Shadowbrook Club House"	4	145	195	356	265		330	273		331
"AR"	2008	"Garland County"	"3c Jones School Auditorium"	4	206	189	407	284		385	291		384
"AR"	2008	"Garland County"	"3d, 4c Fairdale Baptist Church"	4	167	205	380	299		365	308		365
"AR"	2008	"Garland County"	"3e, 5a, 5b 1st Baptist Church"	4	180	175	368	293		352	294		349
"AR"	2008	"Garland County"	"4a, 4b Hot Springs Airport"	4	71	125	202	153		194	159		193
"AR"	2008	"Garland County"	"4d, 4f Oaklawn 1st Church Of God"	4	195	381	597	438		567	446		571
"AR"	2008	"Garland County"	"4e, 4g, 5d, 5e 1st Church Of Nazarene"	4	244	437	700	480		655	489		654
"AR"	2008	"Garland County"	"5c, 5f Westminster Presbyterian Church"	4	134	267	415	297		393	307		397
"AR"	2008	"Garland County"	"6b Lake Valley Community Church"	4	111	289	406	307		394	311		394
"AR"	2008	"Garland County"	"6c, 6e , 7d H.s. Christian Church"	4	219	582	822	610		786	611		782
"AR"	2008	"Garland County"	"7a  Lk.  Hamilton Fire Dept. (290)"	4	225	519	761	555		719	595		729
"AR"	2008	"Garland County"	"7b Red Oak Bapt. Ch."	4	182	462	654	478		622	475		613
"AR"	2008	"Garland County"	"7c Sulphur Springs Baptist Church."	4	189	464	671	508		639	520		642
"AR"	2008	"Garland County"	"8a Piney Grove Methodist Church"	4	323	914	1265	945		1202	975		1203
"AR"	2008	"Garland County"	"8b Centerfork Baptist Church"	4	123	361	492	365		469	384		471
"AR"	2008	"Garland County"	"9a, 9b,  9f Antioch Bapt. Ch."	4	179	526	735	526		698	561		702
"AR"	2008	"Garland County"	"9c & 9e Community Of Christ Church"	4	111	300	420	294		396	299		396
"AR"	2008	"Garland County"	"9d Lake Hamilton Assembly Of God Church"	4	178	437	630	465		604	471		603
"AR"	2008	"Garland County"	"Absentee Voting Garland Co. Courthouse"	4	616	928	1582	1140		1438	1158		1439
"AR"	2008	"Garland County"	"Early Voting"	4	8290	12346	20976	14964		19643	15606		19656
"AR"	2008	"Garland County"	"Ivo"	4	788	1563	2420	1784		2290	1854		2290
"AR"	2008	"Grant County"	"1 Calvert"	4	54	231	291	226		274	228		269
"AR"	2008	"Grant County"	"10 Merry Green 2"	4	59	228	296	231		275	248		274
"AR"	2008	"Grant County"	"11 River"	4	93	257	356	274		328	296		338
"AR"	2008	"Grant County"	"12 Simpson 1"	4	72	248	332	252		318	249		318
"AR"	2008	"Grant County"	"13 Simpson 2"	4	31	220	258	171		237	184		239
"AR"	2008	"Grant County"	"14 Tennessee"	4	36	137	188	140		173	145		173
"AR"	2008	"Grant County"	"15 Ward 1"	4	63	216	288	222		274	238		276
"AR"	2008	"Grant County"	"16 Ward 2"	4	63	212	284	212		270	216		267
"AR"	2008	"Grant County"	"17 Ward 3"	4	65	177	252	209		246	213		245
"AR"	2008	"Grant County"	"18 Washington"	4	71	299	380	300		366	305		371
"AR"	2008	"Grant County"	"2 Darysaw"	4	59	81	144	123		134	132		137
"AR"	2008	"Grant County"	"3 Davis"	4	15	95	112	75		107	87		108
"AR"	2008	"Grant County"	"4 Dekalb 1"	4	22	73	97	72		90	80		94
"AR"	2008	"Grant County"	"5 Dekalb 2"	4	67	109	178	140		171	145		171
"AR"	2008	"Grant County"	"6 Fenter"	4	57	183	254	195		241	201		239
"AR"	2008	"Grant County"	"7 Franklin"	4	17	74	96	88		99	91		98
"AR"	2008	"Grant County"	"8 Madison"	4	38	143	188	150		182	156		182
"AR"	2008	"Grant County"	"9 Merry Green 1"	4	52	223	288	213		273	224		271
"AR"	2008	"Grant County"	"Absentee"	4	40	84	124	101		119	103		120
"AR"	2008	"Grant County"	"Early"	4	588	1733	2387	1766		2251	1857		2256
"AR"	2008	"Greene County"	"Absentee Voting (county Clerk's Office)"	1	132	202	340	252		314			
"AR"	2008	"Greene County"	"Center Hill Church Of Christ"	1	233	727	999	743		932			
"AR"	2008	"Greene County"	"Christ United Methodist Church"	1	40	80	129	113		122			
"AR"	2008	"Greene County"	"Delaplaine Baptist Church"	1	52	52	111	88		103			
"AR"	2008	"Greene County"	"Early Voting (county Clerk's Office)"	1	2451	4407	7058	5004		6474			
"AR"	2008	"Greene County"	"Finch Community Building"	1	78	249	342	256		325			
"AR"	2008	"Greene County"	"First United Methodist Church"	1	227	553	803	584		765			
"AR"	2008	"Greene County"	"Greene County Clubhouse"	1	53	175	239	179		222			
"AR"	2008	"Greene County"	"Griffin Memorial Methodist Church"	1	202	210	431	323		403			
"AR"	2008	"Greene County"	"Halliday Fire Station"	1	73	145	229	183		219			
"AR"	2008	"Greene County"	"Lafe City Hall"	1	119	170	306	225		277			
"AR"	2008	"Greene County"	"Light Church Of Christ"	1	33	46	89	68		85			
"AR"	2008	"Greene County"	"Lorado Baptist Church"	1	86	158	255	185		237			
"AR"	2008	"Greene County"	"Marmaduke Community Building"	1	172	278	479	365		433			
"AR"	2008	"Greene County"	"Oak Grove Heights Community Building"	1	168	307	499	354		464			
"AR"	2008	"Greene County"	"Senior Center"	1	245	472	744	557		698			
"AR"	2008	"Greene County"	"Stanford Baptist Church (fellowship Building)"	1	63	90	162	130		161			
"AR"	2008	"Greene County"	"The Generation Gap"	1	25	50	85	63		76			
"AR"	2008	"Greene County"	"Western Greene County Water District"	1	89	207	312	237		299			
"AR"	2008	"Hempstead County"	"1-a"	4	72	28	103	86		94	92		98
"AR"	2008	"Hempstead County"	"1-b"	4	36	59	100	81		97	79		96
"AR"	2008	"Hempstead County"	"1-c"	4	37	43	82	67		74	67		74
"AR"	2008	"Hempstead County"	"1-d"	4	82	160	250	212		238	218		239
"AR"	2008	"Hempstead County"	"2-a"	4	84	140	228	192		220	204		221
"AR"	2008	"Hempstead County"	"4-a"	4	75	13	89	74		78	77		81
"AR"	2008	"Hempstead County"	"4-b"	4	115	24	140	122		130	129		135
"AR"	2008	"Hempstead County"	"Absentee"	4	236	260	506	427		485	451		493
"AR"	2008	"Hempstead County"	"Bingen"	4	41	195	242	201		233	197		232
"AR"	2008	"Hempstead County"	"Blevins"	4	67	205	281	221		254	231		260
"AR"	2008	"Hempstead County"	"Box 6"	4	22	83	107	83		99	93		103
"AR"	2008	"Hempstead County"	"Box 7"	4	63	225	295	227		275	236		280
"AR"	2008	"Hempstead County"	"Columbus"	4	39	31	77	64		75	73		76
"AR"	2008	"Hempstead County"	"Crossroads"	4	31	65	96	83		92	85		95
"AR"	2008	"Hempstead County"	"Deann"	4	26	147	178	148		171	160		176
"AR"	2008	"Hempstead County"	"Early Votes"	4	1037	1243	2340	1879		2171	1979		2213
"AR"	2008	"Hempstead County"	"Fulton"	4	98	70	174	148		165	158		168
"AR"	2008	"Hempstead County"	"Guernsey"	4	45	86	137	104		124	111		126
"AR"	2008	"Hempstead County"	"Mccaskill"	4	71	149	225	168		199	186		205
"AR"	2008	"Hempstead County"	"Mcnab"	4	32	12	44	37		41	43		44
"AR"	2008	"Hempstead County"	"Overseas"	4	0	0	0	0		0	0		0
"AR"	2008	"Hempstead County"	"Ozan"	4	77	14	98	82		89	82		88
"AR"	2008	"Hempstead County"	"Patmos"	4	27	96	129	96		120	105		122
"AR"	2008	"Hempstead County"	"Perrytown"	4	36	115	157	123		146	131		147
"AR"	2008	"Hempstead County"	"Rocky Mound"	4	35	139	179	147		172	157		174
"AR"	2008	"Hempstead County"	"Saratoga"	4	34	74	114	78		100	84		100
"AR"	2008	"Hempstead County"	"Sardis Ii"	4	47	68	120	106		117	106		116
"AR"	2008	"Hempstead County"	"Shover Springs"	4	24	90	116	89		109	92		109
"AR"	2008	"Hempstead County"	"Springhill"	4	71	370	454	359		433	378		438
"AR"	2008	"Hempstead County"	"Ward 3"	4	145	29	179	158		168	166		172
"AR"	2008	"Hempstead County"	"Washington"	4	64	40	109	87		97	94		100
"AR"	2008	"Hot Spring County"	"Antioch"	4	42	103	153	116		149	127		151
"AR"	2008	"Hot Spring County"	"Big Creek"	4	37	146	192	150		185	156		183
"AR"	2008	"Hot Spring County"	"Bismarck"	4	298	522	850	631		803	641		797
"AR"	2008	"Hot Spring County"	"Brown Springs"	4	24	62	96	80		93	81		93
"AR"	2008	"Hot Spring County"	"Butterfield"	4	97	259	367	306		362	309		359
"AR"	2008	"Hot Spring County"	"Clear Creek"	4	36	96	136	106		132	113		135
"AR"	2008	"Hot Spring County"	"Deroche"	4	172	356	545	423		521	426		514
"AR"	2008	"Hot Spring County"	"Dover"	4	56	199	265	205		258	220		258
"AR"	2008	"Hot Spring County"	"Fenter A"	4	152	306	491	406		482	414		478
"AR"	2008	"Hot Spring County"	"Fenter B"	4	232	399	648	503		628	520		625
"AR"	2008	"Hot Spring County"	"Fenter C"	4	177	34	218	203		210	203		206
"AR"	2008	"Hot Spring County"	"Gifford"	4	105	325	449	362		437	374		438
"AR"	2008	"Hot Spring County"	"Harrison"	4	28	74	107	91		104	95		104
"AR"	2008	"Hot Spring County"	"Henderson"	4	110	185	301	229		292	235		293
"AR"	2008	"Hot Spring County"	"Lone Hill"	4	111	217	340	269		329	279		330
"AR"	2008	"Hot Spring County"	"Magnet"	4	305	792	1135	875		1106	899		1105
"AR"	2008	"Hot Spring County"	"Malvern Ward 1"	4	481	211	713	615		684	616		678
"AR"	2008	"Hot Spring County"	"Malvern Ward 2"	4	347	550	932	752		891	778		900
"AR"	2008	"Hot Spring County"	"Malvern Ward 3"	4	280	405	716	574		698	594		700
"AR"	2008	"Hot Spring County"	"Malvern Ward 4"	4	521	265	817	696		787	695		781
"AR"	2008	"Hot Spring County"	"Midway"	4	125	338	480	384		461	392		459
"AR"	2008	"Hot Spring County"	"Montgomery"	4	169	288	475	381		452	383		451
"AR"	2008	"Hot Spring County"	"Ouachita"	4	64	194	275	228		267	232		265
"AR"	2008	"Hot Spring County"	"Overseas Absentee"	4	2	1	3	3		3	1		2
"AR"	2008	"Hot Spring County"	"Prairie"	4	83	297	401	326		388	337		386
"AR"	2008	"Hot Spring County"	"Saline"	4	153	444	618	482		613	494		607
"AR"	2008	"Hot Spring County"	"Valley"	4	81	141	232	164		221	172		220
"AR"	2008	"Howard County"	"0001 Mountain/clay"	4	38	138	184	158		178	161		175
"AR"	2008	"Howard County"	"0002 Umpire, Duckett, Burg"	4	36	117	157	133		157	137		158
"AR"	2008	"Howard County"	"0003 Madison, Holly Crk, Blue Ridge"	4	56	249	316	262		302	266		304
"AR"	2008	"Howard County"	"0004 Muddy Fork & Brewer"	4	31	173	207	171		193	179		194
"AR"	2008	"Howard County"	"0005 Center Point 1 & 2"	4	74	144	223	181		212	189		215
"AR"	2008	"Howard County"	"0006 Dierks Wards 1 & 2"	4	54	115	181	156		169	158		169
"AR"	2008	"Howard County"	"0007 Dierks Ward 3"	4	22	121	146	122		135	124		135
"AR"	2008	"Howard County"	"0008 Nashville Twp 1"	4	95	364	467	386		451	405		451
"AR"	2008	"Howard County"	"0009 Nashville Twp & Buck Range"	4	85	197	292	256		279	264		279
"AR"	2008	"Howard County"	"0010 County Line & Saline"	4	69	250	328	265		308	279		317
"AR"	2008	"Howard County"	"0011 Nashville Ward 1"	4	71	211	289	241		276	254		282
"AR"	2008	"Howard County"	"0012 Nashville Wards 2 & 3"	4	267	100	379	320		353	334		360
"AR"	2008	"Howard County"	"0013 Nahville Ward 4"	4	71	78	152	124		143	128		145
"AR"	2008	"Howard County"	"0014 Nashville Ward 5"	4	105	190	310	265		302	271		300
"AR"	2008	"Howard County"	"0015 Nashville Ward 6"	4	114	183	308	234		285	253		292
"AR"	2008	"Howard County"	"0016 Mineral Springs Wards 1 & 2"	4	234	144	389	335		365	346		368
"AR"	2008	"Howard County"	"0017 Mineral Springs Twp, Dillard & Blue Bayou"	4	29	108	144	121		139	127		139
"AR"	2008	"Howard County"	"0018 Blackland, Saratroga & Franklin"	4	143	74	221	187		206	190		204
"AR"	2008	"Howard County"	"0019 Tollette"	4	152	1	153	122		130	129		130
"AR"	2008	"Independence County"	"1st Assembly Of God"	1	79	188	278	215		258			
"AR"	2008	"Independence County"	"Av Absentee 1-10 100-1"	1	22	41	63	41		55			
"AR"	2008	"Independence County"	"Av Absentee 11-20 100-2"	1	25	30	57	49		52			
"AR"	2008	"Independence County"	"Av Absentee 21-30 100-3"	1	25	50	76	62		68			
"AR"	2008	"Independence County"	"Av Absentee 31-39 100-4"	1	60	105	168	136		158			
"AR"	2008	"Independence County"	"Baptist Church Fello"	1	40	104	147	108		131			
"AR"	2008	"Independence County"	"Believer's Community"	1	86	208	312	236		289			
"AR"	2008	"Independence County"	"Bethesda Fire Stn"	1	89	246	346	271		325			
"AR"	2008	"Independence County"	"Calvery Baptist"	1	115	239	367	295		357			
"AR"	2008	"Independence County"	"Cedar Ridge Hs"	1	169	328	517	419		490			
"AR"	2008	"Independence County"	"Cord Community Ctr"	1	63	198	267	205		256			
"AR"	2008	"Independence County"	"Cord Fd"	1	19	95	119	91		115			
"AR"	2008	"Independence County"	"County Extension Ofc"	1	106	334	446	353		422			
"AR"	2008	"Independence County"	"Desha Fd"	1	81	272	365	286		335			
"AR"	2008	"Independence County"	"Ev Paper 650"	1	1223	2338	3645	2778		3422			
"AR"	2008	"Independence County"	"First Baptist Church"	1	122	196	324	257		302			
"AR"	2008	"Independence County"	"Floral Fd"	1	83	201	297	239		277			
"AR"	2008	"Independence County"	"Hutchison Mtn. Comm."	1	26	108	136	95		124			
"AR"	2008	"Independence County"	"Jamestown Community"	1	24	46	73	60		68			
"AR"	2008	"Independence County"	"Magness City Hall"	1	52	114	172	136		164			
"AR"	2008	"Independence County"	"Moorefield Community"	1	88	212	302	243		289			
"AR"	2008	"Independence County"	"Oil Trough Town Hall"	1	80	106	196	165		193			
"AR"	2008	"Independence County"	"Park St. Full Gospel"	1	90	263	359	294		340			
"AR"	2008	"Independence County"	"Pleasant Plains City"	1	96	239	346	287		328			
"AR"	2008	"Independence County"	"Pool's Chapel Church"	1	29	26	55	46		52			
"AR"	2008	"Independence County"	"Rosie Baptist Church"	1	44	122	176	148		164			
"AR"	2008	"Independence County"	"Salado Methodist"	1	70	179	262	219		244			
"AR"	2008	"Independence County"	"Sharp Methodist"	1	87	208	308	250		295			
"AR"	2008	"Independence County"	"Southside Hs"	1	194	460	683	510		622			
"AR"	2008	"Independence County"	"Sulphur Rock City"	1	91	263	367	277		333			
"AR"	2008	"Independence County"	"Swaims Chapel Church"	1	42	120	167	131		154			
"AR"	2008	"Independence County"	"Union Hill- Thida Fd"	1	49	93	145	111		144			
"AR"	2008	"Independence County"	"W Baptist Church L"	1	92	217	318	242		297			
"AR"	2008	"Independence County"	"W Baptist Church R"	1	127	306	440	354		420			
"AR"	2008	"Izard County"	"Absentee - Courthouse"	1	92	122	219	150		202			
"AR"	2008	"Izard County"	"Big Spring"	1	15	62	78	58		75			
"AR"	2008	"Izard County"	"Boswell"	1	23	43	70	34		61			
"AR"	2008	"Izard County"	"Brockwell"	1	58	92	159	121		154			
"AR"	2008	"Izard County"	"Calico Rock Rural"	1	41	84	139	84		126			
"AR"	2008	"Izard County"	"Calico Rock Ward 1"	1	13	29	49	29		47			
"AR"	2008	"Izard County"	"Calico Rock Ward 2"	1	49	58	116	80		109			
"AR"	2008	"Izard County"	"Calico Rock Ward 3"	1	41	56	103	67		89			
"AR"	2008	"Izard County"	"Calico Rock Ward 4"	1	36	63	100	69		90			
"AR"	2008	"Izard County"	"Claiborne"	1	12	34	47	31		40			
"AR"	2008	"Izard County"	"Dolph"	1	32	76	111	72		96			
"AR"	2008	"Izard County"	"Franklin City"	1	39	51	95	71		91			
"AR"	2008	"Izard County"	"Franklin Rural"	1	32	48	80	57		70			
"AR"	2008	"Izard County"	"Gid"	1	19	70	91	59		79			
"AR"	2008	"Izard County"	"Guion City"	1	9	28	40	29		35			
"AR"	2008	"Izard County"	"Guion Rural"	1	8	8	16	13		14			
"AR"	2008	"Izard County"	"Horseshoe Bend Rural"	1	3	5	8	5		7			
"AR"	2008	"Izard County"	"Horseshoe Bend Ward 1"	1	62	45	110	80		107			
"AR"	2008	"Izard County"	"Horseshoe Bend Ward 2"	1	106	171	286	187		270			
"AR"	2008	"Izard County"	"Horseshoe Bend Ward 3"	1	80	138	226	138		202			
"AR"	2008	"Izard County"	"Horseshoe Bend Ward 4"	1	111	216	331	209		300			
"AR"	2008	"Izard County"	"Knob Creek"	1	14	25	42	29		41			
"AR"	2008	"Izard County"	"Lacrosse"	1	21	35	58	43		52			
"AR"	2008	"Izard County"	"Lafferty"	1	3	11	15	9		15			
"AR"	2008	"Izard County"	"Larkin"	1	3	30	36	24		34			
"AR"	2008	"Izard County"	"Melbourne Rural"	1	53	87	149	111		143			
"AR"	2008	"Izard County"	"Melbourne Ward 1"	1	83	107	197	154		190			
"AR"	2008	"Izard County"	"Melbourne Ward 2"	1	53	83	143	105		141			
"AR"	2008	"Izard County"	"Melbourne Ward 3"	1	53	62	126	105		121			
"AR"	2008	"Izard County"	"Melbourne Ward 4"	1	69	158	239	190		232			
"AR"	2008	"Izard County"	"Mount Pleasant City"	1	47	92	150	113		136			
"AR"	2008	"Izard County"	"Mount Pleasant Rural"	1	55	151	211	136		184			
"AR"	2008	"Izard County"	"Myron"	1	20	38	63	50		60			
"AR"	2008	"Izard County"	"Newburg"	1	20	39	60	49		56			
"AR"	2008	"Izard County"	"Oxford City"	1	80	147	238	161		223			
"AR"	2008	"Izard County"	"Oxford Rural"	1	32	36	71	50		64			
"AR"	2008	"Izard County"	"Pineville City"	1	31	41	78	63		73			
"AR"	2008	"Izard County"	"Pineville Rural"	1	44	76	130	86		117			
"AR"	2008	"Izard County"	"Sage"	1	49	104	160	121		157			
"AR"	2008	"Izard County"	"Strawberry"	1	21	38	61	44		57			
"AR"	2008	"Izard County"	"Sylamore"	1	20	55	76	44		64			
"AR"	2008	"Izard County"	"Twin Creek"	1	20	23	49	38		47			
"AR"	2008	"Izard County"	"Violet Hill"	1	45	91	140	97		136			
"AR"	2008	"Izard County"	"Wideman"	1	19	28	51	30		49			
"AR"	2008	"Izard County"	"Wiseman"	1	22	38	63	52		62			
"AR"	2008	"Izard County"	"Zion"	1	34	99	138	100		134			
"AR"	2008	"Jackson County"	"Asu Newport 01"	1	23	36	61	43		56			
"AR"	2008	"Jackson County"	"Av Absentee"	1	55	65	124	105		117			
"AR"	2008	"Jackson County"	"Beedville Church 02"	1	35	77	119	86		109			
"AR"	2008	"Jackson County"	"Business Resource 03"	1	176	185	385	289		342			
"AR"	2008	"Jackson County"	"Campbell Station 04"	1	22	57	85	63		75			
"AR"	2008	"Jackson County"	"Crossroads Baptist 05"	1	71	147	231	160		197			
"AR"	2008	"Jackson County"	"Diaz City Hall 06"	1	96	122	231	184		213			
"AR"	2008	"Jackson County"	"Ev Village Mall 18"	1	966	1147	2172	1733		2010			
"AR"	2008	"Jackson County"	"Grubbs Community Ctr 07"	1	49	90	145	110		135			
"AR"	2008	"Jackson County"	"Jacksonport City 08"	1	22	51	79	59		70			
"AR"	2008	"Jackson County"	"Newport Vfw 09"	1	127	297	447	353		425			
"AR"	2008	"Jackson County"	"Possum Grape Church 10"	1	61	177	251	186		230			
"AR"	2008	"Jackson County"	"R And I Fire Station 11"	1	49	61	121	96		114			
"AR"	2008	"Jackson County"	"Remmel Community Ctr 12"	1	14	31	48	42		44			
"AR"	2008	"Jackson County"	"Richwood Fire Stn 13"	1	31	63	98	82		88			
"AR"	2008	"Jackson County"	"Swifton Community 14"	1	140	161	331	264		305			
"AR"	2008	"Jackson County"	"Tuckerman Fire Stn 15"	1	218	300	546	470		531			
"AR"	2008	"Jackson County"	"Tupelo Community Bld 16"	1	35	21	60	47		53			
"AR"	2008	"Jackson County"	"Weldon Fire Stn 17"	1	17	30	48	38		43			
"AR"	2008	"Jefferson County"	"2"	4	5	20	25	23		25	24		25
"AR"	2008	"Jefferson County"	"7"	4	9	50	59	41		51	46		53
"AR"	2008	"Jefferson County"	"8"	4	5	16	21	13		19	17		19
"AR"	2008	"Jefferson County"	"9"	4	1	25	27	15		23	18		23
"AR"	2008	"Jefferson County"	"10"	4	74	1	77	71		75	74		76
"AR"	2008	"Jefferson County"	"12"	4	63	246	318	236		304	237		298
"AR"	2008	"Jefferson County"	"13"	4	11	12	26	22		24	23		25
"AR"	2008	"Jefferson County"	"14"	4	28	69	97	70		88	71		89
"AR"	2008	"Jefferson County"	"15"	4	68	18	88	74		84	75		85
"AR"	2008	"Jefferson County"	"19"	4	17	11	29	29		30	28		29
"AR"	2008	"Jefferson County"	"20"	4	64	299	375	264		353	275		351
"AR"	2008	"Jefferson County"	"21"	4	58	38	100	83		92	87		94
"AR"	2008	"Jefferson County"	"22"	4	0	5	5	1		4	2		3
"AR"	2008	"Jefferson County"	"23"	4	12	50	62	47		54	53		56
"AR"	2008	"Jefferson County"	"24"	4	65	266	334	270		303	275		309
"AR"	2008	"Jefferson County"	"25"	4	0	19	19	13		19	14		19
"AR"	2008	"Jefferson County"	"26"	4	49	36	86	68		79	68		78
"AR"	2008	"Jefferson County"	"28"	4	11	25	37	27		37	28		37
"AR"	2008	"Jefferson County"	"31"	4	93	40	138	126		130	126		128
"AR"	2008	"Jefferson County"	"34"	4	153	595	771	593		726	611		740
"AR"	2008	"Jefferson County"	"35"	4	46	151	200	162		190	168		190
"AR"	2008	"Jefferson County"	"36"	4	41	111	156	131		153	134		150
"AR"	2008	"Jefferson County"	"37"	4	22	25	52	45		49	45		48
"AR"	2008	"Jefferson County"	"38"	4	4	0	4	3		4	3		4
"AR"	2008	"Jefferson County"	"39"	4	31	113	145	107		132	113		136
"AR"	2008	"Jefferson County"	"40"	4	14	60	75	57		71	52		70
"AR"	2008	"Jefferson County"	"49"	4	1	0	1	1		1	1		1
"AR"	2008	"Jefferson County"	"50"	4	2	3	6	6		6	6		6
"AR"	2008	"Jefferson County"	"53"	4	0	4	4	4		4	4		4
"AR"	2008	"Jefferson County"	"54"	4	8	38	48	40		47	40		47
"AR"	2008	"Jefferson County"	"55"	4	9	10	25	21		22	20		22
"AR"	2008	"Jefferson County"	"56"	4	62	61	130	106		119	113		123
"AR"	2008	"Jefferson County"	"57"	4	4	24	28	22		25	21		24
"AR"	2008	"Jefferson County"	"58"	4	61	192	256	201		244	203		241
"AR"	2008	"Jefferson County"	"59"	4	32	201	241	183		238	189		237
"AR"	2008	"Jefferson County"	"60"	4	10	60	73	53		67	56		69
"AR"	2008	"Jefferson County"	"61"	4	136	315	463	372		443	386		446
"AR"	2008	"Jefferson County"	"62"	4	40	18	60	47		54	53		57
"AR"	2008	"Jefferson County"	"63"	4	7	25	33	25		31	26		31
"AR"	2008	"Jefferson County"	"64"	4	7	19	26	20		24	20		25
"AR"	2008	"Jefferson County"	"65"	4	13	22	36	28		34	27		34
"AR"	2008	"Jefferson County"	"66"	4	31	144	175	128		164	134		163
"AR"	2008	"Jefferson County"	"67"	4	13	26	41	33		36	31		36
"AR"	2008	"Jefferson County"	"68"	4	0	8	10	8		10	7		9
"AR"	2008	"Jefferson County"	"69"	4	0	2	2	0		0	0		0
"AR"	2008	"Jefferson County"	"70"	4	0	1	1	1		1	1		1
"AR"	2008	"Jefferson County"	"71"	4	0	1	1	1		1	1		1
"AR"	2008	"Jefferson County"	"72"	4	0	7	7	3		7	5		7
"AR"	2008	"Jefferson County"	"74"	4	13	6	19	18		19	18		19
"AR"	2008	"Jefferson County"	"78"	4	0	2	2	2		2	2		2
"AR"	2008	"Jefferson County"	"79"	4	1	0	1	1		1	1		1
"AR"	2008	"Jefferson County"	"80"	4	11	41	55	46		53	49		53
"AR"	2008	"Jefferson County"	"81"	4	27	61	89	86		88	83		87
"AR"	2008	"Jefferson County"	"85"	4	1	0	1	1		1	1		1
"AR"	2008	"Jefferson County"	"86"	4	3	6	11	8		9	9		10
"AR"	2008	"Jefferson County"	"87"	4	2	1	3	3		3	3		3
"AR"	2008	"Jefferson County"	"88"	4	2	0	2	2		2	2		2
"AR"	2008	"Jefferson County"	"89"	4	7	8	15	13		14	14		14
"AR"	2008	"Jefferson County"	"90"	4	1	2	3	2		3	3		3
"AR"	2008	"Jefferson County"	"91"	4	2	4	6	5		6	4		6
"AR"	2008	"Jefferson County"	"92"	4	3	8	11	8		10	9		10
"AR"	2008	"Jefferson County"	"101"	4	2	23	25	19		24	20		23
"AR"	2008	"Jefferson County"	"102"	4	0	0	0	0		0	0		0
"AR"	2008	"Jefferson County"	"103"	4	245	29	279	249		262	242		260
"AR"	2008	"Jefferson County"	"104"	4	242	62	311	277		301	270		304
"AR"	2008	"Jefferson County"	"106"	4	0	0	0	0		0	0		0
