state	year	county	precinct	cd	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"AR"	2000	"Fulton County"	"16 Wilson"	1	20	35	56	26	29	55
"AR"	2000	"Fulton County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Garland County"	"Early"	4	3598	4226	7973	3523	4376	7899
"AR"	2000	"Garland County"	"Absentee"	4	722	730	1483	706	753	1459
"AR"	2000	"Garland County"	"1-A"	4	242	228	492	232	257	489
"AR"	2000	"Garland County"	"1-B"	4	267	146	428	267	150	417
"AR"	2000	"Garland County"	"1-C"	4	127	190	325	138	182	320
"AR"	2000	"Garland County"	"2-A"	4	252	84	354	249	103	352
"AR"	2000	"Garland County"	"2B&2C"	4	462	96	574	446	118	564
"AR"	2000	"Garland County"	"3-A"	4	240	160	412	248	159	407
"AR"	2000	"Garland County"	"3-B"	4	289	199	514	294	214	508
"AR"	2000	"Garland County"	"3-C"	4	215	177	402	216	186	402
"AR"	2000	"Garland County"	"4A HSTD HS5C"	4	425	422	880	452	421	873
"AR"	2000	"Garland County"	"4-B"	4	205	195	415	205	205	410
"AR"	2000	"Garland County"	"4-C"	4	495	493	1014	487	521	1008
"AR"	2000	"Garland County"	"5-A"	4	234	135	389	233	150	383
"AR"	2000	"Garland County"	"5-B"	4	295	276	588	280	304	584
"AR"	2000	"Garland County"	"5-C"	4	299	270	584	303	277	580
"AR"	2000	"Garland County"	"6-A"	4	418	552	994	416	575	991
"AR"	2000	"Garland County"	"6B HST1 HST2"	4	615	903	1556	643	888	1531
"AR"	2000	"Garland County"	"ANTA"	4	410	633	1087	410	663	1073
"AR"	2000	"Garland County"	"ANTB"	4	254	330	606	264	341	605
"AR"	2000	"Garland County"	"BAX"	4	101	110	221	11	106	117
"AR"	2000	"Garland County"	"BN BN1 BN2"	4	694	992	1747	767	962	1729
"AR"	2000	"Garland County"	"FL-1 UN1&2 UN UNI"	4	536	879	1467	570	876	1446
"AR"	2000	"Garland County"	"HALE MP 1-4"	4	280	252	552	300	254	554
"AR"	2000	"Garland County"	"HS21 WH"	4	251	288	559	274	280	554
"AR"	2000	"Garland County"	"HS9B HST"	4	269	356	650	275	370	645
"AR"	2000	"Garland County"	"JESA"	4	197	319	528	205	317	522
"AR"	2000	"Garland County"	"LEE LEE32"	4	219	432	673	264	402	666
"AR"	2000	"Garland County"	"LHT"	4	634	939	1619	655	943	1598
"AR"	2000	"Garland County"	"MAZ MILL MI32"	4	659	1007	1709	680	1002	1682
"AR"	2000	"Garland County"	"PH PH1"	4	71	83	167	71	94	165
"AR"	2000	"Garland County"	"SU"	4	308	355	686	317	364	681
"AR"	2000	"Garland County"	"UNIV VILS"	4	682	1210	1931	717	1196	1913
"AR"	2000	"Garland County"	"VA"	4	167	225	410	180	226	406
"AR"	2000	"Garland County"	"VILN A-K"	4	353	603	970	651	608	1259
"AR"	2000	"Garland County"	"VILN L-Z"	4	355	603	976	372	592	964
"AR"	2000	"Grant County"	"Early"	4	227	319	565	245	321	566
"AR"	2000	"Grant County"	"Absentee"	4	55	54	110	60	50	110
"AR"	2000	"Grant County"	"1 Calvert"	4	182	257	452	205	244	449
"AR"	2000	"Grant County"	"2 Davis"	4	33	59	92	33	61	94
"AR"	2000	"Grant County"	"3 Dekalb 1"	4	50	61	111	50	60	110
"AR"	2000	"Grant County"	"4 Dekalb 2"	4	89	67	167	97	68	165
"AR"	2000	"Grant County"	"5 Darysaw"	4	96	80	179	105	79	184
"AR"	2000	"Grant County"	"8 Fenter"	4	125	154	292	136	161	297
"AR"	2000	"Grant County"	"9 Franklin"	4	48	53	102	52	49	101
"AR"	2000	"Grant County"	"10 Madison"	4	105	98	211	107	102	209
"AR"	2000	"Grant County"	"11 Merry Green 1"	4	200	282	494	240	253	493
"AR"	2000	"Grant County"	"12 Merry Green 2"	4	143	211	364	160	204	364
"AR"	2000	"Grant County"	"13 River"	4	209	216	435	230	206	436
"AR"	2000	"Grant County"	"14 Simpson 1"	4	112	170	297	137	159	296
"AR"	2000	"Grant County"	"15 Simpson 2"	4	77	172	253	81	170	251
"AR"	2000	"Grant County"	"17 Tennessee"	4	96	144	247	110	139	249
"AR"	2000	"Grant County"	"19 Washington"	4	212	244	480	229	250	479
"AR"	2000	"Grant County"	"20 Ward - 1"	4	136	221	372	163	209	372
"AR"	2000	"Grant County"	"21 Ward - 2"	4	175	227	415	194	216	410
"AR"	2000	"Grant County"	"22 Ward - 3"	4	165	196	375	194	178	372
"AR"	2000	"Grant County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Greene County"	"Early"	1	1391	1155	2590	1540	1047	2587
"AR"	2000	"Greene County"	"Absentee"	1	157	86	248	187	61	248
"AR"	2000	"Greene County"	"01 Ward 1"	1	773	889	1706	893	804	1699
"AR"	2000	"Greene County"	"02 Ward 2"	1	621	565	1220	662	574	1236
"AR"	2000	"Greene County"	"03 Ward 3"	1	486	280	797	498	323	821
"AR"	2000	"Greene County"	"04 Ward 4"	1	739	874	1650	809	830	1640
"AR"	2000	"Greene County"	"05 Blue Cane, 06 Hopewell, 07 Hurricane & 08 Reynolds"	1	388	247	654	413	250	663
"AR"	2000	"Greene County"	"09 Breckenridge"	1	185	177	372	218	155	373
"AR"	2000	"Greene County"	"10 Bryan & 11 Walnut Corner"	1	66	50	121	71	52	123
"AR"	2000	"Greene County"	"12 Cache"	1	200	206	415	243	177	420
"AR"	2000	"Greene County"	"13 Clark"	1	27	28	56	29	28	57
"AR"	2000	"Greene County"	"14 Collier & 15 St Francis"	1	150	117	282	177	113	290
"AR"	2000	"Greene County"	"16 Crowley"	1	54	44	104	49	53	102
"AR"	2000	"Greene County"	"17 Evening Shade & 18 Sugar Creek"	1	114	96	215	130	88	218
"AR"	2000	"Greene County"	"19 Friendship"	1	130	131	268	142	122	264
"AR"	2000	"Greene County"	"20 Hays & 21 Mainshore"	1	62	65	132	90	43	133
"AR"	2000	"Greene County"	"22 Jones"	1	96	72	174	112	63	175
"AR"	2000	"Greene County"	"23 Lake"	1	46	21	71	59	10	69
"AR"	2000	"Greene County"	"24 Poland"	1	133	183	326	147	182	329
"AR"	2000	"Greene County"	"25 Salem --28 Shady Grove"	1	142	153	307	159	152	311
"AR"	2000	"Greene County"	"26 Spring Grove"	1	81	76	160	87	72	159
"AR"	2000	"Greene County"	"27 Union"	1	278	316	616	284	332	616
"AR"	2000	"Greene County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Hempstead County"	"Early"	4	419	368	795	435	354	789
"AR"	2000	"Hempstead County"	"Absentee"	4	319	207	539	337	201	538
"AR"	2000	"Hempstead County"	"01) Hope 1A-1"	4	231	65	300	233	71	304
"AR"	2000	"Hempstead County"	"02) Hope 1B-2"	4	121	86	209	126	90	216
"AR"	2000	"Hempstead County"	"03) Hope 1C-4"	4	96	68	166	102	66	168
"AR"	2000	"Hempstead County"	"04) Hope 1D-4"	4	142	204	349	155	197	352
"AR"	2000	"Hempstead County"	"05) Hope 2A-5"	4	253	195	453	275	184	459
"AR"	2000	"Hempstead County"	"06) Ward 3-3"	4	186	44	232	193	43	236
"AR"	2000	"Hempstead County"	"07) 4A-1"	4	119	29	151	124	31	155
"AR"	2000	"Hempstead County"	"08) 4B-2"	4	124	15	139	132	10	142
"AR"	2000	"Hempstead County"	"09) Box 6-6"	4	112	129	243	109	132	241
"AR"	2000	"Hempstead County"	"10) Box 7-7"	4	206	289	499	231	268	499
"AR"	2000	"Hempstead County"	"11) Bingen-10"	4	75	159	237	94	145	239
"AR"	2000	"Hempstead County"	"12) Blevins-11"	4	128	176	316	167	154	321
"AR"	2000	"Hempstead County"	"COLUMBUS"	4	43	16	59	43	19	62
"AR"	2000	"Hempstead County"	"14) Cross Roads"	4	51	58	110	57	57	114
"AR"	2000	"Hempstead County"	"15) Deann"	4	77	109	186	92	95	187
"AR"	2000	"Hempstead County"	"16) Fulton"	4	131	56	189	133	57	190
"AR"	2000	"Hempstead County"	"17) Guernsey"	4	74	68	143	86	60	146
"AR"	2000	"Hempstead County"	"18) McCaskill"	4	125	98	228	134	96	230
"AR"	2000	"Hempstead County"	"19) McNab"	4	39	5	44	40	7	47
"AR"	2000	"Hempstead County"	"20) Ozan"	4	103	6	110	97	19	116
"AR"	2000	"Hempstead County"	"21) Patmos"	4	77	55	137	81	58	139
"AR"	2000	"Hempstead County"	"22) Perrytown"	4	81	123	204	100	100	200
"AR"	2000	"Hempstead County"	"23) Rocky Mound"	4	63	94	162	84	84	168
"AR"	2000	"Hempstead County"	"24) Saratoga"	4	92	53	146	103	47	150
"AR"	2000	"Hempstead County"	"25) Sardis II"	4	56	64	120	73	46	119
"AR"	2000	"Hempstead County"	"26) Shover Springs"	4	56	78	137	60	77	137
"AR"	2000	"Hempstead County"	"27) Spring Hill"	4	247	299	554	306	252	558
"AR"	2000	"Hempstead County"	"28) Washington"	4	91	41	132	96	37	133
"AR"	2000	"Hempstead County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Hot Spring County"	"Early & Absentee"	4	717	596	1346	679	636	1315
"AR"	2000	"Hot Spring County"	"Antioch"	4	58	62	129	71	54	125
"AR"	2000	"Hot Spring County"	"Big Creek"	4	42	99	146	49	91	140
"AR"	2000	"Hot Spring County"	"Bismarck"	4	301	333	658	290	334	624
"AR"	2000	"Hot Spring County"	"Brown Springs"	4	20	29	55	24	25	49
"AR"	2000	"Hot Spring County"	"Butterfield"	4	112	82	203	105	95	200
"AR"	2000	"Hot Spring County"	"Clear Creek"	4	77	48	133	77	49	126
"AR"	2000	"Hot Spring County"	"Deroche"	4	191	171	382	191	177	368
"AR"	2000	"Hot Spring County"	"Dover"	4	62	123	190	69	111	180
"AR"	2000	"Hot Spring County"	"Fenter A District 2 & 3"	4	155	212	388	168	213	381
"AR"	2000	"Hot Spring County"	"Rockport City"	4	144	120	289	146	143	289
"AR"	2000	"Hot Spring County"	"Fenter B"	4	82	102	197	87	102	189
"AR"	2000	"Hot Spring County"	"Perla City"	4	43	3	47	37	13	50
"AR"	2000	"Hot Spring County"	"Fenter C"	4	105	19	124	91	24	115
"AR"	2000	"Hot Spring County"	"Ward 1 District 1"	4	189	97	292	177	112	289
"AR"	2000	"Hot Spring County"	"Ward 1 District 2"	4	295	72	378	279	81	360
"AR"	2000	"Hot Spring County"	"Ward 3 District 2 & 5"	4	98	73	181	96	80	176
"AR"	2000	"Hot Spring County"	"Ward 3 District 3"	4	222	195	430	211	219	430
"AR"	2000	"Hot Spring County"	"Ward 4 District 4"	4	296	192	505	291	209	500
"AR"	2000	"Hot Spring County"	"Ward 4 District 1"	4	194	8	203	172	18	190
"AR"	2000	"Hot Spring County"	"Ward 2 District 2 & 5"	4	348	387	765	340	411	751
"AR"	2000	"Hot Spring County"	"Gifford"	4	144	188	357	158	198	356
"AR"	2000	"Hot Spring County"	"Harrison"	4	58	38	99	46	50	96
"AR"	2000	"Hot Spring County"	"Henderson"	4	130	112	250	128	118	246
"AR"	2000	"Hot Spring County"	"Lone Hill"	4	115	124	247	107	124	231
"AR"	2000	"Hot Spring County"	"Midway"	4	178	191	382	184	182	366
"AR"	2000	"Hot Spring County"	"Montgomery"	4	195	182	386	185	170	355
"AR"	2000	"Hot Spring County"	"Ouachita"	4	107	135	246	114	123	237
"AR"	2000	"Hot Spring County"	"Saline District 7"	4	107	145	267	115	149	264
"AR"	2000	"Hot Spring County"	"Saline District 6"	4	78	105	187	87	100	187
"AR"	2000	"Hot Spring County"	"Valley"	4	88	110	202	81	114	195
"AR"	2000	"Hot Spring County"	"Magnet"	4	414	473	925	425	483	908
"AR"	2000	"Hot Spring County"	"Prairie"	4	162	216	392	157	198	355
"AR"	2000	"Hot Spring County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Howard County"	"001 Mountain & Clay"	4	38	103	145	48	102	150
"AR"	2000	"Howard County"	"002 Umpire, Duckett & Burg"	4	50	100	153	60	96	156
"AR"	2000	"Howard County"	"003 Madison, Holly Creek & Blue Ridge"	4	102	191	299	121	181	302
"AR"	2000	"Howard County"	"004 Muddy Fork & Brewer"	4	31	86	117	38	80	118
"AR"	2000	"Howard County"	"005 Center Point 1 & 2"	4	79	106	190	86	102	188
"AR"	2000	"Howard County"	"006 Dierks Ward 1 & 2"	4	85	89	177	96	92	188
"AR"	2000	"Howard County"	"007 Dierks Ward 3"	4	59	101	164	69	101	170
"AR"	2000	"Howard County"	"008 Nashville Township 1"	4	77	177	254	100	156	256
"AR"	2000	"Howard County"	"009 Nashville Township 2 & Buck Range"	4	78	94	172	88	84	172
"AR"	2000	"Howard County"	"010 County Line & Saline"	4	50	164	219	84	133	217
"AR"	2000	"Howard County"	"011 Nashville Ward 1"	4	80	104	187	89	98	187
"AR"	2000	"Howard County"	"012 Nashville Ward 2 & 3"	4	156	24	185	160	34	194
"AR"	2000	"Howard County"	"013 Nashville Ward 4"	4	71	53	127	75	50	125
"AR"	2000	"Howard County"	"014 Nashville Ward 5"	4	65	98	168	80	88	168
"AR"	2000	"Howard County"	"015 Nashville Ward 6"	4	81	107	190	85	105	190
"AR"	2000	"Howard County"	"016 Mineral Spring Ward 1 & 2"	4	207	109	321	237	97	334
"AR"	2000	"Howard County"	"017 Mineral Springs Twp, Dillard & Blue Bayou"	4	44	53	99	50	50	100
"AR"	2000	"Howard County"	"018 Blackland, Saratoga & Franklin"	4	116	50	166	121	46	167
"AR"	2000	"Howard County"	"019 Tollette"	4	141	1	144	145	4	149
"AR"	2000	"Howard County"	"020 Absentee & Overseas"	4	67	63	132	69	63	132
"AR"	2000	"Howard County"	"021 Early"	4	386	453	850	410	441	851
"AR"	2000	"Independence County"	"Early & Absentee"	1	452	631	1109	572	514	1086
"AR"	2000	"Independence County"	"009 Ruddell Rural"	1	186	241	448	240	201	441
"AR"	2000	"Independence County"	"010 Ashley"	1	173	245	427	200	227	427
"AR"	2000	"Independence County"	"011 Barren"	1	149	234	387	186	203	389
"AR"	2000	"Independence County"	"012 Wycough/Logan/Big Bottom Ward 1, 2 & 3"	1	283	277	578	345	239	584
"AR"	2000	"Independence County"	"015 Black River/Marshall"	1	57	91	153	75	77	152
"AR"	2000	"Independence County"	"016 Cushman/Union"	1	130	162	301	147	149	296
"AR"	2000	"Independence County"	"017 Departee/Hill"	1	90	73	172	111	61	172
"AR"	2000	"Independence County"	"018 Dota"	1	103	151	258	122	130	252
"AR"	2000	"Independence County"	"019 Fairview"	1	203	178	397	240	152	392
"AR"	2000	"Independence County"	"020 Gainsboro"	1	114	132	256	132	124	256
"AR"	2000	"Independence County"	"021 Greenbrier - Jamestown"	1	38	31	71	37	36	73
"AR"	2000	"Independence County"	"022 Greenbrier - Locust Grove"	1	68	88	160	67	92	159
"AR"	2000	"Independence County"	"023 McHue #3 /Greenbrier - Desha"	1	217	247	476	250	230	480
"AR"	2000	"Independence County"	"025 Huff"	1	55	88	145	75	68	143
"AR"	2000	"Independence County"	"026 Jefferson"	1	26	33	59	35	23	58
"AR"	2000	"Independence County"	"027 Liberty"	1	148	127	280	186	97	283
"AR"	2000	"Independence County"	"029 Magness"	1	74	105	182	96	89	185
"AR"	2000	"Independence County"	"033 Oil Trough"	1	125	75	205	138	68	206
"AR"	2000	"Independence County"	"034 Relief"	1	50	66	120	61	60	121
"AR"	2000	"Independence County"	"035 Rosie"	1	99	90	196	127	71	198
"AR"	2000	"Independence County"	"036 Salado"	1	135	122	271	158	111	269
"AR"	2000	"Independence County"	"038 Washington"	1	125	215	349	160	190	350
"AR"	2000	"Independence County"	"039 White River"	1	155	183	347	171	177	348
"AR"	2000	"Independence County"	"041 McHue"	1	430	505	964	498	462	960
"AR"	2000	"Independence County"	"043 Moorefield"	1	125	155	284	152	130	282
"AR"	2000	"Independence County"	"100 Ruddell Ward 1/   101 Moorefield Ward 1"	1	294	520	826	368	442	810
"AR"	2000	"Independence County"	"200 Ruddell Ward 2"	1	338	319	666	366	296	662
"AR"	2000	"Independence County"	"300 Ruddell Ward 3/   301 Rudell Meadow Heights"	1	362	406	787	438	357	795
"AR"	2000	"Independence County"	"400 Ruddell Ward 4/   401 Moorefield Ward 4"	1	342	355	720	390	328	718
"AR"	2000	"Independence County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Izard County"	"EARLY VOTERS"	1	212	204	424	236	187	423
"AR"	2000	"Izard County"	"001 Knob Creek"	1	22	11	35	24	11	35
"AR"	2000	"Izard County"	"003 Wiseman"	1	35	25	60	41	21	62
"AR"	2000	"Izard County"	"004 & 005 Mt Pleasant City and Rural"	1	115	166	284	144	133	277
"AR"	2000	"Izard County"	"006 Big Spring"	1	17	44	61	25	36	61
"AR"	2000	"Izard County"	"007 Dolph"	1	45	29	79	61	17	78
"AR"	2000	"Izard County"	"030 & 009 Franklin City and Rural"	1	70	77	154	83	72	156
"AR"	2000	"Izard County"	"011 & 031 Guion City and Rural"	1	40	13	55	39	15	54
"AR"	2000	"Izard County"	"012 Wideman"	1	27	21	48	28	19	47
"AR"	2000	"Izard County"	"013 &024 Myron"	1	36	31	67	51	18	69
"AR"	2000	"Izard County"	"014 Larkin"	1	12	12	24	19	7	26
"AR"	2000	"Izard County"	"015 Lacrosse"	1	35	19	55	33	23	56
"AR"	2000	"Izard County"	"016 Lafferty"	1	14	17	40	23	16	39
"AR"	2000	"Izard County"	"018 Newburg"	1	34	26	62	45	19	64
"AR"	2000	"Izard County"	"019 Brockwell"	1	74	65	139	80	60	140
"AR"	2000	"Izard County"	"022 Sage"	1	64	58	128	72	53	125
"AR"	2000	"Izard County"	"023 & 024 Zion"	1	84	77	165	101	65	166
"AR"	2000	"Izard County"	"024&026 PINEVILLE CITY AND RURAL"	1	86	76	165	101	60	161
"AR"	2000	"Izard County"	"027 Violet Hill"	1	66	68	139	82	59	141
"AR"	2000	"Izard County"	"028 Twin Creek"	1	29	20	53	40	14	54
"AR"	2000	"Izard County"	"100 Melbourne Rural"	1	66	57	133	81	47	128
"AR"	2000	"Izard County"	"102 Melbourne Ward 2"	1	71	49	121	85	41	126
"AR"	2000	"Izard County"	"101 MELBOURNE WARD 1"	1	91	84	180	120	59	179
"AR"	2000	"Izard County"	"200 & 008 Calico Rock Rural and Claiborne"	1	83	89	179	112	64	176
"AR"	2000	"Izard County"	"201,202 CALICO ROCK WARDS 1 AND 2"	1	78	62	144	94	44	138
"AR"	2000	"Izard County"	"301 Horseshoe Bend ward 1"	1	95	43	143	80	64	144
"AR"	2000	"Izard County"	"Overseas Absentees"	1	1	0	1	1	0	1
"AR"	2000	"Izard County"	"103 MELBOURNE WARD 3"	1	58	42	103	67	35	102
"AR"	2000	"Izard County"	"104 MELBOURNE WARD 4"	1	66	85	153	87	65	152
"AR"	2000	"Izard County"	"203 AND 204 CALICO ROCK WARDS 3 AND 4"	1	74	78	158	105	51	156
"AR"	2000	"Izard County"	"302 Horseshoe Bend Ward 2"	1	152	129	288	159	138	297
"AR"	2000	"Izard County"	"303 Horseshoe Bend Ward 3"	1	152	102	258	141	123	264
"AR"	2000	"Izard County"	"304 Horseshoe Bend Ward 4"	1	172	157	343	152	184	336
"AR"	2000	"Izard County"	"ABSENTEE VOTERS"	1	98	80	181	106	71	177
"AR"	2000	"Izard County"	"029 SYLAMORE"	1	23	22	45	26	19	45
"AR"	2000	"Izard County"	"002 BOSWELL"	1	34	18	55	36	18	54
"AR"	2000	"Izard County"	"010 GID"	1	17	44	63	31	32	63
"AR"	2000	"Izard County"	"20 &21 OXFORD CITY AND RURAL"	1	139	101	247	150	91	241
"AR"	2000	"Jackson County"	"Early"	1	306	207	520	351	166	517
"AR"	2000	"Jackson County"	"Absentee"	1	89	52	144	99	40	139
"AR"	2000	"Jackson County"	"1-Airbase & 16-Greenhaw"	1	57	25	83	60	24	84
"AR"	2000	"Jackson County"	"2-Alcorn"	1	84	23	110	84	27	111
"AR"	2000	"Jackson County"	"3-Algoa & 4-Amagon"	1	60	19	81	53	28	81
"AR"	2000	"Jackson County"	"5-Auvergne"	1	30	14	44	37	7	44
"AR"	2000	"Jackson County"	"52-Weldon & 44 Shoffner"	1	35	20	55	47	10	57
"AR"	2000	"Jackson County"	"7-Beedeville"	1	57	64	124	72	51	123
"AR"	2000	"Jackson County"	"9-Campbell Station"	1	54	41	96	63	34	97
"AR"	2000	"Jackson County"	"11-Crossroads 37"	1	71	75	151	78	73	151
"AR"	2000	"Jackson County"	"12-Denmark"	1	40	29	70	38	30	68
"AR"	2000	"Jackson County"	"14-Diaz"	1	233	116	363	243	117	360
"AR"	2000	"Jackson County"	"15-Gourdneck-Citizenship"	1	8	17	27	18	9	27
"AR"	2000	"Jackson County"	"17-Grubbs"	1	126	111	246	163	83	246
"AR"	2000	"Jackson County"	"18-Hickory Grove"	1	17	9	27	19	9	28
"AR"	2000	"Jackson County"	"19-Horseshoe & 20 Ingleside"	1	16	11	30	16	14	30
"AR"	2000	"Jackson County"	"21-Island"	1	38	17	59	48	11	59
"AR"	2000	"Jackson County"	"22-Jacksonport"	1	72	31	106	79	25	104
"AR"	2000	"Jackson County"	"24-Liberty"	1	18	24	42	18	24	42
"AR"	2000	"Jackson County"	"25-Macks"	1	20	4	24	19	5	24
"AR"	2000	"Jackson County"	"26-New Glaise"	1	92	148	247	119	124	243
"AR"	2000	"Jackson County"	"28-Newport Ward 2-A"	1	78	40	122	88	31	121
"AR"	2000	"Jackson County"	"30-Newport Ward 1-B"	1	159	36	197	160	41	201
"AR"	2000	"Jackson County"	"31-Newport Ward 1-A"	1	121	2	123	119	7	126
"AR"	2000	"Jackson County"	"33-Newport Ward 3-A"	1	68	16	85	65	23	88
"AR"	2000	"Jackson County"	"34-Newport Ward 3-B"	1	60	61	127	70	55	125
"AR"	2000	"Jackson County"	"35-Newport Ward 3-C"	1	95	4	99	96	7	103
"AR"	2000	"Jackson County"	"36-Newport Ward 2-C"	1	114	88	208	151	56	207
"AR"	2000	"Jackson County"	"37-Newport Ward 2-B"	1	127	106	239	162	76	238
"AR"	2000	"Jackson County"	"38-Newport War 4-A"	1	188	191	385	256	136	392
"AR"	2000	"Jackson County"	"39-Newport Ward 4-B"	1	191	192	389	262	130	392
"AR"	2000	"Jackson County"	"40-Old Glaise & 41-Olyphant"	1	20	11	31	21	10	31
"AR"	2000	"Jackson County"	"42-Pennington-Balch"	1	30	33	66	48	19	67
"AR"	2000	"Jackson County"	"43-Remmel & 8-Blackville"	1	39	38	80	53	32	85
"AR"	2000	"Jackson County"	"45-Swifton"	1	270	122	406	302	112	414
"AR"	2000	"Jackson County"	"46-Tuckerman Ward 1"	1	120	70	193	136	58	194
"AR"	2000	"Jackson County"	"47-Tuckerman Ward 2"	1	154	112	276	183	92	275
"AR"	2000	"Jackson County"	"48-Tuckerman Ward 3"	1	126	59	187	137	48	185
"AR"	2000	"Jackson County"	"49-Tuckerman Outside"	1	69	15	84	71	14	85
"AR"	2000	"Jackson County"	"50-Tupelo"	1	73	10	83	70	12	82
"AR"	2000	"Jackson County"	"51-Waters Store"	1	26	17	43	32	11	43
"AR"	2000	"Jackson County"	"OVERSEAS ABSENTEES"	1	0	0	0	0	0	0
"AR"	2000	"Jefferson County"	"Public Library"	4	414	56	485	360	111	471
"AR"	2000	"Jefferson County"	"Christ Fellowship"	4	480	76	572	415	123	538
"AR"	2000	"Jefferson County"	"Broadmoor School"	4	383	84	484	314	154	468
"AR"	2000	"Jefferson County"	"VFW"	4	270	23	300	233	52	285
"AR"	2000	"Jefferson County"	"Green Meadows Bapt Annex"	4	229	142	381	187	183	370
"AR"	2000	"Jefferson County"	"ARESC"	4	323	28	356	285	51	336
"AR"	2000	"Jefferson County"	"34th & Missouri St School"	4	478	6	494	416	55	471
"AR"	2000	"Jefferson County"	"Immanuel Bapt. Church"	4	356	27	393	310	63	373
"AR"	2000	"Jefferson County"	"American Legion"	4	278	40	328	252	63	315
"AR"	2000	"Jefferson County"	"Southside Activities Bldg"	4	376	84	477	314	146	460
"AR"	2000	"Jefferson County"	"Forrest Park School"	4	277	88	375	230	131	361
"AR"	2000	"Jefferson County"	"1st Presbyterian Youth Building"	4	229	184	421	187	224	411
"AR"	2000	"Jefferson County"	"Church of Christ"	4	210	223	444	139	297	436
"AR"	2000	"Jefferson County"	"Forrest Park Assembly"	4	350	238	603	260	322	582
"AR"	2000	"Jefferson County"	"1st Assembly of God"	4	264	266	540	217	313	530
"AR"	2000	"Jefferson County"	"New Covenant Fellowship"	4	258	296	572	184	383	567
"AR"	2000	"Jefferson County"	"Greenville School"	4	301	9	312	270	23	293
"AR"	2000	"Jefferson County"	"Cumberland Presbyterian"	4	380	129	524	331	173	504
"AR"	2000	"Jefferson County"	"Edgewood School"	4	491	141	646	397	226	623
"AR"	2000	"Jefferson County"	"Coleman School"	4	336	92	435	306	112	418
"AR"	2000	"Jefferson County"	"Highland Bapt Church"	4	390	16	413	349	40	389
"AR"	2000	"Jefferson County"	"Goodfaith United Methodist"	4	354	440	822	306	485	791
"AR"	2000	"Jefferson County"	"Oak Park School"	4	150	49	207	131	63	194
"AR"	2000	"Jefferson County"	"UAPB Fine Arts Bldg"	4	701	9	722	604	76	680
"AR"	2000	"Jefferson County"	"School Admin Office"	4	223	4	231	188	28	216
"AR"	2000	"Jefferson County"	"New Town Miss. Baptist Church"	4	284	9	298	259	29	288
"AR"	2000	"Jefferson County"	"Gospel Temple Baptist"	4	437	20	461	386	55	441
"AR"	2000	"Jefferson County"	"Central Baptist  Church"	4	347	252	618	299	291	590
"AR"	2000	"Jefferson County"	"Hestand Stadium"	4	280	112	410	238	146	384
"AR"	2000	"Jefferson County"	"Tucker Fire Dept"	4	173	33	208	142	44	186
"AR"	2000	"Jefferson County"	"Wright Pastoria Water Asso"	4	51	52	113	55	52	107
"AR"	2000	"Jefferson County"	"American Legion Lodge-Redfield"	4	251	389	679	260	394	654
"AR"	2000	"Jefferson County"	"Swan Lake Comm Center"	4	34	53	88	33	49	82
"AR"	2000	"Jefferson County"	"Martin Elementary Altheimer"	4	401	45	465	306	103	409
"AR"	2000	"Jefferson County"	"Community Center Wabbaseka"	4	177	28	207	143	53	196
"AR"	2000	"Jefferson County"	"Jefferson Water Co."	4	282	367	677	246	407	653
"AR"	2000	"Jefferson County"	"Watson Chapel School Gym"	4	165	209	378	140	233	373
"AR"	2000	"Jefferson County"	"Sherrill City Hall"	4	114	63	182	77	85	162
"AR"	2000	"Jefferson County"	"New Hope Bapt Church"	4	124	31	156	114	37	151
"AR"	2000	"Jefferson County"	"Humphrey High School"	4	75	43	120	65	49	114
"AR"	2000	"Jefferson County"	"Sulphur Springs Methodist"	4	407	536	974	354	591	945
"AR"	2000	"Jefferson County"	"South Pine Wood Baptist Church"	4	204	196	410	155	237	392
"AR"	2000	"Jefferson County"	"ADC Training Academy"	4	50	38	93	55	44	99
"AR"	2000	"Jefferson County"	"Hardin Baptist Church"	4	439	378	847	372	455	827
"AR"	2000	"Jefferson County"	"Regal Food Store"	4	337	344	695	286	383	669
"AR"	2000	"Jefferson County"	"First Baptist Church"	4	362	440	823	294	503	797
"AR"	2000	"Jefferson County"	"White Hall City Hall"	4	376	469	867	308	539	847
"AR"	2000	"Jefferson County"	"Total Absentee"	4	451	243	706	382	294	676
"AR"	2000	"Jefferson County"	"Total Early"	4	3371	1662	5163	3298	2318	5616
"AR"	2000	"Jefferson County"	"Overseas Absentees"	4	4	3	7	5	2	7
"AR"	2000	"Jefferson County"	"UAPB Challenged Ballots"	4	16	0	16	16	0	16
"AR"	2000	"Jefferson County"	"Cumberland Challenged Ballots"	4	1	0	1	1	0	1
"AR"	2000	"Jefferson County"	"Gospel Temple Challenged Ballots"	4	1	0	1	1	0	1
