state	year	fips	county_code	precinct_code	county	precinct	cd	ld	sd	g2008_REG_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"VA"	2008	143106	51143	106	"PITTSYLVANIA COUNTY"	"TUNSTALL"	16	33	20	1323	234	608	854	404	402	820	233	595	828
"VA"	2008	143103	51143	103	"PITTSYLVANIA COUNTY"	"TWIN SPRINGS"	16	33	20	3103	409	1708	2139	956	1095	2069	458	1637	2095
"VA"	2008	143108	51143	108	"PITTSYLVANIA COUNTY"	"WEST BLAIRS"	16	33	20	781	182	327	513	283	208	495	175	325	500
"VA"	2008	143605	51143	605	"PITTSYLVANIA COUNTY"	"WHITMELL"	16	33	20	1269	341	528	878	461	357	827	335	503	839
"VA"	2008	145402	51145	402	"POWHATAN COUNTY"	"BALLSVILLE"	15	87	11	1620	350	858	1215	496	707	1218	277	909	1189
"VA"	2008	145301	51145	301	"POWHATAN COUNTY"	"BETHESDA"	15	87	11	2238	449	1150	1619	665	890	1577	343	1187	1531
"VA"	2008	145103	51145	103	"POWHATAN COUNTY"	"FLAT ROCK"	15	87	11	832	154	450	618	257	343	607	143	455	600
"VA"	2008		51145	202	"POWHATAN COUNTY"	"GRACELAND"	15	87	11	2004	452	1035	1502	654	817	1490	373	1082	1456
"VA"	2008		51145	302	"POWHATAN COUNTY"	"LEE'S LANDING"	15	87	11	1278	263	677	947	426	513	945	208	715	923
"VA"	2008	145102	51145	102	"POWHATAN COUNTY"	"MANAKIN"	15	87	11	1241	217	690	915	395	514	924	187	710	898
"VA"	2008	145502	51145	502	"POWHATAN COUNTY"	"PINEVILLE"	15	87	11	685	251	275	529	321	204	530	218	289	508
"VA"	2008	145401	51145	401	"POWHATAN COUNTY"	"POWHATAN COURTHOUSE"	15	87	11	2545	435	1427	1875	711	1128	1856	338	1477	1816
"VA"	2008	145299	51145	201	"POWHATAN COUNTY"	"POWHATAN STATION"	15	87	11	1711	284	940	1232	479	742	1233	233	974	1208
"VA"	2008	145501	51145	501	"POWHATAN COUNTY"	"SMITH CROSS ROADS"	15	87	11	1513	528	563	1100	630	442	1084	458	583	1041
"VA"	2008	145101	51145	101	"POWHATAN COUNTY"	"SUBLETTS"	15	87	11	2087	398	1183	1598	692	877	1588	317	1244	1564
"VA"	2008	147502	51147	502	"PRINCE EDWARD COUNTY"	"BUFFALO HTS"	16	80	16	880	223	333	569	319	223	548	222	328	550
"VA"	2008	147801	51147	801	"PRINCE EDWARD COUNTY"	"CENTER"	16	82	16	1054	529	178	715	518	120	655	462	178	640
"VA"	2008	147501	51147	501	"PRINCE EDWARD COUNTY"	"DARLINGTON HTS"	16	82	16	935	285	350	644	358	246	612	286	333	620
"VA"	2008	147101	51147	101	"PRINCE EDWARD COUNTY"	"FARMVILLE"	16	82	16	1837	603	503	1117	712	334	1064	577	480	1058
"VA"	2008	147401	51147	401	"PRINCE EDWARD COUNTY"	"HAMPDEN"	16	82	16	1615	483	502	998	583	326	928	447	477	926
"VA"	2008	147301	51147	301	"PRINCE EDWARD COUNTY"	"LEIGH"	16	82	16	1309	498	312	817	548	208	769	445	306	751
"VA"	2008	147201	51147	201	"PRINCE EDWARD COUNTY"	"LOCKETT"	16	82	16	1881	683	582	1272	790	379	1180	621	540	1162
"VA"	2008	147302	51147	302	"PRINCE EDWARD COUNTY"	"MT PLEASANT"	16	82	16	637	275	155	435	280	110	395	250	147	397
"VA"	2008	147601	51147	601	"PRINCE EDWARD COUNTY"	"PROSPECT"	16	80	16	1910	740	458	1218	761	319	1102	656	441	1098
"VA"	2008	147701	51147	701	"PRINCE EDWARD COUNTY"	"WEST END"	16	82	16	1421	419	509	939	594	308	916	416	488	909
"VA"	2008	149202	51149	202	"PRINCE GEORGE COUNTY"	"BLACK WATER"	14	84	14	2227	506	987	1511	747	718	1485	950		1036
"VA"	2008	149201	51149	201	"PRINCE GEORGE COUNTY"	"BLAND"	14	84	14	3279	682	1342	2038	988	983	1998	1286		1415
"VA"	2008	149203	51149	203	"PRINCE GEORGE COUNTY"	"BRANDON"	14	84	14	744	206	374	580	266	298	574	377		411
"VA"	2008	149204	51149	204	"PRINCE GEORGE COUNTY"	"COURTS BLDG"	14	84	14	2571	816	793	1623	968	619	1604	1179		1278
"VA"	2008	149105	51149	105	"PRINCE GEORGE COUNTY"	"HARRISON"	14	84	14	753	148	403	560	241	306	557	336		376
"VA"	2008	149205	51149	205	"PRINCE GEORGE COUNTY"	"JEFFERSON PARK"	6	84	17	2517	1006	419	1437	1035	327	1393	583		608
"VA"	2008	149101	51149	101	"PRINCE GEORGE COUNTY"	"RICHARD BLAND"	15	84	17	1310	303	600	913	453	437	903	230	657	892
"VA"	2008	149104	51149	104	"PRINCE GEORGE COUNTY"	"RIVES"	15	84	17	2047	744	501	1254	782	396	1220	599	597	1201
"VA"	2008	149102	51149	102	"PRINCE GEORGE COUNTY"	"TEMPLETON"	15	84	14	3091	709	1507	2231	1046	1122	2202	551	1592	2144
"VA"	2008	149103	51149	103	"PRINCE GEORGE COUNTY"	"UNION BRANCH"	15	84	17	2120	671	765	1446	812	582	1413	529	857	1387
"VA"	2008		51153	406	"PRINCE WILLIAM COUNTY"	"ALVEY"	12	30	31	4287	1119	1559	2697	1342	1290	2659	958	1605	2614
"VA"	2008		51153	309	"PRINCE WILLIAM COUNTY"	"ASHLAND"	10	73	31	1905	639	623	1264	750	502	1257	563	644	1222
"VA"	2008		51153	402	"PRINCE WILLIAM COUNTY"	"BATTLEFIELD"	11	30	31	3833	864	1526	2408	1139	1232	2391	585	1751	2376
"VA"	2008	153606	51153	606	"PRINCE WILLIAM COUNTY"	"BEL AIR"	12	50	39	2532	969	554	1541	1049	446	1522	887	533	1461
"VA"	2008	153701	51153	701	"PRINCE WILLIAM COUNTY"	"BELMONT"	12	73	39	2979	1011	707	1737	1117	575	1711	910	725	1671
"VA"	2008	153102	51153	102	"PRINCE WILLIAM COUNTY"	"BENNETT"	12	30	31	4439	1282	1551	2860	1553	1254	2843	1180	1540	2790
"VA"	2008		51153	203	"PRINCE WILLIAM COUNTY"	"BENTON"	12	50	31	3448	815	1359	2198	1097	1060	2183	762	1313	2137
"VA"	2008	153506	51153	506	"PRINCE WILLIAM COUNTY"	"BETHEL"	12	72	39	3710	1212	941	2176	1376	752	2152	1092	936	2079
"VA"	2008		51153	205	"PRINCE WILLIAM COUNTY"	"BEVILLE"	12	50	31	2249	970	433	1419	1042	354	1408	879	447	1367
"VA"	2008	153101	51153	101	"PRINCE WILLIAM COUNTY"	"BRENTSVILLE"	12	30	31	1693	351	810	1171	512	632	1154	323	781	1129
"VA"	2008	153111	51153	111	"PRINCE WILLIAM COUNTY"	"BRISTOW RUN"	12	30	31	3008	1014	1024	2045	1155	854	2028	895	1049	1992
"VA"	2008	153103	51153	103	"PRINCE WILLIAM COUNTY"	"BUCKHALL"	11	30	42	2269	617	769	1399	752	612	1387	463	878	1363
"VA"	2008		51153	110	"PRINCE WILLIAM COUNTY"	"BUCKLAND MILLS"	12	30	31	3595	1102	1069	2189	1276	864	2162	991	1079	2110
"VA"	2008	153403	51153	403	"PRINCE WILLIAM COUNTY"	"BULL RUN"	12	30	31	3084	758	1080	1844	1031	795	1842	683	1047	1768
"VA"	2008		51153	112	"PRINCE WILLIAM COUNTY"	"CEDAR POINT"	12	30	31	3555	1088	1209	2323	1295	983	2299	939	1264	2246
"VA"	2008	153507	51153	507	"PRINCE WILLIAM COUNTY"	"CHINN"	12	72	39	2479	882	666	1564	1050	488	1548	837	633	1495
"VA"	2008	153604	51153	604	"PRINCE WILLIAM COUNTY"	"CIVIC CENTER"	12	72	39	2585	1021	444	1483	1080	362	1468	905	464	1409
"VA"	2008	153601	51153	601	"PRINCE WILLIAM COUNTY"	"DALE"	12	50	39	2375	1084	298	1402	1119	238	1380	971	313	1323
"VA"	2008	153301	51153	301	"PRINCE WILLIAM COUNTY"	"DUMFRIES"	10	73	31	2351	1019	385	1416	1097	279	1395	928	362	1329
"VA"	2008		51153	106	"PRINCE WILLIAM COUNTY"	"ELLIS"	11	30	31	1358	487	311	812	532	251	797	393	371	778
"VA"	2008	153608	51153	608	"PRINCE WILLIAM COUNTY"	"ENTERPRISE"	12	50	31	3387	1402	673	2095	1534	527	2084	1292	668	2024
"VA"	2008	153401	51153	401	"PRINCE WILLIAM COUNTY"	"EVERGREEN"	11	30	31	2571	662	1022	1706	850	814	1688	423	1219	1678
"VA"	2008	153704	51153	704	"PRINCE WILLIAM COUNTY"	"FEATHERSTONE"	12	73	39	4088	1663	795	2488	1773	635	2444	1499	799	2360
"VA"	2008		51153	310	"PRINCE WILLIAM COUNTY"	"FOREST PARK"	10	11	31	2227	842	473	1324	925	372	1315	765	479	1272
"VA"	2008		51153	609	"PRINCE WILLIAM COUNTY"	"FREEDOM"	12	50	39	1693	852	188	1054	864	160	1036	774	216	1013
"VA"	2008		51153	408	"PRINCE WILLIAM COUNTY"	"GLENKIRK"	12	30	31	2239	617	775	1404	749	630	1391	584	751	1363
"VA"	2008	153603	51153	603	"PRINCE WILLIAM COUNTY"	"GODWIN"	12	50	39	3960	1720	596	2330	1786	458	2269	1565	599	2217
"VA"	2008	153303	51153	303	"PRINCE WILLIAM COUNTY"	"GRAHAM PARK"	10	73	31	3297	1405	583	2004	1501	448	1977	1247	608	1896
"VA"	2008	153307	51153	307	"PRINCE WILLIAM COUNTY"	"HENDERSON"	12	73	39	4454	1397	1318	2733	1634	1056	2713	1298	1323	2669
"VA"	2008	153607	51153	607	"PRINCE WILLIAM COUNTY"	"KERRYDALE"	12	72	31	2950	1271	544	1823	1370	412	1807	1131	559	1747
"VA"	2008	153707	51153	707	"PRINCE WILLIAM COUNTY"	"KILBY"	12	72	39	1990	806	371	1195	862	284	1169	720	365	1116
"VA"	2008	153206	51153	206	"PRINCE WILLIAM COUNTY"	"KING"	12	50	31	2755	1157	561	1725	1244	442	1699	1074	546	1658
"VA"	2008	153501	51153	501	"PRINCE WILLIAM COUNTY"	"LAKE RIDGE"	12	72	42	4073	1446	1153	2623	1672	905	2609	1351	1160	2557
"VA"	2008	153702	51153	702	"PRINCE WILLIAM COUNTY"	"LIBRARY"	12	73	39	2892	1194	513	1717	1242	392	1659	1052	508	1605
"VA"	2008		51153	113	"PRINCE WILLIAM COUNTY"	"LIMESTONE"	12	30	31	2275	743	819	1572	858	684	1556	679	817	1516
"VA"	2008	153207	51153	207	"PRINCE WILLIAM COUNTY"	"LODGE"	12	50	39	3451	1305	840	2158	1492	629	2144	1207	831	2081
"VA"	2008	153703	51153	703	"PRINCE WILLIAM COUNTY"	"LYNN"	12	72	39	2396	1005	260	1271	1040	204	1262	928	273	1233
"VA"	2008		51153	202	"PRINCE WILLIAM COUNTY"	"MARSHALL"	12	30	31	2976	846	1051	1926	1065	815	1905	784	1051	1875
"VA"	2008		51153	107	"PRINCE WILLIAM COUNTY"	"MARSTELLER"	12	30	31	3658	1198	1163	2377	1351	972	2348	1028	1212	2292
"VA"	2008	153204	51153	204	"PRINCE WILLIAM COUNTY"	"MC COART"	12	72	42	3798	1110	1153	2272	1322	909	2252	1034	1140	2208
"VA"	2008	153605	51153	605	"PRINCE WILLIAM COUNTY"	"MINNIEVILLE"	12	50	39	2669	991	609	1616	1108	471	1604	941	590	1569
"VA"	2008	153505	51153	505	"PRINCE WILLIAM COUNTY"	"MOHICAN"	12	72	42	2676	1049	637	1701	1135	493	1648	946	623	1600
"VA"	2008	153308	51153	308	"PRINCE WILLIAM COUNTY"	"MONTCLAIR"	12	73	31	3466	1143	1064	2219	1337	832	2189	1034	1077	2152
"VA"	2008		51153	410	"PRINCE WILLIAM COUNTY"	"MOUNTAIN VIEW"	12	30	31	3748	911	1320	2238	1143	1054	2210	824	1330	2184
"VA"	2008	153411	51153	411	"PRINCE WILLIAM COUNTY"	"MULLEN"	11	30	31	3696	1489	621	2127	1552	513	2102	1177	844	2066
"VA"	2008	153602	51153	602	"PRINCE WILLIAM COUNTY"	"NEABSCO"	12	50	39	2184	875	453	1335	948	352	1321	789	468	1283
"VA"	2008	153104	51153	104	"PRINCE WILLIAM COUNTY"	"NOKESVILLE"	12	30	31	2421	592	1083	1693	792	871	1680	527	1045	1616
"VA"	2008	153502	51153	502	"PRINCE WILLIAM COUNTY"	"OCCOQUAN"	12	72	39	4545	1851	846	2724	1973	671	2685	1693	842	2611
"VA"	2008	153503	51153	503	"PRINCE WILLIAM COUNTY"	"OLD BRIDGE"	12	72	42	2925	849	978	1840	1031	776	1819	799	962	1788
"VA"	2008		51153	412	"PRINCE WILLIAM COUNTY"	"PACE WEST"	12	30	31	3771	1284	1126	2433	1494	887	2411	1142	1127	2336
"VA"	2008	153109	51153	109	"PRINCE WILLIAM COUNTY"	"PARK"	12	50	31	1940	466	824	1317	615	671	1311	412	817	1265
"VA"	2008	153105	51153	105	"PRINCE WILLIAM COUNTY"	"PARKSIDE"	11	71	31	4051	1374	996	2390	1560	775	2365	1087	1180	2309
"VA"	2008	153305	51153	305	"PRINCE WILLIAM COUNTY"	"PATTIE"	12	73	31	2886	941	870	1829	1109	674	1802	872	842	1753
"VA"	2008		51153	210	"PRINCE WILLIAM COUNTY"	"PENN"	12	72	42	2292	614	850	1477	755	687	1464	561	833	1436
"VA"	2008	153302	51153	302	"PRINCE WILLIAM COUNTY"	"POTOMAC"	10	73	39	2259	1085	227	1316	1105	183	1300	984	264	1269
"VA"	2008	153705	51153	705	"PRINCE WILLIAM COUNTY"	"POTOMAC VIEW"	12	73	39	1811	627	459	1100	719	354	1094	569	457	1062
"VA"	2008	153211	51153	211	"PRINCE WILLIAM COUNTY"	"POWELL"	10	73	31	832	304	273	580	360	214	576	279	268	555
"VA"	2008	153304	51153	304	"PRINCE WILLIAM COUNTY"	"QUANTICO"	10	73	30	1647	415	369	796	452	302	772	360	363	748
"VA"	2008	153706	51153	706	"PRINCE WILLIAM COUNTY"	"RIPPON"	10	73	39	4364	1833	795	2647	1982	629	2628	1671	815	2530
"VA"	2008	153708	51153	708	"PRINCE WILLIAM COUNTY"	"RIVER OAKS"	10	73	39	2986	1418	294	1722	1443	241	1704	1271	328	1634
"VA"	2008	153504	51153	504	"PRINCE WILLIAM COUNTY"	"ROCKLEDGE"	12	72	42	3515	983	881	1887	1148	686	1864	879	908	1830
"VA"	2008	153201	51153	201	"PRINCE WILLIAM COUNTY"	"SAUNDERS"	12	50	31	4546	1785	1005	2815	1982	794	2803	1670	1008	2734
"VA"	2008	153404	51153	114	"PRINCE WILLIAM COUNTY"	"SIGNAL HILL"	11	30	42	2827	786	1059	1859	938	862	1836	592	1196	1816
"VA"	2008		51153	404	"PRINCE WILLIAM COUNTY"	"SINCLAIR"	11	71	31	3167	1239	654	1913	1341	521	1893	972	847	1858
"VA"	2008	153508	51153	508	"PRINCE WILLIAM COUNTY"	"SPRINGWOODS"	12	72	42	2007	788	423	1226	855	335	1208	736	423	1183
"VA"	2008	153405	51153	405	"PRINCE WILLIAM COUNTY"	"STONEWALL"	11	71	31	3043	997	862	1886	1174	673	1870	760	1046	1839
"VA"	2008	153409	51153	409	"PRINCE WILLIAM COUNTY"	"SUDLEY NORTH"	11	30	31	2652	991	410	1418	1041	334	1395	813	520	1369
"VA"	2008		51153	311	"PRINCE WILLIAM COUNTY"	"SWANS CREEK"	10	73	39	2951	1445	508	1961	1530	397	1939	1294	559	1887
"VA"	2008		51153	108	"PRINCE WILLIAM COUNTY"	"VICTORY"	12	30	31	4773	1712	1542	3280	1938	1296	3257	1532	1601	3193
"VA"	2008	153306	51153	306	"PRINCE WILLIAM COUNTY"	"WASHINGTON-REID"	10	73	31	2771	824	785	1628	1031	563	1599	763	752	1545
"VA"	2008	153407	51153	407	"PRINCE WILLIAM COUNTY"	"WESTGATE"	11	71	31	2621	951	465	1442	1026	350	1408	762	582	1385
"VA"	2008	153208	51153	208	"PRINCE WILLIAM COUNTY"	"WESTRIDGE"	12	72	42	4344	1509	1149	2681	1712	907	2658	1382	1153	2598
"VA"	2008	153209	51153	209	"PRINCE WILLIAM COUNTY"	"WOODBINE"	12	6	31	2435	654	814	1484	839	610	1474	602	801	1444
"VA"	2008	155101	51155	101	"PULASKI COUNTY"	"BELSPRING"	20	81	23	835	248	337	594	382	196	583	483		495
"VA"	2008	155201	51155	201	"PULASKI COUNTY"	"DRAPER"	20	81	41	1438	325	717	1057	618	396	1029	841		877
"VA"	2008	155301	51155	301	"PULASKI COUNTY"	"DUBLIN"	20	92	41	2558	653	1034	1718	1072	589	1680	1458		1491
"VA"	2008	155399	51155	302	"PULASKI COUNTY"	"HIWASSEE"	20	92	41	495	101	232	340	192	137	332	288		291
"VA"	2008	155401	51155	401	"PULASKI COUNTY"	"MASSIE"	20	81	41	3310	797	1264	2093	1295	738	2062	1693		1770
"VA"	2008	155102	51155	102	"PULASKI COUNTY"	"NEW RIVER"	20	81	41	2483	820	848	1700	1197	450	1665	1445		1486
"VA"	2008	155203	51155	203	"PULASKI COUNTY"	"NEWBERN"	20	81	41	2205	593	861	1483	952	478	1446	1221		1264
"VA"	2008	155501	51155	501	"PULASKI COUNTY"	"ROBINSON"	20	81	41	3893	977	1275	2298	1523	708	2258	1968		2031
"VA"	2008		51155	304	"PULASKI COUNTY"	"SNOWVILLE"	20	92	41	1220	266	584	873	476	357	843	674		698
"VA"	2008	155202	51155	202	"PULASKI COUNTY"	"SOUTH PULASKI"	20	81	41	737	193	189	386	265	111	378	330		339
"VA"	2008	155402	51155	402	"PULASKI COUNTY"	"WALKER"	20	81	41	900	182	444	640	346	281	630	508		520
"VA"	2008	155103	51155	103	"PULASKI COUNTY"	"WEST CLOYD"	20	81	41	1285	362	537	915	585	310	900	784		800
"VA"	2008	157201	51157	201	"RAPPAHANNOCK COUNTY"	"AMISSVILLE"	18	32	28	1141	361	557	936	459	460	935	367	555	922
"VA"	2008	157501	51157	501	"RAPPAHANNOCK COUNTY"	"CHESTER GAP"	18	32	28	500	124	234	367	193	165	363	121	233	354
"VA"	2008	157502	51157	502	"RAPPAHANNOCK COUNTY"	"FLINT HILL"	18	32	28	684	254	268	526	328	187	523	242	265	508
"VA"	2008	157401	51157	401	"RAPPAHANNOCK COUNTY"	"SCRABBLE"	18	32	28	1174	474	428	915	553	330	895	462	429	892
"VA"	2008	157301	51157	301	"RAPPAHANNOCK COUNTY"	"SPERRYVILLE"	18	32	28	1039	451	340	807	562	234	803	457	339	797
"VA"	2008	157101	51157	101	"RAPPAHANNOCK COUNTY"	"WASHINGTON"	18	32	28	1073	441	400	854	537	299	845	431	391	827
"VA"	2008	159101	51159	101	"RICHMOND COUNTY"	"PRECINCT 1-1"	10	124	30	975	487	234	727	551	158	716	378	317	704
"VA"	2008	159201	51159	201	"RICHMOND COUNTY"	"PRECINCT 2-1"	10	124	30	1032	340	441	783	464	296	773	224	534	763
"VA"	2008	159301	51159	301	"RICHMOND COUNTY"	"PRECINCT 3-1"	10	124	30	928	247	450	706	410	285	698	143	537	687
"VA"	2008	159302	51159	302	"RICHMOND COUNTY"	"PRECINCT 3-2"	10	124	30	170	43	87	135	72	54	127	29	98	128
"VA"	2008	159401	51159	401	"RICHMOND COUNTY"	"PRECINCT 4-1"	10	124	30	998	242	464	712	387	292	686	173	505	685
"VA"	2008	159501	51159	501	"RICHMOND COUNTY"	"PRECINCT 5-1"	10	124	30	642	160	330	497	284	201	488	92	386	481
"VA"	2008	159502	51159	502	"RICHMOND COUNTY"	"PRECINCT 5-2"	10	124	30	231	99	86	185	129	51	180	66	112	180
"VA"	2008	161107	51161	107	"ROANOKE COUNTY"	"BENNETT SPRINGS"	20	103	23	1018	225	487	720	396	298	703	563		580
"VA"	2008	161301	51161	301	"ROANOKE COUNTY"	"BENT MOUNTAIN"	20	103	24	694	220	281	505	311	196	510	397		430
"VA"	2008	161402	51161	402	"ROANOKE COUNTY"	"BONSACK"	17	34	24	635	138	322	463	230	232	465	114	338	460
"VA"	2008	161204	51161	204	"ROANOKE COUNTY"	"BOTETOURT SPRINGS"	20	103	23	2309	661	974	1658	1020	590	1632	1267		1312
"VA"	2008	161202	51161	202	"ROANOKE COUNTY"	"BURLINGTON"	17	34	24	1489	414	509	936	561	347	919	396	505	916
"VA"	2008		51161	305	"ROANOKE COUNTY"	"CASTLE ROCK"	17	103	24	3816	1018	1575	2616	1568	1002	2599	901	1666	2599
"VA"	2008	161101	51161	101	"ROANOKE COUNTY"	"CATAWBA"	20	103	23	731	164	352	524	282	247	534	390		410
"VA"	2008	161503	51161	503	"ROANOKE COUNTY"	"CAVE SPRING"	17	103	24	1980	512	851	1375	803	520	1335	448	868	1327
"VA"	2008	161505	51161	505	"ROANOKE COUNTY"	"CLEARBROOK"	17	34	24	1532	394	610	1020	566	415	996	337	638	995
"VA"	2008	161501	51161	501	"ROANOKE COUNTY"	"COTTON HILL"	17	103	24	1543	405	695	1111	649	429	1092	350	724	1088
"VA"	2008	161306	51161	306	"ROANOKE COUNTY"	"GARST MILL"	17	103	24	1833	586	609	1208	768	398	1183	518	644	1182
"VA"	2008	161103	51161	103	"ROANOKE COUNTY"	"GLENVAR"	20	103	24	1756	445	809	1272	713	543	1274	1013		1047
"VA"	2008	161106	51161	106	"ROANOKE COUNTY"	"GREEN HILL"	17	103	24	3003	754	1235	2014	1166	807	1991	620	1315	1974
"VA"	2008	161206	51161	206	"ROANOKE COUNTY"	"HOLLINS"	17	34	24	1346	414	445	871	524	309	847	371	455	842
"VA"	2008	161507	51161	507	"ROANOKE COUNTY"	"HUNTING HILLS"	17	34	24	2910	696	1105	1815	1102	687	1800	563	1210	1788
"VA"	2008	161405	51161	405	"ROANOKE COUNTY"	"LINDENWOOD"	17	34	24	3473	853	1665	2551	1451	1066	2537	760	1736	2527
"VA"	2008	161102	51161	102	"ROANOKE COUNTY"	"MASON VALLEY"	20	103	23	752	180	376	572	288	272	569	442		458
"VA"	2008	161406	51161	406	"ROANOKE COUNTY"	"MOUNT PLEASANT"	17	34	24	2687	695	1244	1962	1083	841	1939	628	1264	1924
"VA"	2008	161506	51161	506	"ROANOKE COUNTY"	"MOUNT VERNON"	17	103	24	1662	453	633	1104	660	411	1083	406	665	1085
"VA"	2008	161203	51161	203	"ROANOKE COUNTY"	"MOUNTAIN VIEW"	17	34	24	2839	713	1331	2064	1131	909	2054	684	1346	2053
"VA"	2008	161403	51161	403	"ROANOKE COUNTY"	"NORTH VINTON"	17	28	24	2428	654	1011	1679	995	663	1668	617	1029	1661
"VA"	2008	161104	51161	104	"ROANOKE COUNTY"	"NORTHSIDE"	20	103	23	1546	483	586	1079	664	384	1059	810		848
"VA"	2008	161399	51161	304	"ROANOKE COUNTY"	"OAK GROVE"	17	103	24	2981	749	1298	2066	1155	880	2046	630	1378	2031
"VA"	2008	161504	51161	504	"ROANOKE COUNTY"	"OGDEN"	17	34	24	2097	621	630	1265	829	405	1255	538	684	1239
"VA"	2008	161205	51161	205	"ROANOKE COUNTY"	"ORCHARDS"	17	34	24	3383	844	1621	2479	1338	1107	2462	743	1699	2464
"VA"	2008	161502	51161	502	"ROANOKE COUNTY"	"PENN FOREST"	17	103	24	1840	515	733	1257	747	487	1245	428	794	1242
"VA"	2008	161105	51161	105	"ROANOKE COUNTY"	"PETERS CREEK"	20	103	23	2817	807	1165	1998	1228	726	1985	1575		1618
"VA"	2008	161201	51161	201	"ROANOKE COUNTY"	"PLANTATION"	17	34	24	2321	565	947	1531	859	628	1511	543	942	1507
"VA"	2008	161302	51161	302	"ROANOKE COUNTY"	"POAGES MILL"	17	103	24	2985	760	1389	2171	1189	951	2160	680	1455	2155
"VA"	2008	161404	51161	404	"ROANOKE COUNTY"	"SOUTH VINTON"	17	28	24	2679	715	992	1729	1047	652	1710	626	1039	1698
"VA"	2008	161108	51161	108	"ROANOKE COUNTY"	"WILDWOOD"	17	103	24	1496	416	659	1092	642	437	1087	345	709	1077
"VA"	2008	161303	51161	303	"ROANOKE COUNTY"	"WINDSOR HILLS"	17	103	24	1883	532	820	1368	806	534	1361	450	879	1353
"VA"	2008	163101	51163	101	"ROCKBRIDGE COUNTY"	"AIRPORT"	17	42	27	1224	376	442	822	531	275	819	317	471	805
"VA"	2008	163102	51163	102	"ROCKBRIDGE COUNTY"	"BEN SALEM"	17	42	27	811	237	329	575	361	199	564	189	356	554
"VA"	2008	163201	51163	201	"ROCKBRIDGE COUNTY"	"COLLIERSTOWN"	17	42	8	815	240	301	545	323	211	541	198	330	533
"VA"	2008	163104	51163	104	"ROCKBRIDGE COUNTY"	"EFFINGER"	17	42	27	543	137	234	379	226	148	375	116	250	370
"VA"	2008	163401	51163	401	"ROCKBRIDGE COUNTY"	"FAIRFIELD"	17	42	27	853	215	382	607	329	255	591	181	391	586
"VA"	2008	163303	51163	303	"ROCKBRIDGE COUNTY"	"FALLING SPRING"	17	42	27	423	130	163	295	181	108	291	96	184	285
"VA"	2008	163501	51163	501	"ROCKBRIDGE COUNTY"	"GOSHEN"	17	42	26	545	117	252	379	158	195	363	97	251	353
"VA"	2008	163202	51163	202	"ROCKBRIDGE COUNTY"	"HIGHLAND BELLE"	17	42	8	1626	469	606	1087	640	414	1071	380	668	1064
"VA"	2008	163301	51163	301	"ROCKBRIDGE COUNTY"	"MAURY RIVER"	17	42	27	885	300	294	601	425	161	588	237	318	559
"VA"	2008	163502	51163	502	"ROCKBRIDGE COUNTY"	"MEADOWVIEW"	17	42	26	769	229	296	529	317	184	514	187	311	506
"VA"	2008	163402	51163	402	"ROCKBRIDGE COUNTY"	"MOUNTAIN VIEW"	17	42	27	1208	307	507	821	468	321	794	252	517	779
"VA"	2008	163302	51163	302	"ROCKBRIDGE COUNTY"	"NATURAL BRIDGE"	17	42	27	951	289	321	618	403	197	603	214	370	595
"VA"	2008	163103	51163	103	"ROCKBRIDGE COUNTY"	"PLANK ROAD"	17	42	27	499	134	220	355	212	131	347	96	233	339
"VA"	2008	163504	51163	504	"ROCKBRIDGE COUNTY"	"ROCKBRIDGE"	17	42	26	922	252	423	679	366	299	671	189	458	662
"VA"	2008	163503	51163	503	"ROCKBRIDGE COUNTY"	"ROCKBRIDGE BATHS"	17	42	26	587	172	222	403	258	140	401	157	235	398
"VA"	2008	163403	51163	403	"ROCKBRIDGE COUNTY"	"VESUVIUS"	17	42	27	470	100	202	304	149	146	297	83	203	290
"VA"	2008	163203	51163	203	"ROCKBRIDGE COUNTY"	"VO-TECH"	17	42	26	527	165	156	324	192	110	305	130	167	303
"VA"	2008	165104	51165	104	"ROCKINGHAM COUNTY"	"BERGTON"	17	44	28	478	72	273	355	115	229	350	51	290	350
"VA"	2008	165401	51165	401	"ROCKINGHAM COUNTY"	"BRIDGEWATER"	17	38	28	3270	890	1429	2352	1293	1034	2338	747	1513	2326
"VA"	2008	165101	51165	101	"ROCKINGHAM COUNTY"	"BROADWAY"	17	44	28	1990	506	934	1457	724	719	1451	422	990	1446
"VA"	2008		51165	306	"ROCKINGHAM COUNTY"	"CROSS KEYS"	17	43	26	973	224	500	731	339	382	724	199	506	719
"VA"	2008	165404	51165	404	"ROCKINGHAM COUNTY"	"DAYTON"	17	44	28	910	219	465	691	344	331	681	188	481	685
"VA"	2008	165202	51165	202	"ROCKINGHAM COUNTY"	"EDOM"	17	44	28	1188	293	555	855	403	430	846	247	582	848
"VA"	2008	165501	51165	501	"ROCKINGHAM COUNTY"	"ELKTON"	17	8	26	1775	393	822	1236	587	615	1215	384	798	1204
"VA"	2008	165103	51165	103	"ROCKINGHAM COUNTY"	"FULKS RUN"	17	44	28	1329	205	662	879	306	556	869	166	687	865
