state	year	fips	county	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	precinct_code	vtd	g2000_BALL_tv	g2000_USP_rv	g2000_USP_dv	g2000_USP_tv	g2000_USS_rv	g2000_USS_dv	g2000_USS_tv	g2000_USH_rv	g2000_USH_dv	g2000_USH_tv	g2000_STS_rv	g2000_STS_dv	g2000_STS_tv	g2000_STH_rv	g2000_STH_dv	g2000_STH_tv
"MN"	2000	1450150	29	"TODD TWP. P-1"	"0"	7	"04B"	8	4	"TODD TOWNSHIP"	145	150	290150	693	423	246	694	372	283		250	415	675	288	395	683	360	323	683
"MN"	2000	1450152	29	"TODD TWP. P-2"	"0"	7	"04B"	8	4	"TODD TOWNSHIP"	145	152	290152	38	19	18	38	17	19		7	31	38	12	26	38	19	19	38
"MN"	2000	1500155	29	"WHITE OAK TWP."	"0"	7	"04A"	7	4	"WHITE OAK TOWNSHIP"	150	155	290155	191	91	77	192	83	99		55	124	187	76	113	189	98	81	187
"MN"	2000	50005	30	"ATHENS TWP"	"0"	8	"18A"	35	18	"ATHENS TOWNSHIP"	5	5	300005	1041	499	462	1040	525	412		324	585	999	380	489	982	419	410	997
"MN"	2000	100010	30	"BRADFORD TWP"	"0"	8	"18A"	35	18	"BRADFORD TOWNSHIP"	10	10	300010	1612	797	675	1630	853	610		512	897	1554	605	745	1533	694	555	1551
"MN"	2000	150015	30	"BRAHAM CITY"	"0"	8	"18A"	35	18	"BRAHAM CITY"	15	15	300015	527	264	218	532	271	212		154	319	511	207	254	510	228	204	512
"MN"	2000	190020	30	"CAMBRIDGE"	"0"	8	"18A"	35	18	"CAMBRIDGE CITY"	19	20	300020	2675	1326	1196	2684	1240	1198		854	1560	2602	1093	1296	2593	1176	948	2627
"MN"	2000	200025	30	"CAMBRIDGE TWP"	"0"	8	"18A"	35	18	"CAMBRIDGE TOWNSHIP"	20	25	300025	1212	570	556	1219	559	548		372	740	1188	461	627	1186	490	457	1201
"MN"	2000	300030	30	"DALBO TWP"	"0"	8	"18A"	35	18	"DALBO TOWNSHIP"	30	30	300030	313	176	119	315	164	115		115	170	309	138	132	300	154	124	304
"MN"	2000	340035	30	"ISANTI CITY"	"0"	8	"18A"	35	18	"ISANTI CITY"	34	35	300035	876	415	378	888	420	358		257	497	852	301	439	839	339	303	847
"MN"	2000	350040	30	"ISANTI TWP"	"0"	8	"18A"	35	18	"ISANTI TOWNSHIP"	35	40	300040	1145	617	442	1147	593	444		403	608	1101	509	514	1109	547	363	1121
"MN"	2000	450045	30	"MAPLE RIDGE TWP"	"0"	8	"18A"	35	18	"MAPLE RIDGE TOWNSHIP"	45	45	300045	397	196	162	406	197	160		130	218	383	143	189	376	161	168	385
"MN"	2000	500050	30	"NORTH BRANCH TWP"	"0"	8	"18A"	35	18	"NORTH BRANCH TOWNSHIP"	50	50	300050	871	411	379	881	401	382		272	486	845	310	442	851	358	363	843
"MN"	2000	550055	30	"OXFORD TWP"	"0"	8	"18A"	35	18	"OXFORD TOWNSHIP"	55	55	300055	396	204	151	402	210	150		138	221	377	146	187	374	171	160	371
"MN"	2000	600060	30	"SPENCER BROOK TWP"	"0"	8	"18A"	35	18	"SPENCER BROOK TOWNSHIP"	60	60	300060	740	426	259	743	436	231		286	356	705	348	274	693	377	246	702
"MN"	2000	650065	30	"SPRINGVALE TWP"	"0"	8	"18A"	35	18	"SPRINGVALE TOWNSHIP"	65	65	300065	726	386	285	731	371	292		250	398	709	304	344	710	330	240	712
"MN"	2000	700070	30	"STANCHFIELD TWP"	"0"	8	"18A"	35	18	"STANCHFIELD TOWNSHIP"	70	70	300070	599	330	216	604	341	201		195	331	586	249	263	575	290	207	578
"MN"	2000	750075	30	"STANFORD TWP"	"0"	8	"18A"	35	18	"STANFORD TOWNSHIP"	75	75	300075	1048	617	363	1054	656	305		454	481	1005	501	387	998	567	342	1011
"MN"	2000	800080	30	"WYANETT TWP"	"0"	8	"18A"	35	18	"WYANETT TOWNSHIP"	80	80	300080	886	434	386	896	429	365		282	492	849	351	386	845	368	372	848
"MN"	2000	50005	31	"ALVWOOD TWP."	"0"	8	"03A"	5	3	"ALVWOOD TOWNSHIP"	5	5	310005	25	10	12	25	13	9		7	11	23	0	5	23	0	17	17
"MN"	2000	100010	31	"ARBO TWP."	"0"	8	"03A"	5	3	"ARBO TOWNSHIP"	10	10	310010	465	229	200	463	212	230		139	291	448	0	181	440	0	345	345
"MN"	2000	150015	31	"ARDENHURST TWP."	"0"	8	"03A"	5	3	"ARDENHURST TOWNSHIP"	15	15	310015	96	65	21	99	59	28		32	52	91	0	22	91	0	71	71
"MN"	2000	560020	31	"BALL CLUB PREC"	"0"	8	"04B"	8	4	"BOWSTRING LAKE UNORG."	56	20	310020	147	45	90	145	46	87		32	106	143	37	103	140	39	101	140
"MN"	2000	200025	31	"BALSAM TWP."	"0"	8	"03A"	5	3	"BALSAM TOWNSHIP"	20	25	310025	315	171	113	314	153	135		99	185	300	0	121	292	0	244	244
"MN"	2000	250030	31	"COHASSET CITY"	"0"	8	"03A"	5	3	"COHASSET CITY"	25	30	310030	1344	708	539	1357	645	634		464	798	1316	0	466	1303	0	1060	1060
"MN"	2000	780035	31	"BASS LAKE PREC"	"0"	8	"03A"	5	3	"DEER LAKE UNORG."	78	35	310035	588	317	215	589	290	245		198	339	570	0	200	559	0	440	440
"MN"	2000	300040	31	"BEARVILLE TWP."	"0"	8	"03A"	5	3	"BEARVILLE TOWNSHIP"	30	40	310040	113	46	47	111	42	58		24	72	107	0	54	103	0	81	81
"MN"	2000	340045	31	"BIGFORK CITY"	"0"	8	"03A"	5	3	"BIGFORK CITY"	34	45	310045	188	70	91	191	64	108		38	128	177	0	81	172	0	143	143
"MN"	2000	350050	31	"BIGFORK TWP."	"0"	8	"03A"	5	3	"BIGFORK TOWNSHIP"	35	50	310050	133	72	48	135	67	54		44	72	128	0	49	128	0	104	104
"MN"	2000	450055	31	"BLACKBERRY TWP."	"0"	8	"03B"	6	3	"BLACKBERRY TOWNSHIP"	45	55	310055	395	217	140	393	212	157		150	211	386	0	128	372	184	196	380
"MN"	2000	500060	31	"BOVEY CITY"	"0"	8	"03B"	6	3	"BOVEY CITY"	50	60	310060	361	79	235	353	84	246		63	258	348	0	222	346	112	241	353
"MN"	2000	550065	31	"BOWSTRING TWP."	"0"	8	"03A"	5	3	"BOWSTRING TOWNSHIP"	55	65	310065	123	52	59	123	42	64		34	71	114	0	53	109	0	86	86
"MN"	2000	910070	31	"NORTH UNORGANIZED PREC"	"0"	8	"03A"	5	3	"NORTH UNORGANIZED"	91	70	310070	248	127	97	247	108	119		71	153	239	0	106	232	0	190	190
"MN"	2000	580074	31	"CALUMET CITY"	"0"	8	"03B"	6	3	"CALUMET CITY"	58	74	310074	173	48	107	169	39	119		31	122	167	0	119	168	48	119	167
"MN"	2000	600076	31	"CARPENTER TWP."	"0"	8	"03A"	5	3	"CARPENTER TOWNSHIP"	60	76	310076	124	61	46	119	66	45		30	78	117	0	52	113	0	91	91
"MN"	2000	700085	31	"COLERAINE CITY"	"0"	8	"03B"	6	3	"COLERAINE CITY"	70	85	310085	607	188	349	603	172	391		123	439	590	0	327	586	196	388	584
"MN"	2000	780090	31	"DEER LAKE PREC"	"0"	8	"03A"	5	3	"DEER LAKE UNORG."	78	90	310090	317	174	112	318	165	130		116	173	310	0	107	300	0	206	206
"MN"	2000	790095	31	"DEER RIVER CITY"	"0"	8	"03A"	5	3	"DEER RIVER CITY"	79	95	310095	393	183	177	397	172	187		101	250	379	0	155	379	0	319	319
"MN"	2000	800100	31	"DEER RIVER TWP."	"0"	8	"03A"	5	3	"DEER RIVER TOWNSHIP"	80	100	310100	355	209	121	356	181	154		113	220	349	0	133	347	0	293	293
"MN"	2000	900110	31	"EFFIE CITY"	"0"	8	"03A"	5	3	"EFFIE CITY"	90	110	310110	45	20	20	43	19	24		9	31	42	0	22	42	0	36	36
"MN"	2000	950120	31	"FEELEY TWP."	"0"	8	"03B"	6	3	"FEELEY TOWNSHIP"	95	120	310120	194	91	94	193	82	103		61	124	193	0	103	191	75	115	190
"MN"	2000	1000125	31	"GOOD HOPE TWP."	"0"	8	"03A"	5	3	"GOOD HOPE TOWNSHIP"	100	125	310125	50	22	20	53	20	25		14	32	49	0	13	50	0	41	41
"MN"	2000	1050130	31	"GOODLAND TWP."	"0"	8	"03B"	6	3	"GOODLAND TOWNSHIP"	105	130	310130	293	114	147	295	108	165		68	199	283	0	157	279	98	183	281
"MN"	2000	1570135	31	"GRAN PREC"	"0"	8	"03B"	6	3	"LITTLE SAND LAKE UNORG."	157	135	310135	176	62	88	177	57	106		34	128	173	0	93	172	66	106	172
"MN"	2000	1100140	31	"GRAND RAPIDS CITY P-1"	"0"	8	"03B"	6	3	"GRAND RAPIDS CITY"	110	140	310140	816	286	446	820	269	491		195	567	802	0	374	778	320	474	794
"MN"	2000	1100145	31	"GRAND RAPIDS CITY P-2"	"0"	8	"03B"	6	3	"GRAND RAPIDS CITY"	110	145	310145	400	156	203	404	145	216		114	257	389	0	166	378	151	231	382
"MN"	2000	1100151	31	"GRAND RAPIDS CITY P-3"	"0"	8	"03B"	6	3	"GRAND RAPIDS CITY"	110	151	310151	882	359	459	880	334	500		229	598	865	0	363	854	374	490	864
"MN"	2000	1110152	31	"GRAND RAPIDS TWP. P-8"	"0"	8	"03B"	6	3	"GRAND RAPIDS TWP."	111	152	310152	29	14	7	29	17	8		16	12	29	0	10	29	12	16	28
"MN"	2000	1100155	31	"GRAND RAPIDS CITY P-4"	"0"	8	"03B"	6	3	"GRAND RAPIDS CITY"	110	155	310155	1092	521	501	1086	466	557		318	702	1061	0	389	1042	450	606	1056
"MN"	2000	1100161	31	"GRAND RAPIDS CITY P-5"	"0"	8	"03B"	6	3	"GRAND RAPIDS CITY"	110	161	310161	661	243	353	659	242	372		164	446	641	0	280	630	238	398	636
"MN"	2000	1110162	31	"GRAND RAPIDS TWP. P-9"	"0"	8	"03B"	6	3	"GRAND RAPIDS TWP."	111	162	310162	324	152	151	328	141	155		91	206	315	0	113	306	138	177	315
"MN"	2000	1100165	31	"GRAND RAPIDS TWP. P-10"	"0"	8	"03B"	6	3	"GRAND RAPIDS TOWNSHIP"	110	165	310165	423	212	171	425	182	213		142	258	418	0	180	411	200	217	417
"MN"	2000	1100170	31	"GRAND RAPIDS TWP P-7"	"0"	8	"03B"	6	3	"GRAND RAPIDS TOWNSHIP"	110	170	310170	645	289	315	649	271	326		167	437	629	0	247	618	251	372	623
"MN"	2000	1150175	31	"GRATTAN TWP."	"0"	8	"03A"	5	3	"GRATTAN TOWNSHIP"	115	175	310175	28	23	3	30	23	5		14	14	28	0	3	28	0	23	23
"MN"	2000	1200184	31	"GREENWAY TWP. P-1"	"0"	8	"03B"	6	3	"GREENWAY TOWNSHIP"	120	184	310184	125	39	79	123	33	87		23	96	123	0	79	122	40	82	122
"MN"	2000	1200189	31	"GREENWAY TWP. P-2"	"0"	8	"03B"	6	3	"GREENWAY TOWNSHIP"	120	189	310189	10	5	5	10	5	4		3	7	10	0	5	10	4	6	10
"MN"	2000	1200195	31	"GREENWAY TWP P-3"	"0"	8	"03B"	6	3	"GREENWAY TOWNSHIP"	120	195	310195	424	127	251	421	127	271		82	304	407	0	249	405	167	243	410
"MN"	2000	1250200	31	"HARRIS TWP."	"0"	8	"03B"	6	3	"HARRIS TOWNSHIP"	125	200	310200	1765	872	767	1775	781	899		507	1137	1720	0	631	1690	787	929	1716
"MN"	2000	560205	31	"INGER PREC"	"0"	8	"04B"	8	4	"BOWSTRING LAKE UNORG."	56	205	310205	102	30	57	101	27	67		23	71	101	32	69	101	36	63	99
"MN"	2000	1300209	31	"IRON RANGE TWP."	"0"	8	"03B"	6	3	"IRON RANGE TOWNSHIP"	130	209	310209	152	43	94	152	40	106		30	114	150	0	95	150	52	97	149
"MN"	2000	1350215	31	"KEEWATIN CITY"	"0"	8	"03B"	6	3	"KEEWATIN CITY"	135	215	310215	610	141	406	605	119	451		65	491	589	0	400	582	119	463	582
"MN"	2000	1400220	31	"KINGHURST TWP."	"0"	8	"03A"	5	3	"KINGHURST TOWNSHIP"	140	220	310220	80	47	23	75	44	23		25	42	74	0	20	72	0	58	58
"MN"	2000	1450225	31	"LAKE JESSIE TWP."	"0"	8	"03A"	5	3	"LAKE JESSIE TOWNSHIP"	145	225	310225	144	59	65	140	54	80		45	90	140	0	61	136	0	113	113
"MN"	2000	1470227	31	"LAPRAIRIE CITY P-6"	"0"	8	"03B"	6	3	"LAPRAIRIE CITY"	147	227	310227	320	137	148	318	133	170		92	207	312	0	140	307	135	176	311
"MN"	2000	1500230	31	"LAWRENCE TWP."	"0"	8	"03A"	5	3	"LAWRENCE TOWNSHIP"	150	230	310230	252	81	139	255	76	159		51	178	247	0	138	243	0	219	219
"MN"	2000	1550235	31	"LIBERTY TWP."	"0"	8	"03A"	5	3	"LIBERTY TOWNSHIP"	155	235	310235	41	29	10	41	23	12		23	14	41	0	15	40	0	29	29
"MN"	2000	1600240	31	"LONE PINE TWP."	"0"	8	"03B"	6	3	"LONE PINE TOWNSHIP"	160	240	310240	298	104	171	292	94	188		57	220	288	0	169	288	119	169	288
"MN"	2000	1920244	31	"GRAVE LAKE PREC"	"0"	8	"03A"	5	3	"N.E. ITASCA UNORGANIZED"	192	244	310244	72	32	31	69	25	39		14	51	68	0	27	65	0	59	59
"MN"	2000	1920245	31	"LONG LAKE PREC"	"0"	8	"03A"	5	3	"NORTHEAST ITASCA UNORG."	192	245	310245	161	74	62	164	64	83		37	101	153	0	75	151	0	127	127
"MN"	2000	1640247	31	"MARBLE CITY"	"0"	8	"03B"	6	3	"MARBLE CITY"	164	247	310247	329	66	236	324	72	233		46	262	321	0	215	322	98	225	323
"MN"	2000	1650249	31	"MARCELL TWP."	"0"	8	"03A"	5	3	"MARCELL TOWNSHIP"	165	249	310249	257	134	110	259	118	123		76	158	250	0	101	242	0	193	193
"MN"	2000	1700255	31	"MAX TWP."	"0"	8	"03A"	5	3	"MAX TOWNSHIP"	170	255	310255	49	24	20	49	21	25		8	35	48	0	13	48	0	40	40
"MN"	2000	1920260	31	"MCLEOD PREC"	"0"	8	"03A"	5	3	"NORTHEAST ITASCA UNORG."	192	260	310260	277	101	142	285	93	162		48	198	269	0	148	263	0	224	224
"MN"	2000	1750265	31	"MOOSE PARK TWP."	"0"	8	"03A"	5	3	"MOOSE PARK TOWNSHIP"	175	265	310265	33	26	6	33	24	6		16	15	32	0	3	31	0	24	24
"MN"	2000	1800270	31	"MORSE TWP."	"0"	8	"03A"	5	3	"MORSE TOWNSHIP"	180	270	310270	252	156	80	262	140	97		89	142	245	0	88	245	0	211	211
"MN"	2000	1850275	31	"NASHWAUK CITY P-1"	"0"	8	"03B"	6	3	"NASHWAUK CITY"	185	275	310275	326	86	226	326	60	251		51	256	320	0	216	316	94	221	315
"MN"	2000	1850280	31	"NASHWAUK CITY P-2"	"0"	8	"03B"	6	3	"NASHWAUK CITY"	185	280	310280	356	91	235	358	59	272		41	279	343	0	246	337	80	259	339
"MN"	2000	1850285	31	"NASHWAUK TWP P-3"	"0"	8	"03B"	6	3	"NASHWAUK TOWNSHIP"	185	285	310285	293	97	172	297	83	197		54	220	288	0	187	286	103	188	291
"MN"	2000	1900290	31	"NORE TWP."	"0"	8	"03A"	5	3	"NORE TOWNSHIP"	190	290	310290	21	10	7	22	11	7		10	9	21	0	6	21	0	15	15
"MN"	2000	1950295	31	"OTENEAGEN TWP."	"0"	8	"03A"	5	3	"OTENEAGEN TOWNSHIP"	195	295	310295	132	75	48	131	70	53		40	83	130	0	59	130	0	106	106
"MN"	2000	2000300	31	"POMROY TWP."	"0"	8	"03A"	5	3	"POMROY TOWNSHIP"	200	300	310300	16	9	3	17	10	3		7	7	15	0	4	14	0	10	10
"MN"	2000	2050305	31	"SAGO TWP."	"0"	8	"03B"	6	3	"SAGO TOWNSHIP"	205	305	310305	80	26	47	80	28	48		14	60	80	0	39	80	23	56	79
"MN"	2000	2100310	31	"SAND LAKE TWP."	"0"	8	"03A"	5	3	"SAND LAKE TOWNSHIP"	210	310	310310	108	66	31	112	63	33		41	59	107	0	28	103	0	79	79
"MN"	2000	2150320	31	"SPANG TWP."	"0"	8	"03A"	5	3	"SPANG TOWNSHIP"	215	320	310320	138	82	50	137	69	59		39	81	133	0	42	129	0	98	98
"MN"	2000	2170327	31	"SPLITHAND TWP."	"0"	8	"03B"	6	3	"SPLITHAND TOWNSHIP"	217	327	310327	122	59	50	121	50	58		47	61	115	0	51	112	55	59	114
"MN"	2000	2200330	31	"SQUAW LAKE CITY"	"0"	8	"03A"	5	3	"SQUAW LAKE CITY"	220	330	310330	31	5	18	32	6	21		4	22	31	0	14	31	0	28	28
"MN"	2000	2250335	31	"STOKES TWP."	"0"	8	"03A"	5	3	"STOKES TOWNSHIP"	225	335	310335	130	60	52	127	51	58		43	73	124	0	39	118	0	87	87
"MN"	2000	2270339	31	"TACONITE CITY"	"0"	8	"03B"	6	3	"TACONITE CITY"	227	339	310339	168	41	114	168	33	126		15	139	164	0	112	164	47	117	164
"MN"	2000	780340	31	"SUGAR LAKE PREC"	"0"	8	"03A"	5	3	"DEER LAKE UNORG."	78	340	310340	474	237	200	464	219	216		150	284	461	0	186	446	0	322	322
"MN"	2000	2300345	31	"THIRD RIVER TWP."	"0"	8	"03A"	5	3	"THIRD RIVER TOWNSHIP"	230	345	310345	36	19	14	37	15	16		10	20	34	0	8	33	0	24	24
"MN"	2000	2350350	31	"TROUT LAKE TWP."	"0"	8	"03B"	6	3	"TROUT LAKE TOWNSHIP"	235	350	310350	488	205	249	490	194	264		119	332	477	0	221	469	199	281	480
"MN"	2000	2400355	31	"WABANA TWP."	"0"	8	"03A"	5	3	"WABANA TOWNSHIP"	240	355	310355	289	137	137	289	119	153		84	186	279	0	105	278	0	229	229
"MN"	2000	2450360	31	"WARBA CITY"	"0"	8	"03B"	6	3	"WARBA CITY"	245	360	310360	84	24	49	87	20	58		16	60	83	0	47	83	23	60	83
"MN"	2000	2500365	31	"WAWINA TWP."	"0"	8	"03B"	6	3	"WAWINA TOWNSHIP"	250	365	310365	39	19	16	41	15	23		9	26	39	0	25	38	15	23	38
"MN"	2000	780370	31	"WELLERS-MCCORMICK PREC"	"0"	8	"03A"	5	3	"DEER LAKE UNORG."	78	370	310370	208	129	66	208	120	75		83	113	205	0	57	201	0	168	168
"MN"	2000	2520372	31	"WILDWOOD TWP"	"0"	8	"03B"	6	3	"WILDWOOD TOWNSHIP"	252	372	310372	74	25	40	76	27	42		15	48	74	0	38	73	28	45	73
"MN"	2000	560375	31	"WINNIBIGOSHISH PREC"	"0"	8	"04B"	8	4	"BOWSTRING LAKE UNORG."	56	375	310375	81	38	31	79	33	34		19	50	78	24	51	75	32	42	74
"MN"	2000	2550380	31	"WIRT TWP."	"0"	8	"03A"	5	3	"WIRT TOWNSHIP"	255	380	310380	39	21	16	39	17	20		10	26	38	0	21	38	0	32	32
"MN"	2000	2600385	31	"ZEMPLE CITY"	"0"	8	"03A"	5	3	"ZEMPLE CITY"	260	385	310385	38	22	13	38	17	17		13	22	38	0	14	37	0	30	30
"MN"	2000	50005	32	"ALBA TWP."	"0"	2	"22A"	43	22	"ALBA TOWNSHIP"	5	5	320005	109	55	46	107	46	56		43	60	105	31	75	106	42	65	107
"MN"	2000	100010	32	"ALPHA"	"0"	2	"22B"	44	22	"ALPHA CITY"	10	10	320010	73	42	22	78	39	28		37	26	71	30	41	71	48	22	70
"MN"	2000	150015	32	"BELMONT TWP."	"0"	2	"22B"	44	22	"BELMONT TOWNSHIP"	15	15	320015	128	67	47	126	63	55		60	63	125	46	78	124	100	28	128
"MN"	2000	200020	32	"CHRISTIANIA TWP."	"0"	2	"22B"	44	22	"CHRISTIANIA TOWNSHIP"	20	20	320020	163	74	85	161	69	89		62	99	162	36	126	162	99	63	162
"MN"	2000	250025	32	"DELAFIELD TWP."	"0"	2	"22B"	44	22	"DELAFIELD TOWNSHIP"	25	25	320025	162	78	78	160	80	75		63	94	161	49	111	160	109	50	159
"MN"	2000	300030	32	"DES MOINES TWP."	"0"	2	"22B"	44	22	"DES MOINES TOWNSHIP"	30	30	320030	140	72	59	143	66	62		59	75	142	52	84	136	107	30	137
"MN"	2000	350035	32	"ENTERPRISE TWP."	"0"	2	"22B"	44	22	"ENTERPRISE TOWNSHIP"	35	35	320035	114	67	38	115	53	51		44	64	112	32	78	110	84	29	113
"MN"	2000	400040	32	"EWINGTON TWP."	"0"	2	"22A"	43	22	"EWINGTON TOWNSHIP"	40	40	320040	136	69	64	136	65	65		66	65	135	44	91	135	73	61	134
"MN"	2000	440045	32	"HERON LAKE"	"0"	2	"22B"	44	22	"HERON LAKE CITY"	44	45	320045	321	136	156	320	129	169		128	165	312	92	218	310	205	101	306
"MN"	2000	450050	32	"HERON LAKE TWP."	"0"	2	"22B"	44	22	"HERON LAKE TOWNSHIP"	45	50	320050	202	110	86	201	90	101		104	89	199	76	122	198	130	66	196
"MN"	2000	550055	32	"HUNTER TWP."	"0"	2	"22B"	44	22	"HUNTER TOWNSHIP"	55	55	320055	133	68	54	137	71	58		56	73	133	42	89	131	91	41	132
"MN"	2000	600060	32	"JACKSON W-1 P-1"	"1"	2	"22B"	44	22	"JACKSON CITY"	60	60	320060	267	125	118	262	112	130		114	129	263	82	178	260	193	68	261
"MN"	2000	600065	32	"JACKSON W-1 P-2"	"1"	2	"22B"	44	22	"JACKSON CITY"	60	65	320065	506	267	213	507	240	228		232	252	498	178	319	497	379	118	497
"MN"	2000	600070	32	"JACKSON W-2 P-1"	"2"	2	"22B"	44	22	"JACKSON CITY"	60	70	320070	444	214	202	446	193	220		190	233	436	138	296	434	329	112	441
"MN"	2000	600075	32	"JACKSON W-2 P-2"	"2"	2	"22B"	44	22	"JACKSON CITY"	60	75	320075	356	175	148	361	157	185		173	173	354	133	218	351	256	95	351
"MN"	2000	650080	32	"KIMBALL TWP."	"0"	2	"22B"	44	22	"KIMBALL TOWNSHIP"	65	80	320080	86	44	38	89	32	48		35	49	85	26	60	86	53	33	86
"MN"	2000	700085	32	"LA CROSSE TWP."	"0"	2	"22A"	43	22	"LA CROSSE TOWNSHIP"	70	85	320085	105	51	45	104	48	51		40	60	102	26	70	96	32	68	100
"MN"	2000	750090	32	"LAKEFIELD P-1"	"0"	2	"22B"	44	22	"LAKEFIELD CITY"	75	90	320090	415	189	192	415	185	197		161	226	410	148	252	400	260	133	393
"MN"	2000	750095	32	"LAKEFIELD P-2"	"0"	2	"22B"	44	22	"LAKEFIELD CITY"	75	95	320095	442	206	211	440	193	215		192	225	431	140	284	424	287	133	420
"MN"	2000	800100	32	"MIDDLETOWN TWP."	"0"	2	"22B"	44	22	"MIDDLETOWN TOWNSHIP"	80	100	320100	126	62	51	131	64	55		42	80	126	24	101	125	93	30	123
"MN"	2000	850105	32	"MINNEOTA TWP."	"0"	2	"22B"	44	22	"MINNEOTA TOWNSHIP"	85	105	320105	156	88	58	155	82	61		80	64	151	58	89	147	109	40	149
"MN"	2000	900110	32	"OKABENA"	"0"	2	"22B"	44	22	"OKABENA CITY"	90	110	320110	96	43	43	94	32	53		41	50	94	30	65	95	69	26	95
"MN"	2000	950115	32	"PETERSBURG TWP."	"0"	2	"22B"	44	22	"PETERSBURG TOWNSHIP"	95	115	320115	153	107	36	152	83	61		95	49	154	65	84	149	130	20	150
"MN"	2000	1000120	32	"ROST TWP."	"0"	2	"22B"	44	22	"ROST TOWNSHIP"	100	120	320120	116	62	39	123	65	45		63	45	116	48	68	116	84	30	114
"MN"	2000	1050125	32	"ROUND LAKE TWP."	"0"	2	"22B"	44	22	"ROUND LAKE TOWNSHIP"	105	125	320125	82	39	39	83	38	37		29	49	83	25	56	81	55	25	80
"MN"	2000	1100130	32	"SIOUX VALLEY TWP."	"0"	2	"22B"	44	22	"SIOUX VALLEY TOWNSHIP"	110	130	320130	119	67	43	120	62	48		59	56	118	35	81	116	82	34	116
"MN"	2000	1150135	32	"WEIMER TWP."	"0"	2	"22B"	44	22	"WEIMER TOWNSHIP"	115	135	320135	97	55	37	101	52	41		46	47	97	39	58	97	79	17	96
"MN"	2000	1200140	32	"WEST HERON LAKE TWP."	"0"	2	"22B"	44	22	"WEST HERON LAKE TOWNSHIP"	120	140	320140	94	50	42	93	43	49		37	54	92	27	65	92	68	25	93
"MN"	2000	1250145	32	"WILDER"	"0"	2	"22B"	44	22	"WILDER CITY"	125	145	320145	36	11	22	38	11	21		10	26	36	3	32	35	19	16	35
"MN"	2000	1300150	32	"WISCONSIN TWP."	"0"	2	"22B"	44	22	"WISCONSIN TOWNSHIP"	130	150	320150	136	80	52	137	69	60		73	60	137	47	89	136	102	32	134
"MN"	2000	50005	33	"ANN LAKE TWP."	"0"	8	"17A"	33	17	"ANN LAKE TOWNSHIP"	5	5	330005	194	90	98	192	82	96		41	123	183	80	89	182	86	75	178
"MN"	2000	100010	33	"ARTHUR TWP."	"0"	8	"17A"	33	17	"ARTHUR TOWNSHIP"	10	10	330010	916	482	367	932	472	377		285	571	901	517	353	902	543	301	893
"MN"	2000	130015	33	"BRAHAM"	"0"	8	"18A"	35	18	"BRAHAM CITY"	13	15	330015	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
"MN"	2000	150020	33	"BRUNSWICK TWP."	"0"	8	"18A"	35	18	"BRUNSWICK TOWNSHIP"	15	20	330020	564	283	230	572	272	235		146	359	546	206	275	547	229	261	553
"MN"	2000	200025	33	"COMFORT TWP."	"0"	8	"17A"	33	17	"COMFORT TOWNSHIP"	20	25	330025	466	227	200	481	224	199		134	297	458	241	197	459	269	160	461
"MN"	2000	250030	33	"FORD TWP."	"0"	8	"17A"	33	17	"FORD TOWNSHIP"	25	30	330030	84	57	18	89	59	16		34	37	80	58	18	79	61	13	80
"MN"	2000	300035	33	"GRASS LAKE TWP."	"0"	8	"18A"	35	18	"GRASS LAKE TOWNSHIP"	30	35	330035	443	230	180	449	223	189		119	278	436	158	243	439	184	203	439
"MN"	2000	350040	33	"GRASSTON"	"0"	8	"18A"	35	18	"GRASSTON CITY"	35	40	330040	45	22	19	42	20	20		14	27	41	18	20	41	26	14	42
"MN"	2000	400045	33	"HAY BROOK TWP."	"0"	8	"17A"	33	17	"HAY BROOK TOWNSHIP"	40	45	330045	115	62	40	117	65	44		39	65	114	63	42	111	63	46	113
"MN"	2000	450050	33	"HILLMAN TWP."	"0"	8	"17A"	33	17	"HILLMAN TOWNSHIP"	45	50	330050	180	116	56	178	104	58		58	100	174	105	62	174	113	51	174
"MN"	2000	500055	33	"KANABEC TWP."	"0"	8	"17A"	33	17	"KANABEC TOWNSHIP"	50	55	330055	316	195	97	329	178	108		100	173	306	171	110	305	189	98	302
"MN"	2000	550060	33	"KNIFE LAKE TWP."	"0"	8	"17A"	33	17	"KNIFE LAKE TOWNSHIP"	55	60	330060	535	253	252	543	230	266		161	330	524	284	216	518	297	197	517
"MN"	2000	600065	33	"KROSCHEL TWP."	"0"	8	"17A"	33	17	"KROSCHEL TOWNSHIP"	60	65	330065	106	54	45	107	54	46		31	68	104	48	48	101	53	38	96
"MN"	2000	650070	33	"MORA P-1"	"0"	8	"17A"	33	17	"MORA CITY"	65	70	330070	1066	478	517	1080	444	525		313	650	1040	558	436	1041	583	370	1023
"MN"	2000	650075	33	"MORA P-2"	"0"	8	"17A"	33	17	"MORA CITY"	65	75	330075	355	176	149	363	141	172		97	231	342	186	142	343	186	132	337
"MN"	2000	700080	33	"OGILVIE"	"0"	8	"17A"	33	17	"OGILVIE CITY"	70	80	330080	156	69	73	159	47	95		36	105	153	55	87	150	74	61	152
