state	year	county	precinct	cd	cd2	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"AL"	2004	"CALHOUN"	"PIEDMONT NATIONAL GUARD ARMORY"	3		190	454	656	151	491	642	160	484	644			
"AL"	2004	"CALHOUN"	"PIEDMONT RECREATION BUILDING"	3		107	317	425	91	316	408	86	333	419			
"AL"	2004	"CALHOUN"	"PROVISIONAL"	3		7	8	15	3	11	14	3	12	15			
"AL"	2004	"CALHOUN"	"READS MILL - READS STORE"	3		121	464	588	98	482	580	97	486	583			
"AL"	2004	"CALHOUN"	"S_M_ MCCURRY RESIDENCE"	3		99	376	477	81	385	466	78	392	470			
"AL"	2004	"CALHOUN"	"SAKS - HIGH SCHOOL .1"	3		390	1088	1488	296	1173	1470	280	1200	1481			
"AL"	2004	"CALHOUN"	"SAKS - HIGH SCHOOL .2"	3		398	1113	1518	276	1214	1492	291	1211	1502			
"AL"	2004	"CALHOUN"	"THE DONOHO SCHOOL"	3		215	611	833	114	708	823	144	681	828			
"AL"	2004	"CALHOUN"	"WEBSTERS CHAPEL METHODIST"	3		173	533	711	136	558	695	145	558	704			
"AL"	2004	"CALHOUN"	"WELLBORN HIGH SCHOOL"	3		343	972	1324	284	1023	1308	277	1036	1313			
"AL"	2004	"CALHOUN"	"WELLINGTON - MT_VIEW BAPTIST"	3		139	456	604	113	481	594	109	490	599			
"AL"	2004	"CALHOUN"	"WHITE PLAINS HIGH SCHOOL"	3		126	597	730	99	614	713	112	609	721			
"AL"	2004	"CALHOUN"	"WIGGINS COMMUNITY CENTER"	3		567	37	605	508	86	595	494	104	598			
"AL"	2004	"CHAMBERS"	"Absentee"	3		130	260	394	107	279	386	162	230	392			
"AL"	2004	"CHAMBERS"	"Buffalo"	3		110	164	275	102	164	266	138	135	273			
"AL"	2004	"CHAMBERS"	"Culebra"	3		164	41	205	147	46	193	161	36	197			
"AL"	2004	"CHAMBERS"	"Cusseta"	3		82	209	294	82	214	296	125	174	299			
"AL"	2004	"CHAMBERS"	"Fairfax"	3		641	1276	1926	577	1316	1893	816	1102	1918			
"AL"	2004	"CHAMBERS"	"Five Points"	3		141	71	213	132	72	204	148	67	215			
"AL"	2004	"CHAMBERS"	"Fredonia"	3		88	175	267	77	183	260	104	161	265			
"AL"	2004	"CHAMBERS"	"Huguley"	3		262	575	841	239	583	822	373	465	838			
"AL"	2004	"CHAMBERS"	"Lafayette"	3		726	486	1217	642	516	1158	823	385	1208			
"AL"	2004	"CHAMBERS"	"Lakeview"	3		52	208	262	44	206	250	73	183	256			
"AL"	2004	"CHAMBERS"	"Lanett"	3		1422	1237	2662	1296	1278	2574	1575	1049	2624			
"AL"	2004	"CHAMBERS"	"Langdale"	3		375	523	902	331	553	884	436	460	896			
"AL"	2004	"CHAMBERS"	"Mill Town"	3		73	92	165	62	94	156	82	80	162			
"AL"	2004	"CHAMBERS"	"Mount Olive"	3		55	66	126	48	73	121	60	63	123			
"AL"	2004	"CHAMBERS"	"Penton"	3		29	114	144	29	106	135	46	98	144			
"AL"	2004	"CHAMBERS"	"Provisional"	3		1	4	5	1	4	5	1	4	5			
"AL"	2004	"CHAMBERS"	"Rescue Squad"	3		153	336	491	129	351	480	210	281	491			
"AL"	2004	"CHAMBERS"	"Ridge Grove"	3		113	164	279	105	167	272	136	143	279			
"AL"	2004	"CHAMBERS"	"Riverview"	3		231	312	545	214	318	532	272	267	539			
"AL"	2004	"CHAMBERS"	"Shawmut"	3		159	797	957	133	800	933	295	654	949			
"AL"	2004	"CHAMBERS"	"Sparkling Springs"	3		1	30	31	1	28	29	5	25	30			
"AL"	2004	"CHAMBERS"	"Standing Rock"	3		46	139	186	42	144	186	46	139	185			
"AL"	2004	"CHAMBERS"	"Stroud"	3		98	65	163	90	70	160	96	65	161			
"AL"	2004	"CHAMBERS"	"Sturkie"	3		129	152	283	115	159	274	136	142	278			
"AL"	2004	"CHAMBERS"	"Union Hill"	3		26	123	152	23	122	145	53	103	156			
"AL"	2004	"CHAMBERS"	"Waverly"	3		40	103	147	36	112	148	45	103	148			
"AL"	2004	"CHEROKEE"	"ABSENTEE VOTERS"	3		90	231	323	73	234	307	69	241	311			
"AL"	2004	"CHEROKEE"	"ADRIANS STORE"	3		57	90	147	46	98	144	47	98	145			
"AL"	2004	"CHEROKEE"	"AMERICAN LEGION BUILDING .1"	3		264	539	810	221	561	784	216	569	785			
"AL"	2004	"CHEROKEE"	"AMERICAN LEGION BUILDING .2"	3		462	890	1360	392	933	1325	402	938	1340			
"AL"	2004	"CHEROKEE"	"BARRETTS CHAPEL FELLOWSHIP"	3		18	87	105	19	82	101	19	83	102			
"AL"	2004	"CHEROKEE"	"BLANCHE CLUBHOUSE"	3		37	112	151	23	124	147	21	128	149			
"AL"	2004	"CHEROKEE"	"BROOMTOWN FIRE DEPARTMENT"	3		46	118	168	37	127	164	35	128	163			
"AL"	2004	"CHEROKEE"	"CEDAR BLUFF COMMUNITY CENTER"	3		353	627	986	303	642	947	300	650	953			
"AL"	2004	"CHEROKEE"	"CURTIS VAUGHN STORE"	3		97	85	184	90	83	173	90	84	175			
"AL"	2004	"CHEROKEE"	"DANIELS CHAPEL FELLOWSHIP HALL"	3		36	85	121	29	89	118	29	87	116			
"AL"	2004	"CHEROKEE"	"EBENEZER CHURCH FELLOWSHIP"	3		168	121	291	134	143	278	142	137	279			
"AL"	2004	"CHEROKEE"	"FRIENDSHIP BAPTIST FELLOWSHIP"	3		45	99	144	38	102	140	40	102	142			
"AL"	2004	"CHEROKEE"	"GAYLESVILLE CITY HALL"	3		66	167	236	53	178	231	58	171	230			
"AL"	2004	"CHEROKEE"	"GOSHEN METHODIST CHURCH"	3		66	120	187	62	118	180	59	121	180			
"AL"	2004	"CHEROKEE"	"LEESBURG TOWN HALL"	3		248	441	700	211	470	681	197	485	682			
"AL"	2004	"CHEROKEE"	"LINDSEYS STORE"	3		70	82	153	62	86	148	66	82	148			
"AL"	2004	"CHEROKEE"	"MCCORDS CROSSROADS FIRE HALL"	3		85	198	285	75	195	271	71	200	271			
"AL"	2004	"CHEROKEE"	"MILL CREEK BAPTIST CHURCH"	3		14	52	67	11	55	66	11	55	66			
"AL"	2004	"CHEROKEE"	"MT CALVARY BAPT_ CHURCH  PAPER"	3		37	23	60	33	28	61	34	26	60			
"AL"	2004	"CHEROKEE"	"MT_ SPRINGS FELLOWSHIP HALL"	3		23	61	84	21	60	81	17	66	83			
"AL"	2004	"CHEROKEE"	"MT_ WEISNER FIRE HALL"	3		26	137	163	20	137	157	21	137	158			
"AL"	2004	"CHEROKEE"	"NEW HOPE METHODIST CHURCH"	3		109	149	261	105	147	252	105	142	247			
"AL"	2004	"CHEROKEE"	"PLEASANT VALLEY BAPTIST .2"	3		36	98	137	36	98	134	34	98	132			
"AL"	2004	"CHEROKEE"	"PROVISIONAL"	3		4	4	8	3	5	8	2	6	8			
"AL"	2004	"CHEROKEE"	"ROCK RUN CHURCH"	3		39	69	109	36	73	109	33	72	105			
"AL"	2004	"CHEROKEE"	"SAND ROCK TOWN HALL"	3		151	370	525	119	400	519	122	397	519			
"AL"	2004	"CHEROKEE"	"SCHOONHOVEN STORE PAPER"	3		16	36	52	16	35	51	13	37	50			
"AL"	2004	"CHEROKEE"	"SLACKLAND CLUBHOUSE"	3		44	52	96	39	56	95	40	55	95			
"AL"	2004	"CHEROKEE"	"SPRING CREEK FIRE HALL"	3		125	255	386	111	256	367	112	260	372			
"AL"	2004	"CHEROKEE"	"SPRING GARDEN FIRE STATION"	3		90	251	352	78	263	343	80	267	347			
"AL"	2004	"CHEROKEE"	"TUCKERS CHAPEL FIRE DEPARTMENT"	3		44	87	131	31	96	128	37	88	125			
"AL"	2004	"CHEROKEE"	"UNION CONGREGATIONAL METHODIST"	3		43	97	142	36	96	132	39	97	136			
"AL"	2004	"CHEROKEE"	"WATSONS CHAPEL"	3		31	90	125	25	96	121	27	92	119			
"AL"	2004	"CHILTON"	"ABSENTEE VOTERS"	6		257	447	704	222	468	691	0	401	407			
"AL"	2004	"CHILTON"	"CANE CREEK-GAP OF MT_ FIRE"	6		104	507	612	86	496	584	0	471	477			
"AL"	2004	"CHILTON"	"CLANTON FACILITY BLDG_"	6		266	1377	1650	201	1410	1614	0	1395	1401			
"AL"	2004	"CHILTON"	"COLLINS CHAPEL-FIRE STATION"	6		53	286	342	45	287	332	0	273	276			
"AL"	2004	"CHILTON"	"COURTHOUSE-CLANTON"	6		192	760	962	158	772	933	0	758	765			
"AL"	2004	"CHILTON"	"ENTERPRISE-FIRE STATION"	6		166	700	874	136	720	859	0	714	718			
"AL"	2004	"CHILTON"	"FAIRVIEW-FIRE STATION"	6		93	496	589	77	503	582	0	480	487			
"AL"	2004	"CHILTON"	"ISABELLA-FIRE STATION"	6		121	407	528	110	405	517	0	401	406			
"AL"	2004	"CHILTON"	"JEMISON FIRE DEPARTMENT"	6		456	1145	1607	377	1189	1567	0	1151	1158			
"AL"	2004	"CHILTON"	"LIBRARY-CLANTON"	6		139	950	1095	111	967	1080	0	903	908			
"AL"	2004	"CHILTON"	"MAPLESVILLE-NEW FIRE STATION"	6		258	368	629	218	391	609	0	387	393			
"AL"	2004	"CHILTON"	"MARS HILL-W CHILTON FIRE"	6		141	526	669	113	527	640	0	543	547			
"AL"	2004	"CHILTON"	"PROVIDENCE-E CHILTON FIRE"	6		89	492	582	68	504	573	0	481	484			
"AL"	2004	"CHILTON"	"PROVIDENCE-N CHILTON FIRE"	6		170	909	1091	147	932	1079	0	953	969			
"AL"	2004	"CHILTON"	"PROVISIONAL"	6		4	6	10	2	5	7	0	4	4			
"AL"	2004	"CHILTON"	"SOUTH CHILTON FIRE STATION"	6		104	508	612	71	519	592	0	506	510			
"AL"	2004	"CHILTON"	"THORSBY TOWN HALL"	6		206	857	1069	143	907	1050	0	878	886			
"AL"	2004	"CHILTON"	"UNION GROVE-FIRE STATION"	6		200	784	989	157	812	969	0	794	799			
"AL"	2004	"CHILTON"	"VERBENA-FIRE STATION"	6		218	686	911	177	713	891	0	687	694			
"AL"	2004	"CHILTON"	"VETERANS CLUB-CLANTON"	6		541	618	1168	484	641	1128	0	662	668			
"AL"	2004	"CHOCTAW"	"Absentee"	7		124	154	280	106	159	265	167	91	258			
"AL"	2004	"CHOCTAW"	"Ararat"	7		54	98	152	36	109	145	61	79	140			
"AL"	2004	"CHOCTAW"	"Barrytown"	7		5	180	185	6	174	180	29	140	169			
"AL"	2004	"CHOCTAW"	"Bladon Springs"	7		80	16	98	77	22	99	87	11	98			
"AL"	2004	"CHOCTAW"	"Bogueloosa"	7		40	320	360	28	313	341	129	185	314			
"AL"	2004	"CHOCTAW"	"Branch"	7		247	57	306	234	69	303	265	39	304			
"AL"	2004	"CHOCTAW"	"Butler"	7		381	968	1356	343	1003	1346	689	609	1298			
"AL"	2004	"CHOCTAW"	"Chappell Hill"	7		16	179	195	11	183	194	73	105	178			
"AL"	2004	"CHOCTAW"	"Cromwell"	7		80	30	110	75	37	112	96	14	110			
"AL"	2004	"CHOCTAW"	"Crossroads"	7		96	34	130	90	41	131	103	26	129			
"AL"	2004	"CHOCTAW"	"Cullomburg"	7		57	77	135	53	82	135	72	55	127			
"AL"	2004	"CHOCTAW"	"Gilbertown"	7		87	308	396	90	302	392	202	159	361			
"AL"	2004	"CHOCTAW"	"Halsell"	7		52	15	67	50	17	67	60	6	66			
"AL"	2004	"CHOCTAW"	"Hurricane"	7		17	18	35	9	22	31	19	9	28			
"AL"	2004	"CHOCTAW"	"Intersection"	7		75	3	78	72	5	77	75	2	77			
"AL"	2004	"CHOCTAW"	"Isney"	7		11	41	52	10	42	52	20	26	46			
"AL"	2004	"CHOCTAW"	"Lavaca"	7		136	75	211	124	82	206	151	55	206			
"AL"	2004	"CHOCTAW"	"Lisman"	7		300	28	331	289	39	328	309	17	326			
"AL"	2004	"CHOCTAW"	"Lusk"	7		17	161	178	16	158	174	72	99	171			
"AL"	2004	"CHOCTAW"	"Melvin"	7		72	57	129	67	61	128	83	34	117			
"AL"	2004	"CHOCTAW"	"Mt. Sterling"	7		123	55	178	107	58	165	140	23	163			
"AL"	2004	"CHOCTAW"	"Pelham"	7		108	30	138	104	32	136	126	10	136			
"AL"	2004	"CHOCTAW"	"Pennington"	7		255	132	389	229	153	382	293	85	378			
"AL"	2004	"CHOCTAW"	"Pleasant Valley"	7		11	154	165	5	155	160	47	98	145			
"AL"	2004	"CHOCTAW"	"Pushmataha"	7		129	18	147	123	19	142	136	9	145			
"AL"	2004	"CHOCTAW"	"Riderwood"	7		95	19	114	95	18	113	106	9	115			
"AL"	2004	"CHOCTAW"	"Rock Springs"	7		7	59	66	7	60	67	21	40	61			
"AL"	2004	"CHOCTAW"	"Silas"	7		114	216	334	103	220	323	163	136	299			
"AL"	2004	"CHOCTAW"	"Souwilpa"	7		11	45	56	7	39	46	20	23	43			
"AL"	2004	"CHOCTAW"	"Tommey"	7		75	83	158	62	89	151	92	52	144			
"AL"	2004	"CHOCTAW"	"Toxey"	7		120	161	281	110	159	269	172	90	262			
"AL"	2004	"CHOCTAW"	"Womack Hill"	7		21	74	96	24	67	91	41	49	90			
"AL"	2004	"CHOCTAW"	"Yantley"	7		273	24	297	273	21	294	280	16	296			
"AL"	2004	"CLARKE"	"ABSENTEE VOTERS"	1	7	132	240	372	121	239	360	66	154	221	82	54	137
"AL"	2004	"CLARKE"	"ANTIOCH FIRE STATION"	1		105	222	327	97	223	320	115	205	320			
"AL"	2004	"CLARKE"	"BASHI - METHODIST CHURCH"	1		29	64	94	24	62	86	32	54	86			
"AL"	2004	"CLARKE"	"CHOCTAW BLUFF FIRE STATION"	7		160	81	241	155	78	233	174	57	231			
"AL"	2004	"CLARKE"	"COFFEEVILLE HIGH SCHOOL GYM"	7		224	323	549	195	340	536	280	217	499			
"AL"	2004	"CLARKE"	"FULTON CITY HALL"	1	7	193	422	620	174	418	592	92	321	414	134	36	170
"AL"	2004	"CLARKE"	"GOOD HOPE AME CHRCH GAINSTOWN"	7		266	52	318	250	57	307	262	40	302			
"AL"	2004	"CLARKE"	"GOSPORT FIRE STATION"	7		125	23	150	122	24	146	123	20	143			
"AL"	2004	"CLARKE"	"GROVE HILL-CITY HALL"	1		66	379	446	67	367	435	87	346	433			
"AL"	2004	"CLARKE"	"GROVE HILL-NATIONAL GUARD"	1		204	84	291	179	101	280	202	82	284			
"AL"	2004	"CLARKE"	"GROVE HILL-OLD ENGINEERS OFF_"	1		134	322	456	112	324	436	141	297	438			
"AL"	2004	"CLARKE"	"HELLWESTERN FIRE STATION"	1		50	207	257	42	205	247	67	180	248			
"AL"	2004	"CLARKE"	"HOPEWELL CHURCH - CHILTON"	1		14	93	107	3	104	107	16	87	103			
"AL"	2004	"CLARKE"	"JACKSON CITY HALL"	1	7	649	440	1090	583	490	1073	567	371	939	72	61	133
"AL"	2004	"CLARKE"	"JACKSON-FIRE STATION NO_2"	1		104	441	546	80	454	534	121	412	533			
"AL"	2004	"CLARKE"	"JACKSON-NATIONAL GUARD ARMORY"	1		102	559	666	87	568	657	138	523	661			
"AL"	2004	"CLARKE"	"JACKSON-SKIPPERS FIRE STATION"	1		175	470	646	152	475	628	183	443	627			
"AL"	2004	"CLARKE"	"MORNING STAR BAPTIST CHURCH"	1	7	165	50	215	156	51	207	22	3	25	147	28	176
"AL"	2004	"CLARKE"	"MORVIN CAMP MORVIN"	7		124	34	158	122	35	157	127	25	152			
"AL"	2004	"CLARKE"	"NETTLESBORO FIRE STATION"	7		79	80	160	71	80	151	96	52	149			
"AL"	2004	"CLARKE"	"OVERSTREET GROCERY"	7		170	141	311	151	141	294	179	101	282			
"AL"	2004	"CLARKE"	"PROVISIONAL"			0	1	1	0	0	0						
"AL"	2004	"CLARKE"	"SALITPA-ALABAMA SANDBLASTING"	1		82	86	168	75	93	168	87	81	168			
"AL"	2004	"CLARKE"	"SALTWORKS VOTING HOUSE-CARLTON"	7		77	67	144	72	66	138	74	56	131			
"AL"	2004	"CLARKE"	"SPRINGFIELD UNITED METHODIST"	1		21	229	250	17	226	243	36	204	241			
"AL"	2004	"CLARKE"	"TALLAHATTA SPR_-COMM_ HOUSE"	1		12	114	126	9	111	120	15	106	121			
"AL"	2004	"CLARKE"	"THOMASVILLE FIRE STATION .3"	1	7	173	495	670	153	503	657	31	101	132	229	268	497
"AL"	2004	"CLARKE"	"THOMASVILLE NEW CITY HALL"	7		83	378	463	65	384	450	163	259	423			
"AL"	2004	"CLARKE"	"THOMASVILLE-NATIONAL GUARD"	1	7	642	462	1111	581	508	1090	23	62	85	689	291	983
"AL"	2004	"CLARKE"	"WHATLEY - GARRICKS STORE"	7		103	102	206	85	111	196	113	72	185			
"AL"	2004	"CLARKE"	"WINN & ZIMCO-FIRE STATION"	7		164	69	235	141	87	228	173	47	221			
"AL"	2004	"CLAY"	"Absentee"	3		165	227	395	148	239	388	165	224	390			
"AL"	2004	"CLAY"	"Precinct 001 - Highland/COP FD"	3		32	134	168	23	146	169	31	141	172			
"AL"	2004	"CLAY"	"Precinct 002 - Delta Comm Ctr"	3		55	160	216	34	183	217	41	177	218			
"AL"	2004	"CLAY"	"Precinct 003 - Barfield VOL FD"	3		152	370	529	126	402	529	129	404	533			
"AL"	2004	"CLAY"	"Precinct 004 - Lineville Armory"	3		105	337	445	97	348	445	105	348	453			
"AL"	2004	"CLAY"	"Precinct 005 - Highland/COP FD"	3		24	194	221	21	201	222	26	199	225			
"AL"	2004	"CLAY"	"Precinct 006 - Idaho FD"	3		25	230	257	26	227	253	32	225	257			
"AL"	2004	"CLAY"	"Precinct 007 - Hipine FD"	3		16	98	115	15	90	105	12	98	110			
"AL"	2004	"CLAY"	"Precinct 008 - Millerville FD"	3		27	179	209	18	190	208	25	182	207			
"AL"	2004	"CLAY"	"Precinct 009 - Coleta Valley FD"	3		20	113	134	16	117	133	19	116	135			
"AL"	2004	"CLAY"	"Precinct 010 - Tri-Community FD"	3		19	133	154	20	135	155	16	143	159			
"AL"	2004	"CLAY"	"Precinct 011 - Hollins Comm CTR"	3		60	190	253	41	202	244	53	189	243			
"AL"	2004	"CLAY"	"Precinct 012 - Mellow VLY HS"	3		14	72	86	10	73	83	12	73	85			
"AL"	2004	"CLAY"	"Precinct 013 - Mellow VLY HS"	3		40	225	267	29	232	261	37	229	266			
"AL"	2004	"CLAY"	"Precinct 014 - Cragford FD"	3		50	167	218	30	182	212	40	173	213			
"AL"	2004	"CLAY"	"Precinct 015 - Lineville Armory"	3		88	230	321	72	242	314	78	243	321			
"AL"	2004	"CLAY"	"Precinct 016 - Bluff Springs FD"	3		67	332	403	66	318	384	74	318	392			
"AL"	2004	"CLAY"	"Precinct 017 - Ashland Armory"	3		181	566	756	136	612	749	160	593	753			
"AL"	2004	"CLAY"	"Precinct 018 - Ashland Armory"	3		44	194	238	38	200	238	49	190	239			
"AL"	2004	"CLAY"	"Precinct 019 - Ashland Armory"	3		15	88	105	7	97	104	8	95	103			
"AL"	2004	"CLAY"	"Precinct 020 - Lineville Armory"	3		379	123	504	316	181	497	316	184	501			
"AL"	2004	"CLAY"	"Precinct 021 - Ashland Armory"	3		171	103	278	139	137	276	142	139	281			
"AL"	2004	"CLAY"	"Precinct 022 - Millerville FD"	3		77	82	160	63	92	155	55	101	156			
"AL"	2004	"CLAY"	"Precinct 023 - Tri-Community FD"	3		67	75	142	61	80	141	58	79	137			
"AL"	2004	"CLEBURNE"	"ABEL"	3		22	132	156	14	138	153	12	143	155			
"AL"	2004	"CLEBURNE"	"ABSENTEE VOTERS"	3		70	123	194	56	135	191	50	139	189			
"AL"	2004	"CLEBURNE"	"BEASON MILL"	3		38	117	155	29	113	142	32	113	145			
"AL"	2004	"CLEBURNE"	"BELLS MILL"	3		60	191	253	59	184	243	54	189	244			
"AL"	2004	"CLEBURNE"	"BORDEN SPRINGS VOL_ FIRE"	3		26	59	86	23	63	86	18	68	86			
"AL"	2004	"CLEBURNE"	"BUD BLAKE"	3		32	90	122	24	95	119	22	99	121			
"AL"	2004	"CLEBURNE"	"CAVENDER"	3		17	86	105	13	78	91	14	80	94			
"AL"	2004	"CLEBURNE"	"CHULAFINNIE"	3		171	488	664	128	513	644	132	514	649			
"AL"	2004	"CLEBURNE"	"EDWARDSVILLE"	3		47	273	324	41	272	313	41	276	317			
"AL"	2004	"CLEBURNE"	"FRUITHURST"	3		53	205	259	45	200	245	50	198	248			
"AL"	2004	"CLEBURNE"	"HEFLIN RECREATIONAL CENTER .1"	3		239	538	781	186	568	755	190	567	759			
"AL"	2004	"CLEBURNE"	"HEFLIN RECREATIONAL CENTER .2"	3		213	503	718	161	532	693	167	533	702			
"AL"	2004	"CLEBURNE"	"HIGHTOWER"	3		72	319	395	68	297	365	69	301	370			
"AL"	2004	"CLEBURNE"	"HOPEWELL"	3		56	227	285	44	225	270	41	234	276			
"AL"	2004	"CLEBURNE"	"MUSCADINE"	3		54	127	184	55	119	175	53	125	179			
"AL"	2004	"CLEBURNE"	"OAK LEVEL VOL FIRE DEPARTMENT"	3		76	191	268	71	184	255	73	183	256			
"AL"	2004	"CLEBURNE"	"PLAINVIEW COMMUNITY CENTER"	3		17	88	105	15	88	103	13	89	102			
"AL"	2004	"CLEBURNE"	"PROVISIONAL"	3		3	7	10	2	8	10	2	8	10			
"AL"	2004	"CLEBURNE"	"RANBURNE RESCUE SQUAD BUILDING"	3		125	606	734	117	577	696	119	577	699			
"AL"	2004	"COFFEE"	"ABSENTEE VOTERS"	2		196	624	822	157	639	797	146	645	793			
"AL"	2004	"COFFEE"	"BASIN"	2		39	141	181	32	145	177	32	145	177			
"AL"	2004	"COFFEE"	"BLUFF SPRINGS"	2		11	39	50	9	39	48	10	39	49			
"AL"	2004	"COFFEE"	"CHESTNUT GROVE"	2		23	109	137	27	106	133	28	106	134			
"AL"	2004	"COFFEE"	"COOL SPRINGS"	2		63	382	447	50	393	443	50	391	441			
"AL"	2004	"COFFEE"	"DAMASCUS"	2		100	407	510	77	428	505	74	431	505			
"AL"	2004	"COFFEE"	"DANLEYS CROSS ROADS"	2		65	86	151	54	93	147	53	95	148			
"AL"	2004	"COFFEE"	"EANON"	2		32	271	307	23	277	300	24	279	303			
"AL"	2004	"COFFEE"	"ELBA RECREATION CENTER"	2		386	611	1002	288	696	984	285	701	986			
"AL"	2004	"COFFEE"	"ENTERPRISE CIVIC CENTER"	2		212	633	862	167	681	850	149	703	853			
"AL"	2004	"COFFEE"	"ENTERPRISE RECREATION CENTER 1"	2		321	1377	1707	241	1442	1683	237	1451	1689			
"AL"	2004	"COFFEE"	"ENTERPRISE RECREATION CENTER 2"	2		212	879	1095	140	937	1079	152	931	1084			
"AL"	2004	"COFFEE"	"ENTERPRISE YMCA 1"	2		289	1200	1496	216	1260	1477	209	1266	1478			
"AL"	2004	"COFFEE"	"ENTERPRISE YMCA 2"	2		244	975	1230	205	1008	1213	201	1011	1212			
"AL"	2004	"COFFEE"	"FAIRVIEW"	2		10	46	56	9	44	53	9	44	53			
"AL"	2004	"COFFEE"	"FRESCO"	2		106	241	347	95	239	335	92	245	338			
"AL"	2004	"COFFEE"	"GOODMAN"	2		79	334	414	62	344	407	54	351	405			
"AL"	2004	"COFFEE"	"HERITAGE CHURCH - ENTERPRISE"	2		309	1049	1369	266	1074	1345	254	1094	1349			
"AL"	2004	"COFFEE"	"HOLLEYS STORE"	2		17	41	59	18	41	59	12	47	59			
"AL"	2004	"COFFEE"	"INO COMMUNITY"	2		29	133	164	34	130	164	29	133	163			
"AL"	2004	"COFFEE"	"JOHNS CHAPEL AME CHURCH 1"	2		475	275	754	373	348	722	357	363	721			
"AL"	2004	"COFFEE"	"JOHNS CHAPEL AME CHURCH 2"	2		380	274	657	331	312	643	308	339	647			
"AL"	2004	"COFFEE"	"KINSTON CITY HALL"	2		59	192	251	44	202	246	39	211	250			
"AL"	2004	"COFFEE"	"LEE COMMUNITY"	2		39	87	126	25	98	123	23	98	121			
"AL"	2004	"COFFEE"	"MOUNT PLEASANT"	2		85	578	666	58	595	653	61	595	656			
"AL"	2004	"COFFEE"	"NATIONAL GUARD ARMORY - ELBA"	2		163	436	608	99	501	601	101	501	603			
"AL"	2004	"COFFEE"	"NEW BROCKTON COMMUNITY ROOM"	2		75	221	297	64	229	293	52	244	296			
"AL"	2004	"COFFEE"	"NEW BROCKTON NATIONAL GUARD"	2		156	152	312	137	169	306	135	169	304			
"AL"	2004	"COFFEE"	"NEWBIA"	2		11	59	71	12	56	68	8	60	68			
"AL"	2004	"COFFEE"	"PERRYS STORE"	2		28	125	153	26	124	150	22	129	151			
"AL"	2004	"COFFEE"	"PINE LEVEL"	2		50	143	193	38	149	188	36	154	190			
"AL"	2004	"COFFEE"	"PLEASANT RIDGE"	2		44	242	288	36	252	289	38	250	288			
"AL"	2004	"COFFEE"	"PROVISIONAL"	2		3	9	12	3	9	12	4	8	12			
"AL"	2004	"COFFEE"	"VICTORIA"	2		52	249	301	40	255	295	37	259	296			
"AL"	2004	"COFFEE"	"WISE MILL CHURCH"	2		10	80	91	14	77	91	9	83	92			
"AL"	2004	"COFFEE"	"WISE MILL SCHOOL VOTING HOUSE"	2		37	81	120	30	88	118	28	90	118			
"AL"	2004	"COFFEE"	"ZION CHAPEL SR_ CITIZEN CTR_"	2		70	238	310	52	251	303	42	263	305			
"AL"	2004	"COLBERT"	"Absentee"	5		399	519	919	363	538	902	615	281	897			
"AL"	2004	"COLBERT"	"Barton First Baptist Church"	5		289	270	562	268	283	551	401	154	555			
"AL"	2004	"COLBERT"	"Brick"	5		489	721	1223	411	778	1192	817	378	1197			
"AL"	2004	"COLBERT"	"Calvery Baptist Church"	5		201	243	445	178	257	435	311	123	434			
"AL"	2004	"COLBERT"	"Cherokee City Hall"	5		130	185	315	120	189	310	205	106	311			
"AL"	2004	"COLBERT"	"Cherokee Lion Den"	5		295	285	586	254	313	567	433	142	575			
"AL"	2004	"COLBERT"	"Colbert Heights Baptist Church"	5		348	603	963	312	633	945	612	327	939			
"AL"	2004	"COLBERT"	"County Highway Department"	5		214	490	707	194	495	689	446	250	696			
"AL"	2004	"COLBERT"	"First Southern Baptist Church"	5		447	1063	1520	395	1103	1498	936	552	1490			
"AL"	2004	"COLBERT"	"Harris Store"	5		27	62	89	23	62	85	58	27	85			
"AL"	2004	"COLBERT"	"Hatton School"	5		446	307	756	408	334	742	600	137	737			
"AL"	2004	"COLBERT"	"Hope Haven"	5		288	478	770	250	498	748	536	219	755			
"AL"	2004	"COLBERT"	"HWY 247 Fire Department"	5		45	94	141	47	89	136	86	49	135			
"AL"	2004	"COLBERT"	"LaGrange Fire Department"	5		167	275	445	134	293	427	278	154	432			
"AL"	2004	"COLBERT"	"Leighton Civic Center"	5		370	246	623	325	284	610	485	133	618			
"AL"	2004	"COLBERT"	"Leighton Fire Station"	5		268	72	342	251	84	335	298	38	337			
"AL"	2004	"COLBERT"	"Listerhill Credit Union"	5		151	25	176	142	31	173	167	7	174			
"AL"	2004	"COLBERT"	"Littleville City Hall"	5		288	482	774	248	498	746	497	248	745			
"AL"	2004	"COLBERT"	"Locust Shores Fire Department"	5		315	425	747	279	454	733	497	233	731			
"AL"	2004	"COLBERT"	"Margerum Methodist Church"	5		89	146	236	87	142	229	151	80	231			
"AL"	2004	"COLBERT"	"Muscle Schoals - Fire Station"	5		385	758	1147	326	801	1129	735	396	1131			
"AL"	2004	"COLBERT"	"Muscle Shoals - First Baptist Ch."	5		609	878	1499	541	936	1477	1007	462	1469			
