state	year	town	ward	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_ATG_dv	g2006_ATG_rv	g2006_ATG_tv	g2006_AUD_dv	g2006_AUD_tv	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_SOS_dv	g2006_SOS_tv	g2006_TRE_dv	g2006_TRE_tv	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv
"MA"	2006	"Boston"	"13"	"6"	8	405		459	440	51	494	380	468	437	81	547	388	480	389	472	471	51	525
"MA"	2006	"Boston"	"13"	"7"	9	404	57	462	400	62	464	362	436	299	139	488	391	449	375	447	389	80	470
"MA"	2006	"Boston"	"13"	"8"	9	340	46	388	326	71	398	304	375	257	138	434	318	381	315	377	333	79	414
"MA"	2006	"Boston"	"13"	"9"	9	413	50	468	415	68	485	379	451	386	97	527	391	467	389	461	422	76	498
"MA"	2006	"Boston"	"14"	"1"	8	495		532	555	18	575	474	542	642	16	667	523	556	516	551	604	19	626
"MA"	2006	"Boston"	"14"	"10"	8	322		344	361	14	375	326	354	441	12	456	345	363	334	350	412	10	423
"MA"	2006	"Boston"	"14"	"11"	8	258		282	275	18	293	242	279	316	14	333	270	292	271	287	306	12	318
"MA"	2006	"Boston"	"14"	"12"	8	184		207	215	11	226	178	206	262	7	270	206	214	195	211	234	9	243
"MA"	2006	"Boston"	"14"	"13"	8	318		339	344	14	358	316	342	410	10	427	341	357	331	353	392	9	401
"MA"	2006	"Boston"	"14"	"14"	8	332		352	376	16	393	325	360	441	14	456	357	369	350	369	426	7	433
"MA"	2006	"Boston"	"14"	"2"	8	646		703	738	33	771	635	725	868	15	890	691	734	702	744	817	26	843
"MA"	2006	"Boston"	"14"	"3"	8	327		348	364	14	380	321	348	454	7	468	349	370	336	360	436	7	444
"MA"	2006	"Boston"	"14"	"4"	8	383		419	449	24	473	382	425	534	19	560	416	445	414	450	494	23	518
"MA"	2006	"Boston"	"14"	"5"	8	311		326	335	8	344	309	326	394	6	402	328	339	324	335	374	8	382
"MA"	2006	"Boston"	"14"	"6"	8	291		316	326	19	346	281	330	381	10	397	307	328	297	325	357	13	370
"MA"	2006	"Boston"	"14"	"7"	8	357		378	380	16	398	350	382	443	20	470	380	399	364	392	422	11	433
"MA"	2006	"Boston"	"14"	"8"	8	333		360	378	14	392	344	371	443	8	455	360	378	351	374	414	14	429
"MA"	2006	"Boston"	"14"	"9"	8	272		299	307	11	320	275	303	366	9	380	301	313	286	305	343	9	353
"MA"	2006	"Boston"	"15"	"1"	8	359		402	397	31	428	356	405	463	36	503	377	414	368	415	446	22	468
"MA"	2006	"Boston"	"15"	"2"	8	236		276	274	18	295	242	279	332	14	349	261	288	258	287	317	9	327
"MA"	2006	"Boston"	"15"	"3"	8	141		148	154	16	171	124	145	193	13	213	141	156	137	153	172	12	184
"MA"	2006	"Boston"	"15"	"4"	8	381		434	424	43	467	373	437	475	56	549	405	454	391	445	471	33	504
"MA"	2006	"Boston"	"15"	"5"	8	303		320	333	17	350	299	328	386	12	403	325	344	315	341	355	19	374
"MA"	2006	"Boston"	"15"	"6"	9	218	33	252	209	51	261	207	242	161	91	271	214	245	210	248	207	58	266
"MA"	2006	"Boston"	"15"	"7"	8	251		274	275	22	297	246	277	307	14	333	256	292	260	289	297	17	314
"MA"	2006	"Boston"	"15"	"8"	8	210		242	220	37	258	209	245	245	53	316	218	250	219	251	261	38	300
"MA"	2006	"Boston"	"15"	"9"	8	219		247	248	26	275	196	243	260	44	324	218	259	204	254	259	31	291
"MA"	2006	"Boston"	"16"	"1"	8	277		316	298	46	345	260	316	292	82	401	273	322	273	308	312	57	370
"MA"	2006	"Boston"	"16"	"10"	9	414	61	475	400	79	479	399	455	284	179	496	420	462	395	455	359	114	476
"MA"	2006	"Boston"	"16"	"11"	9	616	65	687	599	115	715	609	677	426	251	741	610	690	603	683	550	155	705
"MA"	2006	"Boston"	"16"	"12"	9	758	44	803	677	107	784	697	748	398	336	821	704	756	701	765	594	176	770
"MA"	2006	"Boston"	"16"	"2"	9	247	39	286	244	50	294	231	273	190	101	318	231	276	241	281	218	78	297
"MA"	2006	"Boston"	"16"	"3"	8	385		432	403	79	482	372	427	422	87	535	390	451	392	440	439	64	507
"MA"	2006	"Boston"	"16"	"4"	9	445	41	486	428	60	489	398	461	379	94	517	421	475	403	465	437	63	500
"MA"	2006	"Boston"	"16"	"5"	9	474	60	535	472	72	545	430	497	399	140	585	458	508	462	519	460	97	558
"MA"	2006	"Boston"	"16"	"6"	9	501	77	584	518	70	590	470	541	521	105	662	481	563	494	562	538	88	628
"MA"	2006	"Boston"	"16"	"7"	9	602	60	665	558	117	675	535	625	378	258	710	578	646	567	640	509	158	670
"MA"	2006	"Boston"	"16"	"8"	9	519	61	581	508	107	615	495	559	386	192	629	510	585	512	581	492	121	614
"MA"	2006	"Boston"	"16"	"9"	9	674	69	745	619	128	747	633	707	341	364	789	663	726	662	718	527	208	741
"MA"	2006	"Boston"	"17"	"1"	8	309		337	357	13	370	308	346	428	13	446	334	358	334	356	387	18	408
"MA"	2006	"Boston"	"17"	"10"	8	459		502	512	29	542	450	507	595	16	618	497	526	493	525	572	22	594
"MA"	2006	"Boston"	"17"	"11"	8	175		194	186	19	205	162	189	208	18	233	168	198	175	197	203	19	222
"MA"	2006	"Boston"	"17"	"12"	8	358		381	387	38	426	351	385	425	40	480	386	408	366	395	421	33	455
"MA"	2006	"Boston"	"17"	"13"	9	532	71	606	559	83	643	499	579	484	151	693	515	607	529	593	548	101	651
"MA"	2006	"Boston"	"17"	"14"	9	419	33	453	423	34	458	379	416	430	56	504	400	444	404	441	437	46	484
"MA"	2006	"Boston"	"17"	"2"	8	222		252	244	33	278	217	259	266	42	320	231	265	223	261	265	36	301
"MA"	2006	"Boston"	"17"	"3"	8	566		618	604	52	658	523	606	655	53	726	553	642	554	635	629	53	684
"MA"	2006	"Boston"	"17"	"4"	9	734	65	803	743	82	825	706	780	773	99	902	751	797	737	794	777	83	860
"MA"	2006	"Boston"	"17"	"5"	8	192		208	215	14	229	190	221	257	14	276	210	225	199	222	245	10	255
"MA"	2006	"Boston"	"17"	"6"	8	425		483	476	43	520	395	476	505	45	575	417	507	418	492	504	42	547
"MA"	2006	"Boston"	"17"	"7"	8	181		194	208	8	216	177	198	253	11	269	202	212	189	204	234	10	244
"MA"	2006	"Boston"	"17"	"8"	8	356		397	402	17	419	358	405	459	13	475	393	412	391	415	436	13	449
"MA"	2006	"Boston"	"17"	"9"	8	367		411	388	41	430	324	391	399	43	464	325	410	335	406	410	31	441
"MA"	2006	"Boston"	"18"	"1"	8	602		644	692	27	722	596	662	848	24	881	647	685	638	675	788	20	808
"MA"	2006	"Boston"	"18"	"10"	9	786	92	887	787	133	920	734	848	707	195	1003	737	898	707	864	811	148	960
"MA"	2006	"Boston"	"18"	"11"	9	430	43	474	446	47	493	394	459	448	72	555	427	481	412	470	461	54	515
"MA"	2006	"Boston"	"18"	"12"	9	603	69	679	589	115	704	589	664	491	210	757	588	667	585	652	590	139	729
"MA"	2006	"Boston"	"18"	"13"	8	309		346	326	43	369	306	348	338	50	419	332	368	318	362	356	34	391
"MA"	2006	"Boston"	"18"	"14"	8	309		339	331	44	376	305	350	327	68	418	339	362	325	358	344	51	395
"MA"	2006	"Boston"	"18"	"15"	8	448		502	484	50	534	457	500	520	56	594	472	520	471	514	525	45	571
"MA"	2006	"Boston"	"18"	"16"	9	739	126	869	677	201	881	709	813	529	326	930	727	841	721	827	660	225	890
"MA"	2006	"Boston"	"18"	"17"	9	584	71	656	556	113	671	545	620	494	183	728	582	638	575	632	568	119	688
"MA"	2006	"Boston"	"18"	"18"	9	621	87	710	576	145	723	592	681	531	199	782	610	696	593	690	618	129	748
"MA"	2006	"Boston"	"18"	"19"	9	806	128	935	819	144	963	804	912	727	257	1040	845	930	824	924	830	166	1000
"MA"	2006	"Boston"	"18"	"2"	8	475		504	523	31	554	467	514	625	16	646	501	532	486	522	579	12	591
"MA"	2006	"Boston"	"18"	"20"	9	822	127	950	770	195	966	817	917	537	380	1014	848	935	821	921	750	215	969
"MA"	2006	"Boston"	"18"	"21"	8	603		646	692	33	726	595	662	816	28	855	668	697	635	676	788	23	812
"MA"	2006	"Boston"	"18"	"22"	9	712	96	809	675	154	830	700	785	547	276	884	715	798	688	789	666	180	848
"MA"	2006	"Boston"	"18"	"23"	9	392	23	415	392	27	419	360	398	410	35	466	379	402	376	406	416	28	444
"MA"	2006	"Boston"	"18"	"3"	8	569		612	629	36	668	555	624	752	7	767	597	644	591	635	712	20	733
"MA"	2006	"Boston"	"18"	"4"	8	512		559	557	33	590	497	562	674	22	708	540	580	539	576	626	32	659
"MA"	2006	"Boston"	"18"	"5"	8	547		602	620	36	657	558	614	732	30	768	589	626	570	620	682	33	715
"MA"	2006	"Boston"	"18"	"6"	8	608		655	684	54	741	604	676	796	63	872	662	704	650	695	748	54	803
"MA"	2006	"Boston"	"18"	"7"	8	460		524	488	67	556	460	537	472	94	601	488	544	481	541	497	78	576
"MA"	2006	"Boston"	"18"	"8"	8	844		930	901	88	992	838	932	911	131	1083	894	969	875	955	951	93	1046
"MA"	2006	"Boston"	"18"	"9"	9	607	71	681	618	98	716	563	657	510	204	763	574	676	580	672	629	114	743
"MA"	2006	"Boston"	"19"	"1"	8	521		610	602	40	642	436	566	591	36	684	406	620	412	593	619	45	665
"MA"	2006	"Boston"	"19"	"10"	9	691	69	771	707	87	795	638	762	637	146	851	614	790	632	764	723	107	832
"MA"	2006	"Boston"	"19"	"11"	9	318	18	339	320	29	350	289	328	340	44	401	311	343	288	337	335	25	361
"MA"	2006	"Boston"	"19"	"12"	9	515	48	564	521	76	597	464	555	495	110	631	460	596	456	566	540	72	612
"MA"	2006	"Boston"	"19"	"13"	9	372	60	436	389	68	457	351	430	376	91	500	370	440	356	436	407	67	474
"MA"	2006	"Boston"	"19"	"2"	9	771	164	948	815	206	1021	778	922	707	296	1088	738	975	760	934	793	251	1045
"MA"	2006	"Boston"	"19"	"3"	8	514		581	548	63	611	466	570	519	85	650	399	602	436	575	563	71	635
"MA"	2006	"Boston"	"19"	"4"	8	693		790	780	40	823	558	734	763	64	872	493	790	539	771	797	52	851
"MA"	2006	"Boston"	"19"	"5"	8	608		681	662	62	725	524	649	646	81	780	494	709	530	680	685	61	748
"MA"	2006	"Boston"	"19"	"6"	8	781		890	862	45	909	646	828	828	60	964	557	905	610	874	888	47	937
"MA"	2006	"Boston"	"19"	"7"	9	729	54	791	758	67	825	603	747	696	104	861	568	808	581	781	757	83	842
"MA"	2006	"Boston"	"19"	"8"	8	441		481	469	43	512	357	448	443	66	536	318	489	350	462	464	56	521
"MA"	2006	"Boston"	"19"	"9"	8	394		442	423	39	462	337	416	399	52	481	305	444	324	422	432	43	475
"MA"	2006	"Boston"	"2"	"1"	8	773		838	711	192	903	719	821	556	329	961	721	840	709	822	685	228	914
"MA"	2006	"Boston"	"2"	"2"	8	707		753	633	165	798	642	730	506	283	839	648	756	645	748	633	179	812
"MA"	2006	"Boston"	"2"	"3"	8	654		712	600	167	767	573	684	478	265	801	600	718	591	694	555	213	770
"MA"	2006	"Boston"	"2"	"4"	8	465		505	424	105	529	424	496	337	185	568	464	520	426	502	418	122	541
"MA"	2006	"Boston"	"2"	"5"	8	632		676	544	170	714	576	662	406	288	751	581	679	577	676	535	187	723
"MA"	2006	"Boston"	"2"	"6"	8	790		863	704	197	903	723	829	508	333	939	742	860	713	850	671	232	908
"MA"	2006	"Boston"	"2"	"7"	8	497		551	463	112	577	456	528	345	230	611	472	546	471	546	438	140	582
"MA"	2006	"Boston"	"20"	"1"	9	702	81	789	686	138	825	672	768	585	220	864	641	790	652	769	707	133	843
"MA"	2006	"Boston"	"20"	"10"	9	869	148	1022	769	263	1032	831	944	519	467	1081	869	989	841	971	729	306	1037
"MA"	2006	"Boston"	"20"	"11"	9	394	64	461	393	99	492	406	449	295	182	515	399	476	386	453	367	133	501
"MA"	2006	"Boston"	"20"	"12"	9	517	106	625	504	145	649	508	581	346	278	692	498	618	504	594	465	179	645
"MA"	2006	"Boston"	"20"	"13"	9	461	67	533	433	113	547	466	523	299	214	571	469	538	462	519	417	134	551
"MA"	2006	"Boston"	"20"	"14"	9	523	87	611	477	158	638	503	580	334	261	662	507	607	513	588	447	190	639
"MA"	2006	"Boston"	"20"	"15"	9	776	131	910	721	205	927	753	875	525	396	988	778	902	775	893	683	256	941
"MA"	2006	"Boston"	"20"	"16"	9	827	139	969	725	259	984	804	902	465	469	1034	831	940	813	920	678	302	981
"MA"	2006	"Boston"	"20"	"17"	9	934	175	1113	875	261	1136	731	860	576	512	1187	921	1092	925	1069	802	342	1149
"MA"	2006	"Boston"	"20"	"18"	9	455	65	525	428	105	533	430	500	308	210	555	443	526	437	507	397	130	529
"MA"	2006	"Boston"	"20"	"19"	9	527	78	607	503	144	647	534	587	340	264	674	537	621	517	601	462	183	645
"MA"	2006	"Boston"	"20"	"2"	9	697	100	800	689	131	820	632	759	602	198	872	609	804	627	779	691	147	839
"MA"	2006	"Boston"	"20"	"20"	9	748	140	892	700	218	919	706	832	560	338	970	743	895	717	852	710	232	942
"MA"	2006	"Boston"	"20"	"3"	9	591	141	732	554	196	752	592	700	429	308	813	636	723	617	709	548	223	771
"MA"	2006	"Boston"	"20"	"4"	9	608	62	679	618	102	722	526	665	558	154	766	492	704	500	670	639	108	750
"MA"	2006	"Boston"	"20"	"5"	9	687	121	810	651	181	834	687	795	461	333	874	717	806	686	796	621	228	851
"MA"	2006	"Boston"	"20"	"6"	9	819	130	952	784	187	972	816	930	574	370	1018	800	955	804	925	738	244	985
"MA"	2006	"Boston"	"20"	"7"	9	498	81	581	471	115	587	482	556	350	209	611	485	573	484	565	450	146	596
"MA"	2006	"Boston"	"20"	"8"	9	476	95	574	479	113	592	470	551	418	168	629	454	569	443	548	474	131	608
"MA"	2006	"Boston"	"20"	"9"	9	516	74	596	496	117	613	490	575	390	198	643	503	601	505	586	486	133	620
"MA"	2006	"Boston"	"21"	"1"	8	436		483	447	66	513	392	472	415	76	531	378	491	387	484	448	75	524
"MA"	2006	"Boston"	"21"	"10"	8	358		405	357	81	438	325	400	357	96	487	332	425	312	409	401	66	468
"MA"	2006	"Boston"	"21"	"11"	8	411		454	391	78	471	387	438	354	107	501	364	458	363	447	413	74	489
"MA"	2006	"Boston"	"21"	"12"	8	524		589	515	111	626	474	563	444	239	706	484	598	476	572	573	98	673
"MA"	2006	"Boston"	"21"	"13"	8	799		861	495	144	640	454	560	670	209	944	753	878	510	606	803	132	936
"MA"	2006	"Boston"	"21"	"14"	8	263		296	255	54	309	250	286	243	56	323	227	298	238	291	258	54	313
"MA"	2006	"Boston"	"21"	"15"	8	376		407	369	59	428	338	392	351	76	454	320	412	328	399	378	72	451
"MA"	2006	"Boston"	"21"	"16"	8	491		535	466	107	574	439	524	416	141	603	447	558	447	539	493	101	594
"MA"	2006	"Boston"	"21"	"2"	8	105		120	109	16	125	101	117	111	10	129	101	122	99	117	114	13	127
"MA"	2006	"Boston"	"21"	"3"	8	293		327	288	48	336	271	318	294	45	358	268	328	274	327	307	42	350
"MA"	2006	"Boston"	"21"	"4"	8	201		239	216	30	247	169	233	206	33	268	177	248	175	238	229	30	261
"MA"	2006	"Boston"	"21"	"5"	8	284		322	289	45	335	253	302	276	39	349	233	325	235	322	302	39	343
"MA"	2006	"Boston"	"21"	"6"	8	372		416	369	61	431	342	399	345	75	461	345	426	328	416	385	64	450
"MA"	2006	"Boston"	"21"	"7"	8	319		368	322	61	384	288	363	343	66	438	290	376	277	372	366	50	418
"MA"	2006	"Boston"	"21"	"8"	8	391		432	383	62	445	338	415	369	77	477	359	437	362	432	388	68	457
"MA"	2006	"Boston"	"21"	"9"	8	394		453	412	65	477	363	441	411	71	517	363	462	360	445	452	52	505
"MA"	2006	"Boston"	"22"	"1"	8	534		601	541	94	638	495	587	456	153	679	512	630	487	603	553	106	661
"MA"	2006	"Boston"	"22"	"10"	8	523		592	502	133	636	482	580	430	172	673	515	626	488	609	518	133	652
"MA"	2006	"Boston"	"22"	"11"	8	342		375	320	81	403	319	381	277	128	438	355	406	323	382	333	91	427
"MA"	2006	"Boston"	"22"	"12"	8	378		422	368	71	439	363	423	298	135	470	368	428	358	411	378	75	454
"MA"	2006	"Boston"	"22"	"13"	8	317		357	303	75	379	309	355	221	149	403	341	385	302	355	289	95	385
"MA"	2006	"Boston"	"22"	"2"	8	496		573	490	112	603	452	568	452	143	660	458	592	451	565	527	102	632
"MA"	2006	"Boston"	"22"	"3"	8	519		577	495	122	617	493	570	422	170	646	498	600	477	575	518	112	632
"MA"	2006	"Boston"	"22"	"4"	8	422		473	404	94	499	418	465	366	120	537	422	502	393	473	427	85	514
"MA"	2006	"Boston"	"22"	"5"	8	266		297	256	64	321	260	300	236	84	347	265	319	244	305	286	53	339
"MA"	2006	"Boston"	"22"	"6"	8	291		326	282	57	339	268	321	251	76	368	281	339	264	330	297	62	361
"MA"	2006	"Boston"	"22"	"7"	8	473		537	474	93	568	452	535	423	117	599	466	569	438	543	494	96	591
"MA"	2006	"Boston"	"22"	"8"	8	472		541	449	127	576	452	539	401	176	620	465	567	439	537	474	126	601
"MA"	2006	"Boston"	"22"	"9"	8	393		435	381	83	464	353	415	337	124	497	359	448	356	435	400	82	482
"MA"	2006	"Boston"	"3"	"1"	8	1299		1426	1106	469	1576	1291	1452	978	554	1652	1167	1446	1200	1421	1208	377	1585
"MA"	2006	"Boston"	"3"	"2"	8	484		548	402	182	585	469	539	370	209	625	446	543	428	526	456	142	598
"MA"	2006	"Boston"	"3"	"3"	8	468		514	392	157	550	462	519	383	168	588	417	506	434	509	445	123	569
"MA"	2006	"Boston"	"3"	"4"	8	570		627	423	238	662	558	631	395	251	713	504	599	496	585	487	181	670
"MA"	2006	"Boston"	"3"	"5"	9	888	231	1123	910	255	1166	924	1045	810	322	1225	918	1113	940	1087	935	261	1196
"MA"	2006	"Boston"	"3"	"6"	9	870	293	1167	909	296	1205	902	1066	794	389	1263	899	1114	903	1084	884	343	1229
"MA"	2006	"Boston"	"3"	"7"	8	1295		1382	1271	160	1435	1177	1317	1256	182	1501	1115	1380	1149	1351	1298	165	1464
"MA"	2006	"Boston"	"3"	"8"	8	793		879	780	221	1003	746	865	885	284	1225	778	967	753	889	884	199	1086
"MA"	2006	"Boston"	"4"	"1"	8	862		920	825	124	950	746	858	822	134	1006	700	911	730	895	849	130	980
"MA"	2006	"Boston"	"4"	"10"	8	142		156	142	16	158	115	147	142	17	174	115	161	117	152	149	21	170
"MA"	2006	"Boston"	"4"	"2"	8	854		930	844	172	1017	796	908	803	228	1081	780	967	807	940	856	188	1045
"MA"	2006	"Boston"	"4"	"3"	8	518		551	516	80	596	478	536	525	79	629	465	563	485	550	534	81	616
"MA"	2006	"Boston"	"4"	"4"	8	802		849	797	89	886	737	818	809	98	946	690	851	725	837	833	84	918
"MA"	2006	"Boston"	"4"	"5"	8	479		530	462	99	562	455	523	479	105	617	421	544	436	529	500	99	599
"MA"	2006	"Boston"	"4"	"6"	8	372		429	367	84	452	326	406	358	104	502	351	441	345	424	395	92	487
"MA"	2006	"Boston"	"4"	"7"	8	458		516	458	75	536	409	495	457	76	578	416	534	418	518	494	68	565
"MA"	2006	"Boston"	"4"	"8"	8	331		380	345	49	395	307	363	327	61	427	303	382	307	375	357	52	411
"MA"	2006	"Boston"	"4"	"9"	8	157		180	166	13	179	145	172	193	13	214	151	178	145	177	184	14	198
"MA"	2006	"Boston"	"5"	"1"	8	1205		1318	1220	211	1433	1154	1282	1303	252	1624	1130	1382	1147	1332	1275	231	1508
"MA"	2006	"Boston"	"5"	"10"	8	517		564	478	126	604	465	544	447	162	641	456	579	453	545	496	128	625
"MA"	2006	"Boston"	"5"	"11"	9	419	115	537	441	121	563	427	487	410	156	601	436	535	448	522	450	136	587
"MA"	2006	"Boston"	"5"	"2"	8	640		707	625	103	730	564	672	642	111	793	568	717	570	705	669	103	778
"MA"	2006	"Boston"	"5"	"3"	9	558	210	768	624	192	816	603	710	577	233	857	579	760	611	728	615	215	831
"MA"	2006	"Boston"	"5"	"4"	9	611	179	792	642	183	826	635	733	624	200	868	612	772	632	762	661	187	850
"MA"	2006	"Boston"	"5"	"5"	9	224	79	303	255	72	327	229	269	233	90	340	219	297	227	284	246	83	329
"MA"	2006	"Boston"	"5"	"6"	8	602		656	544	187	731	557	643	496	249	772	525	682	540	660	558	195	755
"MA"	2006	"Boston"	"5"	"7"	8	791		855	727	223	954	733	826	662	297	1011	712	883	721	849	727	251	982
"MA"	2006	"Boston"	"5"	"8"	8	705		759	619	219	838	658	736	563	281	885	610	779	636	758	630	222	854
"MA"	2006	"Boston"	"5"	"9"	8	851		930	787	224	1015	780	909	731	279	1055	747	950	777	929	798	241	1046
"MA"	2006	"Boston"	"6"	"1"	9	693	92	787	641	140	782	622	730	577	215	846	620	764	618	757	652	152	807
"MA"	2006	"Boston"	"6"	"2"	9	371	49	422	329	86	416	338	390	244	162	446	360	399	356	400	317	95	413
"MA"	2006	"Boston"	"6"	"3"	9	467	74	542	412	114	526	429	511	304	208	569	440	523	453	521	411	131	544
"MA"	2006	"Boston"	"6"	"4"	9	497	77	576	437	122	560	459	529	287	252	607	470	542	476	545	417	158	578
"MA"	2006	"Boston"	"6"	"5"	9	497	84	582	410	142	552	473	534	272	273	593	475	534	481	540	390	163	554
"MA"	2006	"Boston"	"6"	"6"	9	599	71	672	508	136	646	567	619	318	326	697	556	617	572	629	456	178	634
"MA"	2006	"Boston"	"6"	"7"	9	597	60	658	523	116	639	569	624	319	275	674	562	633	575	639	476	155	633
"MA"	2006	"Boston"	"6"	"8"	9	612	77	692	517	161	678	565	626	301	340	724	579	645	590	656	461	199	662
"MA"	2006	"Boston"	"6"	"9"	9	605	106	713	508	195	703	588	669	302	380	749	581	665	575	665	451	250	702
"MA"	2006	"Boston"	"7"	"1"	9	572	84	658	483	149	634	546	606	296	329	688	552	602	543	612	428	191	621
"MA"	2006	"Boston"	"7"	"10"	8	269		302	307	26	334	263	292	415	28	449	294	322	282	308	364	18	383
"MA"	2006	"Boston"	"7"	"2"	9	657	87	745	552	178	730	608	687	318	393	785	631	709	642	716	487	234	725
"MA"	2006	"Boston"	"7"	"3"	9	859	107	967	675	243	920	767	872	415	480	992	789	888	794	886	615	306	928
"MA"	2006	"Boston"	"7"	"4"	9	599	84	689	502	179	684	537	642	362	272	717	561	654	562	670	481	187	674
"MA"	2006	"Boston"	"7"	"5"	9	387	42	429	330	89	419	355	399	213	183	448	359	406	351	403	306	100	410
"MA"	2006	"Boston"	"7"	"6"	9	395	51	447	348	87	436	358	425	269	158	477	377	431	369	434	336	106	443
"MA"	2006	"Boston"	"7"	"7"	9	328	16	344	298	33	331	278	319	273	67	363	296	324	284	321	311	36	347
"MA"	2006	"Boston"	"7"	"8"	9	315	35	352	280	73	353	276	327	187	132	375	296	342	280	335	270	83	354
"MA"	2006	"Boston"	"7"	"9"	9	341	42	387	316	76	392	308	368	261	115	410	317	377	313	377	317	81	400
"MA"	2006	"Boston"	"8"	"1"	8	208		240	236	23	259	195	229	303	22	329	211	244	214	243	292	14	306
"MA"	2006	"Boston"	"8"	"2"	8	597		636	608	62	671	548	607	616	73	715	535	645	543	634	650	59	712
"MA"	2006	"Boston"	"8"	"3"	8	312		340	351	13	365	295	340	378	14	400	320	351	309	344	376	9	385
"MA"	2006	"Boston"	"8"	"4"	8	172		181	182	10	192	171	183	202	9	215	178	189	168	184	201	4	205
"MA"	2006	"Boston"	"8"	"5"	8	323		353	349	22	371	305	344	462	15	482	347	367	334	358	415	21	436
"MA"	2006	"Boston"	"8"	"6"	8	123		137	129	19	148	119	136	158	21	183	129	142	126	139	152	13	165
"MA"	2006	"Boston"	"8"	"7"	8	238		264	264	20	286	247	273	303	21	332	267	283	256	275	297	16	313
"MA"	2006	"Boston"	"9"	"1"	8	507		568	549	51	602	484	553	665	52	739	493	588	490	563	650	44	696
"MA"	2006	"Boston"	"9"	"2"	8	746		795	730	103	833	684	767	754	117	897	675	807	693	788	761	116	879
"MA"	2006	"Boston"	"9"	"3"	8	817		886	886	40	927	797	877	968	39	1039	826	916	819	892	969	33	1003
"MA"	2006	"Boston"	"9"	"4"	8	417		467	493	28	522	422	471	590	20	617	450	494	442	493	559	15	574
"MA"	2006	"Boston"	"9"	"5"	8	595		654	657	34	691	593	659	782	18	813	604	669	622	667	745	13	759
"MA"	2006	"Bourne"		"1"	10	637	392	1144	727	415	1143	760	1053	491	516	1177	863	1072	842	1059	682	481	1164
"MA"	2006	"Bourne"		"2"	10	806	484	1413	874	526	1401	981	1271	606	659	1448	1099	1303	1090	1296	855	576	1435
"MA"	2006	"Bourne"		"3"	10	545	326	955	630	330	961	645	844	413	439	989	712	870	699	858	584	381	967
"MA"	2006	"Bourne"		"4"	10	843	429	1387	902	476	1378	968	1249	608	621	1411	1057	1293	1058	1293	845	538	1388
"MA"	2006	"Bourne"		"5"	10	881	526	1533	971	544	1515	1011	1360	693	703	1573	1124	1417	1109	1398	896	650	1550
"MA"	2006	"Bourne"		"6"	10	600	417	1092	653	418	1071	737	953	482	519	1109	794	976	775	972	608	480	1088
"MA"	2006	"Boxborough"		"1"	5	1554		1554	1365	635	2000	1411	1755	1126	810	2083	1426	1835	1474	1799	1313	717	2030
"MA"	2006	"Boxford"		"1"	6	598	536	1136	607	525	1132	741	965	469	632	1170	778	1000	783	986	566	582	1149
"MA"	2006	"Boxford"		"2"	6	668	669	1337	732	609	1341	900	1155	520	763	1390	922	1187	940	1183	656	702	1361
"MA"	2006	"Boxford"		"3"	6	595	614	1210	634	568	1204	780	1014	470	708	1244	804	1051	843	1038	592	626	1220
"MA"	2006	"Boylston"		"1"	3	1480		1520	1236	665	1903	1297	1719	986	807	1970	1398	1770	1398	1749	1139	784	1927
"MA"	2006	"Braintree"		"1"	9	984	219	1207	861	351	1213	932	1109	509	564	1244	997	1136	1021	1142	773	433	1207
"MA"	2006	"Braintree"		"10"	9	869	230	1100	782	317	1099	833	1007	516	502	1147	905	1028	908	1030	751	363	1117
"MA"	2006	"Braintree"		"11"	9	944	288	1233	837	416	1254	949	1134	611	598	1318	1001	1158	1044	1175	798	487	1285
"MA"	2006	"Braintree"		"12"	9	991	255	1247	898	358	1256	975	1142	577	597	1297	1029	1173	1061	1180	806	451	1259
"MA"	2006	"Braintree"		"2"	9	898	244	1144	858	294	1154	868	1049	538	511	1212	933	1083	953	1093	767	387	1158
