state	year	fips_pct	fips_cnty	precinct_code	county	precinct	cd	ld	g2006_REG_tv	g2006_BALL_tv	g2006_USS_rv	g2006_USS_dv	g2006_USS_tv	g2006_USH_rv	g2006_USH_dv	g2006_USH_tv
"VA"	2006	121102	51121	102	"MONTGOMERY COUNTY"	"PRECINCT A-2"	9	12	2823	1265	390	845	1256	246	1002	1251
"VA"	2006	121103	51121	103	"MONTGOMERY COUNTY"	"PRECINCT A-3"	9	12	2857	1515	443	1033	1499	289	1201	1492
"VA"	2006	121201	51121	201	"MONTGOMERY COUNTY"	"PRECINCT B-1"	9	12	1576	849	440	388	842	288	551	842
"VA"	2006	121202	51121	202	"MONTGOMERY COUNTY"	"PRECINCT B-2"	9	7	3261	1540	747	741	1508	442	1059	1503
"VA"	2006	121203	51121	203	"MONTGOMERY COUNTY"	"PRECINCT B-3"	9	7	4323	2187	1157	982	2164	711	1427	2140
"VA"	2006	121301	51121	301	"MONTGOMERY COUNTY"	"PRECINCT C-1"	9	7	2417	1150	659	444	1126	409	714	1124
"VA"	2006	121302	51121	302	"MONTGOMERY COUNTY"	"PRECINCT C-2"	9	7	2106	1248	744	481	1230	443	781	1224
"VA"	2006	121303	51121	303	"MONTGOMERY COUNTY"	"PRECINCT C-3"	9	7	820	470	316	140	462	188	268	456
"VA"	2006	121304	51121	304	"MONTGOMERY COUNTY"	"PRECINCT C-4"	9	7	2157	1025	580	404	1003	357	650	1009
"VA"	2006	121401	51121	401	"MONTGOMERY COUNTY"	"PRECINCT D-1"	9	7	1546	836	449	354	820	293	528	822
"VA"	2006	121402	51121	402	"MONTGOMERY COUNTY"	"PRECINCT D-2"	9	7	1832	1116	701	383	1100	440	660	1101
"VA"	2006	121403	51121	403	"MONTGOMERY COUNTY"	"PRECINCT D-3"	9	7	1895	955	577	343	939	303	636	939
"VA"	2006	121404	51121	404	"MONTGOMERY COUNTY"	"PRECINCT D-4"	9	7	932	550	340	193	542	175	369	544
"VA"	2006	121405	51121	405	"MONTGOMERY COUNTY"	"PRECINCT D-5"	9	7	2085	1145	641	473	1134	377	752	1132
"VA"	2006	121501	51121	501	"MONTGOMERY COUNTY"	"PRECINCT E-1"	9	7	3771	1668	767	866	1650	414	1220	1635
"VA"	2006	121502	51121	502	"MONTGOMERY COUNTY"	"PRECINCT E-2"	9	7	893	491	254	225	483	125	357	482
"VA"	2006	121601	51121	601	"MONTGOMERY COUNTY"	"PRECINCT F-1"	9	12	2891	1457	495	931	1446	320	1110	1434
"VA"	2006	121602	51121	602	"MONTGOMERY COUNTY"	"PRECINCT F-2"	9	12	1989	905	266	610	893	187	697	887
"VA"	2006	121701	51121	701	"MONTGOMERY COUNTY"	"PRECINCT G-1"	9	12	2596	1295	425	847	1282	261	1018	1279
"VA"	2006	121702	51121	702	"MONTGOMERY COUNTY"	"PRECINCT G-2"	9	12	2328	819	270	528	809	176	629	805
"VA"	2006	125101	51125	101	"NELSON COUNTY"	"ROCKFISH"	5	59	1988	1157	492	654	1150	515	625	1146
"VA"	2006	125201	51125	201	"NELSON COUNTY"	"LOVINGSTON"	5	59	1016	555	290	259	552	291	257	552
"VA"	2006	125202	51125	202	"NELSON COUNTY"	"SCHUYLER"	5	59	820	451	183	262	448	201	245	448
"VA"	2006	125301	51125	301	"NELSON COUNTY"	"SHIPMAN"	5	59	1601	807	369	424	804	368	417	795
"VA"	2006	125302	51125	302	"NELSON COUNTY"	"GLADSTONE"	5	59	321	151	67	80	147	72	77	149
"VA"	2006	125401	51125	401	"NELSON COUNTY"	"ROSELAND"	5	59	1650	873	473	371	854	482	363	854
"VA"	2006	125402	51125	402	"NELSON COUNTY"	"MONTEBELLO"	5	59	154	82	44	33	80	47	28	80
"VA"	2006	125501	51125	501	"NELSON COUNTY"	"FABER"	5	59	814	475	186	282	473	200	266	469
"VA"	2006	125502	51125	502	"NELSON COUNTY"	"NELLYSFORD"	5	59	1653	991	464	510	983	485	489	981
"VA"	2006	127102	51127	102	"NEW KENT COUNTY"	"TUNSTALL"	3	97	591	364	244	113	362		237	247
"VA"	2006	127103	51127	103	"NEW KENT COUNTY"	"SOUTHERN BRANCH"	3	97	1447	895	603	277	891		557	584
"VA"	2006	127201	51127	201	"NEW KENT COUNTY"	"QUINTON"	3	97	1174	779	489	273	776		486	530
"VA"	2006	127202	51127	202	"NEW KENT COUNTY"	"KENTWOOD"	3		1015	596	408	177	595		353	372
"VA"	2006	127301	51127	301	"NEW KENT COUNTY"	"WATKINS"	3	97	1108	649	342	294	646		451	468
"VA"	2006	127302	51127	302	"NEW KENT COUNTY"	"CUMBERLAND"	3	97	750	423	230	180	419		288	300
"VA"	2006	127402	51127	402	"NEW KENT COUNTY"	"CHICKAHOMINY RIVER"	3	97	1022	584	363	209	584		384	407
"VA"	2006	127403	51127	403	"NEW KENT COUNTY"	"AIRPORT"	3	97	846	500	331	159	500		328	343
"VA"	2006	127501	51127	501	"NEW KENT COUNTY"	"ELTHAM"	3	97	1025	562	335	206	551		372	385
"VA"	2006	127503	51127	503	"NEW KENT COUNTY"	"PROVIDENCE FORGE"	3	97	1775	1087	732	344	1084		638	683
"VA"	2006	131101	51131	101	"NORTHAMPTON COUNTY"	"PRECINCT 1-1"	2	100	1450	627	216	401	620	217	384	603
"VA"	2006	131201	51131	201	"NORTHAMPTON COUNTY"	"PRECINCT 2-1"	2	100	1392	666	309	336	655	308	345	654
"VA"	2006	131301	51131	301	"NORTHAMPTON COUNTY"	"PRECINCT 3-1"	2	100	1252	529	193	313	511	189	320	509
"VA"	2006	131401	51131	401	"NORTHAMPTON COUNTY"	"PRECINCT 4-1"	2	100	1538	839	400	413	824	395	421	820
"VA"	2006	131501	51131	501	"NORTHAMPTON COUNTY"	"PRECINCT 5-1"	2	100	1435	703	362	321	690	342	333	676
"VA"	2006	131601	51131	601	"NORTHAMPTON COUNTY"	"PRECINCT 6-1"	2	100	1477	729	279	427	717	284	427	712
"VA"	2006	133101	51133	101	"NORTHUMBERLAND COUNTY"	"1A"	1	99	1589	849	552	340	902	644	248	900
"VA"	2006	133201	51133	201	"NORTHUMBERLAND COUNTY"	"2A"	1	99	1659	915	564	394	967	621	320	951
"VA"	2006	133301	51133	301	"NORTHUMBERLAND COUNTY"	"3A"	1	99	1083	542	206	338	547	243	293	541
"VA"	2006	133302	51133	302	"NORTHUMBERLAND COUNTY"	"3B"	1	99	542	234	63	171	235	76	153	230
"VA"	2006	133401	51133	401	"NORTHUMBERLAND COUNTY"	"4A"	1	99	2180	1374	929	509	1455	1017	412	1449
"VA"	2006	133501	51133	501	"NORTHUMBERLAND COUNTY"	"5A"	1	99	1842	1106	781	397	1182	847	313	1172
"VA"	2006	135101	51135	101	"NOTTOWAY COUNTY"	"PRECINCT 1-1"	4	60	1121	607	315	287	607	383		516
"VA"	2006	135102	51135	102	"NOTTOWAY COUNTY"	"PRECINCT 1-2"	4	61	652	360	227	129	362	263		310
"VA"	2006	135201	51135	201	"NOTTOWAY COUNTY"	"PRECINCT 2-1"	4	61	1373	691	412	295	716	502		630
"VA"	2006	135202	51135	202	"NOTTOWAY COUNTY"	"PRECINCT 2-2"	4	61	470	283	211	74	288	239		270
"VA"	2006	135301	51135	301	"NOTTOWAY COUNTY"	"PRECINCT 3-1"		60	983	487	182	300	489	290		432
"VA"	2006	135302	51135	302	"NOTTOWAY COUNTY"	"PRECINCT 3-2"	4	61	520	291	167	120	289	211		259
"VA"	2006	135401	51135	401	"NOTTOWAY COUNTY"	"PRECINCT 4-1"	4	61	864	389	105	284	391	155		230
"VA"	2006	135402	51135	402	"NOTTOWAY COUNTY"	"PRECINCT 4-2"	4	61	817	428	257	174	433	311		382
"VA"	2006	135501	51135	501	"NOTTOWAY COUNTY"	"PRECINCT 5-1"	4	61	1800	927	581	345	945	695		847
"VA"	2006	137101	51137	101	"ORANGE COUNTY"	"ONE WEST"		30	2246	1313	734	551	1293	785	451	1251
"VA"	2006	137102	51137	102	"ORANGE COUNTY"	"ONE EAST"	7	30	849	404	187	208	402	206	166	377
"VA"	2006	137201	51137	201	"ORANGE COUNTY"	"TWO WEST"		30	1568	784	455	311	779	498	243	753
"VA"	2006	137202	51137	202	"ORANGE COUNTY"	"TWO EAST"	7	30	1450	699	364	324	694	427	242	678
"VA"	2006	137301	51137	301	"ORANGE COUNTY"	"THREE"	7	30	3113	1442	748	669	1427	820	543	1381
"VA"	2006	137401	51137	401	"ORANGE COUNTY"	"FOUR WEST"	7	30	1870	897	571	309	889	602	234	863
"VA"	2006	137402	51137	402	"ORANGE COUNTY"	"FOUR EAST"	7	30	2467	1176	713	436	1163	787	324	1138
"VA"	2006	137501	51137	501	"ORANGE COUNTY"	"LOW CHURCH #1"	7		3429	1967	1106	824	1952	1205	689	1922
"VA"	2006	137502	51137	502	"ORANGE COUNTY"	"LAKE OF THE WOODS"	7	30	2051	1097	623	456	1091	685	381	1081
"VA"	2006	139101	51139	101	"PAGE COUNTY"	"WEST LURAY"	7	15	2985	1481	804	640	1475	833	580	1448
"VA"	2006	139201	51139	201	"PAGE COUNTY"	"EAST LURAY"	7	15	3062	1539	911	590	1527	946	502	1492
"VA"	2006	139301	51139	301	"PAGE COUNTY"	"MARKSVILLE"	7	15	2939	1373	822	520	1354	814	473	1329
"VA"	2006	139401	51139	401	"PAGE COUNTY"	"NEWPORT"	7	15	2900	1274	826	425	1269	835	348	1231
"VA"	2006	139501	51139	501	"PAGE COUNTY"	"SHENANDOAH"	7	15	2737	1290	808	470	1286	807	421	1247
"VA"	2006	141101	51141	101	"PATRICK COUNTY"	"ARARAT"	9	10	755	340	192	134	331	117	209	326
"VA"	2006	141102	51141	102	"PATRICK COUNTY"	"CLAUDVILLE"	9	10	700	291	181	99	284	118	152	270
"VA"	2006	141103	51141	103	"PATRICK COUNTY"	"WILLIS GAP"	9	10	705	302	158	128	294	129	158	287
"VA"	2006	141201	51141	201	"PATRICK COUNTY"	"DRY POND"	9	10	407	189	108	67	180	58	113	171
"VA"	2006	141202	51141	202	"PATRICK COUNTY"	"PATRICK SPRINGS"	9	10	1116	602	354	228	591	193	377	570
"VA"	2006	141203	51141	203	"PATRICK COUNTY"	"RUSSELL CREEK"	9	10	759	389	197	170	373	106	258	364
"VA"	2006	141301	51141	301	"PATRICK COUNTY"	"CRITZ/STELLA"	9	10	1438	681	391	251	659	244	399	643
"VA"	2006	141302	51141	302	"PATRICK COUNTY"	"LIBERTY"	9	10	918	432	254	149	409	154	241	395
"VA"	2006	141401	51141	401	"PATRICK COUNTY"	"MEADOWS OF DAN"	9	10	940	533	275	238	517	193	311	504
"VA"	2006	141402	51141	402	"PATRICK COUNTY"	"STUART ADMINISTRATION"	9	10	1307	628	358	248	614	174	417	591
"VA"	2006	141501	51141	501	"PATRICK COUNTY"	"STUART COMMUNITY"	9	10	518	239	148	82	232	86	142	228
"VA"	2006	141502	51141	502	"PATRICK COUNTY"	"ELAMSVILLE"	9	10	767	400	232	152	390	147	231	378
"VA"	2006	141503	51141	503	"PATRICK COUNTY"	"WOOLWINE"	9	10	925	509	291	192	493	175	304	479
"VA"	2006	143103	51143	103	"PITTSYLVANIA COUNTY"	"TWIN SPRINGS"	5	16	2905	1582	1226	306	1541	1278	236	1529
"VA"	2006	143105	51143	105	"PITTSYLVANIA COUNTY"	"CHATHAM"	5	16	1351	780	497	258	761	538	213	759
"VA"	2006	143106	51143	106	"PITTSYLVANIA COUNTY"	"TUNSTALL"	5	16	1269	632	415	195	619	433	167	610
"VA"	2006	143107	51143	107	"PITTSYLVANIA COUNTY"	"Tightsqueeze*"			1245	597	314	242	567	334	228	569
"VA"	2006	143108	51143	108	"PITTSYLVANIA COUNTY"	"WEST BLAIRS"	5	16	745	393	248	123	378	269	111	383
"VA"	2006	143201	51143	201	"PITTSYLVANIA COUNTY"	"CALLANDS"	5	9	1161	624	428	171	603	457	141	604
"VA"	2006	143204	51143	204	"PITTSYLVANIA COUNTY"	"SANDY LEVEL"	5	9	795	446	299	133	434	326	106	434
"VA"	2006	143206	51143	206	"PITTSYLVANIA COUNTY"	"CLIMAX"	5	9	891	477	339	134	474	349	115	469
"VA"	2006	143207	51143	207	"PITTSYLVANIA COUNTY"	"GRETNA"		9	2283	1170	797	320	1130	858	260	1126
"VA"	2006	143301	51143	301	"PITTSYLVANIA COUNTY"	"CENTRAL"	5	9	1176	574	184	354	539	201	337	540
"VA"	2006	143305	51143	305	"PITTSYLVANIA COUNTY"	"RICEVILLE"	5	16	592	294	108	158	273	120	145	273
"VA"	2006	143307	51143	307	"PITTSYLVANIA COUNTY"	"EAST BLAIRS"	5	16	1311	566	163	367	534	179	359	543
"VA"	2006	143308	51143	308	"PITTSYLVANIA COUNTY"	"MT AIRY"	5	16	509	255	106	134	244	121	117	238
"VA"	2006	143309	51143	309	"PITTSYLVANIA COUNTY"	"EAST GRETNA"		9	764	356	174	156	334	192	143	339
"VA"	2006	143402	51143	402	"PITTSYLVANIA COUNTY"	"KEELING"	5	16	1296	586	382	169	557	404	153	567
"VA"	2006	143404	51143	404	"PITTSYLVANIA COUNTY"	"KENTUCK"	5	16	2221	1133	788	303	1106	833	262	1105
"VA"	2006	143405	51143	405	"PITTSYLVANIA COUNTY"	"RINGGOLD"	5	14	2502	1217	818	351	1178	847	324	1178
"VA"	2006	143501	51143	501	"PITTSYLVANIA COUNTY"	"HURT"	5	16	1996	1004	591	361	970	642	306	965
"VA"	2006	143502	51143	502	"PITTSYLVANIA COUNTY"	"MOTLEY SYCAMORE"	5	9	2068	1003	598	340	948	665	269	939
"VA"	2006	143503	51143	503	"PITTSYLVANIA COUNTY"	"RENAN"	5	16	1009	464	301	150	454	311	128	444
"VA"	2006	143602	51143	602	"PITTSYLVANIA COUNTY"	"BEARSKIN"	5	9	328	161	74	77	153	82	70	155
"VA"	2006	143603	51143	603	"PITTSYLVANIA COUNTY"	"STONY MILL"	5	16	528	260	133	102	239	140	100	243
"VA"	2006	143604	51143	604	"PITTSYLVANIA COUNTY"	"SWANSONVILLE"	5	16	1450	697	468	200	674	514	163	682
"VA"	2006	143605	51143	605	"PITTSYLVANIA COUNTY"	"WHITMELL"	5	16	1202	608	368	205	579	388	188	580
"VA"	2006	143606	51143	606	"PITTSYLVANIA COUNTY"	"BROSVILLE"	5	14	1281	600	302	271	578	326	248	577
"VA"	2006	143607	51143	607	"PITTSYLVANIA COUNTY"	"DRY FORK"			561	303	212	78	292	213	69	286
"VA"	2006	143702	51143	702	"PITTSYLVANIA COUNTY"	"BACHELORS HALL"		14	1618	853	637	185	828	665	156	826
"VA"	2006	143703	51143	703	"PITTSYLVANIA COUNTY"	"FERRY ROAD"	5	14	427	210	128	65	197	135	60	199
"VA"	2006	143704	51143	704	"PITTSYLVANIA COUNTY"	"MT HERMON"	5	16	2658	1335	915	379	1305	972	315	1296
"VA"	2006	143705	51143	705	"PITTSYLVANIA COUNTY"	"MT CROSS"	5	16	1299	683	482	169	653	501	147	656
"VA"	2006	145101	51145	101	"POWHATAN COUNTY"	"SUBLETTS"	4	65	1990	1257	935	300	1249	1024		1204
"VA"	2006	145102	51145	102	"POWHATAN COUNTY"	"MANAKIN"	4	65	1190	796	580	204	792	641		752
"VA"	2006	145103	51145	103	"POWHATAN COUNTY"	"FLAT ROCK"	4	65	784	459	349	100	455	379		443
"VA"	2006	145201	51145	201	"POWHATAN COUNTY"	"POWHATAN STATION"	4		1541	926	696	211	915	748		888
"VA"	2006	145202	51145	202	"POWHATAN COUNTY"	"GRACELAND"	4		1915	1132	811	294	1122	883		1054
"VA"	2006	145301	51145	301	"POWHATAN COUNTY"	"BETHESDA"	4	65	2033	1115	811	284	1108	900		1048
"VA"	2006	145302	51145	302	"POWHATAN COUNTY"	"LEE'S LANDING"			1111	690	470	203	686	538		659
"VA"	2006	145401	51145	401	"POWHATAN COUNTY"	"POWHATAN COURTHOUSE"	4	65	2250	1330	994	316	1323	1070		1270
"VA"	2006	145402	51145	402	"POWHATAN COUNTY"	"BALLSVILLE"	4	65	1540	852	617	212	838	671		791
"VA"	2006	145501	51145	501	"POWHATAN COUNTY"	"SMITH CROSS ROADS"	4	65	1318	685	354	311	675	423		603
"VA"	2006	145502	51145	502	"POWHATAN COUNTY"	"PINEVILLE"	4	65	621	398	207	184	395	249		368
"VA"	2006	147101	51147	101	"PRINCE EDWARD COUNTY"	"FARMVILLE"	5	60	1554	630	325	285	619	360	244	607
"VA"	2006	147201	51147	201	"PRINCE EDWARD COUNTY"	"LOCKETT"	5	60	1742	862	419	402	830	443	350	796
"VA"	2006	147301	51147	301	"PRINCE EDWARD COUNTY"	"LEIGH"	5	60	1246	508	240	243	491	269	195	471
"VA"	2006	147302	51147	302	"PRINCE EDWARD COUNTY"	"MT PLEASANT"	5	60	520	224	88	123	212	100	110	212
"VA"	2006	147401	51147	401	"PRINCE EDWARD COUNTY"	"HAMPDEN"	5	60	1288	598	292	272	574	314	251	569
"VA"	2006	147501	51147	501	"PRINCE EDWARD COUNTY"	"DARLINGTON HTS"	5	60	877	425	242	154	403	258	138	405
"VA"	2006	147502	51147	502	"PRINCE EDWARD COUNTY"	"BUFFALO HTS"	5	60	791	396	253	131	388	277	103	382
"VA"	2006	147601	51147	601	"PRINCE EDWARD COUNTY"	"PROSPECT"	5	59	1777	786	351	362	723	382	310	701
"VA"	2006	147701	51147	701	"PRINCE EDWARD COUNTY"	"WEST END"	5	60	1153	664	385	264	650	430	210	641
"VA"	2006	147801	51147	801	"PRINCE EDWARD COUNTY"	"CENTER"	5	60	753	293	77	203	281	91	181	276
"VA"	2006	149101	51149	101	"PRINCE GEORGE COUNTY"	"RICHARD BLAND"	4	62	1253	782	492	273	778	611		729
"VA"	2006	149102	51149	102	"PRINCE GEORGE COUNTY"	"TEMPLETON"	4	62	2758	1635	1093	517	1629	1265		1499
"VA"	2006	149103	51149	103	"PRINCE GEORGE COUNTY"	"UNION BRANCH"	4	62	1925	1037	559	459	1029	731		935
"VA"	2006	149104	51149	104	"PRINCE GEORGE COUNTY"	"RIVES"	4	62	1961	753	386	355	749	514		680
"VA"	2006	149105	51149	105	"PRINCE GEORGE COUNTY"	"HARRISON"	3	62	666	387	273	111	387		216	241
"VA"	2006	149201	51149	201	"PRINCE GEORGE COUNTY"	"BLAND"	3	62	3005	1563	1019	530	1563		936	1066
"VA"	2006	149202	51149	202	"PRINCE GEORGE COUNTY"	"BLACK WATER"	3	62	2089	1122	717	387	1114		647	702
"VA"	2006	149203	51149	203	"PRINCE GEORGE COUNTY"	"BRANDON"	3	62	625	374	262	110	373		203	228
"VA"	2006	149204	51149	204	"PRINCE GEORGE COUNTY"	"COURTS BLDG"	3	62	2211	1138	634	489	1133		736	792
"VA"	2006	149205	51149	205	"PRINCE GEORGE COUNTY"	"JEFFERSON PARK"	3	62	1006	404	150	249	403		300	313
"VA"	2006	153101	51153	101	"PRINCE WILLIAM COUNTY"	"BRENTSVILLE"	11	13	1488	774	515	249	772	573	185	764
"VA"	2006	153102	51153	102	"PRINCE WILLIAM COUNTY"	"BENNETT"	11	13	4105	1997	1085	873	1989	1197	743	1973
"VA"	2006	153103	51153	103	"PRINCE WILLIAM COUNTY"	"BUCKHALL"	10	13	4651	2422	1362	1026	2415	1529	848	2410
"VA"	2006	153104	51153	104	"PRINCE WILLIAM COUNTY"	"NOKESVILLE"	11	13	1967	1028	662	340	1015	725	263	996
"VA"	2006	153105	51153	105	"PRINCE WILLIAM COUNTY"	"PARKSIDE"	10	50	3561	1343	672	633	1329	712	582	1323
"VA"	2006	153106	51153	106	"PRINCE WILLIAM COUNTY"	"ELLIS"			1299	469	222	233	460	260	177	456
"VA"	2006	153107	51153	107	"PRINCE WILLIAM COUNTY"	"MARSTELLER"			2987	1565	817	713	1554	954	571	1545
"VA"	2006	153108	51153	108	"PRINCE WILLIAM COUNTY"	"VICTORY"			3686	1650	828	796	1643	950	666	1634
"VA"	2006	153109	51153	109	"PRINCE WILLIAM COUNTY"	"PARK"	11	31	1791	964	582	361	958	642	287	944
"VA"	2006	153110	51153	110	"PRINCE WILLIAM COUNTY"	"BUCKLAND MILLS"			2779	1301	665	616	1292	772	498	1280
"VA"	2006	153111	51153	111	"PRINCE WILLIAM COUNTY"	"BRISTOW RUN"	11	13	4327	2011	1113	865	1999	1264	699	1981
"VA"	2006	153112	51153	112	"PRINCE WILLIAM COUNTY"	"CEDAR POINT"			3119	1376	754	602	1371	888	457	1359
"VA"	2006	153201	51153	201	"PRINCE WILLIAM COUNTY"	"SAUNDERS"	11	31	4171	1734	648	1036	1721	790	893	1707
"VA"	2006	153203	51153	203	"PRINCE WILLIAM COUNTY"	"BENTON"			3263	1698	1012	647	1692	1134	517	1678
"VA"	2006	153204	51153	204	"PRINCE WILLIAM COUNTY"	"MC COART"		51	3507	1777	868	888	1774	1022	729	1767
"VA"	2006	153206	51153	206	"PRINCE WILLIAM COUNTY"	"KING"	11	31	4470	1855	757	1057	1841	858	938	1817
"VA"	2006	153207	51153	207	"PRINCE WILLIAM COUNTY"	"LODGE"	11	31	3166	1328	592	709	1315	689	604	1306
"VA"	2006	153208	51153	208	"PRINCE WILLIAM COUNTY"	"WESTRIDGE"	11	51	3988	1761	803	931	1754	981	744	1743
"VA"	2006	153209	51153	209	"PRINCE WILLIAM COUNTY"	"WOODBINE"		13	5131	2521	1348	1143	2513	1548	928	2498
"VA"	2006	153210	51153	210	"PRINCE WILLIAM COUNTY"	"PENN"			2145	1171	624	530	1168	755	398	1161
"VA"	2006	153211	51153	211	"PRINCE WILLIAM COUNTY"	"POWELL"	1	52	756	355	150	196	353	167	179	350
"VA"	2006	153301	51153	301	"PRINCE WILLIAM COUNTY"	"DUMFRIES"	1	52	2205	729	262	445	720	278	422	711
"VA"	2006	153302	51153	302	"PRINCE WILLIAM COUNTY"	"POTOMAC"	1	52	4383	1621	512	1088	1615	544	1027	1592
"VA"	2006	153303	51153	303	"PRINCE WILLIAM COUNTY"	"GRAHAM PARK"	1	52	2748	1021	397	600	1011	432	536	992
"VA"	2006	153304	51153	304	"PRINCE WILLIAM COUNTY"	"QUANTICO"		52	2187	218	123	87	216	126	78	213
"VA"	2006	153305	51153	305	"PRINCE WILLIAM COUNTY"	"PATTIE"	11	52	2709	1224	614	583	1219	733	450	1199
"VA"	2006	153306	51153	306	"PRINCE WILLIAM COUNTY"	"WASHINGTON-REID"		31	5930	2726	1281	1392	2706	1378	1247	2672
"VA"	2006	153307	51153	307	"PRINCE WILLIAM COUNTY"	"HENDERSON"	11	52	4110	1972	954	999	1966	1176	769	1957
"VA"	2006	153308	51153	308	"PRINCE WILLIAM COUNTY"	"MONTCLAIR"	11	52	3137	1543	726	777	1533	864	638	1522
"VA"	2006	153401	51153	401	"PRINCE WILLIAM COUNTY"	"EVERGREEN"	10	13	2469	1337	807	502	1330	900	403	1326
"VA"	2006	153402	51153	402	"PRINCE WILLIAM COUNTY"	"BATTLEFIELD"			3482	1782	1119	638	1771	1237	490	1749
"VA"	2006	153403	51153	403	"PRINCE WILLIAM COUNTY"	"BULL RUN"	11	13	3611	1998	1100	870	1983	1306	641	1959
"VA"	2006	153404	51153	404	"PRINCE WILLIAM COUNTY"	"SINCLAIR"			2986	1085	465	588	1076	512	522	1059
"VA"	2006	153405	51153	405	"PRINCE WILLIAM COUNTY"	"STONEWALL"	10	50	2980	1356	714	603	1334	774	530	1328
"VA"	2006	153406	51153	406	"PRINCE WILLIAM COUNTY"	"ALVEY"			3225	1821	1065	730	1811	1245	526	1792
"VA"	2006	153407	51153	407	"PRINCE WILLIAM COUNTY"	"WESTGATE"	10	50	2511	844	388	431	838	424	374	829
"VA"	2006	153408	51153	408	"PRINCE WILLIAM COUNTY"	"GLENKIRK"			1957	942	534	386	936	581	338	929
"VA"	2006	153409	51153	409	"PRINCE WILLIAM COUNTY"	"SUDLEY NORTH"	10	13	2627	756	297	439	752	324	396	740
"VA"	2006	153410	51153	410	"PRINCE WILLIAM COUNTY"	"MOUNTAIN VIEW"			4588	1924	1027	872	1916	1172	725	1909
"VA"	2006	153411	51153	411	"PRINCE WILLIAM COUNTY"	"MULLEN"	10	13	3422	1064	449	587	1058	493	533	1054
"VA"	2006	153501	51153	501	"PRINCE WILLIAM COUNTY"	"LAKE RIDGE"	11	51	3911	1915	920	966	1906	1114	767	1900
"VA"	2006	153502	51153	502	"PRINCE WILLIAM COUNTY"	"OCCOQUAN"	11	51	4180	1624	567	1028	1615	691	886	1597
"VA"	2006	153503	51153	503	"PRINCE WILLIAM COUNTY"	"OLD BRIDGE"	11	51	2882	1440	764	655	1433	945	467	1428
"VA"	2006	153504	51153	504	"PRINCE WILLIAM COUNTY"	"ROCKLEDGE"	11	51	3450	1637	771	824	1612	993	604	1608
"VA"	2006	153505	51153	505	"PRINCE WILLIAM COUNTY"	"MOHICAN"	11	51	2596	1092	456	616	1083	564	497	1080
"VA"	2006	153506	51153	506	"PRINCE WILLIAM COUNTY"	"BETHEL"	11	51	3538	1624	785	797	1605	933	620	1578
"VA"	2006	153507	51153	507	"PRINCE WILLIAM COUNTY"	"CHINN"		51	2226	1058	471	568	1050	575	468	1050
"VA"	2006	153508	51153	508	"PRINCE WILLIAM COUNTY"	"SPRINGWOODS"	11	51	1873	696	274	404	692	334	341	688
"VA"	2006	153601	51153	601	"PRINCE WILLIAM COUNTY"	"DALE"	11	31	1370	418	139	265	413	172	230	407
"VA"	2006	153602	51153	602	"PRINCE WILLIAM COUNTY"	"NEABSCO"	11	31	3588	1223	411	784	1217	487	701	1201
"VA"	2006	153603	51153	603	"PRINCE WILLIAM COUNTY"	"GODWIN"	11	31	4388	1583	603	940	1570	710	818	1553
"VA"	2006	153604	51153	604	"PRINCE WILLIAM COUNTY"	"CIVIC CENTER"		51	2430	933	332	566	913	389	505	903
"VA"	2006	153605	51153	605	"PRINCE WILLIAM COUNTY"	"MINNIEVILLE"		31	2543	1009	416	569	997	506	461	981
"VA"	2006	153606	51153	606	"PRINCE WILLIAM COUNTY"	"BEL AIR"		31	2423	978	436	511	958	505	437	952
"VA"	2006	153607	51153	607	"PRINCE WILLIAM COUNTY"	"KERRYDALE"	11	51	2618	971	361	593	963	427	520	960
"VA"	2006	153608	51153	608	"PRINCE WILLIAM COUNTY"	"ENTERPRISE"	11	31	3250	1327	510	768	1305	629	654	1299
"VA"	2006	153701	51153	701	"PRINCE WILLIAM COUNTY"	"BELMONT"	11	52	2525	991	456	525	989	521	444	977
"VA"	2006	153702	51153	702	"PRINCE WILLIAM COUNTY"	"LIBRARY"	11	52	2199	839	336	475	824	395	396	801
"VA"	2006	153703	51153	703	"PRINCE WILLIAM COUNTY"	"LYNN"		51	2165	578	178	379	574	219	337	568
"VA"	2006	153704	51153	704	"PRINCE WILLIAM COUNTY"	"FEATHERSTONE"	11	52	3640	1522	559	911	1501	689	773	1487
"VA"	2006	153705	51153	705	"PRINCE WILLIAM COUNTY"	"POTOMAC VIEW"	11	52	1772	695	324	346	686	381	286	681
"VA"	2006	153706	51153	706	"PRINCE WILLIAM COUNTY"	"RIPPON"		52	3150	1297	483	797	1295	534	736	1285
"VA"	2006	153707	51153	707	"PRINCE WILLIAM COUNTY"	"KILBY"	11	51	1921	712	274	419	706	309	373	695
"VA"	2006	153708	51153	708	"PRINCE WILLIAM COUNTY"	"RIVER OAKS"	1	52	2517	820	219	579	814	235	558	803
"VA"	2006	155101	51155	101	"PULASKI COUNTY"	"BELSPRING"	9	6	810	485	265	204	475	138	336	474
"VA"	2006	155102	51155	102	"PULASKI COUNTY"	"NEW RIVER"	9	6	2347	1280	617	635	1272	338	917	1256
"VA"	2006	155103	51155	103	"PULASKI COUNTY"	"WEST CLOYD"	9	6	1247	681	366	295	674	199	473	672
