state	year	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	cd2	g2000_USH_dv2	g2000_USH_rv2	g2000_USH_tv2
"AL"	2000	"COVINGTON"	"MARVIN ODEMS VOTING HOUSE"	42	23	65	4	131	200	338				
"AL"	2000	"COVINGTON"	"MCADAMS STORE VOTING HOUSE"	37	55	94	5	181	0	191				
"AL"	2000	"COVINGTON"	"OAKY RIDGE VOTING HOUSE"	25	104	129	5	453	0	519				
"AL"	2000	"COVINGTON"	"OPP CHAMBER OF COMMERCE #1"	208	531	751	5	325	0	364				
"AL"	2000	"COVINGTON"	"OPP CHAMBER OF COMMERCE #2"	361	776	1147	5	353	0	374				
"AL"	2000	"COVINGTON"	"OPP CHAMBER OF COMMERCE #3"	218	433	655	5	242	0	261				
"AL"	2000	"COVINGTON"	"PIDGEON CREEK-BUCK CREEK FIRE"	88	135	232	5	643	0	728				
"AL"	2000	"COVINGTON"	"RED LEVEL CITY HALL"	138	282	426	5	927	0	1003				
"AL"	2000	"COVINGTON"	"RIVER FALLS CITY HALL"	169	164	340								
"AL"	2000	"COVINGTON"	"RODGERS VOTING HOUSE"	11	26	37	5	390	0	433				
"AL"	2000	"COVINGTON"	"ROSE HILL COMMUNITY"	50	73	125	5	662	0	749				
"AL"	2000	"COVINGTON"	"SANFORD CITY HALL"	62	180	245	5	837	0	917				
"AL"	2000	"COVINGTON"	"STANLEY VOTING HOUSE"	34	105	139	5	381	0	407				
"AL"	2000	"COVINGTON"	"STRAUGHN - AG BUILDING"	73	245	324	5	448	0	483				
"AL"	2000	"COVINGTON"	"VALLEY GROVE VOTING HOUSE"	55	93	148	5	186	0	206				
"AL"	2000	"COVINGTON"	"WIGGINS 5 POINTS VOTING HOUSE"	22	49	72	5	889	0	1010				
"AL"	2000	"COVINGTON"	"WING FIRE DEPARTMENT - BEDA"	47	137	186	5	531	0	591				
"AL"	2000	"CRENSHAW"	"ABSENTEE VOTERS"	36	61	98	5	399	0	443				
"AL"	2000	"CRENSHAW"	"BRANTLEY COMMUNITY CENTER"	213	296	513	5	352	0	355				
"AL"	2000	"CRENSHAW"	"BUSHS GROCERY - BRANTLEY"	63	68	136	5	794	0	803				
"AL"	2000	"CRENSHAW"	"CHAPEL HILL COMMUNITY CENTER"	50	97	149	5	354	0	356				
"AL"	2000	"CRENSHAW"	"COUNTY COURTHOUSE"	220	526	759	5	331	0	378				
"AL"	2000	"CRENSHAW"	"DANIELVILLE SCHOOL HOUSE"	65	153	220	5	695	0	770				
"AL"	2000	"CRENSHAW"	"DOZIER CITY HALL"	53	39	94	5	873	0	978				
"AL"	2000	"CRENSHAW"	"GLENWOOD CITY HALL"	87	157	246	5	513	0	572				
"AL"	2000	"CRENSHAW"	"HARBIN FARM CENTER - LUVERNE"	298	49	355	5	868	0	981				
"AL"	2000	"CRENSHAW"	"HIGHLAND HOME - NEW FIRE DEPT."	111	276	389	5	710	0	835				
"AL"	2000	"CRENSHAW"	"HONORAVILLE FIRE STATION"	89	208	301	5	555	0	612				
"AL"	2000	"CRENSHAW"	"LILLERS STORE - BRANTLEY"	43	123	168	5	375	0	418				
"AL"	2000	"CRENSHAW"	"PANOLA COMMUNITY CENTER"	72	113	189	5	943	0	1036				
"AL"	2000	"CRENSHAW"	"PATSBURG DEPOT BUILDING"	18	117	137	5	873	0	1009				
"AL"	2000	"CRENSHAW"	"PETREY COMMUNITY CENTER"	285	84	372	5	618	0	709				
"AL"	2000	"CRENSHAW"	"PLEASANT HOME SCHOOL-RUTLEDGE"	42	48	92	5	267	0	317				
"AL"	2000	"CRENSHAW"	"RUTLEDGE COMMUNITY CENTER"	120	174	302	5	178	0	198				
"AL"	2000	"CRENSHAW"	"VIDETTE COMMUNITY CENTER"	20	88	109	5	704	0	848				
"AL"	2000	"CRENSHAW"	"WEEDS STORE BRANTLEY"	49	116	166	5	553	0	632				
"AL"	2000	"CULLMAN"	"0110 Cullman Civic Center"	354	694	1061	5	310	0	355				
"AL"	2000	"CULLMAN"	"0120 Cullman Civic Center"	253	464	734	5	267	0	311				
"AL"	2000	"CULLMAN"	"0130 Cullman Civic Center"	313	489	819	5	224	0	251				
"AL"	2000	"CULLMAN"	"0140 Cullman County Office Bldg."	260	646	918	5	263	0	288				
"AL"	2000	"CULLMAN"	"0150 Cullman City Hall"	206	443	667	5	657	0	737				
"AL"	2000	"CULLMAN"	"0160 Cullman Courthouse Basement"	198	475	684	5	768	0	859				
"AL"	2000	"CULLMAN"	"0170 Cullman County Office Bldg."	302	658	982	5	1021	0	1135				
"AL"	2000	"CULLMAN"	"0210 Good Hope Town Hall"	292	619	926	5	696	0	780				
"AL"	2000	"CULLMAN"	"0220 Dodge City Fire Dept."	172	347	535	5	697	0	775				
"AL"	2000	"CULLMAN"	"0310 Hanceville City Hall"	434	715	1180	5	870	0	984				
"AL"	2000	"CULLMAN"	"0320 Steppville Fire Station"	215	350	582	5	686	0	781				
"AL"	2000	"CULLMAN"	"0400 Garden City Town Hall"	97	250	354	5	757	0	858				
"AL"	2000	"CULLMAN"	"0500 Stouts Mountain Church"	73	48	128	5	445	0	494				
"AL"	2000	"CULLMAN"	"0610 Moody Town Union Hill Ch."	29	53	88	5	767	0	876				
"AL"	2000	"CULLMAN"	"0620 Colony Town Hall"	213	36	253	5	266	0	297				
"AL"	2000	"CULLMAN"	"0700 Arkadelphia Community Ctr."	73	136	211	5	293	0	330				
"AL"	2000	"CULLMAN"	"0800 Antioch Community Center"	64	125	192	5	513	0	587				
"AL"	2000	"CULLMAN"	"0900 Cold Springs Fire Dept."	178	228	415	5	254	0	301				
"AL"	2000	"CULLMAN"	"1000 Bremen Community Center"	170	345	528	5	270	0	311				
"AL"	2000	"CULLMAN"	"1110 Trimble Fire Station"	114	291	415	5	129	0	139				
"AL"	2000	"CULLMAN"	"1120 Valley Grove Comm. Center"	199	399	607	5	387	0	432				
"AL"	2000	"CULLMAN"	"1200 Crane Hill Fire Department"	246	502	755	5	309	0	369				
"AL"	2000	"CULLMAN"	"1300 Bethsadia Fire Department"	120	224	352	5	125	0	138				
"AL"	2000	"CULLMAN"	"1410 Logan Fire Department"	82	183	272	5	358	0	399				
"AL"	2000	"CULLMAN"	"1420 Bethel Community Center"	113	195	312	5	900	0	1053				
"AL"	2000	"CULLMAN"	"1510 Jones Chapel Fire Dept."	247	529	789	7	448	124	579				
"AL"	2000	"CULLMAN"	"1600 Battleground Fire Dept."	159	215	389	7	273	243	542				
"AL"	2000	"CULLMAN"	"1710 West Point Comm. Center"	256	634	914	7	244	127	377				
"AL"	2000	"CULLMAN"	"1720 Friendship Methodist Church"	226	540	778	7	232	47	283				
"AL"	2000	"CULLMAN"	"1810 Vinemont Providence Fire Dept."	377	662	1069	7	71	78	158				
"AL"	2000	"CULLMAN"	"1820 Providence Fire Department"	199	402	614	7	103	113	227				
"AL"	2000	"CULLMAN"	"1900 Gold Ridge Comm. Center"	219	448	674	7	32	39	78				
"AL"	2000	"CULLMAN"	"2010 Baileytown Town Hall"	225	377	612	7	49	44	95				
"AL"	2000	"CULLMAN"	"2020 Brooklyn Comm. Center"	107	220	332	7	156	68	230				
"AL"	2000	"CULLMAN"	"2110 Joppa Volunteer Fire Dept."	140	222	370	7	177	18	198				
"AL"	2000	"CULLMAN"	"2120 New Canaan FMX Bldg."	142	269	418	7	174	33	213				
"AL"	2000	"CULLMAN"	"2210 Holly Pond Town Hall"	310	811	1146	7	150	55	211				
"AL"	2000	"CULLMAN"	"2300 Berlin Comm. Center"	183	376	578	7	71	0	71				
"AL"	2000	"CULLMAN"	"2400 Walter Community Center"	135	312	452	7	488	27	522				
"AL"	2000	"CULLMAN"	"2500 Welti Fire Sta."	120	200	330	7	280	8	289				
"AL"	2000	"CULLMAN"	"2600 Brushy Pond Comm. Center"	120	234	364	7	76	46	126				
"AL"	2000	"CULLMAN"	"2700 White City Comm. Center"	195	450	658	7	981	169	1162				
"AL"	2000	"CULLMAN"	"2810 Fairview Fire Dept."	196	322	530	7	130	16	146				
"AL"	2000	"CULLMAN"	"2820 Fairview Town Hall"	137	243	388	2	662	201	871				
"AL"	2000	"CULLMAN"	"2910 Grandview Comm. Center"	84	146	239	2	156	148	314				
"AL"	2000	"CULLMAN"	"3010 Kelley Comm. Center"	189	501	700	2	36	65	108				
"AL"	2000	"CULLMAN"	"3100 Center Hill Community Center"	80	182	270	2	8	7	15				
"AL"	2000	"CULLMAN"	"3200 Simcoe Comm. Center"	151	267	429	2	15	76	91				
"AL"	2000	"CULLMAN"	"3300 Baldwin Comm. Center"	123	231	362	2	329	1265	1646				
"AL"	2000	"CULLMAN"	"3400 Cullman County Health Dept."	103	282	391	2	15	8	23				
"AL"	2000	"CULLMAN"	"3510 East Point Comm. Center"	115	296	420	2	63	89	156				
"AL"	2000	"CULLMAN"	"3600 Bolte-White Grove Church"	144	273	422	2	23	108	134				
"AL"	2000	"CULLMAN"	"9001 Absentee Votes"	306	598	917	2	17	110	130				
"AL"	2000	"DALE"	"ABSENTEE VOTERS"	157	479	646	2	83	88	179				
"AL"	2000	"DALE"	"ARGUTA-VOTING HOUSE"	38	71	109	2	102	204	310				
"AL"	2000	"DALE"	"ARITON-CITY HALL"	171	363	544	2	203	736	967				
"AL"	2000	"DALE"	"BERTHA-VOTING HALL"	57	154	216	2	136	362	530				
"AL"	2000	"DALE"	"CLAYHATCHEE-COMMUNITY HOUSE"	90	238	337	2	18	57	78				
"AL"	2000	"DALE"	"CLOPTON-VOTING HALL"	28	78	109	2	35	144	183				
"AL"	2000	"DALE"	"DALEVILLE-CITY HALL #1"	86	145	243	2	77	200	288				
"AL"	2000	"DALE"	"DALEVILLE-CITY HALL #2"	470	792	1290	2	60	159	223				
"AL"	2000	"DALE"	"ECHO-VOTING HALL"	119	495	620	2	27	114	143				
"AL"	2000	"DALE"	"EWELL-VOTING HALL"	247	565	833	2	505	116	642				
"AL"	2000	"DALE"	"FORT RUCKER ELEMENTARY SCHOOL"	58	222	285	2	75	24	102				
"AL"	2000	"DALE"	"GRIMES-COMMUNITY CENTER"	124	303	438	2	347	223	587				
"AL"	2000	"DALE"	"LEVEL PLAINS-COMMUNITY CENTER"	380	785	1187	2	166	797	985				
"AL"	2000	"DALE"	"MARLEY MILL-FORESTRY COMM."	188	625	841	2	41	117	159				
"AL"	2000	"DALE"	"MIDLAND CITY-VOTING HALL"	277	386	667	2	71	241	318				
"AL"	2000	"DALE"	"NEWTON-CITY HALL"	205	569	792	2	112	180	295				
"AL"	2000	"DALE"	"OZARK CENTER 1 #1"	324	540	883	2	57	167	231				
"AL"	2000	"DALE"	"OZARK CENTER 1 #2"	321	517	853	2	50	42	95				
"AL"	2000	"DALE"	"OZARK CENTER 2 MEM. LIB H-L"	359	578	964	2	296	187	502				
"AL"	2000	"DALE"	"OZARK CENTER 3 #1"	345	603	965	3	0	952	1108				
"AL"	2000	"DALE"	"OZARK CENTER 3 #2"	449	781	1251	3	0	940	1064				
"AL"	2000	"DALE"	"PINCKARD-CITY HALL"	179	516	700	3	0	540	611				
"AL"	2000	"DALE"	"ROCKY HEAD-COMMUNITY HOUSE"	81	292	377	3	0	764	933				
"AL"	2000	"DALE"	"SKIPPERVILLE-VOTING HALL"	124	311	439	3	0	679	817				
"AL"	2000	"DALE"	"SYLVAN GROVE-VOTING HALL"	29	185	217	3	0	372	475				
"AL"	2000	"DALLAS"	"100-Tyler Comm. Ctr."	76	196	274	3	0	140	227				
"AL"	2000	"DALLAS"	"10-Plantersville Vol. Fire Dept."	131	166	301	3	0	59	163				
"AL"	2000	"DALLAS"	"110-Good Hope Ch."	34	49	84	3	0	198	458				
"AL"	2000	"DALLAS"	"120-Mt. Zion Ch."	330	261	595	3	0	229	291				
"AL"	2000	"DALLAS"	"130-Union-Old. Natl. Grd."	387	748	1144	3	0	275	370				
"AL"	2000	"DALLAS"	"140-Union-New Natl. Grd."	139	487	635	3	0	737	867				
"AL"	2000	"DALLAS"	"150-Safford Comm. Ctr."	121	57	180	3	0	142	168				
"AL"	2000	"DALLAS"	"160-Marion Jct.-Blackbelt Ex."	161	95	258	3	0	240	290				
"AL"	2000	"DALLAS"	"170-Shiloh Sch. Bldg."	350	179	532	3	0	83	121				
"AL"	2000	"DALLAS"	"190-Browns-New Friend. Ch."	39	27	66	3	0	317	410				
"AL"	2000	"DALLAS"	"200-Carlowville Minter-VFD"	223	67	292	3	0	79	89				
"AL"	2000	"DALLAS"	"20-Summerfield Vol. Fire"	175	299	477	3	0	192	265				
"AL"	2000	"DALLAS"	"2100-Courthouse"	147	172	328	3	0	216	291				
"AL"	2000	"DALLAS"	"220-Eastend Fire Sta."	631	12	643	3	0	301	380				
"AL"	2000	"DALLAS"	"230-Carver Neighborhd. Ctr."	387	13	403	3	0	190	214				
"AL"	2000	"DALLAS"	"240-Selma Mall"	285	57	342	3	0	461	618				
"AL"	2000	"DALLAS"	"260-Woodrow Ave. Fire Sta."	727	294	1027	3	0	257	295				
"AL"	2000	"DALLAS"	"270-Rangedale Ctr."	667	18	689	3	0	716	757				
"AL"	2000	"DALLAS"	"280-Northern Hts. Pres. Ch."	811	19	834	3	0	481	520				
"AL"	2000	"DALLAS"	"290-Broad St. Fire Sta."	378	1	379	3	0	639	687				
"AL"	2000	"DALLAS"	"300-Memorial Stadium"	88	641	739	3	0	790	854				
"AL"	2000	"DALLAS"	"310-Old Natl. Grd Arm."	111	786	904	3	0	643	697				
"AL"	2000	"DALLAS"	"320-Cahaba Rd. Fire Sta."	507	408	925	3	0	456	494				
"AL"	2000	"DALLAS"	"330-Byrd Sch."	632	277	920	3	0	195	206				
"AL"	2000	"DALLAS"	"345-Queen of Peace Sch."	209	125	334	3	0	478	510				
"AL"	2000	"DALLAS"	"40-Valley Grande Comm. Ctr."	405	926	1346	3	0	124	136				
"AL"	2000	"DALLAS"	"60-Orrville Comm. Ctr."	619	229	849	3	0	681	830				
"AL"	2000	"DALLAS"	"70-Beloit Comm. Ctr."	109	15	124								
"AL"	2000	"DALLAS"	"80-Tipton Sch."	1407	117	1527	3	0	720	794				
"AL"	2000	"DALLAS"	"9001-Absentee"	518	527	1054	3	0	661	718				
"AL"	2000	"DALLAS"	"9002-Challenged Abs. Voters"	4	0	4	3	0	349	387				
"AL"	2000	"DALLAS"	"90-Selmont Water Works"	159	92	255	3	0	141	165				
"AL"	2000	"DEKALB"	"A to Z Ctr. Gr'dine"	67	96	167	3	0	565	615				
"AL"	2000	"DEKALB"	"Absentee"			0	3	0	449	500				
"AL"	2000	"DEKALB"	"Adamsburg VFD"	55	163	223	3	0	195	262				
"AL"	2000	"DEKALB"	"Antioch Barrys BBQ"	67	95	164	3	0	47	54				
"AL"	2000	"DEKALB"	"Armory\Hammondville"	102	191	300	3	0	120	149				
"AL"	2000	"DEKALB"	"Aroney Chevron St."	126	191	320	3	0	154	258				
"AL"	2000	"DEKALB"	"Bapt. Ch.\Lebanon"	48	60	110								
"AL"	2000	"DEKALB"	"Blake Comm. Ctr."	94	246	345	3	0	98	108				
"AL"	2000	"DEKALB"	"Cartersville F.D."	133	268	411	3	0	188	199				
"AL"	2000	"DEKALB"	"Civic Ctr\Rainsville-3A"	129	278	417	3	0	689	768				
"AL"	2000	"DEKALB"	"Civic Ctr\Rainsville-3B"	91	299	395	3	0	321	365				
"AL"	2000	"DEKALB"	"Civic Ctr\Rainsville-3C"	129	292	428	2	68	637	727				
"AL"	2000	"DEKALB"	"Civic Ctr\Rainsville-3D"	156	296	460	2	68	419	501				
"AL"	2000	"DEKALB"	"Club Hse. P'ville"	9	26	41	2	1377	174	1565				
"AL"	2000	"DEKALB"	"Club Hse.\Grove Oak"	84	132	221								
"AL"	2000	"DEKALB"	"Comm Ctr. Pineridge"	34	154	193	2	251	111	365				
"AL"	2000	"DEKALB"	"Comm. Hse\Rodentown"	91	157	250	2	92	338	451				
"AL"	2000	"DEKALB"	"Copeland Bridge Ch."	41	53	96	2	292	892	1211				
"AL"	2000	"DEKALB"	"Courthse. Lobby 1A"	65	144	212	2	438	1067	1551				
"AL"	2000	"DEKALB"	"Courthse. Lobby 1B"	72	129	202	2	149	570	744				
"AL"	2000	"DEKALB"	"Courthse. Lobby 1C"	83	138	224	2	187	970	1192				
"AL"	2000	"DEKALB"	"Crossville Sch."	87	174	265	2	269	1366	1690				
"AL"	2000	"DEKALB"	"Dog Town Fire Dept."	94	260	358								
"AL"	2000	"DEKALB"	"F H #3 E. Highland"	83	234	327	2	217	1750	2037				
"AL"	2000	"DEKALB"	"Fairview Cmnty Ctr."	64	107	174	2	177	1385	1622				
"AL"	2000	"DEKALB"	"Fire Hall #2-3A"	94	144	240	2	554	934	1530				
"AL"	2000	"DEKALB"	"Fire Hall #2-3B"	78	153	238	2	177	474	671				
"AL"	2000	"DEKALB"	"Fischer Crossroads\Old Sch."	100	223	331	2	96	971	1093				
"AL"	2000	"DEKALB"	"Forrest Ave.\Sch. Library"	93	169	267	2	148	1263	1466				
"AL"	2000	"DEKALB"	"Ft. Payne Arm."	157	388	552	2	182	1644	1874				
"AL"	2000	"DEKALB"	"Fyffe Cty. Hall\Moores' xrds."	20	60	80	2	280	558	871				
"AL"	2000	"DEKALB"	"Fyffe Town Hall"	221	351	586	2	118	836	984				
"AL"	2000	"DEKALB"	"Garrett Carpet\Five Pts."	63	233	305	2	95	731	862				
"AL"	2000	"DEKALB"	"Geraldine Town Hall"	210	293	513	2	90	327	432				
"AL"	2000	"DEKALB"	"Gravel Hill Ch."	20	34	54	2	184	639	840				
"AL"	2000	"DEKALB"	"Guest McKestes C C"	66	64	133	2	123	838	982				
"AL"	2000	"DEKALB"	"Harmony Masonic Ldg."	63	53	120	2	37	252	301				
"AL"	2000	"DEKALB"	"Kilpatrick Ch. Fshp."	106	153	267	2	24	195	228				
"AL"	2000	"DEKALB"	"Lathemville Meth. Ch."	34	45	82	2	156	660	840				
"AL"	2000	"DEKALB"	"Log Cabin Antiq."	63	190	258	2	105	475	596				
"AL"	2000	"DEKALB"	"Loveless McNutt Ch."	9	23	32	2	131	436	585				
"AL"	2000	"DEKALB"	"McKestes Cmnty Ctr."	76	120	199	2	296	783	1100				
"AL"	2000	"DEKALB"	"Meth. Ch.\Collinsville"	59	92	154	2	22	100	126				
"AL"	2000	"DEKALB"	"Mt. Home Ch.\Double Bridges"	54	115	173	2	91	85	182				
"AL"	2000	"DEKALB"	"Mt. Olive Advent\Ch. Highpt."	97	168	270	2	42	199	243				
"AL"	2000	"DEKALB"	"Mt. Vernon Ch."	61	169	236	2	160	49	211				
"AL"	2000	"DEKALB"	"Oak Hill Meth Ch."	53	59	115	2	175	478	675				
"AL"	2000	"DEKALB"	"Painter Comm. Ctr."	82	165	251	2	18	138	167				
"AL"	2000	"DEKALB"	"Paynes Chapel\Shiloh"	85	201	289	2	242	837	1120				
"AL"	2000	"DEKALB"	"Pea Ridge Ch."	33	79	113	5	478	0	541				
"AL"	2000	"DEKALB"	"Pleasant Hill\Comm. Ctr."	98	183	285	5	606	0	678				
"AL"	2000	"DEKALB"	"Prov. Hill Ch."	22	55	82	5	612	0	667				
"AL"	2000	"DEKALB"	"Rec Center Lobby-6A"	102	118	224	5	743	0	815				
"AL"	2000	"DEKALB"	"Rec Center Lobby-6B"	112	92	211	5	758	0	833				
"AL"	2000	"DEKALB"	"Ruritan Bldg\Henagar-3A"	112	303	421	5	809	0	892				
"AL"	2000	"DEKALB"	"Ruritan Bldg\Henagar-3B"	140	305	452	5	845	0	936				
"AL"	2000	"DEKALB"	"R'ville Burnt Ch."	35	34	70	5	1098	0	1228				
"AL"	2000	"DEKALB"	"Saddle Clb\Wills Valley"	67	145	215	5	551	0	632				
"AL"	2000	"DEKALB"	"School Lobby Grove Oak"	55	83	140	5	767	0	872				
"AL"	2000	"DEKALB"	"Senior Cit. Ctr. 2A"	41	75	117	5	500	0	572				
"AL"	2000	"DEKALB"	"Senior Cit. Ctr. 2B"	32	76	112	5	756	0	848				
"AL"	2000	"DEKALB"	"Shiloh Town Hall"	85	94	182	5	311	0	339				
"AL"	2000	"DEKALB"	"Skirum Comm. Ctr."	122	115	239	5	376	0	449				
"AL"	2000	"DEKALB"	"Sulpher Sprg.\Comm. Ctr."	58	56	117	5	550	0	555				
"AL"	2000	"DEKALB"	"Tenbroeck Comm. Ctr."	98	148	251	5	710	0	771				
"AL"	2000	"DEKALB"	"Town Hall Ider-2A"	149	286	444	5	379	0	435				
"AL"	2000	"DEKALB"	"Town Hall Ider-2B"	127	230	366	5	124	0	129				
"AL"	2000	"DEKALB"	"Town Hall Mentone"	169	322	517	5	466	0	510				
"AL"	2000	"DEKALB"	"Town Hall Powell"	158	225	390	5	578	0	643				
"AL"	2000	"DEKALB"	"Town Hall Sylvania-2A"	137	205	350	5	626	0	703				
"AL"	2000	"DEKALB"	"Town Hall Sylvania-2B"	98	218	318	5	673	0	753				
"AL"	2000	"DEKALB"	"Town Hall\Collinsville"	116	163	287	5	676	0	733				
"AL"	2000	"DEKALB"	"Town Hall\Crossville"	160	295	465	5	618	0	679				
"AL"	2000	"DEKALB"	"Town Hall\Valley Head"	158	177	342	5	560	0	625				
"AL"	2000	"DEKALB"	"VFW Hall Ft. Payne 7A"	78	197	281	5	688	0	773				
"AL"	2000	"DEKALB"	"VFW Hall Ft. Payne 7B"	89	188	280	5	701	0	775				
"AL"	2000	"DEKALB"	"Whiton Old Sch.\Building"	78	73	152	5	513	0	579				
"AL"	2000	"ELMORE"	"ABSENTEE VOTERS"	186	504	706	5	893	0	977				
"AL"	2000	"ELMORE"	"ASBURY KENT COMMUNITY CENTER"	140	358	504	5	818	0	938				
"AL"	2000	"ELMORE"	"BLUE RIDGE VOTING HOUSE"	131	641	782	5	370	0	420				
"AL"	2000	"ELMORE"	"BUYCK FIRE DEPARTMENT"	168	515	698	5	263	0	291				
"AL"	2000	"ELMORE"	"COOSADA CITY HALL"	269	394	673	5	863	0	997				
"AL"	2000	"ELMORE"	"CRENSHAW PARK"	277	80	358	5	889	0	997				
"AL"	2000	"ELMORE"	"DEATSVILLE MASONIC LODGE"	41	213	259	5	722	0	803				
"AL"	2000	"ELMORE"	"ECLECTIC FIRE STATION"	291	486	790	5	815	0	900				
"AL"	2000	"ELMORE"	"FAIN PARK - WETUMPKA"	500	560	1080	5	674	0	752				
"AL"	2000	"ELMORE"	"FITZPATRICK COMMUNITY HOUSE"	205	505	717	5	374	0	419				
"AL"	2000	"ELMORE"	"FRIENDSHIP FIRE DEPARTMENT"	146	282	439	5	150	0	167				
"AL"	2000	"ELMORE"	"HOLTVILLE FIRE STATION"	264	970	1251	5	734	0	840				
"AL"	2000	"ELMORE"	"KOWALIGA FIRE DEPARTMENT"	121	432	560	7	563	73	646				
"AL"	2000	"ELMORE"	"LIGHTWOOD FIRE STATION"	144	394	551	7	118	193	321				
"AL"	2000	"ELMORE"	"MILLBROOK MEMORIAL PARK #1"	375	367	750	7	92	77	176				
"AL"	2000	"ELMORE"	"MILLBROOK MEMORIAL PARK #2"	389	915	1325	7	180	31	212				
"AL"	2000	"ELMORE"	"PLEASANT HILL COMMUNITY CENTER"	129	550	685	7	598	16	624				
"AL"	2000	"ELMORE"	"REDHILL VOTING HOUSE"	101	312	422	7	318	126	450				
"AL"	2000	"ELMORE"	"REDLAND FIRE STATION #1"	208	727	947	7	203	106	321				
"AL"	2000	"ELMORE"	"REDLAND FIRE STATION #2"	115	611	739	7	98	61	166				
"AL"	2000	"ELMORE"	"ROCK SPRINGS"	103	235	339	7	305	79	388				
"AL"	2000	"ELMORE"	"SANTUCK COMMUNITY CENTER"	244	472	722	7	387	257	656				
"AL"	2000	"ELMORE"	"SEMAN COMMUNITY CENTER"	113	438	568	7	230	6	238				
"AL"	2000	"ELMORE"	"SOUTHSIDE SCHOOL TALLASSEE"	171	41	218	7	158	140	307				
"AL"	2000	"ELMORE"	"TALLASSEE RECREATION CENTER #1"	362	974	1360	7	88	89	183				
"AL"	2000	"ELMORE"	"TALLASSEE RECREATION CENTER #2"	0	0	0	7	488	116	608				
"AL"	2000	"ELMORE"	"TITUS COMMUNITY CENTER"	86	214	305	6	0	1664	1818				
"AL"	2000	"ELMORE"	"VICTORY BAPTIST SCHOOL #1"	303	1156	1477	6	0	1175	1278				
"AL"	2000	"ELMORE"	"VICTORY BAPTIST SCHOOL #2"	349	1368	1743	6	0	701	768				
"AL"	2000	"ELMORE"	"WALLSBORO FIRE DEPARTMENT"	244	517	775	6	0	535	600				
"AL"	2000	"ELMORE"	"WEOKA VOTING HOUSE"	46	232	280	6	0	202	222				
"AL"	2000	"ELMORE"	"WETUMPKA ARMORY #1"	195	590	804	6	0	598	668				
"AL"	2000	"ELMORE"	"WETUMPKA ARMORY #2"	236	724	977	6	0	967	1052				
"AL"	2000	"ESCAMBIA"	"ABSENTEE VOTERS"	118	246	372	6	0	1217	1323				
"AL"	2000	"ESCAMBIA"	"ALCO J.D. JC MUSEUM"	163	205	372	6	0	500	545				
"AL"	2000	"ESCAMBIA"	"APPLETON VOL.FIRE DEPARTMENT"	93	267	363	6	0	138	156				
"AL"	2000	"ESCAMBIA"	"ATMORE CITY HALL #1"	402	15	420	6	0	245	298				
"AL"	2000	"ESCAMBIA"	"ATMORE CITY HALL #2"	202	12	215	6	0	1041	1173				
"AL"	2000	"ESCAMBIA"	"ATMORE COUNTY ROAD DEPARTMENT"	73	88	165	6	0	1138	1276				
"AL"	2000	"ESCAMBIA"	"ATMORE RACHEL PATTERSON SCHOOL"	129	457	594	6	0	740	842				
"AL"	2000	"ESCAMBIA"	"ATMORE STAFF CHEVROLET #1"	143	413	562	6	0	681	750				
"AL"	2000	"ESCAMBIA"	"ATMORE STAFF CHEVROLET #2"	143	409	560	6	0	718	801				
"AL"	2000	"ESCAMBIA"	"BARNETTS CROSS ROADS"	9	93	103	6	0	895	982				
"AL"	2000	"ESCAMBIA"	"BETHEL ROBERTS CO VOTING HOUSE"	20	56	80	6	0	873	972				
"AL"	2000	"ESCAMBIA"	"BRADLEY VOL.FIRE DEPARTMENT"	16	63	80	6	0	226	252				
"AL"	2000	"ESCAMBIA"	"BREWTON COMMUNITY CENTER #1"	356	645	1019	6	0	88	94				
"AL"	2000	"ESCAMBIA"	"BREWTON COMMUNITY CENTER #2"	108	222	337	6	0	517	595				
"AL"	2000	"ESCAMBIA"	"BREWTON COURTHOUSE"	506	162	671	6	0	1144	1246				
"AL"	2000	"ESCAMBIA"	"CANOE CIVIC CLUB BUILDING"	47	204	253	6	0	931	1016				
"AL"	2000	"ESCAMBIA"	"DAMASCUS BOYKIN SCHOOL"	175	98	280	6	0	1515	1658				
"AL"	2000	"ESCAMBIA"	"DIXIE VOLUNTEER FIRE DEPT."	12	17	29	6	0	702	780				
"AL"	2000	"ESCAMBIA"	"EAST BREWTON CITY HALL"	186	179	372	6	0	386	411				
"AL"	2000	"ESCAMBIA"	"EAST BREWTON NEAL SCHOOL"	199	336	550	6	0	1749	1874				
"AL"	2000	"ESCAMBIA"	"FLOMATON CITY HALL"	78	289	378	6	0	93	159				
"AL"	2000	"ESCAMBIA"	"FLOMATON COMMUNITY HOUSE"	175	242	422	6	0	100	109				
"AL"	2000	"ESCAMBIA"	"HUXFORD MASONIC LODGE"	31	144	180	6	0	906	970				
"AL"	2000	"ESCAMBIA"	"KIRKLAND NORTH BREWTON SCHOOL"	117	280	401	6	0	1090	1197				
"AL"	2000	"ESCAMBIA"	"LITTLE ESCAMBIA VOTING HOUSE"	26	120	146	6	0	1928	2083				
"AL"	2000	"ESCAMBIA"	"LITTLE ROCK ALLENS STORE"	17	52	69	6	0	472	535				
"AL"	2000	"ESCAMBIA"	"MCCALL SCHOOL"	92	388	486	6	0	369	535				
