state	year	county	precinct	vtd	g2006_GOV_rv	g2006_GOV_dv	g2006_ATG_rv	g2006_ATG_dv	g2006_SOS_dv	g2006_SOS_rv	g2006_TRE_rv	g2006_TRE_dv	g2006_USH_dv	g2006_USH_rv
"KS"	2006	"MIAMI"	"Louisburg Ward 2"	"300020"	83	131	80	135	60	130	131	75	76	126
"KS"	2006	"MIAMI"	"Louisburg Ward 3"	"300030"	170	221	184	211	81	261	271	108	125	260
"KS"	2006	"MIAMI"	"Louisburg Ward 4"	"300040"	115	190	120	196	117	172	180	123	137	172
"KS"	2006	"MIAMI"	"Miami Township"	"000050"	88	123	73	142	66	135	136	74	83	121
"KS"	2006	"MIAMI"	"Mound Township"	"000060"	75	157	85	151	98	121	119	112	117	109
"KS"	2006	"MIAMI"	"North Marysville Township"	"00007A"	177	191	179	200	99	244	257	109	107	254
"KS"	2006	"MIAMI"	"North Paola Township"	"200010"	109	142	110	142	73	156	164	80	96	154
"KS"	2006	"MIAMI"	"North Wea Township"	"000080"	131	122	124	134	61	165	170	81	80	173
"KS"	2006	"MIAMI"	"Osage Township"	"000090"	83	108	88	107	65	112	113	77	87	107
"KS"	2006	"MIAMI"	"Osawatomie Township"	"000100"	103	171	115	163	103	147	144	123	133	135
"KS"	2006	"MIAMI"	"Osawatomie Ward 1"	"00011A"	41	113	46	113	76	68	71	85	87	61
"KS"	2006	"MIAMI"	"Osawatomie Ward 2"	"00012A"	75	153	85	146	85	137	125	101	112	112
"KS"	2006	"MIAMI"	"Osawatomie Ward 2 Exclave Lake"	"00012B"	0	1	0	1	1	0	1	0	1	0
"KS"	2006	"MIAMI"	"Osawatomie Ward 3"	"00013A"	78	254	91	257	174	156	155	190	203	132
"KS"	2006	"MIAMI"	"Osawatomie Ward 4"	"000140"	58	114	66	112	82	81	74	101	86	81
"KS"	2006	"MIAMI"	"PROVISIONAL"	"999999"	60	93	76	80	59	89	90	58	62	87
"KS"	2006	"MIAMI"	"Paola Ward 1"	"00016A"	124	196	136	193	95	210	204	119	140	179
"KS"	2006	"MIAMI"	"Paola Ward 2"	"000170"	77	116	77	122	73	109	112	83	86	105
"KS"	2006	"MIAMI"	"Paola Ward 3"	"00018A"	114	219	117	221	118	205	194	140	159	170
"KS"	2006	"MIAMI"	"Paola Ward 4"	"00019A"	162	231	171	233	143	238	247	151	175	217
"KS"	2006	"MIAMI"	"Richland Township"	"000200"	294	275	280	299	155	382	393	168	178	377
"KS"	2006	"MIAMI"	"South Marysville Township"	"000210"	193	265	193	276	143	289	290	166	194	268
"KS"	2006	"MIAMI"	"South Paola Township"	"200020"	63	112	84	91	55	109	105	69	72	97
"KS"	2006	"MIAMI"	"South Wea Township"	"000220"	300	243	292	259	131	373	388	144	151	384
"KS"	2006	"MIAMI"	"Spring Hill City"	"00023A"	138	134	143	138	74	185	195	84	84	191
"KS"	2006	"MIAMI"	"Spring Hill City Exclave B"	"00023C"	79	94	80	99	50	118	116	57	69	105
"KS"	2006	"MIAMI"	"Spring Hill Precinct 3"	"400020"	0	1	0	1	1	0	0	1		
"KS"	2006	"MIAMI"	"Spring Hill Precinct 4"	"400010"	0	0	0	0	0	0	0	0		
"KS"	2006	"MIAMI"	"Stanton Township"	"000240"	122	174	122	176	112	170	172	126	132	161
"KS"	2006	"MIAMI"	"Sugar Creek Township"	"000250"	81	103	88	102	51	126	120	68	69	114
"KS"	2006	"MIAMI"	"Ten Mile Township"	"000260"	223	203	214	217	102	297	297	125	128	292
"KS"	2006	"MIAMI"	"West Middle Creek Township"	"000270"	76	131	83	124	74	115	127	76	83	161
"KS"	2006	"MIAMI"	"West Valley Township"	"000280"	160	246	181	234	135	244	248	158	168	188
"KS"	2006	"MITCHELL"	"ADVANCED"	"999998"	160	214	164	211	94	260	248	108	70	304
"KS"	2006	"MITCHELL"	"Asherville Township"	"000010"	16	31	18	28	9	34	31	14	7	40
"KS"	2006	"MITCHELL"	"Beloit City Ward 1"	"000020"	98	116	121	93	52	146	138	64	35	175
"KS"	2006	"MITCHELL"	"Beloit City Ward 2"	"000030"	140	190	165	169	62	237	251	72	53	279
"KS"	2006	"MITCHELL"	"Beloit City Ward 3"	"000040"	147	160	157	146	38	245	246	50	29	273
"KS"	2006	"MITCHELL"	"Beloit City Ward 4"	"000050"	107	121	101	131	31	183	174	50	31	201
"KS"	2006	"MITCHELL"	"Beloit Township"	"00006A"	47	53	46	56	18	73	76	22	12	87
"KS"	2006	"MITCHELL"	"Bloomfield Township"	"000070"	18	13	16	14	4	26	26	4	3	28
"KS"	2006	"MITCHELL"	"Blue Hill Township"	"000080"	2	11	6	7	1	10	10	3	1	12
"KS"	2006	"MITCHELL"	"Carr Creek Township"	"000090"	7	3	6	3	0	10	10	0	0	10
"KS"	2006	"MITCHELL"	"Cawker Township"	"000110"	94	108	97	110	50	137	141	57	42	159
"KS"	2006	"MITCHELL"	"Center Township"	"000120"	6	6	4	8	2	9	10	2	1	11
"KS"	2006	"MITCHELL"	"Custer Township"	"000130"	18	25	20	24	10	29	27	15	5	39
"KS"	2006	"MITCHELL"	"Eureka Township"	"000140"	4	6	5	4	2	6	7	2	1	8
"KS"	2006	"MITCHELL"	"Glen Elder Township"	"000160"	82	91	97	75	27	133	125	36	14	156
"KS"	2006	"MITCHELL"	"Hayes Township"	"000170"	2	4	2	4	2	3	2	3	1	5
"KS"	2006	"MITCHELL"	"Logan Township"	"000190"	18	26	17	26	10	33	29	11	6	38
"KS"	2006	"MITCHELL"	"Lulu Township"	"000200"	17	14	22	9	5	28	25	6	3	31
"KS"	2006	"MITCHELL"	"PROVISIONAL"	"999999"	8	16	14	10	6	16	17	5	5	20
"KS"	2006	"MITCHELL"	"Pittsburg Township"	"000210"	64	56	81	40	16	99	85	20	11	116
"KS"	2006	"MITCHELL"	"Plum Creek Township"	"000220"	30	10	28	13	5	28	30	8	5	35
"KS"	2006	"MITCHELL"	"Round Springs Township"	"000230"	8	5	8	4	1	11	12	1	1	12
"KS"	2006	"MITCHELL"	"Salt Creek Township"	"000240"	2	5	3	4	1	6	6	1	0	7
"KS"	2006	"MITCHELL"	"Simpson City"	"000260"			0	0			0	0		
"KS"	2006	"MITCHELL"	"Solomon Rapids Township"	"000270"	11	16	14	13	6	16	20	7	6	20
"KS"	2006	"MITCHELL"	"Turkey Creek Township"	"000290"	20	22	18	23	5	30	36	3	4	38
"KS"	2006	"MITCHELL"	"Walnut Creek Township"	"000300"	6	13	8	10	7	9	13	5	3	14
"KS"	2006	"MONTGOMERY"	"ADVANCED"	"999998"	343	403	369	379	264	471	437	301	263	469
"KS"	2006	"MONTGOMERY"	"Caney City Ward 1"	"00001A"	65	51	78	39	27	84	81	32	23	90
"KS"	2006	"MONTGOMERY"	"Caney City Ward 2"	"000020"	63	38	71	35	28	71	70	37	23	76
"KS"	2006	"MONTGOMERY"	"Caney City Ward 3"	"000030"	71	49	90	35	32	89	90	31	20	97
"KS"	2006	"MONTGOMERY"	"Caney City Ward 4"	"000040"	75	55	82	48	38	87	86	40	28	95
"KS"	2006	"MONTGOMERY"	"Caney Township Havana"	"000050"	120	58	136	46	36	132	139	40	38	141
"KS"	2006	"MONTGOMERY"	"Caney Township Tyro"	"000060"	159	43	157	46	36	158	154	42	28	175
"KS"	2006	"MONTGOMERY"	"Cherokee Township"	"000070"	71	71	80	65	49	87	86	59	45	97
"KS"	2006	"MONTGOMERY"	"Cherry Township"	"000080"	88	60	99	52	37	105	104	45	31	113
"KS"	2006	"MONTGOMERY"	"Cherryvale Ward 1"	"000090"	152	151	181	128	105	190	190	109	97	202
"KS"	2006	"MONTGOMERY"	"Cherryvale Ward 2"	"000100"	125	95	150	78	62	151	151	75	60	166
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 01"	"000110"	8	46	10	46	46	7	9	47	44	12
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 02"	"000120"	42	56	52	52	50	48	45	55	46	55
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 03"	"000130"	53	81	71	66	66	62	52	82	59	73
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 04"	"000140"	67	90	79	76	77	76	75	79	71	82
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 05"	"000150"	97	104	102	103	76	119	114	88	73	126
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 06"	"000160"	37	63	48	58	46	55	45	56	43	58
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 07"	"000170"	41	48	50	41	32	54	51	37	29	60
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 08"	"000180"	30	50	33	48	39	39	30	51	39	40
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 09"	"000190"	37	57	44	54	52	40	41	56	48	46
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 10"	"000200"	34	69	40	68	56	48	47	61	49	54
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 11"	"000210"	92	128	112	108	85	126	121	97	79	140
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 12"	"000220"	181	187	203	164	126	233	219	142	112	250
"KS"	2006	"MONTGOMERY"	"Coffeyville Ward 1 Precinct 13"	"000230"	139	164	174	129	96	191	182	110	95	200
"KS"	2006	"MONTGOMERY"	"Drum Creek Township"	"000240"	104	52	114	45	23	127	121	31	25	129
"KS"	2006	"MONTGOMERY"	"Fawn Creek Township Dearing"	"000250"	218	210	253	190	148	269	251	186	131	299
"KS"	2006	"MONTGOMERY"	"Fawn Creek Township Tyro"	"000260"	68	37	75	30	22	77	75	27	20	81
"KS"	2006	"MONTGOMERY"	"Independence City Ward 1 Precinct 1"	"000270"	47	60	56	50	31	70	75	27	31	75
"KS"	2006	"MONTGOMERY"	"Independence City Ward 1 Precinct 2"	"000280"	136	80	139	79	35	167	168	45	37	173
"KS"	2006	"MONTGOMERY"	"Independence City Ward 2 Precinct 1"	"000290"	36	34	36	36	25	46	44	28	24	50
"KS"	2006	"MONTGOMERY"	"Independence City Ward 2 Precinct 2"	"000300"	38	30	40	31	19	46	48	23	16	50
"KS"	2006	"MONTGOMERY"	"Independence City Ward 3 Precinct 1"	"000310"	83	76	97	69	57	99	101	56	45	113
"KS"	2006	"MONTGOMERY"	"Independence City Ward 3 Precinct 2"	"00032A"	37	45	44	39	29	52	46	36	30	48
"KS"	2006	"MONTGOMERY"	"Independence City Ward 4 Precinct 1"	"000330"	74	87	89	77	44	113	121	45	40	121
"KS"	2006	"MONTGOMERY"	"Independence City Ward 4 Precinct 2"	"000340"	67	55	67	61	42	83	87	41	40	84
"KS"	2006	"MONTGOMERY"	"Independence City Ward 5 Precinct 1"	"000350"	59	57	70	44	32	74	73	37	30	82
"KS"	2006	"MONTGOMERY"	"Independence City Ward 5 Precinct 2"	"000360"	111	114	132	93	56	159	154	63	51	171
"KS"	2006	"MONTGOMERY"	"Independence City Ward 6 Precinct 1"	"000370"	148	141	161	129	72	214	203	81	64	218
"KS"	2006	"MONTGOMERY"	"Independence City Ward 6 Precinct 2"	"000380"	206	197	239	168	73	320	310	89	81	313
"KS"	2006	"MONTGOMERY"	"Independence Township 1"	"000390"	327	200	359	174	113	395	391	129	104	420
"KS"	2006	"MONTGOMERY"	"Independence Township 2 Part A"	"00040A"	78	56	77	60	41	92	92	45	38	96
"KS"	2006	"MONTGOMERY"	"Independence Township 2 Part C"	"00040C"	27	15	32	10	5	34	38	4	2	37
"KS"	2006	"MONTGOMERY"	"Liberty Township"	"000410"	65	65	75	58	39	90	91	40	31	97
"KS"	2006	"MONTGOMERY"	"Louisburg Township"	"000420"	103	80	124	62	48	125	125	54	45	133
"KS"	2006	"MONTGOMERY"	"PROVISIONAL"	"999999"	63	56	70	49	46	64	59	51	38	77
"KS"	2006	"MONTGOMERY"	"Parker Township 1"	"000430"	36	36	43	30	24	48	44	27	23	48
"KS"	2006	"MONTGOMERY"	"Parker Township 2"	"00044A"	137	149	152	140	111	164	163	121	97	183
"KS"	2006	"MONTGOMERY"	"Rutland Township"	"000450"	70	31	64	40	24	71	76	24	24	78
"KS"	2006	"MONTGOMERY"	"Sycamore Township"	"000460"	154	118	162	112	60	198	201	67	59	207
"KS"	2006	"MONTGOMERY"	"West Cherry Township"	"000470"	47	29	41	37	21	53	51	27	17	55
"KS"	2006	"MORRIS"	"ADVANCED"	"999998"	270	316	250	321	133	425	417	159	121	458
"KS"	2006	"MORRIS"	"Council Grove Ward 1"	"000010"	85	79	81	86	46	110	110	53	44	116
"KS"	2006	"MORRIS"	"Council Grove Ward 2"	"000020"	64	78	60	78	31	104	95	44	35	106
"KS"	2006	"MORRIS"	"Council Grove Ward 3"	"000030"	122	145	123	142	58	198	191	69	51	210
"KS"	2006	"MORRIS"	"Highland Township"	"000060"	21	26	27	18	4	37	39	5	3	43
"KS"	2006	"MORRIS"	"Overland Township"	"000070"	10	6	7	8	2	14	14	2	1	14
"KS"	2006	"MORRIS"	"PROVISIONAL"	"999999"	8	16	9	15	5	15	17	6	6	18
"KS"	2006	"MORRIS"	"Township 1 Precinct 1"	"000080"	38	40	37	41	15	56	59	18	20	56
"KS"	2006	"MORRIS"	"Township 1 Precinct 2"	"000090"	17	25	21	22	13	28	31	10	14	26
"KS"	2006	"MORRIS"	"Township 2"	"000100"	97	151	101	143	69	172	172	77	50	189
"KS"	2006	"MORRIS"	"Township 3"	"000110"	74	90	70	95	36	123	129	37	37	128
"KS"	2006	"MORRIS"	"Township 4"	"000120"	28	27	28	27	12	40	43	11	7	47
"KS"	2006	"MORRIS"	"Township 5"	"000130"	104	102	103	103	25	175	161	43	23	179
"KS"	2006	"MORRIS"	"Township 6"	"000140"	18	4	15	7	2	18	18	3	2	20
"KS"	2006	"MORRIS"	"Township 7"	"000150"	43	36	29	48	18	60	55	22	14	63
"KS"	2006	"MORRIS"	"Township 8"	"000160"	28	25	28	25	11	39	47	5	8	45
"KS"	2006	"MORRIS"	"Township 9"	"000170"	32	32	35	26	9	51	50	12	13	46
"KS"	2006	"MORTON"	"ADVANCED"	"999998"	103	117	119	108	50	165	152	65	43	176
"KS"	2006	"MORTON"	"Cimarron Township"	"000010"	15	5	13	5	2	17	14	2	1	18
"KS"	2006	"MORTON"	"East Richfield"	"000020"	13	20	17	17	8	23	22	10	11	22
"KS"	2006	"MORTON"	"Elkhart Ward 1"	"000030"	123	119	129	119	46	185	181	56	45	204
"KS"	2006	"MORTON"	"Elkhart Ward 2"	"000040"	100	72	93	84	34	133	124	48	39	139
"KS"	2006	"MORTON"	"Elkhart Ward 3"	"000050"	101	92	100	94	36	156	140	47	43	151
"KS"	2006	"MORTON"	"Jones Township"	"000060"	1	3	2	1	0	3	3	0	1	3
"KS"	2006	"MORTON"	"PROVISIONAL"	"999999"	14	1	12	2	1	12	10	2	1	13
"KS"	2006	"MORTON"	"Rolla Township"	"000070"	68	93	100	65	21	130	115	32	19	141
"KS"	2006	"MORTON"	"Taloga Township"	"000080"	27	18	28	18	5	38	36	6	2	42
"KS"	2006	"MORTON"	"West Richfield"	"000090"	38	20	29	28	5	47	50	6	6	54
"KS"	2006	"MORTON"	"Westola Township"	"000100"	14	6	10	10	3	16	16	3	3	16
"KS"	2006	"NEMAHA"	"ADVANCED"	"999998"	211	282	268	215	101	355	329	140	73	262
"KS"	2006	"NEMAHA"	"Adams Township"	"000010"	41	43	59	24	9	69	65	11	30	55
"KS"	2006	"NEMAHA"	"Berwick Township"	"000020"	106	64	124	43	12	149	135	27	14	147
"KS"	2006	"NEMAHA"	"Capioma Township"	"000030"	34	35	44	22	9	53	51	12	26	41
"KS"	2006	"NEMAHA"	"Center Township"	"000040"	24	39	37	27	6	53	46	9	31	29
"KS"	2006	"NEMAHA"	"Centralia - Home"	"00005A"	50	105	61	94	36	109	102	48	87	64
"KS"	2006	"NEMAHA"	"Centralia Illinois"	"00005B"	10	16	17	8	5	18	18	7	9	15
"KS"	2006	"NEMAHA"	"Clear Creek Township"	"000060"	9	40	21	27	9	36	31	16	8	36
"KS"	2006	"NEMAHA"	"Gilman Township"	"000070"	33	44	37	39	21	50	52	23	16	56
"KS"	2006	"NEMAHA"	"Granada Township"	"000080"	17	34	21	27	6	41	36	12	25	20
"KS"	2006	"NEMAHA"	"Harrison - Goff"	"000090"	40	43	43	39	9	65	67	13	41	34
"KS"	2006	"NEMAHA"	"Harrison - Kelly"	"000100"	13	28	16	23	5	31	24	11	19	20
"KS"	2006	"NEMAHA"	"Home Township"	"000110"	23	35	34	25	7	49	46	11	22	34
"KS"	2006	"NEMAHA"	"Illinois Township"	"000120"	58	88	76	67	33	95	95	39	83	56
"KS"	2006	"NEMAHA"	"Marion Township"	"000130"	78	111	109	78	32	141	106	64	30	147
"KS"	2006	"NEMAHA"	"Mitchell Township"	"000140"	63	80	76	64	15	119	113	24	53	89
"KS"	2006	"NEMAHA"	"Nemaha Township"	"000150"	46	32	57	20	5	66	64	9	5	67
"KS"	2006	"NEMAHA"	"Neuchatel Township"	"000160"	24	21	25	18	9	33	31	10	18	27
"KS"	2006	"NEMAHA"	"PROVISIONAL"	"999999"	35	33	42	24	7	55	54	11	8	39
"KS"	2006	"NEMAHA"	"Red Vermillion Township"	"000170"	26	21	27	23	6	40	32	16	25	19
"KS"	2006	"NEMAHA"	"Reilly Township"	"000180"	27	30	36	19	12	40	41	15	25	31
"KS"	2006	"NEMAHA"	"Richmond Township"	"000190"	86	117	105	98	31	156	145	42	34	158
"KS"	2006	"NEMAHA"	"Rock Creek Township"	"00020A"	80	69	108	38	9	131	125	18	39	105
"KS"	2006	"NEMAHA"	"Sabetha Ward"	"00023A"	123	100	156	64	26	194	194	27	27	186
"KS"	2006	"NEMAHA"	"Sabetha Ward 1"	"000210"	110	149	153	109	44	193	202	46	43	196
"KS"	2006	"NEMAHA"	"Sabetha Ward 2"	"000220"	108	141	166	90	32	200	185	60	41	194
"KS"	2006	"NEMAHA"	"Sabetha Ward 4"	"000240"	81	89	90	76	31	132	135	36	28	132
"KS"	2006	"NEMAHA"	"Seneca Ward 1"	"000260"	98	142	114	120	46	178	161	59	51	172
"KS"	2006	"NEMAHA"	"Seneca Ward 2"	"000270"	93	181	126	145	59	181	172	78	61	191
"KS"	2006	"NEMAHA"	"Seneca Ward 3"	"000280"	127	225	171	182	77	247	232	96	79	247
"KS"	2006	"NEMAHA"	"Washington Township"	"000290"	106	82	115	72	24	150	146	36	27	159
"KS"	2006	"NEMAHA"	"Wetmore Township"	"000300"	57	112	83	87	40	116	129	37	85	81
"KS"	2006	"NEOSHO"	"ADVANCED"	"999998"	166	265	192	237	160	251	233	186	234	196
"KS"	2006	"NEOSHO"	"Big Creek Township"	"000010"	98	96	118	81	34	156	155	40	92	103
"KS"	2006	"NEOSHO"	"Canville Township"	"00002A"	97	141	122	120	69	157	139	92	125	116
"KS"	2006	"NEOSHO"	"Centerville Township"	"000030"	103	145	130	120	71	159	142	95	113	128
"KS"	2006	"NEOSHO"	"Chanute Ward 1"	"000040"	19	34	28	28	19	34	29	27	33	22
"KS"	2006	"NEOSHO"	"Chanute Ward 2 Precinct 1"	"000050"	65	105	86	84	56	114	103	68	90	80
"KS"	2006	"NEOSHO"	"Chanute Ward 2 Precinct 2"	"000060"	85	133	102	118	88	128	113	98	125	92
"KS"	2006	"NEOSHO"	"Chanute Ward 3 Precinct 1"	"000070"	156	206	187	178	124	219	206	145	193	156
"KS"	2006	"NEOSHO"	"Chanute Ward 3 Precinct 2"	"000080"	92	153	111	136	78	158	151	90	129	106
"KS"	2006	"NEOSHO"	"Chanute Ward 3 Precinct 3"	"000090"	203	258	237	226	94	349	330	121	208	238
"KS"	2006	"NEOSHO"	"Chanute Ward 4 Precinct 1"	"000100"	104	188	131	163	117	164	152	133	161	130
"KS"	2006	"NEOSHO"	"Chanute Ward 4 Precinct 2"	"000110"	68	125	89	106	66	121	112	81	115	78
"KS"	2006	"NEOSHO"	"Chanute Ward 4 Precinct 3"	"00012A"	70	95	90	78	59	100	105	58	82	81
"KS"	2006	"NEOSHO"	"Chetopa Township"	"000130"	208	184	254	147	95	292	283	106	132	254
"KS"	2006	"NEOSHO"	"East Erie"	"000140"	87	205	164	128	97	165	165	110	143	148
"KS"	2006	"NEOSHO"	"Grant Township"	"000150"	54	88	76	65	39	90	85	51	71	66
"KS"	2006	"NEOSHO"	"Ladore Township"	"000160"	32	106	62	84	68	68	52	88	101	43
"KS"	2006	"NEOSHO"	"Lincoln Township"	"000170"	30	70	46	58	45	50	49	52	62	37
"KS"	2006	"NEOSHO"	"Mission Township"	"000180"	166	161	209	123	102	210	183	127	140	192
"KS"	2006	"NEOSHO"	"North Tioga Township"	"000190"	71	80	80	69	34	111	104	42	65	83
"KS"	2006	"NEOSHO"	"PROVISIONAL"	"999999"	45	58	59	49	35	66	63	41	54	50
"KS"	2006	"NEOSHO"	"Shiloh Township"	"000200"	57	73	76	60	39	81	76	54	52	71
"KS"	2006	"NEOSHO"	"South Tioga East Township"	"000210"	36	51	51	38	24	63	61	27	39	47
"KS"	2006	"NEOSHO"	"South Tioga West Township"	"00022A"	20	34	35	19	7	46	41	13	20	34
"KS"	2006	"NEOSHO"	"Walnut Grove Township"	"000230"	46	94	71	72	46	80	78	57	86	56
"KS"	2006	"NEOSHO"	"West Erie"	"000240"	114	195	182	131	61	229	218	79	149	152
"KS"	2006	"NESS"	"ADVANCED"	"999998"	131	115	112	133	44	195	177	67	34	212
"KS"	2006	"NESS"	"Bazine Township"	"000010"	63	65	64	68	13	111	100	28	18	111
"KS"	2006	"NESS"	"Eden Township"	"000020"	13	11	11	14	1	24	17	6	1	24
"KS"	2006	"NESS"	"Forrester Township"	"000030"	20	14	21	12	4	30	26	7	2	29
"KS"	2006	"NESS"	"Franklin Township"	"000040"	16	22	20	17	2	37	34	4	1	38
"KS"	2006	"NESS"	"Highpoint Township"	"000050"	22	9	24	7	0	29	28	1	1	30
"KS"	2006	"NESS"	"Johnson Township"	"000060"	10	9	14	5	0	19	16	4	1	19
"KS"	2006	"NESS"	"Nevada Township"	"000070"	61	78	71	61	30	108	106	29	22	117
"KS"	2006	"NESS"	"North Center"	"000080"	124	130	150	103	31	210	203	46	28	226
"KS"	2006	"NESS"	"Ohio Township"	"000090"	40	29	35	34	11	57	61	9	7	62
"KS"	2006	"NESS"	"PROVISIONAL"	"999999"	3	3	3	3	1	5	4	2	1	5
"KS"	2006	"NESS"	"South Center"	"000100"	62	83	72	76	30	115	107	36	20	131
"KS"	2006	"NESS"	"Waring Township"	"000110"	27	9	21	14	3	32	32	4	4	31
"KS"	2006	"NORTON"	"ADVANCED"	"999998"	90	94	100	78	35	142	133	45	25	156
"KS"	2006	"NORTON"	"Almena Township"	"000010"	118	86	122	76	27	161	153	42	25	174
"KS"	2006	"NORTON"	"Center Precinct 1"	"000020"	139	111	167	77	36	190	193	43	25	220
"KS"	2006	"NORTON"	"Center Precinct 2"	"000030"	33	13	32	14	5	38	36	9	4	41
"KS"	2006	"NORTON"	"Harrison Township"	"000040"	5	2	6	0	0	7	6	0	0	7
"KS"	2006	"NORTON"	"Highland Precinct 1"	"000050"	75	94	90	78	38	120	116	50	36	134
"KS"	2006	"NORTON"	"Highland Precinct 2"	"000060"	22	15	17	21	8	27	27	9	7	31
"KS"	2006	"NORTON"	"Highland Precinct 3"	"000070"	16	22	23	15	4	34	35	3	2	36
"KS"	2006	"NORTON"	"Norton Ward 1"	"000080"	148	131	162	118	46	222	219	55	39	240
"KS"	2006	"NORTON"	"Norton Ward 2"	"000090"	134	175	153	151	45	242	254	48	40	269
"KS"	2006	"NORTON"	"Norton Ward 3"	"000100"	128	142	140	128	56	199	203	61	40	222
"KS"	2006	"NORTON"	"PROVISIONAL"	"999999"	20	22	21	22	12	29	29	12	4	39
"KS"	2006	"NORTON"	"Solomon Precinct 1"	"000110"	13	13	18	7	6	17	21	4	3	23
"KS"	2006	"NORTON"	"Solomon Precinct 2"	"000120"	9	3	11	1	0	12	11	0	0	12
"KS"	2006	"OSAGE"	"ADVANCED"	"999998"	239	307	232	313	152	383	348	194	277	249
"KS"	2006	"OSAGE"	"Agency Township"	"000010"	70	78	79	72	41	106	103	46	66	73
"KS"	2006	"OSAGE"	"Arvonia Township"	"000020"	22	14	17	19	6	28	27	7	13	20
"KS"	2006	"OSAGE"	"Barclay Township"	"000030"	37	30	19	41	12	51	48	18	43	19
"KS"	2006	"OSAGE"	"Dragoon Township"	"000040"	41	46	34	53	17	73	63	27	50	37
"KS"	2006	"OSAGE"	"Elk Township"	"000050"	357	401	397	371	155	569	556	197	343	403
"KS"	2006	"OSAGE"	"Fairfax Township"	"000060"	109	107	99	119	35	178	170	46	103	107
"KS"	2006	"OSAGE"	"Grant Township Part A"	"00007A"	55	55	54	54	18	89	77	27	49	57
"KS"	2006	"OSAGE"	"Lincoln Township"	"000080"	25	19	25	19	10	33	33	10	17	27
"KS"	2006	"OSAGE"	"Melvern Township"	"000090"	116	153	115	153	79	184	169	91	137	124
"KS"	2006	"OSAGE"	"Michigan Valley Township"	"000100"	73	94	69	102	34	126	122	49	83	83
"KS"	2006	"OSAGE"	"North Burlingame"	"000110"	133	175	120	186	46	257	209	97	180	118
"KS"	2006	"OSAGE"	"North Ridgeway"	"000120"	178	280	196	262	126	307	312	145	245	198
"KS"	2006	"OSAGE"	"North Valleybrook"	"000130"	148	198	154	190	76	254	245	92	166	168
"KS"	2006	"OSAGE"	"Olivet Township"	"000140"	39	26	23	41	9	54	48	17	31	32
"KS"	2006	"OSAGE"	"Osage City Ward 1"	"150"	128	162	117	179	62	221	198	96	164	124
"KS"	2006	"OSAGE"	"Osage City Ward 2"	"160"	72	109	66	113	35	141	115	63	104	72
"KS"	2006	"OSAGE"	"Osage City Ward 3"	"170"	83	111	88	106	32	159	135	57	94	95
"KS"	2006	"OSAGE"	"Osage City Ward 4"	"180"	112	145	111	140	42	206	186	63	135	119
"KS"	2006	"OSAGE"	"PROVISIONAL"	"999999"	55	52	61	50	18	88	79	29	48	58
"KS"	2006	"OSAGE"	"Scranton Township"	"000190"	167	236	187	217	106	280	271	130	192	197
"KS"	2006	"OSAGE"	"South Burlingame"	"000200"	126	157	128	152	32	252	208	72	138	138
"KS"	2006	"OSAGE"	"South Ridgeway"	"000210"	153	261	174	242	106	296	284	131	243	163
"KS"	2006	"OSAGE"	"South Valleybrook"	"000220"	62	78	57	82	40	94	86	52	78	58
"KS"	2006	"OSAGE"	"Superior Township"	"000230"	44	55	50	50	13	85	82	17	54	40
"KS"	2006	"OSAGE"	"Vassar Township"	"000240"	107	150	101	156	67	180	173	80	143	111
"KS"	2006	"OSBORNE"	"ADVANCED"	"999998"	80	113	71	116	47	134	128	57	43	149
"KS"	2006	"OSBORNE"	"Alton City"	"400010"	8	9	13	4	3	15	15	2	2	16
"KS"	2006	"OSBORNE"	"Bethany Township"	"000010"	9	14	10	13	5	15	17	7	5	17
"KS"	2006	"OSBORNE"	"Bloom Township"	"000020"	11	10	18	3	2	16	13	3	1	20
"KS"	2006	"OSBORNE"	"Corinth Township"	"000030"	7	6	5	8	3	9	9	4	2	10
"KS"	2006	"OSBORNE"	"Covert Township"	"000040"	2	4	3	2	1	4	6	0	0	6
"KS"	2006	"OSBORNE"	"Delhi Township"	"000050"	3	5	4	4	1	6	7	1	1	7
"KS"	2006	"OSBORNE"	"Downs City"	"000210"	139	185	149	175	65	240	234	91	50	269
"KS"	2006	"OSBORNE"	"Grant Township"	"000060"	4	6	4	6	2	8	7	2	1	9
"KS"	2006	"OSBORNE"	"Hancock Township"	"000070"	9	1	7	3	1	9	8	1	0	10
